"school_code","district_code","district","school","free_reduced_price_meal_eligibility","2011_12","2012_13","2013_14","2014_15","2015_16"
"0520311","0520011","Farmington School District","West District School","Eligible For Reduced Lunch","*","*","*","*","*"
"0520511","0520011","Farmington School District","West Woods Upper Elementary School","Eligible For Free Lunch","*","*","*","*","*"
"0520511","0520011","Farmington School District","West Woods Upper Elementary School","Not Eligible For Lunch","2.9","3.7","4.1","*","2.5"
"0520511","0520011","Farmington School District","West Woods Upper Elementary School","Eligible For Reduced Lunch","*","*","*","*","*"
"0530111","0530011","Franklin School District","Franklin Elementary School","Eligible For Free Lunch","*","*","*","*","*"
"0530111","0530011","Franklin School District","Franklin Elementary School","Not Eligible For Lunch","*","7.6","*","*","*"
"0530111","0530011","Franklin School District","Franklin Elementary School","Eligible For Reduced Lunch","*","*","*","*","*"
"0541311","0540011","Glastonbury School District","Alternate Program","Eligible For Free Lunch","","","","*",""
"0541311","0540011","Glastonbury School District","Alternate Program","Not Eligible For Lunch","","","","*",""
"0540211","0540011","Glastonbury School District","Buttonball Lane School","Eligible For Free Lunch","*","*","*","*","*"
"0540211","0540011","Glastonbury School District","Buttonball Lane School","Not Eligible For Lunch","*","1.7","*","*","*"
"0540211","0540011","Glastonbury School District","Buttonball Lane School","Eligible For Reduced Lunch","*","*","*","*","*"
"0540311","0540011","Glastonbury School District","Eastbury School","Eligible For Free Lunch","*","*","","*","*"
"0540311","0540011","Glastonbury School District","Eastbury School","Not Eligible For Lunch","2.1","*","*","*","*"
"0540311","0540011","Glastonbury School District","Eastbury School","Eligible For Reduced Lunch","*","*","","",""
"0540811","0540011","Glastonbury School District","Gideon Welles School","Eligible For Free Lunch","*","*","*","*","*"
"0540811","0540011","Glastonbury School District","Gideon Welles School","Not Eligible For Lunch","2.1","1.7","*","*","*"
"0540811","0540011","Glastonbury School District","Gideon Welles School","Eligible For Reduced Lunch","*","*","*","*","*"
"0546111","0540011","Glastonbury School District","Glastonbury High School","Eligible For Free Lunch","*","*","*","12.2","*"
"0546111","0540011","Glastonbury School District","Glastonbury High School","Not Eligible For Lunch","3.7","3.9","3.8","3.1","2.9"
"0546111","0540011","Glastonbury School District","Glastonbury High School","Eligible For Reduced Lunch","*","*","*","14.6","*"
"0540411","0540011","Glastonbury School District","Hebron Avenue School","Eligible For Free Lunch","*","*","*","*","*"
"0540411","0540011","Glastonbury School District","Hebron Avenue School","Not Eligible For Lunch","*","2.4","*","*","*"
"0540411","0540011","Glastonbury School District","Hebron Avenue School","Eligible For Reduced Lunch","*","*","*","*","*"
"0540611","0540011","Glastonbury School District","Hopewell School","Eligible For Free Lunch","*","*","*","*","*"
"0540611","0540011","Glastonbury School District","Hopewell School","Not Eligible For Lunch","*","*","*","*","*"
"0540611","0540011","Glastonbury School District","Hopewell School","Eligible For Reduced Lunch","*","*","*","*","*"
"0540111","0540011","Glastonbury School District","LINKS Academy","Eligible For Free Lunch","","","*","",""
"0540111","0540011","Glastonbury School District","LINKS Academy","Not Eligible For Lunch","","","*","",""
"0540111","0540011","Glastonbury School District","LINKS Academy","Eligible For Reduced Lunch","","","*","",""
"0541411","0540011","Glastonbury School District","LINKS Transition","Not Eligible For Lunch","","","","*",""
"0540111","0540011","Glastonbury School District","Links Academy","Eligible For Free Lunch","","","","*","*"
"0540111","0540011","Glastonbury School District","Links Academy","Not Eligible For Lunch","","","","*","45.0"
"0540111","0540011","Glastonbury School District","Links Academy","Eligible For Reduced Lunch","","","","*","*"
"0541411","0540011","Glastonbury School District","Links Transition","Eligible For Free Lunch","","","","","*"
"0541411","0540011","Glastonbury School District","Links Transition","Not Eligible For Lunch","","","","","*"
"0540711","0540011","Glastonbury School District","Naubuc School","Eligible For Free Lunch","16.1","*","*","*","*"
"0540711","0540011","Glastonbury School District","Naubuc School","Not Eligible For Lunch","*","3.8","*","*","*"
"0540711","0540011","Glastonbury School District","Naubuc School","Eligible For Reduced Lunch","*","*","0.0","0.0","*"
"0540911","0540011","Glastonbury School District","Nayaug Elementary School","Eligible For Free Lunch","*","*","*","*","*"
"0540911","0540011","Glastonbury School District","Nayaug Elementary School","Not Eligible For Lunch","2.4","3.2","*","*","*"
"0540911","0540011","Glastonbury School District","Nayaug Elementary School","Eligible For Reduced Lunch","*","*","*","*","*"
"0541111","0540011","Glastonbury School District","PRIDE-Hebron Avenue","Eligible For Free Lunch","","","","*",""
"0541111","0540011","Glastonbury School District","PRIDE-Hebron Avenue","Not Eligible For Lunch","","","","*",""
"0541211","0540011","Glastonbury School District","PRIDE-Nayaug","Not Eligible For Lunch","","","","*",""
"0545211","0540011","Glastonbury School District","Smith Middle School","Eligible For Free Lunch","*","*","*","*","*"
"0545211","0540011","Glastonbury School District","Smith Middle School","Not Eligible For Lunch","3.2","*","1.4","1.5","1.4"
"0545211","0540011","Glastonbury School District","Smith Middle School","Eligible For Reduced Lunch","*","0.0","*","*","*"
"0560111","0560011","Granby School District","Frank M. Kearns Primary School","Eligible For Free Lunch","*","*","*","*","*"
"0560111","0560011","Granby School District","Frank M. Kearns Primary School","Not Eligible For Lunch","4.6","5.0","*","4.0","3.8"
"0560111","0560011","Granby School District","Frank M. Kearns Primary School","Eligible For Reduced Lunch","*","*","*","*","*"
"0566111","0560011","Granby School District","Granby Memorial High School","Eligible For Free Lunch","*","*","*","*","*"
"0566111","0560011","Granby School District","Granby Memorial High School","Not Eligible For Lunch","3.5","2.4","4.6","4.2","4.5"
"0566111","0560011","Granby School District","Granby Memorial High School","Eligible For Reduced Lunch","*","*","*","*","*"
"0565111","0560011","Granby School District","Granby Memorial Middle School","Eligible For Free Lunch","*","*","*","*","*"
"0565111","0560011","Granby School District","Granby Memorial Middle School","Not Eligible For Lunch","6.2","6.2","*","2.1","3.2"
"0565111","0560011","Granby School District","Granby Memorial Middle School","Eligible For Reduced Lunch","*","*","*","*","*"
"0560411","0560011","Granby School District","Kelly Lane Intermediate School","Eligible For Free Lunch","*","*","*","*",""
"0560411","0560011","Granby School District","Kelly Lane Intermediate School","Not Eligible For Lunch","*","*","*","*",""
"0560411","0560011","Granby School District","Kelly Lane Intermediate School","Eligible For Reduced Lunch","*","*","*","*",""
"0560411","0560011","Granby School District","Kelly Lane Primary School","Eligible For Free Lunch","","","","","*"
"0560411","0560011","Granby School District","Kelly Lane Primary School","Not Eligible For Lunch","","","","","*"
"0560411","0560011","Granby School District","Kelly Lane Primary School","Eligible For Reduced Lunch","","","","","*"
"0560311","0560011","Granby School District","Wells Road Intermediate School","Eligible For Free Lunch","*","*","*","*","*"
"0560311","0560011","Granby School District","Wells Road Intermediate School","Not Eligible For Lunch","2.2","3.0","2.8","*","*"
"0560311","0560011","Granby School District","Wells Road Intermediate School","Eligible For Reduced Lunch","*","*","*","*","*"
"2940113","2940013","Great Oaks Charter School District","Great Oaks Charter School","Eligible For Free Lunch","","","","24.7","17.2"
"2940113","2940013","Great Oaks Charter School District","Great Oaks Charter School","Not Eligible For Lunch","","","","*","*"
"2940113","2940013","Great Oaks Charter School District","Great Oaks Charter School","Eligible For Reduced Lunch","","","","*","*"
"0571411","0570011","Greenwich School District","Alternative High School Programs","Eligible For Free Lunch","","","","74.2",""
"0571411","0570011","Greenwich School District","Alternative High School Programs","Not Eligible For Lunch","","","","*",""
"0571411","0570011","Greenwich School District","Alternative High School Programs","Eligible For Reduced Lunch","","","","*",""
"0575111","0570011","Greenwich School District","Central Middle School","Eligible For Free Lunch","*","*","*","*","*"
"0575111","0570011","Greenwich School District","Central Middle School","Not Eligible For Lunch","6.8","7.3","3.7","*","*"
"0575111","0570011","Greenwich School District","Central Middle School","Eligible For Reduced Lunch","*","*","*","*","*"
"0571211","0570011","Greenwich School District","Community Connections","Eligible For Free Lunch","","","","*",""
"0571211","0570011","Greenwich School District","Community Connections","Not Eligible For Lunch","","","","*","*"
"0570211","0570011","Greenwich School District","Cos Cob School","Eligible For Free Lunch","*","*","*","*","*"
"0570211","0570011","Greenwich School District","Cos Cob School","Not Eligible For Lunch","*","4.5","*","*","1.5"
"0570211","0570011","Greenwich School District","Cos Cob School","Eligible For Reduced Lunch","*","*","*","*","*"
"0575211","0570011","Greenwich School District","Eastern Middle School","Eligible For Free Lunch","*","*","*","*","*"
"0575211","0570011","Greenwich School District","Eastern Middle School","Not Eligible For Lunch","4.7","5.6","3.1","1.8","*"
"0575211","0570011","Greenwich School District","Eastern Middle School","Eligible For Reduced Lunch","*","*","*","*","*"
"0570411","0570011","Greenwich School District","Glenville School","Eligible For Free Lunch","*","*","*","*","*"
"0570411","0570011","Greenwich School District","Glenville School","Not Eligible For Lunch","5.6","*","*","*","2.6"
"0570411","0570011","Greenwich School District","Glenville School","Eligible For Reduced Lunch","*","*","*","*","*"
"0571411","0570011","Greenwich School District","Greenwich Alternative High School","Eligible For Free Lunch","","","","","90.5"
"0571411","0570011","Greenwich School District","Greenwich Alternative High School","Not Eligible For Lunch","","","","","*"
"0571411","0570011","Greenwich School District","Greenwich Alternative High School","Eligible For Reduced Lunch","","","","","*"
"0576111","0570011","Greenwich School District","Greenwich High School","Eligible For Free Lunch","16.1","18.6","13.3","*","*"
"0576111","0570011","Greenwich School District","Greenwich High School","Not Eligible For Lunch","5.3","9.6","3.4","3.2","5.3"
"0576111","0570011","Greenwich School District","Greenwich High School","Eligible For Reduced Lunch","8.1","9.5","6.5","*","*"
"0570511","0570011","Greenwich School District","Hamilton Avenue School","Eligible For Free Lunch","12.3","12.6","10.7","8.4","7.7"
"0570511","0570011","Greenwich School District","Hamilton Avenue School","Not Eligible For Lunch","*","*","*","*","*"
"0570511","0570011","Greenwich School District","Hamilton Avenue School","Eligible For Reduced Lunch","*","*","*","*","*"
"0571311","0570011","Greenwich School District","International School At Dundee","Eligible For Free Lunch","*","*","*","*","*"
"0571311","0570011","Greenwich School District","International School At Dundee","Not Eligible For Lunch","*","*","2.8","*","2.3"
"0571311","0570011","Greenwich School District","International School At Dundee","Eligible For Reduced Lunch","*","*","*","*","*"
"0570311","0570011","Greenwich School District","Julian Curtiss School","Eligible For Free Lunch","*","*","*","*","*"
"0570311","0570011","Greenwich School District","Julian Curtiss School","Not Eligible For Lunch","*","*","*","*","*"
"0570311","0570011","Greenwich School District","Julian Curtiss School","Eligible For Reduced Lunch","*","*","*","*","*"
"0570611","0570011","Greenwich School District","New Lebanon School","Eligible For Free Lunch","*","10.8","*","*","4.8"
"0570611","0570011","Greenwich School District","New Lebanon School","Not Eligible For Lunch","5.6","*","6.5","*","0.0"
"0570611","0570011","Greenwich School District","New Lebanon School","Eligible For Reduced Lunch","*","*","*","0.0","0.0"
"0570711","0570011","Greenwich School District","North Mianus School","Eligible For Free Lunch","*","*","*","*","*"
"0570711","0570011","Greenwich School District","North Mianus School","Not Eligible For Lunch","*","*","3.7","1.3","*"
"0570711","0570011","Greenwich School District","North Mianus School","Eligible For Reduced Lunch","*","*","*","*","*"
"0570811","0570011","Greenwich School District","North Street School","Eligible For Free Lunch","*","*","*","*","*"
"0570811","0570011","Greenwich School District","North Street School","Not Eligible For Lunch","2.8","6.0","4.2","*","*"
"0570811","0570011","Greenwich School District","North Street School","Eligible For Reduced Lunch","*","*","*","","*"
"0570911","0570011","Greenwich School District","Old Greenwich School","Eligible For Free Lunch","*","*","*","*","*"
"0570911","0570011","Greenwich School District","Old Greenwich School","Not Eligible For Lunch","4.8","5.3","*","*","*"
"0570911","0570011","Greenwich School District","Old Greenwich School","Eligible For Reduced Lunch","*","*","*","*",""
"0571111","0570011","Greenwich School District","Parkway School","Eligible For Free Lunch","*","*","*","*","*"
"0571111","0570011","Greenwich School District","Parkway School","Not Eligible For Lunch","10.2","*","4.2","3.3","*"
"0571111","0570011","Greenwich School District","Parkway School","Eligible For Reduced Lunch","*","","*","*","*"
"0571011","0570011","Greenwich School District","Riverside School","Eligible For Free Lunch","*","*","*","*","*"
"0571011","0570011","Greenwich School District","Riverside School","Not Eligible For Lunch","*","*","*","*","*"
"0571011","0570011","Greenwich School District","Riverside School","Eligible For Reduced Lunch","*","","","",""
"0575311","0570011","Greenwich School District","Western Middle School","Eligible For Free Lunch","14.4","15.7","*","*","5.0"
"0575311","0570011","Greenwich School District","Western Middle School","Not Eligible For Lunch","*","3.4","7.2","4.0","3.1"
"0575311","0570011","Greenwich School District","Western Middle School","Eligible For Reduced Lunch","*","13.0","*","*","0.0"
"0580111","0580011","Griswold School District","Griswold Alternative School","Eligible For Free Lunch","","","","*","*"
"0580111","0580011","Griswold School District","Griswold Alternative School","Not Eligible For Lunch","","","","*","*"
"0580111","0580011","Griswold School District","Griswold Alternative School","Eligible For Reduced Lunch","","","","*","*"
"0580311","0580011","Griswold School District","Griswold Elementary School","Eligible For Free Lunch","14.0","15.7","16.6","10.7","8.1"
"0580311","0580011","Griswold School District","Griswold Elementary School","Not Eligible For Lunch","*","*","*","*","*"
"0580311","0580011","Griswold School District","Griswold Elementary School","Eligible For Reduced Lunch","*","*","*","*","*"
"0586211","0580011","Griswold School District","Griswold High School","Eligible For Free Lunch","31.0","*","29.3","28.1","*"
"0586211","0580011","Griswold School District","Griswold High School","Not Eligible For Lunch","11.4","10.5","9.8","7.9","*"
"0586211","0580011","Griswold School District","Griswold High School","Eligible For Reduced Lunch","34.1","*","18.6","15.8","*"
"0585111","0580011","Griswold School District","Griswold Middle School","Eligible For Free Lunch","21.7","20.1","19.9","23.1","16.3"
"0585111","0580011","Griswold School District","Griswold Middle School","Not Eligible For Lunch","*","*","*","*","3.4"
"0585111","0580011","Griswold School District","Griswold Middle School","Eligible For Reduced Lunch","*","*","*","*","20.0"
"0595311","0590011","Groton School District","Carl C. Cutler Middle School","Eligible For Free Lunch","*","*","15.3","15.9","*"
"0595311","0590011","Groton School District","Carl C. Cutler Middle School","Not Eligible For Lunch","7.5","5.5","*","*","5.3"
"0595311","0590011","Groton School District","Carl C. Cutler Middle School","Eligible For Reduced Lunch","*","*","*","*","*"
"0590311","0590011","Groton School District","Catherine Kolnaski Magnet School","Eligible For Free Lunch","27.1","21.7","","",""
"0590311","0590011","Groton School District","Catherine Kolnaski Magnet School","Not Eligible For Lunch","16.9","15.2","","",""
"0590311","0590011","Groton School District","Catherine Kolnaski Magnet School","Eligible For Reduced Lunch","31.4","*","","",""
"0592011","0590011","Groton School District","Catherine Kolnaski Magnet School","Eligible For Free Lunch","27.1","21.7","15.1","16.7","13.0"
"0592011","0590011","Groton School District","Catherine Kolnaski Magnet School","Not Eligible For Lunch","16.9","15.2","*","*","*"
"0592011","0590011","Groton School District","Catherine Kolnaski Magnet School","Eligible For Reduced Lunch","31.4","*","*","*","*"
"0591811","0590011","Groton School District","Charles Barnum School","Eligible For Free Lunch","*","*","*","*","12.1"
"0591811","0590011","Groton School District","Charles Barnum School","Not Eligible For Lunch","10.6","8.3","9.6","6.3","*"
"0591811","0590011","Groton School District","Charles Barnum School","Eligible For Reduced Lunch","*","*","*","*","*"
"0590311","0590011","Groton School District","Claude Chester School","Eligible For Free Lunch","","","13.6","14.7","11.8"
"0590311","0590011","Groton School District","Claude Chester School","Not Eligible For Lunch","","","*","*","*"
"0590311","0590011","Groton School District","Claude Chester School","Eligible For Reduced Lunch","","","*","*","*"
"0595111","0590011","Groton School District","Fitch Middle School","Eligible For Free Lunch","19.7","","","",""
"0595111","0590011","Groton School District","Fitch Middle School","Not Eligible For Lunch","*","","","",""
"0595111","0590011","Groton School District","Fitch Middle School","Eligible For Reduced Lunch","*","","","",""
"0591711","0590011","Groton School District","Mary Morrisson School","Eligible For Free Lunch","*","*","*","*","20.4"
"0591711","0590011","Groton School District","Mary Morrisson School","Not Eligible For Lunch","9.7","*","9.7","10.4","*"
"0591711","0590011","Groton School District","Mary Morrisson School","Eligible For Reduced Lunch","*","14.7","*","*","*"
"0590211","0590011","Groton School District","New Beginnings Alternative Program","Eligible For Free Lunch","","","","*","*"
"0590211","0590011","Groton School District","New Beginnings Alternative Program","Not Eligible For Lunch","","","","*","*"
"0590211","0590011","Groton School District","New Beginnings Alternative Program","Eligible For Reduced Lunch","","","","","*"
"0591911","0590011","Groton School District","Northeast Academy Elementary School","Eligible For Free Lunch","*","11.1","15.4","*","*"
"0591911","0590011","Groton School District","Northeast Academy Elementary School","Not Eligible For Lunch","2.6","*","*","*","*"
"0591911","0590011","Groton School District","Northeast Academy Elementary School","Eligible For Reduced Lunch","*","*","*","*","0.0"
"0591211","0590011","Groton School District","Pleasant Valley School","Eligible For Free Lunch","13.7","11.8","18.3","10.6","12.6"
"0591211","0590011","Groton School District","Pleasant Valley School","Not Eligible For Lunch","9.1","6.3","5.8","9.2","5.9"
"0591211","0590011","Groton School District","Pleasant Valley School","Eligible For Reduced Lunch","*","*","*","*","*"
"0596111","0590011","Groton School District","Robert E. Fitch High School","Eligible For Free Lunch","41.5","34.3","35.8","29.7","32.6"
"0596111","0590011","Groton School District","Robert E. Fitch High School","Not Eligible For Lunch","18.7","19.0","16.2","14.0","12.1"
"0596111","0590011","Groton School District","Robert E. Fitch High School","Eligible For Reduced Lunch","24.3","20.8","15.6","23.3","15.7"
"0590111","0590011","Groton School District","S. B. Butler School","Eligible For Free Lunch","*","*","*","*","*"
"0590111","0590011","Groton School District","S. B. Butler School","Not Eligible For Lunch","*","*","4.1","*","*"
"0590111","0590011","Groton School District","S. B. Butler School","Eligible For Reduced Lunch","*","*","*","*","*"
"0590611","0590011","Groton School District","Virtual Learning Academy","Eligible For Free Lunch","","","","*","*"
"0590611","0590011","Groton School District","Virtual Learning Academy","Not Eligible For Lunch","","","","","*"
"0595211","0590011","Groton School District","West Side Middle School","Eligible For Free Lunch","19.3","17.8","16.7","16.9","19.4"
"0595211","0590011","Groton School District","West Side Middle School","Not Eligible For Lunch","*","7.3","*","6.3","6.0"
"0595211","0590011","Groton School District","West Side Middle School","Eligible For Reduced Lunch","0.0","8.6","*","*","17.5"
"0600711","0600011","Guilford School District","A. Baldwin Middle School","Eligible For Free Lunch","*","*","*","*","*"
"0600711","0600011","Guilford School District","A. Baldwin Middle School","Not Eligible For Lunch","*","4.4","4.8","*","*"
"0600711","0600011","Guilford School District","A. Baldwin Middle School","Eligible For Reduced Lunch","*","*","*","*","*"
"0600611","0600011","Guilford School District","A. W. Cox School","Eligible For Free Lunch","*","*","*","*","*"
"0600611","0600011","Guilford School District","A. W. Cox School","Not Eligible For Lunch","2.0","*","*","2.1","3.3"
"0600611","0600011","Guilford School District","A. W. Cox School","Eligible For Reduced Lunch","*","*","*","*","*"
"0600411","0600011","Guilford School District","Calvin Leete School","Eligible For Free Lunch","*","*","*","*","*"
"0600411","0600011","Guilford School District","Calvin Leete School","Not Eligible For Lunch","*","*","2.6","*","*"
"0600411","0600011","Guilford School District","Calvin Leete School","Eligible For Reduced Lunch","*","*","*","*","*"
"0605111","0600011","Guilford School District","E. C. Adams Middle School","Eligible For Free Lunch","*","*","*","*","*"
"0605111","0600011","Guilford School District","E. C. Adams Middle School","Not Eligible For Lunch","7.1","7.3","5.4","4.9","6.0"
"0605111","0600011","Guilford School District","E. C. Adams Middle School","Eligible For Reduced Lunch","*","*","*","*","*"
"0606111","0600011","Guilford School District","Guilford High School","Eligible For Free Lunch","21.3","30.6","16.2","*","*"
"0606111","0600011","Guilford School District","Guilford High School","Not Eligible For Lunch","8.7","9.8","6.8","6.1","3.7"
"0606111","0600011","Guilford School District","Guilford High School","Eligible For Reduced Lunch","20.0","18.8","16.7","*","*"
"0600211","0600011","Guilford School District","Guilford Lakes School","Eligible For Free Lunch","*","*","*","*","*"
"0600211","0600011","Guilford School District","Guilford Lakes School","Not Eligible For Lunch","*","*","*","*","*"
"0600211","0600011","Guilford School District","Guilford Lakes School","Eligible For Reduced Lunch","*","*","*","*","*"
"0600311","0600011","Guilford School District","Melissa Jones School","Eligible For Free Lunch","*","*","*","*","*"
"0600311","0600011","Guilford School District","Melissa Jones School","Not Eligible For Lunch","3.0","3.8","3.6","*","*"
"0600311","0600011","Guilford School District","Melissa Jones School","Eligible For Reduced Lunch","*","*","*","*","*"
"0628011","0620011","Hamden School District","Alice Peck Learning Center","Eligible For Free Lunch","","*","*","*","*"
"0628011","0620011","Hamden School District","Alice Peck Learning Center","Not Eligible For Lunch","","*","*","*","*"
"0628011","0620011","Hamden School District","Alice Peck Learning Center","Eligible For Reduced Lunch","","","*","*","*"
"0621211","0620011","Hamden School District","Bear Path School","Eligible For Free Lunch","*","*","*","*","*"
"0621211","0620011","Hamden School District","Bear Path School","Not Eligible For Lunch","3.7","4.3","4.3","2.2","3.9"
"0621211","0620011","Hamden School District","Bear Path School","Eligible For Reduced Lunch","*","*","*","*","*"
"0620211","0620011","Hamden School District","Church Street School","Eligible For Free Lunch","18.4","*","13.0","14.9","12.2"
"0620211","0620011","Hamden School District","Church Street School","Not Eligible For Lunch","*","*","*","*","*"
"0620211","0620011","Hamden School District","Church Street School","Eligible For Reduced Lunch","*","0.0","*","*","*"
"0620311","0620011","Hamden School District","Dunbar Hill School","Eligible For Free Lunch","15.5","19.8","9.5","12.7","*"
"0620311","0620011","Hamden School District","Dunbar Hill School","Not Eligible For Lunch","*","*","4.4","*","*"
"0620311","0620011","Hamden School District","Dunbar Hill School","Eligible For Reduced Lunch","*","*","0.0","*","0.0"
"0620511","0620011","Hamden School District","Hamden Collaborative Learning Center","Eligible For Free Lunch","","","","78.7","85.1"
"0620511","0620011","Hamden School District","Hamden Collaborative Learning Center","Not Eligible For Lunch","","","","*","*"
"0620511","0620011","Hamden School District","Hamden Collaborative Learning Center","Eligible For Reduced Lunch","","","","*","*"
"0626111","0620011","Hamden School District","Hamden High School","Eligible For Free Lunch","30.6","38.8","34.4","37.7","47.2"
"0626111","0620011","Hamden School District","Hamden High School","Not Eligible For Lunch","14.8","17.5","15.9","17.0","29.2"
"0626111","0620011","Hamden School District","Hamden High School","Eligible For Reduced Lunch","18.6","25.9","25.5","22.7","31.7"
"0625211","0620011","Hamden School District","Hamden Middle School","Eligible For Free Lunch","23.7","24.3","35.9","22.8","31.1"
"0625211","0620011","Hamden School District","Hamden Middle School","Not Eligible For Lunch","9.9","11.6","8.4","7.0","7.7"
"0625211","0620011","Hamden School District","Hamden Middle School","Eligible For Reduced Lunch","18.5","17.7","17.6","12.7","17.9"
"0620611","0620011","Hamden School District","Hamden Transition Academy @ SCSU (AACPB)","Eligible For Free Lunch","","","","","*"
"0620611","0620011","Hamden School District","Hamden Transition Academy @ SCSU (AACPB)","Not Eligible For Lunch","","","","","*"
"0620611","0620011","Hamden School District","Hamden Transition Academy @ SCSU (AACPB)","Eligible For Reduced Lunch","","","","","*"
"0620411","0620011","Hamden School District","Helen Street School","Eligible For Free Lunch","12.2","10.1","16.9","18.1","13.5"
"0620411","0620011","Hamden School District","Helen Street School","Not Eligible For Lunch","*","*","*","*","*"
"0620411","0620011","Hamden School District","Helen Street School","Eligible For Reduced Lunch","*","*","*","*","*"
"0621111","0620011","Hamden School District","Ridge Hill School","Eligible For Free Lunch","21.6","20.1","13.6","21.6","20.1"
"0621111","0620011","Hamden School District","Ridge Hill School","Not Eligible For Lunch","*","9.8","*","*","*"
"0621111","0620011","Hamden School District","Ridge Hill School","Eligible For Reduced Lunch","*","0.0","*","*","*"
"0620111","0620011","Hamden School District","Shepherd Glen School","Eligible For Free Lunch","12.2","19.2","19.9","13.8","14.8"
"0620111","0620011","Hamden School District","Shepherd Glen School","Not Eligible For Lunch","9.0","*","*","*","*"
"0620111","0620011","Hamden School District","Shepherd Glen School","Eligible For Reduced Lunch","","*","*","*","*"
"0621011","0620011","Hamden School District","Spring Glen School","Eligible For Free Lunch","*","*","*","*","*"
"0621011","0620011","Hamden School District","Spring Glen School","Not Eligible For Lunch","4.4","4.4","3.4","*","4.6"
"0621011","0620011","Hamden School District","Spring Glen School","Eligible For Reduced Lunch","*","*","*","*","*"
"0621411","0620011","Hamden School District","West Woods School","Eligible For Free Lunch","*","*","*","*","*"
"0621411","0620011","Hamden School District","West Woods School","Not Eligible For Lunch","4.4","6.6","3.6","*","*"
"0621411","0620011","Hamden School District","West Woods School","Eligible For Reduced Lunch","*","*","*","*","*"
"0630111","0630011","Hampton School District","Hampton Elementary School","Eligible For Free Lunch","*","*","*","*","*"
"0630111","0630011","Hampton School District","Hampton Elementary School","Not Eligible For Lunch","*","*","*","*","*"
"0630111","0630011","Hampton School District","Hampton Elementary School","Eligible For Reduced Lunch","*","*","*","*","*"
"0647911","0640011","Hartford School District","Great Path Academy at MCC","Eligible For Free Lunch","","","","*","16.4"
"0647911","0640011","Hartford School District","Great Path Academy at MCC","Not Eligible For Lunch","","","","12.1","*"
"0647911","0640011","Hartford School District","Great Path Academy at MCC","Eligible For Reduced Lunch","","","","*","*"
"0640711","0640011","Hartford School District","Asian Studies Academy","Eligible For Free Lunch","27.5","29.2","28.2","",""
"0640711","0640011","Hartford School District","Asian Studies Academy at Bellizzi School","Eligible For Free Lunch","","","","39.6","35.7"
"0640711","0640011","Hartford School District","Asian Studies Academy at Bellizzi School","Not Eligible For Lunch","","","","47.8","26.4"
"0644511","0640011","Hartford School District","Autism Program - Clark School","Eligible For Free Lunch","","","","*",""
"0644311","0640011","Hartford School District","Autism Program - Environmental Sciences Magnet School at Mary M Hooker","Eligible For Free Lunch","","","","*","*"
"0644211","0640011","Hartford School District","Autism Program - Fred D. Wish Museum School","Eligible For Free Lunch","","","","39.1",""
"0644411","0640011","Hartford School District","Autism Program - Sarah J. Rawson Elementary School","Eligible For Free Lunch","","","","*","33.3"
"0649311","0640011","Hartford School District","Autism Program - Simpson-Waverly","Eligible For Free Lunch","","","","","*"
"0648611","0640011","Hartford School District","Autism Program-Burr School","Eligible For Free Lunch","","","","","*"
"0640411","0640011","Hartford School District","Batchelder School","Eligible For Free Lunch","16.8","*","27.5","*","*"
"0640411","0640011","Hartford School District","Batchelder School","Not Eligible For Lunch","","*","","*","*"
"0642811","0640011","Hartford School District","Betances Early Reading Lab Magnet School","Eligible For Free Lunch","","","","16.7","19.8"
"0642811","0640011","Hartford School District","Betances Early Reading Lab Magnet School","Not Eligible For Lunch","","","","*","*"
"0642811","0640011","Hartford School District","Betances Early Reading Lab Magnet School","Eligible For Reduced Lunch","","","","*","*"
"0643511","0640011","Hartford School District","Breakthrough II Elementary School","Eligible For Free Lunch","11.0","17.3","*","",""
"0643511","0640011","Hartford School District","Breakthrough II Elementary School","Not Eligible For Lunch","","*","*","",""
"0643511","0640011","Hartford School District","Breakthrough II Elementary School","Eligible For Reduced Lunch","","*","*","",""
"0643511","0640011","Hartford School District","Breakthrough II Magnet School","Eligible For Free Lunch","","","","12.1","11.5"
"0643511","0640011","Hartford School District","Breakthrough II Magnet School","Not Eligible For Lunch","","","","*","*"
"0643511","0640011","Hartford School District","Breakthrough II Magnet School","Eligible For Reduced Lunch","","","","*","*"
"0643311","0640011","Hartford School District","Breakthrough Magnet School","Eligible For Free Lunch","6.1","*","7.3","12.1","9.7"
"0643311","0640011","Hartford School District","Breakthrough Magnet School","Not Eligible For Lunch","*","*","*","*","*"
"0643311","0640011","Hartford School District","Breakthrough Magnet School","Eligible For Reduced Lunch","*","0.0","*","*","*"
"0646111","0640011","Hartford School District","Bulkeley High School Lower School","Eligible For Free Lunch","47.6","*","41.3","55.3","49.2"
"0646111","0640011","Hartford School District","Bulkeley High School Lower School","Not Eligible For Lunch","","*","","*","21.7"
"0646111","0640011","Hartford School District","Bulkeley High School Lower School","Eligible For Reduced Lunch","","","","*",""
"0647111","0640011","Hartford School District","Bulkeley High School Upper School","Eligible For Free Lunch","47.9","*","*","*","52.2"
"0647111","0640011","Hartford School District","Bulkeley High School Upper School","Not Eligible For Lunch","","*","*","*","*"
"0647111","0640011","Hartford School District","Bulkeley High School Upper School","Eligible For Reduced Lunch","","","","","*"
