"school_code","year","category","cohort","count"
"0150811","201314","School ","target.percent.2013-14","N/A"
"0150811","201314","District ","target.percent.2013-14","68.8"
"0150811","201415","Black or African American ","cohort.count.2013-14","N/A "
"0150811","201415","Hispanic or Latino ","cohort.count.2013-14","N/A "
"0150811","201415","English Language Learners ","cohort.count.2013-14","N/A "
"0150811","201415","Eligible for Free or Reduced-Price Meals ","cohort.count.2013-14","N/A "
"0150811","201415","Students with Disabilities ","cohort.count.2013-14","N/A "
"0150811","201415","School ","cohort.count.2013-14","N/A "
"0150811","201415","District ","cohort.count.2013-14",""
"0150811","201415","Black or African American ","cohort.rate.2013-14","N/A "
"0150811","201415","Hispanic or Latino ","cohort.rate.2013-14","N/A "
"0150811","201415","English Language Learners ","cohort.rate.2013-14","N/A "
"0150811","201415","Eligible for Free or Reduced-Price Meals ","cohort.rate.2013-14","N/A "
"0150811","201415","Students with Disabilities ","cohort.rate.2013-14","N/A "
"0150811","201415","School ","cohort.rate.2013-14","N/A "
"0150811","201415","District ","cohort.rate.2013-14","71.5 "
"0150811","201415","Black or African American ","cohort.target.2013-14","N/A "
"0150811","201415","Hispanic or Latino ","cohort.target.2013-14","N/A "
"0150811","201415","English Language Learners ","cohort.target.2013-14","N/A "
"0150811","201415","Eligible for Free or Reduced-Price Meals ","cohort.target.2013-14","N/A "
"0150811","201415","Students with Disabilities ","cohort.target.2013-14","N/A "
"0150811","201415","School ","cohort.target.2013-14","N/A "
"0150811","201415","District ","cohort.target.2013-14","68.8 "
"0150811","201415","Black or African American ","target.achieved.2013-14","N/A "
"0150811","201415","Hispanic or Latino ","target.achieved.2013-14","N/A "
"0150811","201415","English Language Learners ","target.achieved.2013-14","N/A "
"0150811","201415","Eligible for Free or Reduced-Price Meals ","target.achieved.2013-14","N/A "
"0150811","201415","Students with Disabilities ","target.achieved.2013-14","N/A "
"0150811","201415","School ","target.achieved.2013-14","N/A "
"0150811","201415","District ","target.achieved.2013-14","Yes "
"0150811","201415","Black or African American ","target.percent.2014-15","N/A"
"0150811","201415","Hispanic or Latino ","target.percent.2014-15","N/A"
"0150811","201415","English Language Learners ","target.percent.2014-15","N/A"
"0150811","201415","Eligible for Free or Reduced-Price Meals ","target.percent.2014-15","N/A"
"0150811","201415","Students with Disabilities ","target.percent.2014-15","N/A"
"0150811","201415","School ","target.percent.2014-15","N/A"
"0150811","201415","District ","target.percent.2014-15","71.6"
"0150811","201516","Black or African American ","cohort.count.2014-15","N/A "
"0150811","201516","Hispanic or Latino ","cohort.count.2014-15","N/A "
"0150811","201516","English Language Learners ","cohort.count.2014-15","N/A "
"0150811","201516","Eligible for Free or Reduced-Price Meals ","cohort.count.2014-15","N/A "
"0150811","201516","Students with Disabilities ","cohort.count.2014-15","N/A "
"0150811","201516","School ","cohort.count.2014-15","N/A "
"0150811","201516","District ","cohort.count.2014-15",""
"0150811","201516","Black or African American ","cohort.rate.2014-15","N/A "
"0150811","201516","Hispanic or Latino ","cohort.rate.2014-15","N/A "
"0150811","201516","English Language Learners ","cohort.rate.2014-15","N/A "
"0150811","201516","Eligible for Free or Reduced-Price Meals ","cohort.rate.2014-15","N/A "
"0150811","201516","Students with Disabilities ","cohort.rate.2014-15","N/A "
"0150811","201516","School ","cohort.rate.2014-15","N/A "
"0150811","201516","District ","cohort.rate.2014-15","63.6 "
"0150811","201516","Black or African American ","cohort.target.2014-15","N/A "
"0150811","201516","Hispanic or Latino ","cohort.target.2014-15","N/A "
"0150811","201516","English Language Learners ","cohort.target.2014-15","N/A "
"0150811","201516","Eligible for Free or Reduced-Price Meals ","cohort.target.2014-15","N/A "
"0150811","201516","Students with Disabilities ","cohort.target.2014-15","N/A "
"0150811","201516","School ","cohort.target.2014-15","N/A "
"0150811","201516","District ","cohort.target.2014-15","71.6 "
"0150811","201516","Black or African American ","target.achieved.2014-15","N/A "
"0150811","201516","Hispanic or Latino ","target.achieved.2014-15","N/A "
"0150811","201516","English Language Learners ","target.achieved.2014-15","N/A "
"0150811","201516","Eligible for Free or Reduced-Price Meals ","target.achieved.2014-15","N/A "
"0150811","201516","Students with Disabilities ","target.achieved.2014-15","N/A "
"0150811","201516","School ","target.achieved.2014-15","N/A "
"0150811","201516","District ","target.achieved.2014-15","No "
"0150811","201516","Black or African American ","target.percent.2015-16","N/A"
"0150811","201516","Hispanic or Latino ","target.percent.2015-16","N/A"
"0150811","201516","English Language Learners ","target.percent.2015-16","N/A"
"0150811","201516","Eligible for Free or Reduced-Price Meals ","target.percent.2015-16","N/A"
"0150811","201516","Students with Disabilities ","target.percent.2015-16","N/A"
"0150811","201516","School ","target.percent.2015-16","N/A"
"0150811","201516","District ","target.percent.2015-16","74.4"
"0151511","201314","Black or African American ","cohort.count.2012-13","N/A "
"0151511","201314","Hispanic or Latino ","cohort.count.2012-13","N/A "
"0151511","201314","English Language Learners ","cohort.count.2012-13","N/A "
"0151511","201314","Eligible for Free or Reduced-Price Meals ","cohort.count.2012-13","N/A "
"0151511","201314","Students with Disabilities ","cohort.count.2012-13","N/A "
"0151511","201314","School ","cohort.count.2012-13","N/A "
"0151511","201314","District ","cohort.count.2012-13",""
"0151511","201314","Black or African American ","cohort.rate.2012-13","N/A "
"0151511","201314","Hispanic or Latino ","cohort.rate.2012-13","N/A "
"0151511","201314","English Language Learners ","cohort.rate.2012-13","N/A "
"0151511","201314","Eligible for Free or Reduced-Price Meals ","cohort.rate.2012-13","N/A "
"0151511","201314","Students with Disabilities ","cohort.rate.2012-13","N/A "
"0151511","201314","School ","cohort.rate.2012-13","N/A "
"0151511","201314","District ","cohort.rate.2012-13","67.3 "
"0151511","201314","Black or African American ","cohort.target.2012-13","N/A "
"0151511","201314","Hispanic or Latino ","cohort.target.2012-13","N/A "
"0151511","201314","English Language Learners ","cohort.target.2012-13","N/A "
"0151511","201314","Eligible for Free or Reduced-Price Meals ","cohort.target.2012-13","N/A "
"0151511","201314","Students with Disabilities ","cohort.target.2012-13","N/A "
"0151511","201314","School ","cohort.target.2012-13","N/A "
"0151511","201314","District ","cohort.target.2012-13","66.0 "
"0151511","201314","Black or African American ","target.achieved.2012-13","N/A "
"0151511","201314","Hispanic or Latino ","target.achieved.2012-13","N/A "
"0151511","201314","English Language Learners ","target.achieved.2012-13","N/A "
"0151511","201314","Eligible for Free or Reduced-Price Meals ","target.achieved.2012-13","N/A "
"0151511","201314","Students with Disabilities ","target.achieved.2012-13","N/A "
"0151511","201314","School ","target.achieved.2012-13","N/A "
"0151511","201314","District ","target.achieved.2012-13","Yes "
"0151511","201314","Black or African American ","target.percent.2013-14","N/A"
"0151511","201314","Hispanic or Latino ","target.percent.2013-14","N/A"
"0151511","201314","English Language Learners ","target.percent.2013-14","N/A"
"0151511","201314","Eligible for Free or Reduced-Price Meals ","target.percent.2013-14","N/A"
"0151511","201314","Students with Disabilities ","target.percent.2013-14","N/A"
"0151511","201314","School ","target.percent.2013-14","N/A"
"0151511","201314","District ","target.percent.2013-14","68.8"
"0151511","201415","Black or African American ","cohort.count.2013-14","N/A "
"0151511","201415","Hispanic or Latino ","cohort.count.2013-14","N/A "
"0151511","201415","English Language Learners ","cohort.count.2013-14","N/A "
"0151511","201415","Eligible for Free or Reduced-Price Meals ","cohort.count.2013-14","N/A "
"0151511","201415","Students with Disabilities ","cohort.count.2013-14","N/A "
"0151511","201415","School ","cohort.count.2013-14","N/A "
"0151511","201415","District ","cohort.count.2013-14",""
"0151511","201415","Black or African American ","cohort.rate.2013-14","N/A "
"0151511","201415","Hispanic or Latino ","cohort.rate.2013-14","N/A "
"0151511","201415","English Language Learners ","cohort.rate.2013-14","N/A "
"0151511","201415","Eligible for Free or Reduced-Price Meals ","cohort.rate.2013-14","N/A "
"0151511","201415","Students with Disabilities ","cohort.rate.2013-14","N/A "
"0151511","201415","School ","cohort.rate.2013-14","N/A "
"0151511","201415","District ","cohort.rate.2013-14","71.5 "
"0151511","201415","Black or African American ","cohort.target.2013-14","N/A "
"0151511","201415","Hispanic or Latino ","cohort.target.2013-14","N/A "
"0151511","201415","English Language Learners ","cohort.target.2013-14","N/A "
"0151511","201415","Eligible for Free or Reduced-Price Meals ","cohort.target.2013-14","N/A "
"0151511","201415","Students with Disabilities ","cohort.target.2013-14","N/A "
"0151511","201415","School ","cohort.target.2013-14","N/A "
"0151511","201415","District ","cohort.target.2013-14","68.8 "
"0151511","201415","Black or African American ","target.achieved.2013-14","N/A "
"0151511","201415","Hispanic or Latino ","target.achieved.2013-14","N/A "
"0151511","201415","English Language Learners ","target.achieved.2013-14","N/A "
"0151511","201415","Eligible for Free or Reduced-Price Meals ","target.achieved.2013-14","N/A "
"0151511","201415","Students with Disabilities ","target.achieved.2013-14","N/A "
"0151511","201415","School ","target.achieved.2013-14","N/A "
"0151511","201415","District ","target.achieved.2013-14","Yes "
"0151511","201415","Black or African American ","target.percent.2014-15","N/A"
"0151511","201415","Hispanic or Latino ","target.percent.2014-15","N/A"
"0151511","201415","English Language Learners ","target.percent.2014-15","N/A"
"0151511","201415","Eligible for Free or Reduced-Price Meals ","target.percent.2014-15","N/A"
"0151511","201415","Students with Disabilities ","target.percent.2014-15","N/A"
"0151511","201415","School ","target.percent.2014-15","N/A"
"0151511","201415","District ","target.percent.2014-15","71.6"
"0151511","201516","Black or African American ","cohort.count.2014-15","N/A "
"0151511","201516","Hispanic or Latino ","cohort.count.2014-15","N/A "
"0151511","201516","English Language Learners ","cohort.count.2014-15","N/A "
"0151511","201516","Eligible for Free or Reduced-Price Meals ","cohort.count.2014-15","N/A "
"0151511","201516","Students with Disabilities ","cohort.count.2014-15","N/A "
"0151511","201516","School ","cohort.count.2014-15","N/A "
"0151511","201516","District ","cohort.count.2014-15",""
"0151511","201516","Black or African American ","cohort.rate.2014-15","N/A "
"0151511","201516","Hispanic or Latino ","cohort.rate.2014-15","N/A "
"0151511","201516","English Language Learners ","cohort.rate.2014-15","N/A "
"0151511","201516","Eligible for Free or Reduced-Price Meals ","cohort.rate.2014-15","N/A "
"0151511","201516","Students with Disabilities ","cohort.rate.2014-15","N/A "
"0151511","201516","School ","cohort.rate.2014-15","N/A "
"0151511","201516","District ","cohort.rate.2014-15","63.6 "
"0151511","201516","Black or African American ","cohort.target.2014-15","N/A "
"0151511","201516","Hispanic or Latino ","cohort.target.2014-15","N/A "
"0151511","201516","English Language Learners ","cohort.target.2014-15","N/A "
"0151511","201516","Eligible for Free or Reduced-Price Meals ","cohort.target.2014-15","N/A "
"0151511","201516","Students with Disabilities ","cohort.target.2014-15","N/A "
"0151511","201516","School ","cohort.target.2014-15","N/A "
"0151511","201516","District ","cohort.target.2014-15","71.6 "
"0151511","201516","Black or African American ","target.achieved.2014-15","N/A "
"0151511","201516","Hispanic or Latino ","target.achieved.2014-15","N/A "
"0151511","201516","English Language Learners ","target.achieved.2014-15","N/A "
"0151511","201516","Eligible for Free or Reduced-Price Meals ","target.achieved.2014-15","N/A "
"0151511","201516","Students with Disabilities ","target.achieved.2014-15","N/A "
"0151511","201516","School ","target.achieved.2014-15","N/A "
"0151511","201516","District ","target.achieved.2014-15","No "
"0151511","201516","Black or African American ","target.percent.2015-16","N/A"
"0151511","201516","Hispanic or Latino ","target.percent.2015-16","N/A"
"0151511","201516","English Language Learners ","target.percent.2015-16","N/A"
"0151511","201516","Eligible for Free or Reduced-Price Meals ","target.percent.2015-16","N/A"
"0151511","201516","Students with Disabilities ","target.percent.2015-16","N/A"
"0151511","201516","School ","target.percent.2015-16","N/A"
"0151511","201516","District ","target.percent.2015-16","74.4"
"0151611","201314","Black or African American ","cohort.count.2012-13","N/A "
"0151611","201314","Hispanic or Latino ","cohort.count.2012-13","N/A "
"0151611","201314","English Language Learners ","cohort.count.2012-13","N/A "
"0151611","201314","Eligible for Free or Reduced-Price Meals ","cohort.count.2012-13","N/A "
"0151611","201314","Students with Disabilities ","cohort.count.2012-13","N/A "
"0151611","201314","School ","cohort.count.2012-13","N/A "
"0151611","201314","District ","cohort.count.2012-13",""
"0151611","201314","Black or African American ","cohort.rate.2012-13","N/A "
"0151611","201314","Hispanic or Latino ","cohort.rate.2012-13","N/A "
"0151611","201314","English Language Learners ","cohort.rate.2012-13","N/A "
"0151611","201314","Eligible for Free or Reduced-Price Meals ","cohort.rate.2012-13","N/A "
"0151611","201314","Students with Disabilities ","cohort.rate.2012-13","N/A "
"0151611","201314","School ","cohort.rate.2012-13","N/A "
"0151611","201314","District ","cohort.rate.2012-13","67.3 "
"0151611","201314","Black or African American ","cohort.target.2012-13","N/A "
"0151611","201314","Hispanic or Latino ","cohort.target.2012-13","N/A "
"0151611","201314","English Language Learners ","cohort.target.2012-13","N/A "
"0151611","201314","Eligible for Free or Reduced-Price Meals ","cohort.target.2012-13","N/A "
"0151611","201314","Students with Disabilities ","cohort.target.2012-13","N/A "
"0151611","201314","School ","cohort.target.2012-13","N/A "
"0151611","201314","District ","cohort.target.2012-13","66.0 "
"0151611","201314","Black or African American ","target.achieved.2012-13","N/A "
"0151611","201314","Hispanic or Latino ","target.achieved.2012-13","N/A "
"0151611","201314","English Language Learners ","target.achieved.2012-13","N/A "
"0151611","201314","Eligible for Free or Reduced-Price Meals ","target.achieved.2012-13","N/A "
"0151611","201314","Students with Disabilities ","target.achieved.2012-13","N/A "
"0151611","201314","School ","target.achieved.2012-13","N/A "
"0151611","201314","District ","target.achieved.2012-13","Yes "
"0151611","201314","Black or African American ","target.percent.2013-14","N/A"
"0151611","201314","Hispanic or Latino ","target.percent.2013-14","N/A"
"0151611","201314","English Language Learners ","target.percent.2013-14","N/A"
"0151611","201314","Eligible for Free or Reduced-Price Meals ","target.percent.2013-14","N/A"
"0151611","201314","Students with Disabilities ","target.percent.2013-14","N/A"
"0151611","201314","School ","target.percent.2013-14","N/A"
"0151611","201314","District ","target.percent.2013-14","68.8"
"0151611","201415","Black or African American ","cohort.count.2013-14","N/A "
"0151611","201415","Hispanic or Latino ","cohort.count.2013-14","N/A "
"0151611","201415","English Language Learners ","cohort.count.2013-14","N/A "
"0151611","201415","Eligible for Free or Reduced-Price Meals ","cohort.count.2013-14","N/A "
"0151611","201415","Students with Disabilities ","cohort.count.2013-14","N/A "
"0151611","201415","School ","cohort.count.2013-14","N/A "
"0151611","201415","District ","cohort.count.2013-14",""
"0151611","201415","Black or African American ","cohort.rate.2013-14","N/A "
"0151611","201415","Hispanic or Latino ","cohort.rate.2013-14","N/A "
"0151611","201415","English Language Learners ","cohort.rate.2013-14","N/A "
"0151611","201415","Eligible for Free or Reduced-Price Meals ","cohort.rate.2013-14","N/A "
"0151611","201415","Students with Disabilities ","cohort.rate.2013-14","N/A "
"0151611","201415","School ","cohort.rate.2013-14","N/A "
"0151611","201415","District ","cohort.rate.2013-14","71.5 "
"0151611","201415","Black or African American ","cohort.target.2013-14","N/A "
"0151611","201415","Hispanic or Latino ","cohort.target.2013-14","N/A "
"0151611","201415","English Language Learners ","cohort.target.2013-14","N/A "
"0151611","201415","Eligible for Free or Reduced-Price Meals ","cohort.target.2013-14","N/A "
"0151611","201415","Students with Disabilities ","cohort.target.2013-14","N/A "
"0151611","201415","School ","cohort.target.2013-14","N/A "
"0151611","201415","District ","cohort.target.2013-14","68.8 "
"0151611","201415","Black or African American ","target.achieved.2013-14","N/A "
"0151611","201415","Hispanic or Latino ","target.achieved.2013-14","N/A "
"0151611","201415","English Language Learners ","target.achieved.2013-14","N/A "
"0151611","201415","Eligible for Free or Reduced-Price Meals ","target.achieved.2013-14","N/A "
"0151611","201415","Students with Disabilities ","target.achieved.2013-14","N/A "
"0151611","201415","School ","target.achieved.2013-14","N/A "
"0151611","201415","District ","target.achieved.2013-14","Yes "
"0151611","201415","Black or African American ","target.percent.2014-15","N/A"
"0151611","201415","Hispanic or Latino ","target.percent.2014-15","N/A"
"0151611","201415","English Language Learners ","target.percent.2014-15","N/A"
"0151611","201415","Eligible for Free or Reduced-Price Meals ","target.percent.2014-15","N/A"
"0151611","201415","Students with Disabilities ","target.percent.2014-15","N/A"
"0151611","201415","School ","target.percent.2014-15","N/A"
"0151611","201415","District ","target.percent.2014-15","71.6"
"0151611","201516","Black or African American ","cohort.count.2014-15","N/A "
"0151611","201516","Hispanic or Latino ","cohort.count.2014-15","N/A "
"0151611","201516","English Language Learners ","cohort.count.2014-15","N/A "
"0151611","201516","Eligible for Free or Reduced-Price Meals ","cohort.count.2014-15","N/A "
"0151611","201516","Students with Disabilities ","cohort.count.2014-15","N/A "
"0151611","201516","School ","cohort.count.2014-15","N/A "
"0151611","201516","District ","cohort.count.2014-15",""
"0151611","201516","Black or African American ","cohort.rate.2014-15","N/A "
"0151611","201516","Hispanic or Latino ","cohort.rate.2014-15","N/A "
"0151611","201516","English Language Learners ","cohort.rate.2014-15","N/A "
"0151611","201516","Eligible for Free or Reduced-Price Meals ","cohort.rate.2014-15","N/A "
"0151611","201516","Students with Disabilities ","cohort.rate.2014-15","N/A "
"0151611","201516","School ","cohort.rate.2014-15","N/A "
"0151611","201516","District ","cohort.rate.2014-15","63.6 "
"0151611","201516","Black or African American ","cohort.target.2014-15","N/A "
"0151611","201516","Hispanic or Latino ","cohort.target.2014-15","N/A "
"0151611","201516","English Language Learners ","cohort.target.2014-15","N/A "
"0151611","201516","Eligible for Free or Reduced-Price Meals ","cohort.target.2014-15","N/A "
"0151611","201516","Students with Disabilities ","cohort.target.2014-15","N/A "
"0151611","201516","School ","cohort.target.2014-15","N/A "
"0151611","201516","District ","cohort.target.2014-15","71.6 "
"0151611","201516","Black or African American ","target.achieved.2014-15","N/A "
"0151611","201516","Hispanic or Latino ","target.achieved.2014-15","N/A "
"0151611","201516","English Language Learners ","target.achieved.2014-15","N/A "
"0151611","201516","Eligible for Free or Reduced-Price Meals ","target.achieved.2014-15","N/A "
"0151611","201516","Students with Disabilities ","target.achieved.2014-15","N/A "
"0151611","201516","School ","target.achieved.2014-15","N/A "
"0151611","201516","District ","target.achieved.2014-15","No "
"0151611","201516","Black or African American ","target.percent.2015-16","N/A"
"0151611","201516","Hispanic or Latino ","target.percent.2015-16","N/A"
"0151611","201516","English Language Learners ","target.percent.2015-16","N/A"
"0151611","201516","Eligible for Free or Reduced-Price Meals ","target.percent.2015-16","N/A"
"0151611","201516","Students with Disabilities ","target.percent.2015-16","N/A"
"0151611","201516","School ","target.percent.2015-16","N/A"
"0151611","201516","District ","target.percent.2015-16","74.4"
"0156111","201314","Black or African American ","cohort.count.2012-13","150 "
"0156111","201314","Hispanic or Latino ","cohort.count.2012-13","136 "
"0156111","201314","English Language Learners ","cohort.count.2012-13","55 "
"0156111","201314","Eligible for Free or Reduced-Price Meals ","cohort.count.2012-13","* "
"0156111","201314","Students with Disabilities ","cohort.count.2012-13","40 "
"0156111","201314","School ","cohort.count.2012-13","316 "
"0156111","201314","District ","cohort.count.2012-13",""
"0156111","201314","Black or African American ","cohort.rate.2012-13","65.3 "
"0156111","201314","Hispanic or Latino ","cohort.rate.2012-13","52.9 "
"0156111","201314","English Language Learners ","cohort.rate.2012-13","56.4 "
"0156111","201314","Eligible for Free or Reduced-Price Meals ","cohort.rate.2012-13","* "
"0156111","201314","Students with Disabilities ","cohort.rate.2012-13","42.5 "
"0156111","201314","School ","cohort.rate.2012-13","59.2 "
"0156111","201314","District ","cohort.rate.2012-13","67.3 "
"0156111","201314","Black or African American ","cohort.target.2012-13","70.3"
"0156111","201314","Hispanic or Latino ","cohort.target.2012-13","61.3"
"0156111","201314","English Language Learners ","cohort.target.2012-13","63"
"0156111","201314","Eligible for Free or Reduced-Price Meals ","cohort.target.2012-13","66.8"
"0156111","201314","Students with Disabilities ","cohort.target.2012-13","55.7"
"0156111","201314","School ","cohort.target.2012-13","66.4"
"0156111","201314","District ","cohort.target.2012-13","66"
"0156111","201314","Black or African American ","target.achieved.2012-13","No "
"0156111","201314","Hispanic or Latino ","target.achieved.2012-13","No "
"0156111","201314","English Language Learners ","target.achieved.2012-13","No "
"0156111","201314","Eligible for Free or Reduced-Price Meals ","target.achieved.2012-13","No "
"0156111","201314","Students with Disabilities ","target.achieved.2012-13","No "
"0156111","201314","School ","target.achieved.2012-13","No "
"0156111","201314","District ","target.achieved.2012-13","Yes "
"0156111","201314","Black or African American ","target.percent.2013-14","72.7"
"0156111","201314","Hispanic or Latino ","target.percent.2013-14","64.6"
"0156111","201314","English Language Learners ","target.percent.2013-14","66.1"
"0156111","201314","Eligible for Free or Reduced-Price Meals ","target.percent.2013-14","69.5"
"0156111","201314","Students with Disabilities ","target.percent.2013-14","59.5"
"0156111","201314","School ","target.percent.2013-14","69.2"
"0156111","201314","District ","target.percent.2013-14","68.8"
"0156111","201415","Black or African American ","cohort.count.2013-14","157"
"0156111","201415","Hispanic or Latino ","cohort.count.2013-14","156"
"0156111","201415","English Language Learners ","cohort.count.2013-14","60"
"0156111","201415","Eligible for Free or Reduced-Price Meals ","cohort.count.2013-14","347"
"0156111","201415","Students with Disabilities ","cohort.count.2013-14","43"
"0156111","201415","School ","cohort.count.2013-14","347"
"0156111","201415","District ","cohort.count.2013-14",NA
"0156111","201415","Black or African American ","cohort.rate.2013-14","63.1"
"0156111","201415","Hispanic or Latino ","cohort.rate.2013-14","60.3"
"0156111","201415","English Language Learners ","cohort.rate.2013-14","61.7"
"0156111","201415","Eligible for Free or Reduced-Price Meals ","cohort.rate.2013-14","62.2"
"0156111","201415","Students with Disabilities ","cohort.rate.2013-14","48.8"
"0156111","201415","School ","cohort.rate.2013-14","62.2"
"0156111","201415","District ","cohort.rate.2013-14","71.5"
"0156111","201415","Black or African American ","cohort.target.2013-14","72.7"
"0156111","201415","Hispanic or Latino ","cohort.target.2013-14","64.6"
"0156111","201415","English Language Learners ","cohort.target.2013-14","66.1"
"0156111","201415","Eligible for Free or Reduced-Price Meals ","cohort.target.2013-14","69.5"
"0156111","201415","Students with Disabilities ","cohort.target.2013-14","59.5"
"0156111","201415","School ","cohort.target.2013-14","69.2"
"0156111","201415","District ","cohort.target.2013-14","68.8"
"0156111","201415","Black or African American ","target.achieved.2013-14","No "
"0156111","201415","Hispanic or Latino ","target.achieved.2013-14","No "
"0156111","201415","English Language Learners ","target.achieved.2013-14","No "
"0156111","201415","Eligible for Free or Reduced-Price Meals ","target.achieved.2013-14","No "
"0156111","201415","Students with Disabilities ","target.achieved.2013-14","No "
"0156111","201415","School ","target.achieved.2013-14","No "
"0156111","201415","District ","target.achieved.2013-14","Yes "
"0156111","201415","Black or African American ","target.percent.2014-15","75.1"
"0156111","201415","Hispanic or Latino ","target.percent.2014-15","67.8"
"0156111","201415","English Language Learners ","target.percent.2014-15","69.2"
"0156111","201415","Eligible for Free or Reduced-Price Meals ","target.percent.2014-15","72.2"
"0156111","201415","Students with Disabilities ","target.percent.2014-15","63.3"
"0156111","201415","School ","target.percent.2014-15","71.9"
"0156111","201415","District ","target.percent.2014-15","71.6"
"0156111","201516","Black or African American ","cohort.count.2014-15","134 "
"0156111","201516","Hispanic or Latino ","cohort.count.2014-15","127 "
"0156111","201516","English Language Learners ","cohort.count.2014-15","36 "
"0156111","201516","Eligible for Free or Reduced-Price Meals ","cohort.count.2014-15","* "
"0156111","201516","Students with Disabilities ","cohort.count.2014-15","51 "
"0156111","201516","School ","cohort.count.2014-15","287 "
"0156111","201516","District ","cohort.count.2014-15",""
"0156111","201516","Black or African American ","cohort.rate.2014-15","62.7 "
"0156111","201516","Hispanic or Latino ","cohort.rate.2014-15","55.9 "
"0156111","201516","English Language Learners ","cohort.rate.2014-15","52.8 "
"0156111","201516","Eligible for Free or Reduced-Price Meals ","cohort.rate.2014-15","* "
"0156111","201516","Students with Disabilities ","cohort.rate.2014-15","60.8 "
"0156111","201516","School ","cohort.rate.2014-15","59.6 "
"0156111","201516","District ","cohort.rate.2014-15","63.6 "
"0156111","201516","Black or African American ","cohort.target.2014-15","75.1"
"0156111","201516","Hispanic or Latino ","cohort.target.2014-15","67.8"
"0156111","201516","English Language Learners ","cohort.target.2014-15","69.2"
"0156111","201516","Eligible for Free or Reduced-Price Meals ","cohort.target.2014-15","72.2"
"0156111","201516","Students with Disabilities ","cohort.target.2014-15","63.3"
"0156111","201516","School ","cohort.target.2014-15","71.9"
"0156111","201516","District ","cohort.target.2014-15","71.6"
"0156111","201516","Black or African American ","target.achieved.2014-15","No "
"0156111","201516","Hispanic or Latino ","target.achieved.2014-15","No "
"0156111","201516","English Language Learners ","target.achieved.2014-15","No "
"0156111","201516","Eligible for Free or Reduced-Price Meals ","target.achieved.2014-15","No "
"0156111","201516","Students with Disabilities ","target.achieved.2014-15","No "
"0156111","201516","School ","target.achieved.2014-15","No "
"0156111","201516","District ","target.achieved.2014-15","No "
"0156111","201516","Black or African American ","target.percent.2015-16","77.4"
"0156111","201516","Hispanic or Latino ","target.percent.2015-16","71.1"
"0156111","201516","English Language Learners ","target.percent.2015-16","72.3"
"0156111","201516","Eligible for Free or Reduced-Price Meals ","target.percent.2015-16","74.9"
"0156111","201516","Students with Disabilities ","target.percent.2015-16","67.2"
"0156111","201516","School ","target.percent.2015-16","74.7"
"0156111","201516","District ","target.percent.2015-16","74.4"
"0156211","201314","Black or African American ","cohort.count.2012-13","209 "
"0156211","201314","Hispanic or Latino ","cohort.count.2012-13","232 "
"0156211","201314","English Language Learners ","cohort.count.2012-13","47 "
"0156211","201314","Eligible for Free or Reduced-Price Meals ","cohort.count.2012-13","* "
"0156211","201314","Students with Disabilities ","cohort.count.2012-13","59 "
"0156211","201314","School ","cohort.count.2012-13","541 "
"0156211","201314","District ","cohort.count.2012-13",""
"0156211","201314","Black or African American ","cohort.rate.2012-13","77 "
"0156211","201314","Hispanic or Latino ","cohort.rate.2012-13","73.7 "
"0156211","201314","English Language Learners ","cohort.rate.2012-13","72.3 "
"0156211","201314","Eligible for Free or Reduced-Price Meals ","cohort.rate.2012-13","* "
"0156211","201314","Students with Disabilities ","cohort.rate.2012-13","62.7 "
"0156211","201314","School ","cohort.rate.2012-13","77.6 "
"0156211","201314","District ","cohort.rate.2012-13","67.3 "
"0156211","201314","Black or African American ","cohort.target.2012-13","81.1"
"0156211","201314","Hispanic or Latino ","cohort.target.2012-13","70.9"
"0156211","201314","English Language Learners ","cohort.target.2012-13","74.7"
"0156211","201314","Eligible for Free or Reduced-Price Meals ","cohort.target.2012-13","77.7"
"0156211","201314","Students with Disabilities ","cohort.target.2012-13","59.7"
"0156211","201314","School ","cohort.target.2012-13","77.1"
"0156211","201314","District ","cohort.target.2012-13","66"
"0156211","201314","Black or African American ","target.achieved.2012-13","No "
"0156211","201314","Hispanic or Latino ","target.achieved.2012-13","Yes "
"0156211","201314","English Language Learners ","target.achieved.2012-13","No "
"0156211","201314","Eligible for Free or Reduced-Price Meals ","target.achieved.2012-13","No "
"0156211","201314","Students with Disabilities ","target.achieved.2012-13","Yes "
"0156211","201314","School ","target.achieved.2012-13","Yes "
"0156211","201314","District ","target.achieved.2012-13","Yes "
"0156211","201314","Black or African American ","target.percent.2013-14","82.4"
"0156211","201314","Hispanic or Latino ","target.percent.2013-14","73.2"
"0156211","201314","English Language Learners ","target.percent.2013-14","76.6"
"0156211","201314","Eligible for Free or Reduced-Price Meals ","target.percent.2013-14","79.3"
"0156211","201314","Students with Disabilities ","target.percent.2013-14","63.2"
"0156211","201314","School ","target.percent.2013-14","78.8"
"0156211","201314","District ","target.percent.2013-14","68.8"
"0156211","201415","Black or African American ","cohort.count.2013-14","241 "
"0156211","201415","Hispanic or Latino ","cohort.count.2013-14","230 "
"0156211","201415","English Language Learners ","cohort.count.2013-14","53 "
"0156211","201415","Eligible for Free or Reduced-Price Meals ","cohort.count.2013-14","* "
"0156211","201415","Students with Disabilities ","cohort.count.2013-14","55 "
"0156211","201415","School ","cohort.count.2013-14","562 "
"0156211","201415","District ","cohort.count.2013-14",""
