"category","Count","SPI","Target","Achieved","type","school_code","year"
"Eligible for Free or Reduced-Price Meals ","",".",". ","","CMT","0154211","201314"
"Students with Disabilities ","",".",". ","","CMT","0154211","201314"
"Black or African American ","N/A ","N/A","N/A ","N/A","CMT","0154411","201314"
"Hispanic or Latino ","N/A ","N/A","N/A ","N/A","CMT","0154411","201314"
"English Language Learners ","N/A ","N/A","N/A ","N/A","CMT","0154411","201314"
"Eligible for Free or Reduced-Price Meals ","N/A ","N/A","N/A ","N/A","CMT","0154411","201314"
"Students with Disabilities ","N/A ","N/A","N/A ","N/A","CMT","0154411","201314"
"High Needs ","N/A ","N/A","N/A ","N/A","CMT","0154411","201314"
"School ","N/A ","N/A","N/A ","N/A","CMT","0154411","201314"
"","","","","","CMT","0154511","201314"
"Black or African American ","",".",". ","","CMT","0154511","201314"
"Hispanic or Latino ","",".",". ","","CMT","0154511","201314"
"English Language Learners ","",".",". ","","CMT","0154511","201314"
"","","","","","CMT","0154511","201314"
"Eligible for Free or Reduced-Price Meals ","",".",". ","","CMT","0154511","201314"
"Students with Disabilities ","",".",". ","","CMT","0154511","201314"
"","","","","","CMT","0154611","201314"
"Black or African American ","",".",". ","","CMT","0154611","201314"
"Hispanic or Latino ","",".",". ","","CMT","0154611","201314"
"English Language Learners ","",".",". ","","CMT","0154611","201314"
"","","","","","CMT","0154611","201314"
"Eligible for Free or Reduced-Price Meals ","",".",". ","","CMT","0154611","201314"
"Students with Disabilities ","",".",". ","","CMT","0154611","201314"
"","","","","","CAPT","0156111","201314"
"Black or African American ","",".",". ","","CAPT","0156111","201314"
"Hispanic or Latino ","",".",". ","","CAPT","0156111","201314"
"English Language Learners ","",".",". ","","CAPT","0156111","201314"
"","","","","","CAPT","0156111","201314"
"Eligible for Free or Reduced-Price Meals ","",".",". ","","CAPT","0156111","201314"
"Students with Disabilities ","",".",". ","","CAPT","0156111","201314"
"","","","","","CAPT","0156211","201314"
"Black or African American ","",".",". ","","CAPT","0156211","201314"
"Hispanic or Latino ","",".",". ","","CAPT","0156211","201314"
"English Language Learners ","",".",". ","","CAPT","0156211","201314"
"","","","","","CAPT","0156211","201314"
"Eligible for Free or Reduced-Price Meals ","",".",". ","","CAPT","0156211","201314"
"Students with Disabilities ","",".",". ","","CAPT","0156211","201314"
"","","","","","CAPT","0156311","201314"
"Black or African American ","",".",". ","","CAPT","0156311","201314"
"Hispanic or Latino ","",".",". ","","CAPT","0156311","201314"
"English Language Learners ","",".",". ","","CAPT","0156311","201314"
"","","","","","CAPT","0156311","201314"
"Eligible for Free or Reduced-Price Meals ","",".",". ","","CAPT","0156311","201314"
"Students with Disabilities ","",".",". ","","CAPT","0156311","201314"
"","","","","","CMT","0170311","201314"
"Black or African American ","",".",". ","","CMT","0170311","201314"
"Hispanic or Latino ","",".",". ","","CMT","0170311","201314"
"English Language Learners ","",".",". ","","CMT","0170311","201314"
"","","","","","CMT","0170311","201314"
"Eligible for Free or Reduced-Price Meals ","",".",". ","","CMT","0170311","201314"
"Students with Disabilities ","",".",". ","","CMT","0170311","201314"
"","","","","","CMT","0170511","201314"
"Black or African American ","",".",". ","","CMT","0170511","201314"
"Hispanic or Latino ","",".",". ","","CMT","0170511","201314"
"English Language Learners ","",".",". ","","CMT","0170511","201314"
"","","","","","CMT","0170511","201314"
"Eligible for Free or Reduced-Price Meals ","",".",". ","","CMT","0170511","201314"
"Students with Disabilities ","",".",". ","","CMT","0170511","201314"
"","","","","","CMT","0171111","201314"
"Black or African American ","",".",". ","","CMT","0171111","201314"
"Hispanic or Latino ","",".",". ","","CMT","0171111","201314"
"English Language Learners ","",".",". ","","CMT","0171111","201314"
"","","","","","CMT","0171111","201314"
"Eligible for Free or Reduced-Price Meals ","",".",". ","","CMT","0171111","201314"
"Students with Disabilities ","",".",". ","","CMT","0171111","201314"
"","","","","","CMT","0171211","201314"
"Black or African American ","",".",". ","","CMT","0171211","201314"
"Hispanic or Latino ","",".",". ","","CMT","0171211","201314"
"English Language Learners ","",".",". ","","CMT","0171211","201314"
"","","","","","CMT","0171211","201314"
"Eligible for Free or Reduced-Price Meals ","",".",". ","","CMT","0171211","201314"
"Students with Disabilities ","",".",". ","","CMT","0171211","201314"
"","","","","","CMT","0171411","201314"
"Black or African American ","",".",". ","","CMT","0171411","201314"
"Hispanic or Latino ","",".",". ","","CMT","0171411","201314"
"English Language Learners ","",".",". ","","CMT","0171411","201314"
"","","","","","CMT","0171411","201314"
"Eligible for Free or Reduced-Price Meals ","",".",". ","","CMT","0171411","201314"
"Students with Disabilities ","",".",". ","","CMT","0171411","201314"
"","","","","","CMT","0171711","201314"
"Black or African American ","",".",". ","","CMT","0171711","201314"
"Hispanic or Latino ","",".",". ","","CMT","0171711","201314"
"English Language Learners ","",".",". ","","CMT","0171711","201314"
"","","","","","CMT","0171711","201314"
"Eligible for Free or Reduced-Price Meals ","",".",". ","","CMT","0171711","201314"
"Students with Disabilities ","",".",". ","","CMT","0171711","201314"
"","","","","","CMT","0171911","201314"
"Black or African American ","",".",". ","","CMT","0171911","201314"
"Hispanic or Latino ","",".",". ","","CMT","0171911","201314"
"English Language Learners ","",".",". ","","CMT","0171911","201314"
"","","","","","CMT","0171911","201314"
"Eligible for Free or Reduced-Price Meals ","",".",". ","","CMT","0171911","201314"
"Students with Disabilities ","",".",". ","","CMT","0171911","201314"
"","","","","","CMT","0172011","201314"
"Black or African American ","",".",". ","","CMT","0172011","201314"
"Hispanic or Latino ","",".",". ","","CMT","0172011","201314"
"English Language Learners ","",".",". ","","CMT","0172011","201314"
"","","","","","CMT","0172011","201314"
"Eligible for Free or Reduced-Price Meals ","",".",". ","","CMT","0172011","201314"
"Students with Disabilities ","",".",". ","","CMT","0172011","201314"
"","","","","","CMT","0175111","201314"
"Black or African American ","",".",". ","","CMT","0175111","201314"
"Hispanic or Latino ","",".",". ","","CMT","0175111","201314"
"English Language Learners ","",".",". ","","CMT","0175111","201314"
"","","","","","CMT","0175111","201314"
"Eligible for Free or Reduced-Price Meals ","",".",". ","","CMT","0175111","201314"
"Students with Disabilities ","",".",". ","","CMT","0175111","201314"
"","","","","","CMT","0175211","201314"
"Black or African American ","",".",". ","","CMT","0175211","201314"
"Hispanic or Latino ","",".",". ","","CMT","0175211","201314"
"English Language Learners ","",".",". ","","CMT","0175211","201314"
"","","","","","CMT","0175211","201314"
"Eligible for Free or Reduced-Price Meals ","",".",". ","","CMT","0175211","201314"
"Students with Disabilities ","",".",". ","","CMT","0175211","201314"
"","","","","","CAPT","0176111","201314"
"Black or African American ","",".",". ","","CAPT","0176111","201314"
"Hispanic or Latino ","",".",". ","","CAPT","0176111","201314"
"English Language Learners ","",".",". ","","CAPT","0176111","201314"
"","","","","","CAPT","0176111","201314"
"Eligible for Free or Reduced-Price Meals ","",".",". ","","CAPT","0176111","201314"
"Students with Disabilities ","",".",". ","","CAPT","0176111","201314"
"","","","","","CAPT","0176211","201314"
"Black or African American ","",".",". ","","CAPT","0176211","201314"
"Hispanic or Latino ","",".",". ","","CAPT","0176211","201314"
"English Language Learners ","",".",". ","","CAPT","0176211","201314"
"","","","","","CAPT","0176211","201314"
"Eligible for Free or Reduced-Price Meals ","",".",". ","","CAPT","0176211","201314"
"Students with Disabilities ","",".",". ","","CAPT","0176211","201314"
"Black or African American ","N/A ","N/A","N/A ","N/A","CMT","0180311","201314"
"Hispanic or Latino ","N/A ","N/A","N/A ","N/A","CMT","0180311","201314"
"English Language Learners ","N/A ","N/A","N/A ","N/A","CMT","0180311","201314"
"Eligible for Free or Reduced-Price Meals ","N/A ","N/A","N/A ","N/A","CMT","0180311","201314"
"Students with Disabilities ","N/A ","N/A","N/A ","N/A","CMT","0180311","201314"
"High Needs ","N/A ","N/A","N/A ","N/A","CMT","0180311","201314"
"School ","N/A ","N/A","N/A ","N/A","CMT","0180311","201314"
"","","","","","CMT","0180411","201314"
"Black or African American ","",".",". ","","CMT","0180411","201314"
"Hispanic or Latino ","",".",". ","","CMT","0180411","201314"
"English Language Learners ","",".",". ","","CMT","0180411","201314"
"","","","","","CMT","0180411","201314"
"Eligible for Free or Reduced-Price Meals ","",".",". ","","CMT","0180411","201314"
"Students with Disabilities ","",".",". ","","CMT","0180411","201314"
"","","","","","CMT","0185311","201314"
"Black or African American ","",".",". ","","CMT","0185311","201314"
"Hispanic or Latino ","",".",". ","","CMT","0185311","201314"
"English Language Learners ","",".",". ","","CMT","0185311","201314"
"","","","","","CMT","0185311","201314"
"Eligible for Free or Reduced-Price Meals ","",".",". ","","CMT","0185311","201314"
"Students with Disabilities ","",".",". ","","CMT","0185311","201314"
"","","","","","CAPT","0186111","201314"
"Black or African American ","",".",". ","","CAPT","0186111","201314"
"Hispanic or Latino ","",".",". ","","CAPT","0186111","201314"
"English Language Learners ","",".",". ","","CAPT","0186111","201314"
"","","","","","CAPT","0186111","201314"
"Eligible for Free or Reduced-Price Meals ","",".",". ","","CAPT","0186111","201314"
"Students with Disabilities ","",".",". ","","CAPT","0186111","201314"
"","","","","","CMT","0190111","201314"
"Black or African American ","",".",". ","","CMT","0190111","201314"
"Hispanic or Latino ","",".",". ","","CMT","0190111","201314"
"English Language Learners ","",".",". ","","CMT","0190111","201314"
"","","","","","CMT","0190111","201314"
"Eligible for Free or Reduced-Price Meals ","",".",". ","","CMT","0190111","201314"
"Students with Disabilities ","",".",". ","","CMT","0190111","201314"
"","","","","","CMT","0195111","201314"
"Black or African American ","",".",". ","","CMT","0195111","201314"
"Hispanic or Latino ","",".",". ","","CMT","0195111","201314"
"English Language Learners ","",".",". ","","CMT","0195111","201314"
"","","","","","CMT","0195111","201314"
"Eligible for Free or Reduced-Price Meals ","",".",". ","","CMT","0195111","201314"
"Students with Disabilities ","",".",". ","","CMT","0195111","201314"
"","","","","","CMT","0210111","201314"
"Black or African American ","",".",". ","","CMT","0210111","201314"
"Hispanic or Latino ","",".",". ","","CMT","0210111","201314"
"English Language Learners ","",".",". ","","CMT","0210111","201314"
"","","","","","CMT","0210111","201314"
"Eligible for Free or Reduced-Price Meals ","",".",". ","","CMT","0210111","201314"
"Students with Disabilities ","",".",". ","","CMT","0210111","201314"
"","","","","","CMT","0220211","201314"
"Black or African American ","",".",". ","","CMT","0220211","201314"
"Hispanic or Latino ","",".",". ","","CMT","0220211","201314"
"English Language Learners ","",".",". ","","CMT","0220211","201314"
"","","","","","CMT","0220211","201314"
"Eligible for Free or Reduced-Price Meals ","",".",". ","","CMT","0220211","201314"
"Students with Disabilities ","",".",". ","","CMT","0220211","201314"
"","","","","","CMT","0225111","201314"
"Black or African American ","",".",". ","","CMT","0225111","201314"
"Hispanic or Latino ","",".",". ","","CMT","0225111","201314"
"English Language Learners ","",".",". ","","CMT","0225111","201314"
"","","","","","CMT","0225111","201314"
"Eligible for Free or Reduced-Price Meals ","",".",". ","","CMT","0225111","201314"
"Students with Disabilities ","",".",". ","","CMT","0225111","201314"
"","","","","","CMT","0230211","201314"
"Black or African American ","",".",". ","","CMT","0230211","201314"
"Hispanic or Latino ","",".",". ","","CMT","0230211","201314"
"English Language Learners ","",".",". ","","CMT","0230211","201314"
"","","","","","CMT","0230211","201314"
"Eligible for Free or Reduced-Price Meals ","",".",". ","","CMT","0230211","201314"
"Students with Disabilities ","",".",". ","","CMT","0230211","201314"
"","","","","","CMT","0230311","201314"
"Black or African American ","",".",". ","","CMT","0230311","201314"
"Hispanic or Latino ","",".",". ","","CMT","0230311","201314"
"English Language Learners ","",".",". ","","CMT","0230311","201314"
"","","","","","CMT","0230311","201314"
"Eligible for Free or Reduced-Price Meals ","",".",". ","","CMT","0230311","201314"
"Students with Disabilities ","",".",". ","","CMT","0230311","201314"
"","","","","","CMT","0235111","201314"
"Black or African American ","",".",". ","","CMT","0235111","201314"
"Hispanic or Latino ","",".",". ","","CMT","0235111","201314"
"English Language Learners ","",".",". ","","CMT","0235111","201314"
"","","","","","CMT","0235111","201314"
"Eligible for Free or Reduced-Price Meals ","",".",". ","","CMT","0235111","201314"
"Students with Disabilities ","",".",". ","","CMT","0235111","201314"
"","","","","","CAPT","0236111","201314"
"Black or African American ","",".",". ","","CAPT","0236111","201314"
"Hispanic or Latino ","",".",". ","","CAPT","0236111","201314"
"English Language Learners ","",".",". ","","CAPT","0236111","201314"
"","","","","","CAPT","0236111","201314"
"Eligible for Free or Reduced-Price Meals ","",".",". ","","CAPT","0236111","201314"
"Students with Disabilities ","",".",". ","","CAPT","0236111","201314"
"Black or African American ","<20 ",".",".","","CMT","0240211","201314"
"Hispanic or Latino ","<20 ",".",".","","CMT","0240211","201314"
"English Language Learners ","<20 ",".",".","","CMT","0240211","201314"
"Eligible for Free or Reduced-Price Meals ","35 ","51.6","72.8 ","No","CMT","0240211","201314"
"Students with Disabilities ","<20 ",".",".","","CMT","0240211","201314"
"High Needs ","40 ","50.6","68.0 ","No","CMT","0240211","201314"
"School ","79 ","64.5","80.0 ","No","CMT","0240211","201314"
"","","","","","CMT","0250111","201314"
"Black or African American ","",".",". ","","CMT","0250111","201314"
"Hispanic or Latino ","",".",". ","","CMT","0250111","201314"
"English Language Learners ","",".",". ","","CMT","0250111","201314"
"","","","","","CMT","0250111","201314"
"Eligible for Free or Reduced-Price Meals ","",".",". ","","CMT","0250111","201314"
"Students with Disabilities ","",".",". ","","CMT","0250111","201314"
"Black or African American ","N/A ","N/A","N/A ","N/A","CMT","0250211","201314"
"Hispanic or Latino ","N/A ","N/A","N/A ","N/A","CMT","0250211","201314"
"English Language Learners ","N/A ","N/A","N/A ","N/A","CMT","0250211","201314"
"Eligible for Free or Reduced-Price Meals ","N/A ","N/A","N/A ","N/A","CMT","0250211","201314"
"Students with Disabilities ","N/A ","N/A","N/A ","N/A","CMT","0250211","201314"
"High Needs ","N/A ","N/A","N/A ","N/A","CMT","0250211","201314"
"School ","N/A ","N/A","N/A ","N/A","CMT","0250211","201314"
"","","","","","CMT","0250411","201314"
"Black or African American ","",".",". ","","CMT","0250411","201314"
"Hispanic or Latino ","",".",". ","","CMT","0250411","201314"
"English Language Learners ","",".",". ","","CMT","0250411","201314"
"","","","","","CMT","0250411","201314"
"Eligible for Free or Reduced-Price Meals ","",".",". ","","CMT","0250411","201314"
"Students with Disabilities ","",".",". ","","CMT","0250411","201314"
"","","","","","CMT","0250511","201314"
"Black or African American ","",".",". ","","CMT","0250511","201314"
"Hispanic or Latino ","",".",". ","","CMT","0250511","201314"
"English Language Learners ","",".",". ","","CMT","0250511","201314"
"","","","","","CMT","0250511","201314"
"Eligible for Free or Reduced-Price Meals ","",".",". ","","CMT","0250511","201314"
"Students with Disabilities ","",".",". ","","CMT","0250511","201314"
"","","","","","CMT","0250611","201314"
"Black or African American ","",".",". ","","CMT","0250611","201314"
"Hispanic or Latino ","",".",". ","","CMT","0250611","201314"
"English Language Learners ","",".",". ","","CMT","0250611","201314"
"","","","","","CMT","0250611","201314"
"Eligible for Free or Reduced-Price Meals ","",".",". ","","CMT","0250611","201314"
"Students with Disabilities ","",".",". ","","CMT","0250611","201314"
"","","","","","CMT","0255111","201314"
"Black or African American ","",".",". ","","CMT","0255111","201314"
"Hispanic or Latino ","",".",". ","","CMT","0255111","201314"
"English Language Learners ","",".",". ","","CMT","0255111","201314"
"","","","","","CMT","0255111","201314"
"Eligible for Free or Reduced-Price Meals ","",".",". ","","CMT","0255111","201314"
"Students with Disabilities ","",".",". ","","CMT","0255111","201314"
"","","","","","CAPT","0256111","201314"
"Black or African American ","",".",". ","","CAPT","0256111","201314"
"Hispanic or Latino ","",".",". ","","CAPT","0256111","201314"
"English Language Learners ","",".",". ","","CAPT","0256111","201314"
"","","","","","CAPT","0256111","201314"
"Eligible for Free or Reduced-Price Meals ","",".",". ","","CAPT","0256111","201314"
"Students with Disabilities ","",".",". ","","CAPT","0256111","201314"
"","","","","","CMT","0260111","201314"
"Black or African American ","",".",". ","","CMT","0260111","201314"
"Hispanic or Latino ","",".",". ","","CMT","0260111","201314"
"English Language Learners ","",".",". ","","CMT","0260111","201314"
"","","","","","CMT","0260111","201314"
"Eligible for Free or Reduced-Price Meals ","",".",". ","","CMT","0260111","201314"
"Students with Disabilities ","",".",". ","","CMT","0260111","201314"
"","","","","","CMT","0270111","201314"
"Black or African American ","",".",". ","","CMT","0270111","201314"
"Hispanic or Latino ","",".",". ","","CMT","0270111","201314"
"English Language Learners ","",".",". ","","CMT","0270111","201314"
"","","","","","CMT","0270111","201314"
"Eligible for Free or Reduced-Price Meals ","",".",". ","","CMT","0270111","201314"
"Students with Disabilities ","",".",". ","","CMT","0270111","201314"
"","","","","","CMT","0270311","201314"
"Black or African American ","",".",". ","","CMT","0270311","201314"
"Hispanic or Latino ","",".",". ","","CMT","0270311","201314"
"English Language Learners ","",".",". ","","CMT","0270311","201314"
"","","","","","CMT","0270311","201314"
"Eligible for Free or Reduced-Price Meals ","",".",". ","","CMT","0270311","201314"
"Students with Disabilities ","",".",". ","","CMT","0270311","201314"
"","","","","","CMT","0275111","201314"
"Black or African American ","",".",". ","","CMT","0275111","201314"
"Hispanic or Latino ","",".",". ","","CMT","0275111","201314"
"English Language Learners ","",".",". ","","CMT","0275111","201314"
"","","","","","CMT","0275111","201314"
"Eligible for Free or Reduced-Price Meals ","",".",". ","","CMT","0275111","201314"
"Students with Disabilities ","",".",". ","","CMT","0275111","201314"
"","","","","","CAPT","0276111","201314"
"Black or African American ","",".",". ","","CAPT","0276111","201314"
"Hispanic or Latino ","",".",". ","","CAPT","0276111","201314"
"English Language Learners ","",".",". ","","CAPT","0276111","201314"
"","","","","","CAPT","0276111","201314"
"Eligible for Free or Reduced-Price Meals ","",".",". ","","CAPT","0276111","201314"
"Students with Disabilities ","",".",". ","","CAPT","0276111","201314"
"","","","","","CMT","0280211","201314"
"Black or African American ","",".",". ","","CMT","0280211","201314"
"Hispanic or Latino ","",".",". ","","CMT","0280211","201314"
"English Language Learners ","",".",". ","","CMT","0280211","201314"
"","","","","","CMT","0280211","201314"
"Eligible for Free or Reduced-Price Meals ","",".",". ","","CMT","0280211","201314"
"Students with Disabilities ","",".",". ","","CMT","0280211","201314"
"Black or African American ","N/A ","N/A","N/A ","N/A","CMT","0280411","201314"
"Hispanic or Latino ","N/A ","N/A","N/A ","N/A","CMT","0280411","201314"
"English Language Learners ","N/A ","N/A","N/A ","N/A","CMT","0280411","201314"
"Eligible for Free or Reduced-Price Meals ","N/A ","N/A","N/A ","N/A","CMT","0280411","201314"
"Students with Disabilities ","N/A ","N/A","N/A ","N/A","CMT","0280411","201314"
"High Needs ","N/A ","N/A","N/A ","N/A","CMT","0280411","201314"
"School ","N/A ","N/A","N/A ","N/A","CMT","0280411","201314"
"","","","","","CMT","0285111","201314"
"Black or African American ","",".",". ","","CMT","0285111","201314"
"Hispanic or Latino ","",".",". ","","CMT","0285111","201314"
"English Language Learners ","",".",". ","","CMT","0285111","201314"
"","","","","","CMT","0285111","201314"
"Eligible for Free or Reduced-Price Meals ","",".",". ","","CMT","0285111","201314"
"Students with Disabilities ","",".",". ","","CMT","0285111","201314"
"","","","","","CAPT","0286111","201314"
"Black or African American ","",".",". ","","CAPT","0286111","201314"
"Hispanic or Latino ","",".",". ","","CAPT","0286111","201314"
"English Language Learners ","",".",". ","","CAPT","0286111","201314"
"","","","","","CAPT","0286111","201314"
"Eligible for Free or Reduced-Price Meals ","",".",". ","","CAPT","0286111","201314"
"Students with Disabilities ","",".",". ","","CAPT","0286111","201314"
"","","","","","CMT","0290111","201314"
"Black or African American ","",".",". ","","CMT","0290111","201314"
"Hispanic or Latino ","",".",". ","","CMT","0290111","201314"
"English Language Learners ","",".",". ","","CMT","0290111","201314"
"","","","","","CMT","0290111","201314"
"Eligible for Free or Reduced-Price Meals ","",".",". ","","CMT","0290111","201314"
"Students with Disabilities ","",".",". ","","CMT","0290111","201314"
"Black or African American ","<20 ",".",".","","CMT","0300111","201314"
"Hispanic or Latino ","<20 ",".",".","","CMT","0300111","201314"
"English Language Learners ","",".",".","","CMT","0300111","201314"
"Eligible for Free or Reduced-Price Meals ","31 ","76.4","81.6 ","No","CMT","0300111","201314"
"Students with Disabilities ","39 ","40.5","51.0 ","No","CMT","0300111","201314"
"High Needs ","65 ","58.3","68.6 ","No","CMT","0300111","201314"
"School ","317 ","82.2","86.4 ","No","CMT","0300111","201314"
"","","","","","CMT","0310111","201314"
"Black or African American ","",".",". ","","CMT","0310111","201314"
"Hispanic or Latino ","",".",". ","","CMT","0310111","201314"
"English Language Learners ","",".",". ","","CMT","0310111","201314"
"","","","","","CMT","0310111","201314"
"Eligible for Free or Reduced-Price Meals ","",".",". ","","CMT","0310111","201314"
"Students with Disabilities ","",".",". ","","CMT","0310111","201314"
"Black or African American ","N/A ","N/A","N/A ","N/A","CMT","0320211","201314"
"Hispanic or Latino ","N/A ","N/A","N/A ","N/A","CMT","0320211","201314"
"English Language Learners ","N/A ","N/A","N/A ","N/A","CMT","0320211","201314"
"Eligible for Free or Reduced-Price Meals ","N/A ","N/A","N/A ","N/A","CMT","0320211","201314"
"Students with Disabilities ","N/A ","N/A","N/A ","N/A","CMT","0320211","201314"
"High Needs ","N/A ","N/A","N/A ","N/A","CMT","0320211","201314"
"School ","N/A ","N/A","N/A ","N/A","CMT","0320211","201314"
"","","","","","CMT","0320411","201314"
"Black or African American ","",".",". ","","CMT","0320411","201314"
"Hispanic or Latino ","",".",". ","","CMT","0320411","201314"
"English Language Learners ","",".",". ","","CMT","0320411","201314"
"","","","","","CMT","0320411","201314"
"Eligible for Free or Reduced-Price Meals ","",".",". ","","CMT","0320411","201314"
"Students with Disabilities ","",".",". ","","CMT","0320411","201314"
"","","","","","CMT","0325111","201314"
"Black or African American ","",".",". ","","CMT","0325111","201314"
"Hispanic or Latino ","",".",". ","","CMT","0325111","201314"
"English Language Learners ","",".",". ","","CMT","0325111","201314"
"","","","","","CMT","0325111","201314"
"Eligible for Free or Reduced-Price Meals ","",".",". ","","CMT","0325111","201314"
"Students with Disabilities ","",".",". ","","CMT","0325111","201314"
"","","","","","CAPT","0326111","201314"
"Black or African American ","",".",". ","","CAPT","0326111","201314"
"Hispanic or Latino ","",".",". ","","CAPT","0326111","201314"
"English Language Learners ","",".",". ","","CAPT","0326111","201314"
"","","","","","CAPT","0326111","201314"
"Eligible for Free or Reduced-Price Meals ","",".",". ","","CAPT","0326111","201314"
"Students with Disabilities ","",".",". ","","CAPT","0326111","201314"
"Black or African American ","N/A ","N/A","N/A ","N/A","CMT","0330211","201314"
"Hispanic or Latino ","N/A ","N/A","N/A ","N/A","CMT","0330211","201314"
"English Language Learners ","N/A ","N/A","N/A ","N/A","CMT","0330211","201314"
"Eligible for Free or Reduced-Price Meals ","N/A ","N/A","N/A ","N/A","CMT","0330211","201314"
"Students with Disabilities ","N/A ","N/A","N/A ","N/A","CMT","0330211","201314"
"High Needs ","N/A ","N/A","N/A ","N/A","CMT","0330211","201314"
"School ","N/A ","N/A","N/A ","N/A","CMT","0330211","201314"
"","","","","","CMT","0330311","201314"
"Black or African American ","",".",". ","","CMT","0330311","201314"
"Hispanic or Latino ","",".",". ","","CMT","0330311","201314"
"English Language Learners ","",".",". ","","CMT","0330311","201314"
"","","","","","CMT","0330311","201314"
"Eligible for Free or Reduced-Price Meals ","",".",". ","","CMT","0330311","201314"
"Students with Disabilities ","",".",". ","","CMT","0330311","201314"
"","","","","","CMT","0335111","201314"
"Black or African American ","",".",". ","","CMT","0335111","201314"
"Hispanic or Latino ","",".",". ","","CMT","0335111","201314"
"English Language Learners ","",".",". ","","CMT","0335111","201314"
"","","","","","CMT","0335111","201314"
"Eligible for Free or Reduced-Price Meals ","",".",". ","","CMT","0335111","201314"
"Students with Disabilities ","",".",". ","","CMT","0335111","201314"
"","","","","","CAPT","0336111","201314"
"Black or African American ","",".",". ","","CAPT","0336111","201314"
"Hispanic or Latino ","",".",". ","","CAPT","0336111","201314"
"English Language Learners ","",".",". ","","CAPT","0336111","201314"
"","","","","","CAPT","0336111","201314"
"Eligible for Free or Reduced-Price Meals ","",".",". ","","CAPT","0336111","201314"
"Students with Disabilities ","",".",". ","","CAPT","0336111","201314"
"Black or African American ","N/A ","N/A","N/A ","N/A","CMT","0340111","201314"
"Hispanic or Latino ","N/A ","N/A","N/A ","N/A","CMT","0340111","201314"
"English Language Learners ","N/A ","N/A","N/A ","N/A","CMT","0340111","201314"
"Eligible for Free or Reduced-Price Meals ","N/A ","N/A","N/A ","N/A","CMT","0340111","201314"
"Students with Disabilities ","N/A ","N/A","N/A ","N/A","CMT","0340111","201314"
"High Needs ","N/A ","N/A","N/A ","N/A","CMT","0340111","201314"
"School ","N/A ","N/A","N/A ","N/A","CMT","0340111","201314"
"Black or African American ","<20 ",".","73.9 ","n/a","CMT","0340211","201314"
"Hispanic or Latino ","99 ","53.9","70.0 ","No","CMT","0340211","201314"
"English Language Learners ","47 ","41.3","65.5 ","No","CMT","0340211","201314"
"Eligible for Free or Reduced-Price Meals ","127 ","56.5","71.8 ","No","CMT","0340211","201314"
"Students with Disabilities ","29 ","34.3","58.4 ","No","CMT","0340211","201314"
"High Needs ","147 ","54.4","71.1 ","No","CMT","0340211","201314"
"School ","203 ","61.0","74.9 ","No","CMT","0340211","201314"
"Black or African American ","<20 ",".",".","","CMT","0340511","201314"
"Hispanic or Latino ","25 ","52.0","70.3 ","No","CMT","0340511","201314"
"English Language Learners ","<20 ",".",".","","CMT","0340511","201314"
"Eligible for Free or Reduced-Price Meals ","41 ","48.6","67.0 ","No","CMT","0340511","201314"
"Students with Disabilities ","<20 ",".",".","","CMT","0340511","201314"
"High Needs ","45 ","44.7","67.0 ","No","CMT","0340511","201314"
"School ","101 ","65.0","79.4 ","No","CMT","0340511","201314"
"Black or African American ","<20 ",".",".","","CMT","0340611","201314"
"Hispanic or Latino ","129 ","61.3","73.8 ","No","CMT","0340611","201314"
"English Language Learners ","80 ","55.2","68.8 ","No","CMT","0340611","201314"
"Eligible for Free or Reduced-Price Meals ","156 ","63.2","74.9 ","No","CMT","0340611","201314"
"Students with Disabilities ","30 ","58.5","73.3 ","No","CMT","0340611","201314"
"High Needs ","173 ","62.1","74.8 ","No","CMT","0340611","201314"
"School ","199 ","63.9","77.0 ","No","CMT","0340611","201314"
"Black or African American ","<20 ",".","69.9 ","n/a","CMT","0340811","201314"
"Hispanic or Latino ","111 ","62.9","72.4 ","No","CMT","0340811","201314"
"English Language Learners ","72 ","56.8","66.8 ","No","CMT","0340811","201314"
"Eligible for Free or Reduced-Price Meals ","144 ","66.0","73.2 ","No","CMT","0340811","201314"
"Students with Disabilities ","20 ","68.1","63.6 ","Yes","CMT","0340811","201314"
"High Needs ","155 ","65.0","72.8 ","No","CMT","0340811","201314"
"School ","182 ","68.6","77.0 ","No","CMT","0340811","201314"
"Black or African American ","<20 ",".",".","","CMT","0341011","201314"
"Hispanic or Latino ","107 ","50.2","69.4 ","No","CMT","0341011","201314"
"English Language Learners ","56 ","34.0","64.1 ","No","CMT","0341011","201314"
"Eligible for Free or Reduced-Price Meals ","135 ","52.4","70.5 ","No","CMT","0341011","201314"
"Students with Disabilities ","<20 ",".",".","","CMT","0341011","201314"
"High Needs ","148 ","51.0","69.9 ","No","CMT","0341011","201314"
"School ","176 ","53.3","72.3 ","No","CMT","0341011","201314"
"Black or African American ","<20 ",".",".","","CMT","0341111","201314"
"Hispanic or Latino ","58 ","56.1","77.0 ","No","CMT","0341111","201314"
"English Language Learners ","30 ","35.4",". ","n/a","CMT","0341111","201314"
"Eligible for Free or Reduced-Price Meals ","55 ","59.3","76.7 ","No","CMT","0341111","201314"
"Students with Disabilities ","32 ","65.1","72.2 ","No","CMT","0341111","201314"
"High Needs ","78 ","60.4","76.4 ","No","CMT","0341111","201314"
