"",,,,,"2011-12",,"2012-13",,"2013-14",,"2014-15",,"2015-16",
"East Hartford School District","=""0430011""","Anna E. Norris School","=""0430911""","Eligible for Free or Reduced-Price Meals",30,12.6,25,10.3,21,8.6,6,2.6,16,6.6
"East Hartford School District","=""0430011""","Connecticut IB Academy","=""0436311""","Eligible for Free or Reduced-Price Meals",9,18.4,"*","*","*","*",9,11.1,15,19.5
"East Hartford School District","=""0430011""","Dr. Franklin H. Mayberry School","=""0430611""","Eligible for Free or Reduced-Price Meals",20,5.4,19,5.6,22,6.9,26,9.7,10,3.8
"East Hartford School District","=""0430011""","Dr. John A. Langford School","=""0432211""","Eligible for Free or Reduced-Price Meals",32,10.6,27,9.0,41,12.3,36,12.5,17,6.7
"East Hartford School District","=""0430011""","Dr. Thomas S. O'Connell School","=""0431011""","Eligible for Free or Reduced-Price Meals",9,6.6,18,7.1,14,4.8,8,2.6,10,3.5
"East Hartford School District","=""0430011""","East Hartford High School","=""0436211""","Eligible for Free or Reduced-Price Meals",501,43.3,410,37.0,474,40.7,489,40.4,372,32.6
"East Hartford School District","=""0430011""","East Hartford Middle School","=""0435111""","Eligible for Free or Reduced-Price Meals",313,38.5,263,32.6,238,28.8,213,24.7,162,19.7
"East Hartford School District","=""0430011""","Governor William Pitkin School","=""0432011""","Eligible for Free or Reduced-Price Meals",15,7.8,6,3.7,11,6.0,7,4.1,"*","*"
"East Hartford School District","=""0430011""","Hartford Detention Center","=""3480315""","Eligible for Free or Reduced-Price Meals","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","*"
"East Hartford School District","=""0430011""","Hockanum School","=""0430511""","Eligible for Free or Reduced-Price Meals",20,9.3,18,8.3,9,4.1,10,4.3,"*","*"
"East Hartford School District","=""0430011""","Joseph O. Goodwin School","=""0430411""","Eligible for Free or Reduced-Price Meals",37,17.2,16,8.0,11,5.7,7,3.9,"*","*"
"East Hartford School District","=""0430011""","Robert J. O'Brien School","=""0431811""","Eligible for Free or Reduced-Price Meals",65,16.1,62,16.2,38,9.5,30,7.2,12,3.8
"East Hartford School District","=""0430011""","Silver Lane School","=""0431211""","Eligible for Free or Reduced-Price Meals",16,6.8,"*","*",11,4.0,"*","*",8,3.6
"East Hartford School District","=""0430011""","Stevens Alternate High school","=""0436411""","Eligible for Free or Reduced-Price Meals",60,41.1,60,38.7,49,43.0,25,25.3,25,28.7
"East Hartford School District","=""0430011""","Sunset Ridge School Elementary Academy for Arts and World Languages","=""0432411""","Eligible for Free or Reduced-Price Meals",93,33.7,62,28.2,34,18.4,20,18.2,16,11.1
"East Hartford School District","=""0430011""","Willowbrook Early Childhood","=""0438011""","Eligible for Free or Reduced-Price Meals","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"East Hartford School District","=""0430011""","Woodland School","=""0439011""","Eligible for Free or Reduced-Price Meals","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"East Haven School District","=""0440011""","Carbone School/East Haven Academy","=""0441711""","Eligible for Free or Reduced-Price Meals","*","*",12,13.5,9,9.7,8,7.8,9,10.5
"East Haven School District","=""0440011""","D. C. Moore School","=""0441411""","Eligible for Free or Reduced-Price Meals","*","*","N/A","N/A","N/A","N/A","*","*","N/A","N/A"
"East Haven School District","=""0440011""","Deer Run School","=""0440111""","Eligible for Free or Reduced-Price Meals","*","*","*","*","*","*","N/A","N/A","*","*"
"East Haven School District","=""0440011""","Dominick H. Ferrara School","=""0441311""","Eligible for Free or Reduced-Price Meals","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"East Haven School District","=""0440011""","East Haven High School","=""0446111""","Eligible for Free or Reduced-Price Meals",128,32.2,110,25.7,73,16.8,55,12.6,88,21.8
"East Haven School District","=""0440011""","Grove J. Tuttle School","=""0441011""","Eligible for Free or Reduced-Price Meals","*","*","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"East Haven School District","=""0440011""","Joseph Melillo Middle School","=""0445111""","Eligible for Free or Reduced-Price Meals",78,21.9,57,15.7,63,17.2,58,15.6,63,17.5
"East Haven School District","=""0440011""","Momauguin School","=""0440711""","Eligible for Free or Reduced-Price Meals","*","*","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"East Haven School District","=""0440011""","Overbrook Elementary School","=""0441811""","Eligible for Free or Reduced-Price Meals","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"East Haven School District","=""0440011""","Pathways","=""0449011""","Eligible for Free or Reduced-Price Meals","*","*","*","*","*","*","N/A","N/A","N/A","N/A"
"East Lyme School District","=""0450011""","Coastal Connections","=""0450611""","Eligible for Free or Reduced-Price Meals","N/A","N/A","N/A","N/A","N/A","N/A","*","*","*","*"
"East Lyme School District","=""0450011""","East Lyme High School","=""0456111""","Eligible for Free or Reduced-Price Meals",13,13.1,8,7.8,7,6.1,15,10.3,14,9.7
"East Lyme School District","=""0450011""","East Lyme Middle School","=""0455111""","Eligible for Free or Reduced-Price Meals",18,15.5,17,14.2,11,8.6,24,17.3,17,11.6
"East Lyme School District","=""0450011""","Flanders School","=""0450111""","Eligible for Free or Reduced-Price Meals","N/A","N/A","N/A","N/A","*","*","N/A","N/A","N/A","N/A"
"East Lyme School District","=""0450011""","Integrated Preschool","=""0458011""","Eligible for Free or Reduced-Price Meals","N/A","N/A","N/A","*","N/A","N/A","N/A","*","N/A","*"
"East Lyme School District","=""0450011""","Lillie B. Haynes School","=""0450411""","Eligible for Free or Reduced-Price Meals","N/A","N/A","N/A","N/A","*","*","*","*","N/A","N/A"
"East Lyme School District","=""0450011""","Medically Fragile Program (WAVES)","=""0450711""","Eligible for Free or Reduced-Price Meals","N/A","N/A","N/A","N/A","N/A","N/A","N/A","*","N/A","*"
"East Lyme School District","=""0450011""","Niantic Center School","=""0450211""","Eligible for Free or Reduced-Price Meals","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"East Windsor School District","=""0470011""","Broad Brook Elementary School","=""0470111""","Eligible for Free or Reduced-Price Meals",9,5.1,6,2.9,10,4.3,"*","*","*","*"
"East Windsor School District","=""0470011""","East Windsor High School","=""0476111""","Eligible for Free or Reduced-Price Meals",44,32.6,50,38.2,40,27.6,24,17.3,23,17.2
"East Windsor School District","=""0470011""","East Windsor Middle School","=""0475411""","Eligible for Free or Reduced-Price Meals",41,27.9,33,20.6,24,16.9,25,18.8,36,19.4
"East Windsor School District","=""0470011""","East Windsor Transition Program","=""0470411""","Eligible for Free or Reduced-Price Meals","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","*"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","Adolescent Principal Referred Expulsion Program","=""2539214""","Eligible for Free or Reduced-Price Meals","N/A","N/A","N/A","*","N/A","N/A","N/A","N/A","N/A","N/A"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","Arts at the Capitol Theater Magnet School (ACT)","=""2536014""","Eligible for Free or Reduced-Price Meals","*","*","*","*","N/A","N/A","*","*","*","*"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","EASTCONN Special Education","=""2539014""","Eligible for Free or Reduced-Price Meals",8,17.8,"*","*","N/A","N/A","*","*","N/A","N/A"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","EastConn Special Education","=""2539014""","Eligible for Free or Reduced-Price Meals","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A",20,26.7
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","Quinebaug Middle College","=""2536114""","Eligible for Free or Reduced-Price Meals","*","*",8,19.0,"N/A","N/A",24,38.1,15,20.5
"Eastford School District","=""0390011""","Eastford Elementary School","=""0390111""","Eligible for Free or Reduced-Price Meals","*","*","*","*","N/A","N/A","*","*","*","*"
"Easton School District","=""0460011""","Helen Keller Middle School","=""0465111""","Eligible for Free or Reduced-Price Meals","N/A","*","N/A","*","*","*","N/A","*","*","*"
"Easton School District","=""0460011""","Samuel Staples Elementary School","=""0460111""","Eligible for Free or Reduced-Price Meals","N/A","*","N/A","*","N/A","N/A","N/A","N/A","N/A","N/A"
"EdAdvance","=""2420014""","EdAdvance Headstart","=""2428014""","Eligible for Free or Reduced-Price Meals","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Education Connection","=""2420014""","Education Connection Special Education","=""2429014""","Eligible for Free or Reduced-Price Meals","N/A","*","*","*",11,52.4,10,27.8,"N/A","N/A"
"Education Connection","=""2420014""","The ACCESS School at The Danuta M. Thibodeau Education Center","=""2429014""","Eligible for Free or Reduced-Price Meals","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A",10,"*"
"Ellington School District","=""0480011""","Center School","=""0480111""","Eligible for Free or Reduced-Price Meals","*","*","*","*","*","*","*","*","*","*"
"Ellington School District","=""0480011""","Crystal Lake School","=""0480211""","Eligible for Free or Reduced-Price Meals","*","*","*","*","*","*","*","*","*","*"
"Ellington School District","=""0480011""","Ellington High School","=""0486111""","Eligible for Free or Reduced-Price Meals",25,32.1,22,26.8,20,25.0,14,21.2,16,23.2
"Ellington School District","=""0480011""","Ellington Middle School","=""0485111""","Eligible for Free or Reduced-Price Meals",10,23.8,7,14.0,6,11.3,10,19.6,7,16.3
"Ellington School District","=""0480011""","Windermere Intermediate School","=""0480711""","Eligible for Free or Reduced-Price Meals",8,18.6,7,15.9,8,16.7,"*","*",7,14.6
"Ellington School District","=""0480011""","Windermere School","=""0480611""","Eligible for Free or Reduced-Price Meals","*","*","*","*","*","*",9,15.3,8,15.7
"Elm City College Preparatory School District","=""2890013""","Elm City College Preparatory School","=""2890113""","Eligible for Free or Reduced-Price Meals",143,31.8,133,30.6,145,29.7,74,14.2,94,16.7
"Elm City Montessori School District","=""2910013""","Elm City Montessori School","=""2910113""","Eligible for Free or Reduced-Price Meals","N/A","N/A","N/A","N/A","N/A","N/A","N/A","*","N/A","*"
"Enfield School District","=""0490011""","EPS PK STEAM Academy","=""0491011""","Eligible for Free or Reduced-Price Meals","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Enfield School District","=""0490011""","Edgar H. Parkman - Autism Spectrum Disorder (ASD)","=""0490511""","Eligible for Free or Reduced-Price Meals","N/A","N/A","N/A","N/A","N/A","N/A","N/A","*","N/A","*"
"Enfield School District","=""0490011""","Edgar H. Parkman School","=""0491311""","Eligible for Free or Reduced-Price Meals",12,9.4,8,6.2,"*","*",10,7.5,"*","*"
"Enfield School District","=""0490011""","Eli Whitney School","=""0491611""","Eligible for Free or Reduced-Price Meals",28,16.7,23,14.3,20,13.0,8,4.8,11,6.3
"Enfield School District","=""0490011""","Enfield High School","=""0496111""","Eligible for Free or Reduced-Price Meals",82,32.4,58,22.1,57,20.7,69,24.3,71,23.8
"Enfield School District","=""0490011""","Enfield Street - Autism Spectrum Disorder (ASD)","=""0490311""","Eligible for Free or Reduced-Price Meals","N/A","N/A","N/A","N/A","N/A","N/A","N/A","*","N/A","*"
"Enfield School District","=""0490011""","Enfield Street School","=""0490211""","Eligible for Free or Reduced-Price Meals","*","*","*","*",10,7.6,"*","*","N/A","N/A"
"Enfield School District","=""0490011""","Enfield Transitional Learning Academy","=""0499011""","Eligible for Free or Reduced-Price Meals","N/A","*","N/A","*","N/A","*","N/A","*","N/A","*"
"Enfield School District","=""0490011""","Enrico Fermi High School","=""0496211""","Eligible for Free or Reduced-Price Meals",74,27.7,65,26.2,59,25.2,52,20.6,63,26.0
"Enfield School District","=""0490011""","Hazardville Memorial School","=""0490411""","Eligible for Free or Reduced-Price Meals","*","*","*","*","*","*","*","*","N/A","N/A"
"Enfield School District","=""0490011""","Head Start Program","=""0498011""","Eligible for Free or Reduced-Price Meals","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Enfield School District","=""0490011""","Henry Barnard - Educational Counseling Program (ECP)","=""0490611""","Eligible for Free or Reduced-Price Meals","N/A","N/A","N/A","N/A","N/A","N/A","*","*","N/A","*"
"Enfield School District","=""0490011""","Henry Barnard School","=""0491811""","Eligible for Free or Reduced-Price Meals","*","*","*","*","*","*","*","*","N/A","N/A"
"Enfield School District","=""0490011""","John F. Kennedy Middle School","=""0495211""","Eligible for Free or Reduced-Price Meals",80,18.1,101,24.3,81,20.8,102,23.4,82,18.3
"Enfield School District","=""0490011""","Nathan Hale - Primary Adaptive Learning (PAL)","=""0490811""","Eligible for Free or Reduced-Price Meals","N/A","N/A","N/A","N/A","N/A","N/A","N/A","*","N/A","*"
"Enfield School District","=""0490011""","Nathan Hale School","=""0491111""","Eligible for Free or Reduced-Price Meals","N/A","N/A","N/A","N/A","*","*","*","*","*","*"
"Enfield School District","=""0490011""","Prudence Crandall - Educational Counseling Program (ECP)","=""0490711""","Eligible for Free or Reduced-Price Meals","N/A","N/A","N/A","N/A","N/A","N/A","*","*","*","*"
"Enfield School District","=""0490011""","Prudence Crandall School","=""0491511""","Eligible for Free or Reduced-Price Meals",13,7.8,13,7.5,12,7.2,9,5.2,8,4.3
"Essex School District","=""0500011""","Essex Elementary School","=""0500111""","Eligible for Free or Reduced-Price Meals","N/A","N/A","*","*","*","*","*","*","N/A","N/A"
"Explorations District","=""2720013""","Explorations","=""2726113""","Eligible for Free or Reduced-Price Meals","*","*",10,40.0,9,33.3,8,30.8,9,22.5
"Fairfield School District","=""0510011""","Burr Elementary School","=""0510211""","Eligible for Free or Reduced-Price Meals","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Fairfield School District","=""0510011""","Dwight Elementary School","=""0510111""","Eligible for Free or Reduced-Price Meals","N/A","*","N/A","*","N/A","*","N/A","*","N/A","*"
"Fairfield School District","=""0510011""","Early Childhood Center","=""0518011""","Eligible for Free or Reduced-Price Meals","N/A","*","N/A","*","N/A","*","N/A","*","N/A","*"
"Fairfield School District","=""0510011""","Fairfield Ludlowe High School","=""0516011""","Eligible for Free or Reduced-Price Meals",26,18.1,21,16.0,15,13.8,12,10.1,9,8.1
"Fairfield School District","=""0510011""","Fairfield School/Community Partnership","=""0510511""","Eligible for Free or Reduced-Price Meals","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","*"
"Fairfield School District","=""0510011""","Fairfield Warde High School","=""0516211""","Eligible for Free or Reduced-Price Meals",16,8.5,22,10.4,21,9.6,24,10.7,27,11.5
"Fairfield School District","=""0510011""","Fairfield Woods Middle School","=""0515211""","Eligible for Free or Reduced-Price Meals",6,10.2,6,6.7,8,8.3,"*","*",8,9.2
"Fairfield School District","=""0510011""","Holland Hill School","=""0510411""","Eligible for Free or Reduced-Price Meals","*","*","*","*","N/A","N/A","N/A","N/A","N/A","N/A"
"Fairfield School District","=""0510011""","Jennings School","=""0511711""","Eligible for Free or Reduced-Price Meals","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Fairfield School District","=""0510011""","McKinley School","=""0510611""","Eligible for Free or Reduced-Price Meals","N/A","N/A","N/A","N/A","*","*","N/A","N/A","N/A","N/A"
"Fairfield School District","=""0510011""","Mill Hill School","=""0510711""","Eligible for Free or Reduced-Price Meals","N/A","N/A","N/A","N/A","N/A","N/A","N/A","*","N/A","*"
"Fairfield School District","=""0510011""","North Stratfield School","=""0511611""","Eligible for Free or Reduced-Price Meals","N/A","N/A","*","*","*","*","N/A","N/A","N/A","N/A"
"Fairfield School District","=""0510011""","Osborn Hill School","=""0511811""","Eligible for Free or Reduced-Price Meals","N/A","*","N/A","*","N/A","*","N/A","*","N/A","*"
"Fairfield School District","=""0510011""","Riverfield School","=""0511211""","Eligible for Free or Reduced-Price Meals","N/A","N/A","N/A","N/A","N/A","N/A","N/A","*","N/A","*"
"Fairfield School District","=""0510011""","Roger Ludlowe Middle School","=""0515311""","Eligible for Free or Reduced-Price Meals",25,19.8,16,16.8,"*","*","*","*","*","*"
"Fairfield School District","=""0510011""","Sherman School","=""0511311""","Eligible for Free or Reduced-Price Meals","N/A","*","N/A","N/A","N/A","N/A","N/A","N/A","N/A","*"
"Fairfield School District","=""0510011""","Stratfield School","=""0511411""","Eligible for Free or Reduced-Price Meals","N/A","*","N/A","N/A","N/A","*","*","*","N/A","N/A"
"Fairfield School District","=""0510011""","Tomlinson Middle School","=""0515111""","Eligible for Free or Reduced-Price Meals",10,10.6,10,9.3,8,6.1,12,9.0,19,15.7
"Fairfield School District","=""0510011""","Walter Fitzgerald Campus","=""0510311""","Eligible for Free or Reduced-Price Meals","N/A","N/A","N/A","N/A","N/A","N/A","N/A","*",8,"*"
"Farmington School District","=""0520011""","East Farms School","=""0520411""","Eligible for Free or Reduced-Price Meals","*","*","*","*","N/A","N/A","*","*","*","*"
"Farmington School District","=""0520011""","Farmington Alternative High School","=""0520611""","Eligible for Free or Reduced-Price Meals","N/A","N/A","N/A","N/A","N/A","N/A","*","*","*","*"
"Farmington School District","=""0520011""","Farmington Collaborative PK","=""0528011""","Eligible for Free or Reduced-Price Meals","N/A","*","N/A","*","N/A","*","N/A","*","N/A","*"
"Farmington School District","=""0520011""","Farmington High School","=""0526111""","Eligible for Free or Reduced-Price Meals",17,12.4,24,15.3,12,7.7,14,8.9,8,5.6
"Farmington School District","=""0520011""","Irving A. Robbins Middle School","=""0525111""","Eligible for Free or Reduced-Price Meals",8,11.8,"*","*",7,12.1,"*","*",6,8.6
"Farmington School District","=""0520011""","Noah Wallace School","=""0520211""","Eligible for Free or Reduced-Price Meals","*","*","N/A","N/A","N/A","N/A","*","*","N/A","N/A"
"Farmington School District","=""0520011""","Union School","=""0520111""","Eligible for Free or Reduced-Price Meals","*","*","*","*","*","*","*","*","*","*"
"Farmington School District","=""0520011""","West District School","=""0520311""","Eligible for Free or Reduced-Price Meals","*","*","N/A","N/A","*","*","N/A","N/A","*","*"
"Farmington School District","=""0520011""","West Woods Upper Elementary School","=""0520511""","Eligible for Free or Reduced-Price Meals","*","*","*","*",6,8.6,"*","*","*","*"
"Franklin School District","=""0530011""","Franklin Elementary School","=""0530111""","Eligible for Free or Reduced-Price Meals","*","*","*","*","*","*","*","*","*","*"
"Glastonbury School District","=""0540011""","Alternate Program","=""0541311""","Eligible for Free or Reduced-Price Meals","N/A","N/A","N/A","N/A","N/A","N/A","N/A","*","N/A","N/A"
"Glastonbury School District","=""0540011""","Buttonball Lane School","=""0540211""","Eligible for Free or Reduced-Price Meals","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Glastonbury School District","=""0540011""","Eastbury School","=""0540311""","Eligible for Free or Reduced-Price Meals","N/A","*","N/A","*","N/A","*","N/A","*","N/A","*"
"Glastonbury School District","=""0540011""","Gideon Welles School","=""0540811""","Eligible for Free or Reduced-Price Meals","*","*",6,10.9,"*","*","*","*","*","*"
"Glastonbury School District","=""0540011""","Glastonbury High School","=""0546111""","Eligible for Free or Reduced-Price Meals",19,10.8,16,8.9,35,15.0,26,11.7,11,5.0
"Glastonbury School District","=""0540011""","Hebron Avenue School","=""0540411""","Eligible for Free or Reduced-Price Meals","N/A","*","N/A","*","N/A","N/A","N/A","*","N/A","N/A"
"Glastonbury School District","=""0540011""","Hopewell School","=""0540611""","Eligible for Free or Reduced-Price Meals","*","*","N/A","N/A","*","*","*","*","N/A","*"
"Glastonbury School District","=""0540011""","LINKS Academy","=""0540111""","Eligible for Free or Reduced-Price Meals","N/A","N/A","N/A","N/A","N/A","*","N/A","N/A","N/A","N/A"
"Glastonbury School District","=""0540011""","Links Academy","=""0540111""","Eligible for Free or Reduced-Price Meals","N/A","N/A","N/A","N/A","N/A","N/A","*","*","N/A","*"
"Glastonbury School District","=""0540011""","Links Transition","=""0541411""","Eligible for Free or Reduced-Price Meals","N/A","N/A","N/A","N/A","N/A","N/A","N/A","*","N/A","*"
"Glastonbury School District","=""0540011""","Naubuc School","=""0540711""","Eligible for Free or Reduced-Price Meals","N/A","N/A","N/A","N/A","*","*","*","*","N/A","N/A"
"Glastonbury School District","=""0540011""","Nayaug Elementary School","=""0540911""","Eligible for Free or Reduced-Price Meals","N/A","N/A","N/A","N/A","N/A","N/A","*","*","N/A","N/A"
"Glastonbury School District","=""0540011""","PRIDE-Hebron Avenue","=""0541111""","Eligible for Free or Reduced-Price Meals","N/A","N/A","N/A","N/A","N/A","N/A","N/A","*","N/A","N/A"
"Glastonbury School District","=""0540011""","PreK-Eastbury","=""0540511""","Eligible for Free or Reduced-Price Meals","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","*"
"Glastonbury School District","=""0540011""","PreK-Nayaug","=""0541011""","Eligible for Free or Reduced-Price Meals","N/A","N/A","N/A","N/A","N/A","N/A","N/A","*","N/A","N/A"
"Glastonbury School District","=""0540011""","Smith Middle School","=""0545211""","Eligible for Free or Reduced-Price Meals","*","*","*","*","*","*","*","*","*","*"
"Granby School District","=""0560011""","Frank M. Kearns Primary School","=""0560111""","Eligible for Free or Reduced-Price Meals","N/A","N/A","*","*","N/A","N/A","N/A","N/A","*","*"
"Granby School District","=""0560011""","Granby Memorial High School","=""0566111""","Eligible for Free or Reduced-Price Meals",8,16.0,8,17.4,7,13.0,13,20.6,14,20.0
"Granby School District","=""0560011""","Granby Memorial Middle School","=""0565111""","Eligible for Free or Reduced-Price Meals","*","*","*","*","*","*","*","*",9,24.3
"Granby School District","=""0560011""","Kelly Lane Intermediate School","=""0560411""","Eligible for Free or Reduced-Price Meals","N/A","N/A","*","*","*","*","*","*","N/A","N/A"
"Granby School District","=""0560011""","Kelly Lane Primary School","=""0560411""","Eligible for Free or Reduced-Price Meals","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","*","*"
"Granby School District","=""0560011""","Wells Road Intermediate School","=""0560311""","Eligible for Free or Reduced-Price Meals","N/A","N/A","N/A","N/A","*","*","*","*","*","*"
"Great Oaks Charter School District","=""2940013""","Great Oaks Charter School","=""2940113""","Eligible for Free or Reduced-Price Meals","N/A","N/A","N/A","N/A","N/A","N/A",50,47.6,65,36.3
"Greenwich School District","=""0570011""","Alternative High School Programs","=""0571411""","Eligible for Free or Reduced-Price Meals","N/A","N/A","N/A","N/A","N/A","N/A",13,34.2,"N/A","N/A"
"Greenwich School District","=""0570011""","Central Middle School","=""0575111""","Eligible for Free or Reduced-Price Meals",6,9.1,8,10.1,8,11.0,"*","*","*","*"
"Greenwich School District","=""0570011""","Community Connections","=""0571211""","Eligible for Free or Reduced-Price Meals","N/A","N/A","N/A","N/A","N/A","N/A","N/A","*","N/A","*"
"Greenwich School District","=""0570011""","Cos Cob School","=""0570211""","Eligible for Free or Reduced-Price Meals","N/A","N/A","N/A","N/A","N/A","N/A","*","*","N/A","N/A"
"Greenwich School District","=""0570011""","Eastern Middle School","=""0575211""","Eligible for Free or Reduced-Price Meals","*","*","*","*","N/A","N/A","N/A","N/A","*","*"
"Greenwich School District","=""0570011""","Glenville School","=""0570411""","Eligible for Free or Reduced-Price Meals","N/A","N/A","*","*","N/A","N/A","*","*","*","*"
"Greenwich School District","=""0570011""","Greenwich Alternative High School","=""0571411""","Eligible for Free or Reduced-Price Meals","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A",9,34.6
"Greenwich School District","=""0570011""","Greenwich High School","=""0576111""","Eligible for Free or Reduced-Price Meals",67,18.1,59,15.5,33,8.0,29,7.7,32,7.8
"Greenwich School District","=""0570011""","Hamilton Avenue School","=""0570511""","Eligible for Free or Reduced-Price Meals","*","*","*","*","*","*","*","*","*","*"
"Greenwich School District","=""0570011""","International School At Dundee","=""0571311""","Eligible for Free or Reduced-Price Meals","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Greenwich School District","=""0570011""","Julian Curtiss School","=""0570311""","Eligible for Free or Reduced-Price Meals","*","*","*","*","*","*","*","*","*","*"
"Greenwich School District","=""0570011""","New Lebanon School","=""0570611""","Eligible for Free or Reduced-Price Meals","*","*","*","*","*","*","*","*","*","*"
"Greenwich School District","=""0570011""","North Mianus School","=""0570711""","Eligible for Free or Reduced-Price Meals","N/A","N/A","N/A","N/A","N/A","N/A","N/A","*","N/A","*"
"Greenwich School District","=""0570011""","North Street School","=""0570811""","Eligible for Free or Reduced-Price Meals","N/A","*","N/A","*","N/A","*","N/A","*","N/A","*"
"Greenwich School District","=""0570011""","Old Greenwich School","=""0570911""","Eligible for Free or Reduced-Price Meals","N/A","*","N/A","*","N/A","*","N/A","*","N/A","*"
"Greenwich School District","=""0570011""","Parkway School","=""0571111""","Eligible for Free or Reduced-Price Meals","N/A","*","N/A","*","N/A","*","N/A","*","N/A","*"
"Greenwich School District","=""0570011""","Riverside School","=""0571011""","Eligible for Free or Reduced-Price Meals","N/A","*","N/A","*","N/A","*","N/A","*","N/A","*"
"Greenwich School District","=""0570011""","Western Middle School","=""0575311""","Eligible for Free or Reduced-Price Meals",15,8.7,18,9.2,14,6.8,15,7.2,8,3.8
"Griswold School District","=""0580011""","Griswold Alternative School","=""0580111""","Eligible for Free or Reduced-Price Meals","N/A","N/A","N/A","N/A","N/A","N/A","*","*","*","*"
"Griswold School District","=""0580011""","Griswold Elementary School","=""0580311""","Eligible for Free or Reduced-Price Meals","*","*","*","*","*","*","*","*","*","*"
"Griswold School District","=""0580011""","Griswold High School","=""0586211""","Eligible for Free or Reduced-Price Meals",84,40.6,66,35.5,61,28.8,48,24.0,41,20.8
"Griswold School District","=""0580011""","Griswold Middle School","=""0585111""","Eligible for Free or Reduced-Price Meals",44,18.2,30,12.9,32,12.9,28,11.5,27,11.2
"Groton School District","=""0590011""","Carl C. Cutler Middle School","=""0595311""","Eligible for Free or Reduced-Price Meals",12,23.5,32,21.8,16,10.7,30,19.5,22,13.3
"Groton School District","=""0590011""","Catherine Kolnaski Magnet School","=""0590311""","Eligible for Free or Reduced-Price Meals",15,8.3,10,4.4,"N/A","N/A","N/A","N/A","N/A","N/A"
"Groton School District","=""0590011""","Catherine Kolnaski Magnet School","=""0592011""","Eligible for Free or Reduced-Price Meals",35,10.0,30,9.7,21,7.2,18,6.7,14,5.4
"Groton School District","=""0590011""","Charles Barnum School","=""0591811""","Eligible for Free or Reduced-Price Meals","*","*","*","*","*","*","*","*","*","*"
"Groton School District","=""0590011""","Claude Chester School","=""0590311""","Eligible for Free or Reduced-Price Meals","N/A","N/A","N/A","N/A",20,7.7,18,7.0,20,8.5
"Groton School District","=""0590011""","Fitch Middle School","=""0595111""","Eligible for Free or Reduced-Price Meals",36,19.5,"N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Groton School District","=""0590011""","Mary Morrisson School","=""0591711""","Eligible for Free or Reduced-Price Meals",6,3.8,8,5.2,6,2.6,7,3.5,"*","*"
"Groton School District","=""0590011""","New Beginnings Alternative Program","=""0590211""","Eligible for Free or Reduced-Price Meals","N/A","N/A","N/A","N/A","N/A","N/A",12,"*",13,65.0
"Groton School District","=""0590011""","Northeast Academy Elementary School","=""0591911""","Eligible for Free or Reduced-Price Meals","*","*","*","*","N/A","N/A","N/A","N/A","*","*"
"Groton School District","=""0590011""","Pleasant Valley School","=""0591211""","Eligible for Free or Reduced-Price Meals","*","*",9,6.2,"*","*","N/A","N/A","N/A","N/A"
"Groton School District","=""0590011""","Robert E. Fitch High School","=""0596111""","Eligible for Free or Reduced-Price Meals",107,25.8,103,23.6,113,24.1,112,25.5,112,25.6
"Groton School District","=""0590011""","S. B. Butler School","=""0590111""","Eligible for Free or Reduced-Price Meals","*","*","*","*","*","*","*","*","*","*"
"Groton School District","=""0590011""","Virtual Learning Academy","=""0590611""","Eligible for Free or Reduced-Price Meals","N/A","N/A","N/A","N/A","N/A","N/A","N/A","*","*","*"
