"District","District Code","School","School Code","Free/Reduced Price Meal Eligibility","Count","%"
"Bridgeport School District","=""0150011""","Black Rock School","=""0150311""","Eligible for Free or Reduced-Price Meals","*","*"
"Bridgeport School District","=""0150011""","Blackham School","=""0154011""","Eligible for Free or Reduced-Price Meals",133,11.9
"Bridgeport School District","=""0150011""","Bridgeport Learning Center","=""0159011""","Eligible for Free or Reduced-Price Meals",8,13.8
"Bridgeport School District","=""0150011""","Bryant School","=""0150411""","Eligible for Free or Reduced-Price Meals",16,3.8
"Bridgeport School District","=""0150011""","Central High School","=""0156211""","Eligible for Free or Reduced-Price Meals",799,35.5
"Bridgeport School District","=""0150011""","Cesar Batalla School","=""0151411""","Eligible for Free or Reduced-Price Meals",104,9.6
"Bridgeport School District","=""0150011""","Classical Studies Academy","=""0152111""","Eligible for Free or Reduced-Price Meals",30,9.0
"Bridgeport School District","=""0150011""","Columbus School","=""0150511""","Eligible for Free or Reduced-Price Meals",68,10.3
"Bridgeport School District","=""0150011""","Cross School","=""0153911""","Eligible for Free or Reduced-Price Meals",122,29.9
"Bridgeport School District","=""0150011""","Curiale School","=""0154211""","Eligible for Free or Reduced-Price Meals",141,21.8
"Bridgeport School District","=""0150011""","Discovery Interdistrict Magnet School","=""0153711""","Eligible for Free or Reduced-Price Meals","N/A","N/A"
"Bridgeport School District","=""0150011""","Dunbar School","=""0154111""","Eligible for Free or Reduced-Price Meals",134,39.4
"Bridgeport School District","=""0150011""","Edison School","=""0150711""","Eligible for Free or Reduced-Price Meals",8,3.1
"Bridgeport School District","=""0150011""","Geraldine Johnson School","=""0153211""","Eligible for Free or Reduced-Price Meals",91,11.1
"Bridgeport School District","=""0150011""","Hall School","=""0151111""","Eligible for Free or Reduced-Price Meals",11,3.5
"Bridgeport School District","=""0150011""","Hallen School","=""0151211""","Eligible for Free or Reduced-Price Meals",20,5.8
"Bridgeport School District","=""0150011""","Harding High School","=""0156311""","Eligible for Free or Reduced-Price Meals",480,35.7
"Bridgeport School District","=""0150011""","High Horizons Magnet School","=""0154511""","Eligible for Free or Reduced-Price Meals",22,5.2
"Bridgeport School District","=""0150011""","Hooker School","=""0151311""","Eligible for Free or Reduced-Price Meals",49,11.0
"Bridgeport School District","=""0150011""","Jettie S. Tisdale School","=""0152211""","Eligible for Free or Reduced-Price Meals",119,18.0
"Bridgeport School District","=""0150011""","Longfellow School","=""0151911""","Eligible for Free or Reduced-Price Meals",25,5.6
"Bridgeport School District","=""0150011""","Luis Munoz Marin School","=""0151011""","Eligible for Free or Reduced-Price Meals",140,15.5
"Bridgeport School District","=""0150011""","Madison School","=""0152011""","Eligible for Free or Reduced-Price Meals",19,3.6
"Bridgeport School District","=""0150011""","Make The Grade","=""0159511""","Eligible for Free or Reduced-Price Meals",27,61.4
"Bridgeport School District","=""0150011""","Multicultural Magnet School","=""0154611""","Eligible for Free or Reduced-Price Meals",13,2.8
"Bridgeport School District","=""0150011""","Parent-Children Program","=""0158011""","Eligible for Free or Reduced-Price Meals","N/A","*"
"Bridgeport School District","=""0150011""","Park City Academy","=""0159211""","Eligible for Free or Reduced-Price Meals",7,18.4
"Bridgeport School District","=""0150011""","Park City Magnet School","=""0151711""","Eligible for Free or Reduced-Price Meals","N/A","N/A"
"Bridgeport School District","=""0150011""","Read School","=""0152511""","Eligible for Free or Reduced-Price Meals",163,19.2
"Bridgeport School District","=""0150011""","Roosevelt School","=""0152611""","Eligible for Free or Reduced-Price Meals",208,40.0
"Bridgeport School District","=""0150011""","Skane Center","=""0154411""","Eligible for Free or Reduced-Price Meals","N/A","N/A"
"Bridgeport School District","=""0150011""","Waltersville School","=""0153011""","Eligible for Free or Reduced-Price Meals",59,11.3
"Bridgeport School District","=""0150011""","Winthrop School","=""0153611""","Eligible for Free or Reduced-Price Meals",55,7.5
"East Hampton School District","=""0420011""","Center School","=""0420311""","Eligible for Free or Reduced-Price Meals","*","*"
"East Hampton School District","=""0420011""","East Hampton High School","=""0426111""","Eligible for Free or Reduced-Price Meals",16,26.7
"East Hampton School District","=""0420011""","East Hampton Middle School","=""0425111""","Eligible for Free or Reduced-Price Meals","*","*"
"East Hampton School District","=""0420011""","Memorial School","=""0420111""","Eligible for Free or Reduced-Price Meals","N/A","N/A"
"East Hampton School District","=""0420011""","The Learning Center at East Hampton","=""0429011""","Eligible for Free or Reduced-Price Meals","N/A","*"
"Groton School District","=""0590011""","Carl C. Cutler Middle School","=""0595311""","Eligible for Free or Reduced-Price Meals",9,16.4
"Groton School District","=""0590011""","Catherine Kolnaski Magnet School","=""0592011""","Eligible for Free or Reduced-Price Meals",48,15.4
"Groton School District","=""0590011""","Catherine Kolnaski Magnet School","=""0590311""","Eligible for Free or Reduced-Price Meals",8,3.9
"Groton School District","=""0590011""","Charles Barnum School","=""0591811""","Eligible for Free or Reduced-Price Meals","N/A","N/A"
"Groton School District","=""0590011""","Fitch Middle School","=""0595111""","Eligible for Free or Reduced-Price Meals",17,8.8
"Groton School District","=""0590011""","Mary Morrisson School","=""0591711""","Eligible for Free or Reduced-Price Meals",6,4.3
"Groton School District","=""0590011""","Northeast Academy Elementary School","=""0591911""","Eligible for Free or Reduced-Price Meals","*","*"
"Groton School District","=""0590011""","Pleasant Valley School","=""0591211""","Eligible for Free or Reduced-Price Meals","*","*"
"Groton School District","=""0590011""","Robert E. Fitch High School","=""0596111""","Eligible for Free or Reduced-Price Meals",111,26.6
"Groton School District","=""0590011""","S. B. Butler School","=""0590111""","Eligible for Free or Reduced-Price Meals","*","*"
"Groton School District","=""0590011""","West Side Middle School","=""0595211""","Eligible for Free or Reduced-Price Meals",37,22.0
"Darien School District","=""0350011""","Darien High School","=""0356111""","Eligible for Free or Reduced-Price Meals","*","*"
"Darien School District","=""0350011""","Hindley Elementary School","=""0350211""","Eligible for Free or Reduced-Price Meals","N/A","*"
"Darien School District","=""0350011""","Holmes Elementary School","=""0350711""","Eligible for Free or Reduced-Price Meals","N/A","*"
"Darien School District","=""0350011""","Middlesex Middle School","=""0355111""","Eligible for Free or Reduced-Price Meals","*","*"
"Darien School District","=""0350011""","Ox Ridge Elementary School","=""0351311""","Eligible for Free or Reduced-Price Meals","N/A","*"
"Darien School District","=""0350011""","Royle Elementary School","=""0350511""","Eligible for Free or Reduced-Price Meals","N/A","*"
"Darien School District","=""0350011""","Tokeneke Elementary School","=""0350611""","Eligible for Free or Reduced-Price Meals","N/A","*"
"Deep River School District","=""0360011""","Deep River Elementary School","=""0360111""","Eligible for Free or Reduced-Price Meals","*","*"
"Derby School District","=""0370011""","Bradley School","=""0370611""","Eligible for Free or Reduced-Price Meals","*","*"
"Derby School District","=""0370011""","Derby High School","=""0376111""","Eligible for Free or Reduced-Price Meals",82,49.7
"Derby School District","=""0370011""","Derby Middle School","=""0375011""","Eligible for Free or Reduced-Price Meals",7,3.6
"Derby School District","=""0370011""","Irving School","=""0370411""","Eligible for Free or Reduced-Price Meals",15,5.5
"East Granby School District","=""0400011""","Allgrove School","=""0400111""","Eligible for Free or Reduced-Price Meals","N/A","*"
"East Granby School District","=""0400011""","East Granby High School","=""0406111""","Eligible for Free or Reduced-Price Meals","*","*"
"East Granby School District","=""0400011""","East Granby Middle School","=""0405111""","Eligible for Free or Reduced-Price Meals","*","*"
"East Granby School District","=""0400011""","R. Dudley Seymour School","=""0400211""","Eligible for Free or Reduced-Price Meals","N/A","*"
"Eastford School District","=""0390011""","Eastford Elementary School","=""0390111""","Eligible for Free or Reduced-Price Meals","*","*"
"East Haddam School District","=""0410011""","East Haddam Elementary School","=""0410111""","Eligible for Free or Reduced-Price Meals","*","*"
"East Haddam School District","=""0410011""","Nathan Hale-Ray High School","=""0416111""","Eligible for Free or Reduced-Price Meals",7,16.3
"East Haddam School District","=""0410011""","Nathan Hale-Ray Middle School","=""0415111""","Eligible for Free or Reduced-Price Meals",10,12.0
"Greenwich School District","=""0570011""","Central Middle School","=""0575111""","Eligible for Free or Reduced-Price Meals","*","*"
"Greenwich School District","=""0570011""","Cos Cob School","=""0570211""","Eligible for Free or Reduced-Price Meals","N/A","N/A"
"Greenwich School District","=""0570011""","Eastern Middle School","=""0575211""","Eligible for Free or Reduced-Price Meals","*","*"
"Greenwich School District","=""0570011""","Glenville School","=""0570411""","Eligible for Free or Reduced-Price Meals","*","*"
"Greenwich School District","=""0570011""","Greenwich High School","=""0576111""","Eligible for Free or Reduced-Price Meals",87,23.6
"Greenwich School District","=""0570011""","Hamilton Avenue School","=""0570511""","Eligible for Free or Reduced-Price Meals","N/A","N/A"
"Greenwich School District","=""0570011""","International School At Dundee","=""0571311""","Eligible for Free or Reduced-Price Meals","N/A","N/A"
"Greenwich School District","=""0570011""","Julian Curtiss School","=""0570311""","Eligible for Free or Reduced-Price Meals","*","*"
"Greenwich School District","=""0570011""","New Lebanon School","=""0570611""","Eligible for Free or Reduced-Price Meals","N/A","N/A"
"Greenwich School District","=""0570011""","North Mianus School","=""0570711""","Eligible for Free or Reduced-Price Meals","N/A","N/A"
"Greenwich School District","=""0570011""","North Street School","=""0570811""","Eligible for Free or Reduced-Price Meals","N/A","*"
"Greenwich School District","=""0570011""","Old Greenwich School","=""0570911""","Eligible for Free or Reduced-Price Meals","N/A","*"
"Greenwich School District","=""0570011""","Parkway School","=""0571111""","Eligible for Free or Reduced-Price Meals","*","*"
"Greenwich School District","=""0570011""","Riverside School","=""0571011""","Eligible for Free or Reduced-Price Meals","N/A","*"
"Greenwich School District","=""0570011""","Western Middle School","=""0575311""","Eligible for Free or Reduced-Price Meals",13,8.4
"Griswold School District","=""0580011""","Griswold Elementary School","=""0580311""","Eligible for Free or Reduced-Price Meals","*","*"
"Griswold School District","=""0580011""","Griswold High School","=""0586211""","Eligible for Free or Reduced-Price Meals",73,39.9
"Griswold School District","=""0580011""","Griswold Middle School","=""0585111""","Eligible for Free or Reduced-Price Meals",33,16.1
"Bolton School District","=""0120011""","Bolton Center School","=""0120111""","Eligible for Free or Reduced-Price Meals","*","*"
"Bolton School District","=""0120011""","Bolton High School","=""0126111""","Eligible for Free or Reduced-Price Meals",10,29.4
"Branford School District","=""0140011""","Branford High School","=""0146111""","Eligible for Free or Reduced-Price Meals",34,20.1
"Branford School District","=""0140011""","Francis Walsh Intermediate School","=""0145111""","Eligible for Free or Reduced-Price Meals",33,14.3
"Branford School District","=""0140011""","Indian Neck School","=""0148011""","Eligible for Free or Reduced-Price Meals","N/A","*"
"Branford School District","=""0140011""","John B. Sliney School","=""0141611""","Eligible for Free or Reduced-Price Meals","*","*"
"Branford School District","=""0140011""","Mary R. Tisko School","=""0141511""","Eligible for Free or Reduced-Price Meals","N/A","N/A"
"Branford School District","=""0140011""","Mary T. Murphy School","=""0141411""","Eligible for Free or Reduced-Price Meals","N/A","N/A"
"Bozrah School District","=""0130011""","Fields Memorial School","=""0130111""","Eligible for Free or Reduced-Price Meals","N/A","N/A"
"Danbury School District","=""0340011""","Alternative Center For Excellence","=""0346211""","Eligible for Free or Reduced-Price Meals",29,45.3
"Danbury School District","=""0340011""","Broadview Middle School","=""0345111""","Eligible for Free or Reduced-Price Meals",60,11.8
"Danbury School District","=""0340011""","Danbury High School","=""0346111""","Eligible for Free or Reduced-Price Meals",431,35.0
"Danbury School District","=""0340011""","Ellsworth Avenue School","=""0341411""","Eligible for Free or Reduced-Price Meals","*","*"
"Danbury School District","=""0340011""","Great Plain School","=""0341111""","Eligible for Free or Reduced-Price Meals","*","*"
"Danbury School District","=""0340011""","Hayestown Avenue School","=""0340211""","Eligible for Free or Reduced-Price Meals","*","*"
"Danbury School District","=""0340011""","King Street Intermediate School","=""0341711""","Eligible for Free or Reduced-Price Meals",10,5.9
"Danbury School District","=""0340011""","King Street Primary School","=""0341311""","Eligible for Free or Reduced-Price Meals","*","*"
"Danbury School District","=""0340011""","Mill Ridge Educational Center","=""0341811""","Eligible for Free or Reduced-Price Meals","N/A","N/A"
"Danbury School District","=""0340011""","Mill Ridge Primary School","=""0340511""","Eligible for Free or Reduced-Price Meals","*","*"
"Danbury School District","=""0340011""","Morris Street School","=""0340611""","Eligible for Free or Reduced-Price Meals",8,2.8
"Danbury School District","=""0340011""","Park Avenue School","=""0340811""","Eligible for Free or Reduced-Price Meals",21,6.5
"Danbury School District","=""0340011""","Pembroke School","=""0341511""","Eligible for Free or Reduced-Price Meals","*","*"
"Danbury School District","=""0340011""","Rogers Park Middle School","=""0345211""","Eligible for Free or Reduced-Price Meals",180,27.4
"Danbury School District","=""0340011""","Shelter Rock School","=""0341211""","Eligible for Free or Reduced-Price Meals",7,3.0
"Danbury School District","=""0340011""","South Street School","=""0341011""","Eligible for Free or Reduced-Price Meals","N/A","N/A"
"Danbury School District","=""0340011""","Stadley Rough School","=""0341611""","Eligible for Free or Reduced-Price Meals",7,3.5
"Danbury School District","=""0340011""","Western CT Academy of International Studies Elementary Magnet School","=""0341911""","Eligible for Free or Reduced-Price Meals","N/A","N/A"
"Glastonbury School District","=""0540011""","Buttonball Lane School","=""0540211""","Eligible for Free or Reduced-Price Meals","N/A","N/A"
"Glastonbury School District","=""0540011""","Eastbury School","=""0540311""","Eligible for Free or Reduced-Price Meals","N/A","*"
"Glastonbury School District","=""0540011""","Gideon Welles School","=""0540811""","Eligible for Free or Reduced-Price Meals","*","*"
"Glastonbury School District","=""0540011""","Glastonbury High School","=""0546111""","Eligible for Free or Reduced-Price Meals",19,11.1
"Glastonbury School District","=""0540011""","Hebron Avenue School","=""0540411""","Eligible for Free or Reduced-Price Meals","N/A","*"
"Glastonbury School District","=""0540011""","Hopewell School","=""0540611""","Eligible for Free or Reduced-Price Meals","N/A","N/A"
"Glastonbury School District","=""0540011""","Naubuc School","=""0540711""","Eligible for Free or Reduced-Price Meals","*","*"
"Glastonbury School District","=""0540011""","Nayaug Elementary School","=""0540911""","Eligible for Free or Reduced-Price Meals","N/A","N/A"
"Glastonbury School District","=""0540011""","Smith Middle School","=""0545211""","Eligible for Free or Reduced-Price Meals","*","*"
"Granby School District","=""0560011""","Frank M. Kearns Primary School","=""0560111""","Eligible for Free or Reduced-Price Meals","N/A","N/A"
"Granby School District","=""0560011""","Granby Memorial High School","=""0566111""","Eligible for Free or Reduced-Price Meals","*","*"
"Granby School District","=""0560011""","Granby Memorial Middle School","=""0565111""","Eligible for Free or Reduced-Price Meals","*","*"
"Granby School District","=""0560011""","Kelly Lane Intermediate School","=""0560411""","Eligible for Free or Reduced-Price Meals","N/A","N/A"
"Granby School District","=""0560011""","Wells Road Intermediate School","=""0560311""","Eligible for Free or Reduced-Price Meals","N/A","N/A"
"Bethany School District","=""0080011""","Bethany Community School","=""0080111""","Eligible for Free or Reduced-Price Meals","N/A","N/A"
"Bloomfield School District","=""0110011""","Bloomfield High School","=""0116111""","Eligible for Free or Reduced-Price Meals",80,26.1
"Bloomfield School District","=""0110011""","Carmen Arace Intermediate School","=""0110711""","Eligible for Free or Reduced-Price Meals",30,17.1
"Bloomfield School District","=""0110011""","Carmen Arace Middle School","=""0115211""","Eligible for Free or Reduced-Price Meals",28,18.2
"Bloomfield School District","=""0110011""","J. P. Vincent School","=""0110311""","Eligible for Free or Reduced-Price Meals",9,4.7
"Bloomfield School District","=""0110011""","Laurel School","=""0110611""","Eligible for Free or Reduced-Price Meals",16,10.6
"Bloomfield School District","=""0110011""","The Big Picture High School","=""0116211""","Eligible for Free or Reduced-Price Meals","*","*"
"Bloomfield School District","=""0110011""","Wintonbury Early Childhood Magnet School","=""0110811""","Eligible for Free or Reduced-Price Meals","N/A","N/A"
"Cornwall School District","=""0310011""","Cornwall Consolidated School","=""0310111""","Eligible for Free or Reduced-Price Meals","N/A","*"
"Coventry School District","=""0320011""","Capt. Nathan Hale School","=""0325111""","Eligible for Free or Reduced-Price Meals",16,17.8
"Coventry School District","=""0320011""","Coventry Early Intervention Services","=""0328011""","Eligible for Free or Reduced-Price Meals","N/A","*"
"Coventry School District","=""0320011""","Coventry Grammar School","=""0320211""","Eligible for Free or Reduced-Price Meals","N/A","N/A"
"Coventry School District","=""0320011""","Coventry High School","=""0326111""","Eligible for Free or Reduced-Price Meals",40,46.5
"Coventry School District","=""0320011""","George Hersey Robertson School","=""0320411""","Eligible for Free or Reduced-Price Meals",9,10.5
"Cromwell School District","=""0330011""","Cromwell High School","=""0336111""","Eligible for Free or Reduced-Price Meals",24,31.2
"Cromwell School District","=""0330011""","Cromwell Middle School","=""0335111""","Eligible for Free or Reduced-Price Meals",17,24.6
"Cromwell School District","=""0330011""","Edna C. Stevens School","=""0330211""","Eligible for Free or Reduced-Price Meals","*","*"
"Cromwell School District","=""0330011""","Woodside Intermediate School","=""0330311""","Eligible for Free or Reduced-Price Meals","*","*"
"Farmington School District","=""0520011""","East Farms School","=""0520411""","Eligible for Free or Reduced-Price Meals","*","*"
"Farmington School District","=""0520011""","Farmington Collaborative PK","=""0528011""","Eligible for Free or Reduced-Price Meals","N/A","*"
"Farmington School District","=""0520011""","Farmington High School","=""0526111""","Eligible for Free or Reduced-Price Meals",20,17.1
"Farmington School District","=""0520011""","Irving A. Robbins Middle School","=""0525111""","Eligible for Free or Reduced-Price Meals",8,11.0
"Farmington School District","=""0520011""","Noah Wallace School","=""0520211""","Eligible for Free or Reduced-Price Meals","N/A","N/A"
"Farmington School District","=""0520011""","Union School","=""0520111""","Eligible for Free or Reduced-Price Meals","*","*"
"Farmington School District","=""0520011""","West District School","=""0520311""","Eligible for Free or Reduced-Price Meals","*","*"
"Farmington School District","=""0520011""","West Woods Upper Elementary School","=""0520511""","Eligible for Free or Reduced-Price Meals","*","*"
"New Milford School District","=""0960011""","John Pettibone School","=""0960511""","Eligible for Free or Reduced-Price Meals","N/A","N/A"
"New Milford School District","=""0960011""","John Pettibone School","=""0960711""","Eligible for Free or Reduced-Price Meals","N/A","N/A"
"New Milford School District","=""0960011""","New Milford High School","=""0966111""","Eligible for Free or Reduced-Price Meals",48,23.5
"New Milford School District","=""0960011""","Northville Elementary School","=""0960811""","Eligible for Free or Reduced-Price Meals","N/A","N/A"
"New Milford School District","=""0960011""","Sarah Noble Intermediate School","=""0960911""","Eligible for Free or Reduced-Price Meals","*","*"
"New Milford School District","=""0960011""","Schaghticoke Middle School","=""0965211""","Eligible for Free or Reduced-Price Meals",38,26.2
"Newtown School District","=""0970011""","Hawley Elementary School","=""0970111""","Eligible for Free or Reduced-Price Meals","N/A","*"
"Newtown School District","=""0970011""","Head O'Meadow Elementary School","=""0970411""","Eligible for Free or Reduced-Price Meals","N/A","*"
"Newtown School District","=""0970011""","Middle Gate Elementary School","=""0970311""","Eligible for Free or Reduced-Price Meals","N/A","N/A"
"Newtown School District","=""0970011""","Newtown High School","=""0976111""","Eligible for Free or Reduced-Price Meals",18,16.5
"Newtown School District","=""0970011""","Newtown Middle School","=""0975111""","Eligible for Free or Reduced-Price Meals",8,13.1
"Newtown School District","=""0970011""","Reed Intermediate School","=""0970511""","Eligible for Free or Reduced-Price Meals","*","*"
"Newtown School District","=""0970011""","Sandy Hook Elementary School","=""0970211""","Eligible for Free or Reduced-Price Meals","N/A","N/A"
"Norfolk School District","=""0980011""","Botelle Elementary School","=""0980111""","Eligible for Free or Reduced-Price Meals","N/A","*"
"Norfolk School District","=""0980011""","Bridges II","=""0989211""","Eligible for Free or Reduced-Price Meals","N/A","*"
"Norfolk School District","=""0980011""","IEP Program","=""0989011""","Eligible for Free or Reduced-Price Meals","N/A","*"
"North Branford School District","=""0990011""","Jerome Harrison School","=""0990411""","Eligible for Free or Reduced-Price Meals","N/A","N/A"
"North Branford School District","=""0990011""","North Branford High School","=""0996111""","Eligible for Free or Reduced-Price Meals",34,33.3
"North Branford School District","=""0990011""","North Branford Intermediate School","=""0995111""","Eligible for Free or Reduced-Price Meals",30,30.9
"North Branford School District","=""0990011""","Totoket Valley Elementary School","=""0990611""","Eligible for Free or Reduced-Price Meals","*","*"
"Rocky Hill School District","=""1190011""","Albert D. Griswold Middle School","=""1195111""","Eligible for Free or Reduced-Price Meals",10,14.5
"Rocky Hill School District","=""1190011""","Dr. Oran A. Moser School","=""1190211""","Eligible for Free or Reduced-Price Meals","N/A","*"
"Rocky Hill School District","=""1190011""","Myrtle H. Stevens School","=""1190411""","Eligible for Free or Reduced-Price Meals","N/A","N/A"
"Rocky Hill School District","=""1190011""","Rocky Hill High School","=""1196111""","Eligible for Free or Reduced-Price Meals",12,16.9
"Rocky Hill School District","=""1190011""","West Hill School","=""1190511""","Eligible for Free or Reduced-Price Meals","*","*"
"Seymour School District","=""1240011""","Anna L. Lopresti School","=""1240311""","Eligible for Free or Reduced-Price Meals",7,6.3
"Seymour School District","=""1240011""","Bungay School","=""1240111""","Eligible for Free or Reduced-Price Meals","N/A","N/A"
"Seymour School District","=""1240011""","Paul Chatfield School","=""1240411""","Eligible for Free or Reduced-Price Meals","N/A","N/A"
"Seymour School District","=""1240011""","Seymour High School","=""1246111""","Eligible for Free or Reduced-Price Meals",52,38.2
"Seymour School District","=""1240011""","Seymour Middle School","=""1245111""","Eligible for Free or Reduced-Price Meals",33,21.7
"Salisbury School District","=""1220011""","Salisbury Central School","=""1220111""","Eligible for Free or Reduced-Price Meals","*","*"
"Scotland School District","=""1230011""","Scotland Elementary School","=""1230111""","Eligible for Free or Reduced-Price Meals","*","*"
"Sharon School District","=""1250011""","Sharon Center School","=""1250111""","Eligible for Free or Reduced-Price Meals","N/A","N/A"
"Shelton School District","=""1260011""","Booth Hill School","=""1261011""","Eligible for Free or Reduced-Price Meals","N/A","N/A"
"Shelton School District","=""1260011""","Elizabeth Shelton School","=""1260511""","Eligible for Free or Reduced-Price Meals","N/A","N/A"
"Shelton School District","=""1260011""","Intermediate School","=""1265111""","Eligible for Free or Reduced-Price Meals",23,11.6
"Shelton School District","=""1260011""","Long Hill School","=""1260811""","Eligible for Free or Reduced-Price Meals","*","*"
"Shelton School District","=""1260011""","Mohegan School","=""1260911""","Eligible for Free or Reduced-Price Meals","N/A","N/A"
"Shelton School District","=""1260011""","Perry Hill Elementary School","=""1261111""","Eligible for Free or Reduced-Price Meals","*","*"
"Shelton School District","=""1260011""","Shelton High School","=""1266111""","Eligible for Free or Reduced-Price Meals",78,28.8
"Shelton School District","=""1260011""","Sunnyside School","=""1260611""","Eligible for Free or Reduced-Price Meals","N/A","N/A"
"Tolland School District","=""1420011""","Birch Grove Primary School","=""1420111""","Eligible for Free or Reduced-Price Meals","N/A","N/A"
"Tolland School District","=""1420011""","Tolland High School","=""1426111""","Eligible for Free or Reduced-Price Meals",12,32.4
"Tolland School District","=""1420011""","Tolland Intermediate School","=""1420211""","Eligible for Free or Reduced-Price Meals","*","*"
"Tolland School District","=""1420011""","Tolland Middle School","=""1425111""","Eligible for Free or Reduced-Price Meals","*","*"
"Torrington School District","=""1430011""","East School","=""1430111""","Eligible for Free or Reduced-Price Meals","*","*"
"Torrington School District","=""1430011""","Forbes School","=""1430211""","Eligible for Free or Reduced-Price Meals",18,7.7
"Torrington School District","=""1430011""","Southwest School","=""1430811""","Eligible for Free or Reduced-Price Meals",7,3.7
"Torrington School District","=""1430011""","Torringford School","=""1430911""","Eligible for Free or Reduced-Price Meals","*","*"
"Torrington School District","=""1430011""","Torrington High School","=""1436111""","Eligible for Free or Reduced-Price Meals",120,29.6
"Torrington School District","=""1430011""","Torrington Middle School","=""1435111""","Eligible for Free or Reduced-Price Meals",109,22.6
"Torrington School District","=""1430011""","Vogel-Wetmore School","=""1431311""","Eligible for Free or Reduced-Price Meals",8,2.3
"West Haven School District","=""1560011""","Alma E. Pagels School","=""1560811""","Eligible for Free or Reduced-Price Meals","*","*"
"West Haven School District","=""1560011""","Carrigan 5/6 Intermediate School","=""1565311""","Eligible for Free or Reduced-Price Meals",53,8.8
"West Haven School District","=""1560011""","Edith E. Mackrille School","=""1560611""","Eligible for Free or Reduced-Price Meals","*","*"
"West Haven School District","=""1560011""","Forest School","=""1560311""","Eligible for Free or Reduced-Price Meals",6,1.6
"West Haven School District","=""1560011""","Harry M. Bailey Middle School","=""1565111""","Eligible for Free or Reduced-Price Meals",154,27.1
"West Haven School District","=""1560011""","Savin Rock Community School","=""1561411""","Eligible for Free or Reduced-Price Meals",11,2.5
"West Haven School District","=""1560011""","Seth G. Haley School","=""1560411""","Eligible for Free or Reduced-Price Meals","*","*"
"West Haven School District","=""1560011""","Washington School","=""1561211""","Eligible for Free or Reduced-Price Meals",6,1.9
"West Haven School District","=""1560011""","West Haven High School","=""1566111""","Eligible for Free or Reduced-Price Meals",294,35.1
"Weston School District","=""1570011""","Hurlbutt Elementary School","=""1570111""","Eligible for Free or Reduced-Price Meals","N/A","*"
"Weston School District","=""1570011""","Weston High School","=""1576111""","Eligible for Free or Reduced-Price Meals","N/A","N/A"
"Weston School District","=""1570011""","Weston Intermediate School","=""1570211""","Eligible for Free or Reduced-Price Meals","N/A","*"
"Weston School District","=""1570011""","Weston Middle School","=""1575111""","Eligible for Free or Reduced-Price Meals","*","*"
"Westport School District","=""1580011""","Bedford Middle School","=""1585111""","Eligible for Free or Reduced-Price Meals","*","*"
"Westport School District","=""1580011""","Coleytown Elementary School","=""1580311""","Eligible for Free or Reduced-Price Meals","*","*"
"Westport School District","=""1580011""","Coleytown Middle School","=""1585311""","Eligible for Free or Reduced-Price Meals","*","*"
"Westport School District","=""1580011""","Green's Farms School","=""1580411""","Eligible for Free or Reduced-Price Meals","N/A","*"
"Westport School District","=""1580011""","King's Highway Elementary School","=""1580511""","Eligible for Free or Reduced-Price Meals","N/A","*"
"Westport School District","=""1580011""","Long Lots School","=""1580711""","Eligible for Free or Reduced-Price Meals","N/A","N/A"
"Westport School District","=""1580011""","Saugatuck Elementary School","=""1580811""","Eligible for Free or Reduced-Price Meals","*","*"
"Westport School District","=""1580011""","Staples High School","=""1586111""","Eligible for Free or Reduced-Price Meals",14,26.9
"Westport School District","=""1580011""","Stepping Stones Preschool","=""1588011""","Eligible for Free or Reduced-Price Meals","N/A","*"
"Regional School District 15","=""2150012""","Gainfield Elementary School","=""2150412""","Eligible for Free or Reduced-Price Meals","N/A","N/A"
"Regional School District 15","=""2150012""","Long Meadow Elementary School","=""2150712""","Eligible for Free or Reduced-Price Meals","N/A","*"
"Regional School District 15","=""2150012""","Memorial Middle School","=""2155212""","Eligible for Free or Reduced-Price Meals","*","*"
"Regional School District 15","=""2150012""","Middlebury Elementary School","=""2150612""","Eligible for Free or Reduced-Price Meals","N/A","N/A"
"Regional School District 15","=""2150012""","Pomperaug Regional High School","=""2156212""","Eligible for Free or Reduced-Price Meals",19,28.4
"Regional School District 15","=""2150012""","Pomperaug School","=""2150512""","Eligible for Free or Reduced-Price Meals","N/A","N/A"
"Regional School District 15","=""2150012""","Rochambeau Middle School","=""2155112""","Eligible for Free or Reduced-Price Meals","*","*"
"Regional School District 16","=""2160012""","Algonquin School","=""2160312""","Eligible for Free or Reduced-Price Meals","*","*"
"Regional School District 16","=""2160012""","Community School","=""2160212""","Eligible for Free or Reduced-Price Meals","N/A","N/A"
"Regional School District 16","=""2160012""","Laurel Ledge School","=""2160112""","Eligible for Free or Reduced-Price Meals","*","*"
"Regional School District 16","=""2160012""","Long River Middle School","=""2165112""","Eligible for Free or Reduced-Price Meals",12,16.2
"Regional School District 16","=""2160012""","Woodland Regional High School","=""2166012""","Eligible for Free or Reduced-Price Meals",30,25.4
"Regional School District 17","=""2170012""","Burr District Elementary School","=""2170212""","Eligible for Free or Reduced-Price Meals","N/A","*"
"Regional School District 17","=""2170012""","Haddam Elementary School","=""2170112""","Eligible for Free or Reduced-Price Meals","N/A","*"
"Regional School District 17","=""2170012""","Haddam-Killingworth High School","=""2176112""","Eligible for Free or Reduced-Price Meals",11,20.4
