"District","District Code","School","School Code","Free/Reduced Price Meal Eligibility","Count","%"
"Guilford School District","=""0600011""","E. C. Adams Middle School","=""0605111""","Eligible for Free or Reduced-Price Meals","*","*"
"Guilford School District","=""0600011""","Guilford High School","=""0606111""","Eligible for Free or Reduced-Price Meals",11,14.5
"Guilford School District","=""0600011""","Guilford Lakes School","=""0600211""","Eligible for Free or Reduced-Price Meals","N/A","N/A"
"Guilford School District","=""0600011""","Melissa Jones School","=""0600311""","Eligible for Free or Reduced-Price Meals","N/A","N/A"
"Manchester School District","=""0770011""","Bowers School","=""0770111""","Eligible for Free or Reduced-Price Meals",11,5.6
"Manchester School District","=""0770011""","Buckley School","=""0770311""","Eligible for Free or Reduced-Price Meals","*","*"
"Manchester School District","=""0770011""","Elisabeth M. Bennet Academy","=""0771711""","Eligible for Free or Reduced-Price Meals",91,32.2
"Manchester School District","=""0770011""","Highland Park School","=""0770411""","Eligible for Free or Reduced-Price Meals","*","*"
"Manchester School District","=""0770011""","Illing Middle School","=""0775311""","Eligible for Free or Reduced-Price Meals",138,27.1
"Manchester School District","=""0770011""","Keeney School","=""0770611""","Eligible for Free or Reduced-Price Meals","*","*"
"Manchester School District","=""0770011""","Manchester High School","=""0776111""","Eligible for Free or Reduced-Price Meals",179,20.5
"Manchester School District","=""0770011""","Manchester Preschool Center","=""0778011""","Eligible for Free or Reduced-Price Meals","N/A","N/A"
"Manchester School District","=""0770011""","Manchester Regional Academy","=""0779011""","Eligible for Free or Reduced-Price Meals",34,45.9
"Manchester School District","=""0770011""","Martin School","=""0771611""","Eligible for Free or Reduced-Price Meals",7,7.6
"Manchester School District","=""0770011""","Nathan Hale School","=""0770911""","Eligible for Free or Reduced-Price Meals",23,10.4
"Manchester School District","=""0770011""","Robertson School","=""0771011""","Eligible for Free or Reduced-Price Meals",12,6.9
"Manchester School District","=""0770011""","Verplanck School","=""0771211""","Eligible for Free or Reduced-Price Meals",37,15.6
"Manchester School District","=""0770011""","Waddell School","=""0771311""","Eligible for Free or Reduced-Price Meals",15,7.9
"Manchester School District","=""0770011""","Washington School","=""0771411""","Eligible for Free or Reduced-Price Meals",7,2.7
"Marlborough School District","=""0790011""","Elmer Thienes-Mary Hall Elementary School","=""0790111""","Eligible for Free or Reduced-Price Meals","N/A","N/A"
"Mansfield School District","=""0780011""","Annie E. Vinton School","=""0780411""","Eligible for Free or Reduced-Price Meals","N/A","N/A"
"Mansfield School District","=""0780011""","Dorothy C. Goodwin School","=""0780211""","Eligible for Free or Reduced-Price Meals","N/A","N/A"
"Mansfield School District","=""0780011""","Mansfield Middle School School","=""0785111""","Eligible for Free or Reduced-Price Meals",9,7.3
"Mansfield School District","=""0780011""","Southeast Elementary School","=""0780511""","Eligible for Free or Reduced-Price Meals","*","*"
"Derby School District","=""0370011""","Bradley School","=""0370611""","Eligible for Free or Reduced-Price Meals","*","*"
"Derby School District","=""0370011""","Derby High School","=""0376111""","Eligible for Free or Reduced-Price Meals",114,51.4
"Derby School District","=""0370011""","Derby Middle School","=""0375011""","Eligible for Free or Reduced-Price Meals",22,17.9
"Derby School District","=""0370011""","Head Start","=""0378641""","Eligible for Free or Reduced-Price Meals","N/A","*"
"Derby School District","=""0370011""","Irving School","=""0370411""","Eligible for Free or Reduced-Price Meals",22,7.8
"Eastford School District","=""0390011""","Eastford Elementary School","=""0390111""","Eligible for Free or Reduced-Price Meals","N/A","*"
"East Haddam School District","=""0410011""","East Haddam Elementary School","=""0410111""","Eligible for Free or Reduced-Price Meals","N/A","N/A"
"East Haddam School District","=""0410011""","Nathan Hale-Ray High School","=""0416111""","Eligible for Free or Reduced-Price Meals","*","*"
"East Haddam School District","=""0410011""","Nathan Hale-Ray Middle School","=""0415111""","Eligible for Free or Reduced-Price Meals",6,7.2
"East Granby School District","=""0400011""","Allgrove School","=""0400111""","Eligible for Free or Reduced-Price Meals","N/A","*"
"East Granby School District","=""0400011""","East Granby High School","=""0406111""","Eligible for Free or Reduced-Price Meals","*","*"
"East Granby School District","=""0400011""","East Granby Middle School","=""0405111""","Eligible for Free or Reduced-Price Meals","N/A","*"
"East Granby School District","=""0400011""","R. Dudley Seymour School","=""0400211""","Eligible for Free or Reduced-Price Meals","N/A","*"
"Griswold School District","=""0580011""","Griswold Elementary School","=""0580311""","Eligible for Free or Reduced-Price Meals","*","*"
"Griswold School District","=""0580011""","Griswold High School","=""0586211""","Eligible for Free or Reduced-Price Meals",57,33.7
"Griswold School District","=""0580011""","Griswold Middle School","=""0585111""","Eligible for Free or Reduced-Price Meals",45,26.9
"Groton School District","=""0590011""","Carl C. Cutler Middle School","=""0595311""","Eligible for Free or Reduced-Price Meals",9,20.9
"Groton School District","=""0590011""","Catherine Kolnaski Magnet School","=""0590311""","Eligible for Free or Reduced-Price Meals",17,9.4
"Groton School District","=""0590011""","Catherine Kolnaski Magnet School","=""0592011""","Eligible for Free or Reduced-Price Meals",29,9.8
"Groton School District","=""0590011""","Charles Barnum School","=""0591811""","Eligible for Free or Reduced-Price Meals","*","*"
"Groton School District","=""0590011""","Fitch Middle School","=""0595111""","Eligible for Free or Reduced-Price Meals",26,12.5
"Groton School District","=""0590011""","Mary Morrisson School","=""0591711""","Eligible for Free or Reduced-Price Meals","*","*"
"Groton School District","=""0590011""","Northeast Academy Elementary School","=""0591911""","Eligible for Free or Reduced-Price Meals","*","*"
"Groton School District","=""0590011""","Pleasant Valley School","=""0591211""","Eligible for Free or Reduced-Price Meals","N/A","N/A"
"Groton School District","=""0590011""","Robert E. Fitch High School","=""0596111""","Eligible for Free or Reduced-Price Meals",83,21.1
"Groton School District","=""0590011""","S. B. Butler School","=""0590111""","Eligible for Free or Reduced-Price Meals",6,19.4
"Groton School District","=""0590011""","West Side Middle School","=""0595211""","Eligible for Free or Reduced-Price Meals",29,20.7
"Madison School District","=""0760011""","Daniel Hand High School","=""0766111""","Eligible for Free or Reduced-Price Meals",7,16.7
"Madison School District","=""0760011""","Dr. Robert H. Brown Middle School","=""0760611""","Eligible for Free or Reduced-Price Meals","*","*"
"Madison School District","=""0760011""","Island Avenue Elementary School","=""0760211""","Eligible for Free or Reduced-Price Meals","*","*"
"Madison School District","=""0760011""","J. Milton Jeffrey Elementary School","=""0760111""","Eligible for Free or Reduced-Price Meals","N/A","*"
"Madison School District","=""0760011""","Kathleen H. Ryerson Elementary School","=""0760311""","Eligible for Free or Reduced-Price Meals","N/A","*"
"Madison School District","=""0760011""","Walter C. Polson Upper Middle School","=""0765211""","Eligible for Free or Reduced-Price Meals","*","*"
"New Hartford School District","=""0920011""","Ann Antolini School","=""0920311""","Eligible for Free or Reduced-Price Meals","*","*"
"New Hartford School District","=""0920011""","Bakerville Consolidated School","=""0920111""","Eligible for Free or Reduced-Price Meals","N/A","*"
"New Hartford School District","=""0920011""","New Hartford Elementary School","=""0920211""","Eligible for Free or Reduced-Price Meals","N/A","*"
"Branford School District","=""0140011""","Branford High School","=""0146111""","Eligible for Free or Reduced-Price Meals",35,21.0
"Branford School District","=""0140011""","Francis Walsh Intermediate School","=""0145111""","Eligible for Free or Reduced-Price Meals",33,13.5
"Branford School District","=""0140011""","Indian Neck School","=""0148011""","Eligible for Free or Reduced-Price Meals","N/A","*"
"Branford School District","=""0140011""","John B. Sliney School","=""0141611""","Eligible for Free or Reduced-Price Meals","*","*"
"Branford School District","=""0140011""","Mary R. Tisko School","=""0141511""","Eligible for Free or Reduced-Price Meals","N/A","N/A"
"Branford School District","=""0140011""","Mary T. Murphy School","=""0141411""","Eligible for Free or Reduced-Price Meals","*","*"
"Danbury School District","=""0340011""","Alternative Center For Excellence","=""0346211""","Eligible for Free or Reduced-Price Meals",29,49.2
"Danbury School District","=""0340011""","Broadview Middle School","=""0345111""","Eligible for Free or Reduced-Price Meals",30,7.0
"Danbury School District","=""0340011""","Danbury High School","=""0346111""","Eligible for Free or Reduced-Price Meals",321,32.4
"Danbury School District","=""0340011""","Ellsworth Avenue School","=""0341411""","Eligible for Free or Reduced-Price Meals","*","*"
"Danbury School District","=""0340011""","Great Plain School","=""0341111""","Eligible for Free or Reduced-Price Meals","*","*"
"Danbury School District","=""0340011""","Hayestown Avenue School","=""0340211""","Eligible for Free or Reduced-Price Meals",6,2.8
"Danbury School District","=""0340011""","King Street Intermediate School","=""0341711""","Eligible for Free or Reduced-Price Meals","*","*"
"Danbury School District","=""0340011""","King Street Primary School","=""0341311""","Eligible for Free or Reduced-Price Meals","N/A","N/A"
"Danbury School District","=""0340011""","Mill Ridge Educational Center","=""0341811""","Eligible for Free or Reduced-Price Meals",6,4.2
"Danbury School District","=""0340011""","Mill Ridge Primary School","=""0340511""","Eligible for Free or Reduced-Price Meals","*","*"
"Danbury School District","=""0340011""","Morris Street School","=""0340611""","Eligible for Free or Reduced-Price Meals",7,2.8
"Danbury School District","=""0340011""","Park Avenue School","=""0340811""","Eligible for Free or Reduced-Price Meals",14,4.8
"Danbury School District","=""0340011""","Pembroke School","=""0341511""","Eligible for Free or Reduced-Price Meals","*","*"
"Danbury School District","=""0340011""","Rogers Park Middle School","=""0345211""","Eligible for Free or Reduced-Price Meals",175,30.5
"Danbury School District","=""0340011""","Shelter Rock School","=""0341211""","Eligible for Free or Reduced-Price Meals",6,3.1
"Danbury School District","=""0340011""","South Street School","=""0341011""","Eligible for Free or Reduced-Price Meals","*","*"
"Danbury School District","=""0340011""","Stadley Rough School","=""0341611""","Eligible for Free or Reduced-Price Meals",10,5.0
"Danbury School District","=""0340011""","Western CT Academy of International Studies Elementary Magnet School","=""0341911""","Eligible for Free or Reduced-Price Meals","*","*"
"Darien School District","=""0350011""","Darien High School","=""0356111""","Eligible for Free or Reduced-Price Meals","*","*"
"Darien School District","=""0350011""","Holmes Elementary School","=""0350711""","Eligible for Free or Reduced-Price Meals","N/A","*"
"Darien School District","=""0350011""","Middlesex Middle School","=""0355111""","Eligible for Free or Reduced-Price Meals","*","*"
"Darien School District","=""0350011""","Royle Elementary School","=""0350511""","Eligible for Free or Reduced-Price Meals","N/A","*"
"Deep River School District","=""0360011""","Deep River Elementary School","=""0360111""","Eligible for Free or Reduced-Price Meals","N/A","N/A"
"Granby School District","=""0560011""","Frank M. Kearns Primary School","=""0560111""","Eligible for Free or Reduced-Price Meals","*","*"
"Granby School District","=""0560011""","Granby Memorial High School","=""0566111""","Eligible for Free or Reduced-Price Meals","*","*"
"Granby School District","=""0560011""","Granby Memorial Middle School","=""0565111""","Eligible for Free or Reduced-Price Meals","*","*"
"Granby School District","=""0560011""","Kelly Lane Intermediate School","=""0560411""","Eligible for Free or Reduced-Price Meals","N/A","N/A"
"Granby School District","=""0560011""","Wells Road Intermediate School","=""0560311""","Eligible for Free or Reduced-Price Meals","N/A","N/A"
"Greenwich School District","=""0570011""","Central Middle School","=""0575111""","Eligible for Free or Reduced-Price Meals",9,11.3
"Greenwich School District","=""0570011""","Cos Cob School","=""0570211""","Eligible for Free or Reduced-Price Meals","*","*"
"Greenwich School District","=""0570011""","Eastern Middle School","=""0575211""","Eligible for Free or Reduced-Price Meals","*","*"
"Greenwich School District","=""0570011""","Glenville School","=""0570411""","Eligible for Free or Reduced-Price Meals","*","*"
"Greenwich School District","=""0570011""","Greenwich High School","=""0576111""","Eligible for Free or Reduced-Price Meals",49,14.9
"Greenwich School District","=""0570011""","Hamilton Avenue School","=""0570511""","Eligible for Free or Reduced-Price Meals","*","*"
"Greenwich School District","=""0570011""","International School At Dundee","=""0571311""","Eligible for Free or Reduced-Price Meals","N/A","N/A"
"Greenwich School District","=""0570011""","Julian Curtiss School","=""0570311""","Eligible for Free or Reduced-Price Meals","*","*"
"Greenwich School District","=""0570011""","New Lebanon School","=""0570611""","Eligible for Free or Reduced-Price Meals","N/A","N/A"
"Greenwich School District","=""0570011""","North Mianus School","=""0570711""","Eligible for Free or Reduced-Price Meals","N/A","*"
"Greenwich School District","=""0570011""","North Street School","=""0570811""","Eligible for Free or Reduced-Price Meals","N/A","*"
"Greenwich School District","=""0570011""","Old Greenwich School","=""0570911""","Eligible for Free or Reduced-Price Meals","N/A","*"
"Greenwich School District","=""0570011""","Parkway School","=""0571111""","Eligible for Free or Reduced-Price Meals","N/A","*"
"Greenwich School District","=""0570011""","Riverside School","=""0571011""","Eligible for Free or Reduced-Price Meals","N/A","*"
"Greenwich School District","=""0570011""","Western Middle School","=""0575311""","Eligible for Free or Reduced-Price Meals",14,9.1
"Ledyard School District","=""0720011""","Gales Ferry School","=""0720211""","Eligible for Free or Reduced-Price Meals","N/A","N/A"
"Ledyard School District","=""0720011""","Gallup Hill School","=""0720411""","Eligible for Free or Reduced-Price Meals","*","*"
"Ledyard School District","=""0720011""","Juliet W. Long School","=""0720311""","Eligible for Free or Reduced-Price Meals","*","*"
"Ledyard School District","=""0720011""","Ledyard Center School","=""0720111""","Eligible for Free or Reduced-Price Meals","N/A","N/A"
"Ledyard School District","=""0720011""","Ledyard High School","=""0726111""","Eligible for Free or Reduced-Price Meals",33,20.8
"Ledyard School District","=""0720011""","Ledyard Middle School","=""0725111""","Eligible for Free or Reduced-Price Meals",7,11.1
"Lisbon School District","=""0730011""","Community Connection - The Big Picture High School","=""0736011""","Eligible for Free or Reduced-Price Meals","N/A","*"
"Lisbon School District","=""0730011""","Lisbon Central School","=""0730111""","Eligible for Free or Reduced-Price Meals","*","*"
"Litchfield School District","=""0740011""","Center School","=""0740211""","Eligible for Free or Reduced-Price Meals","N/A","N/A"
"Litchfield School District","=""0740011""","Litchfield High School","=""0746111""","Eligible for Free or Reduced-Price Meals",12,18.8
"Litchfield School District","=""0740011""","Litchfield Intermediate School","=""0740311""","Eligible for Free or Reduced-Price Meals","*","*"
"New Fairfield School District","=""0910011""","Consolidated School","=""0910111""","Eligible for Free or Reduced-Price Meals","N/A","N/A"
"New Fairfield School District","=""0910011""","Meeting House Hill School","=""0910211""","Eligible for Free or Reduced-Price Meals","*","*"
"New Fairfield School District","=""0910011""","New Fairfield High School","=""0916111""","Eligible for Free or Reduced-Price Meals",10,13.2
"New Fairfield School District","=""0910011""","New Fairfield Middle School","=""0915211""","Eligible for Free or Reduced-Price Meals",7,10.0
"Bethel School District","=""0090011""","Anna H. Rockwell School","=""0090411""","Eligible for Free or Reduced-Price Meals","N/A","N/A"
"Bethel School District","=""0090011""","Bethel High School","=""0096111""","Eligible for Free or Reduced-Price Meals",32,24.8
"Bethel School District","=""0090011""","Bethel Middle School","=""0095111""","Eligible for Free or Reduced-Price Meals",28,23.3
"Bethel School District","=""0090011""","Frank A. Berry School","=""0090111""","Eligible for Free or Reduced-Price Meals","N/A","N/A"
"Bethel School District","=""0090011""","Ralph M. T. Johnson School","=""0090511""","Eligible for Free or Reduced-Price Meals","*","*"
"Bloomfield School District","=""0110011""","Bloomfield High School","=""0116111""","Eligible for Free or Reduced-Price Meals",87,28.5
"Bloomfield School District","=""0110011""","Carmen Arace Intermediate School","=""0110711""","Eligible for Free or Reduced-Price Meals",26,16.6
"Bloomfield School District","=""0110011""","Carmen Arace Middle School","=""0115211""","Eligible for Free or Reduced-Price Meals",46,25.4
"Bloomfield School District","=""0110011""","J. P. Vincent School","=""0110311""","Eligible for Free or Reduced-Price Meals",13,10.3
"Bloomfield School District","=""0110011""","Laurel School","=""0110611""","Eligible for Free or Reduced-Price Meals",15,11.9
"Bloomfield School District","=""0110011""","Metacomet School","=""0110511""","Eligible for Free or Reduced-Price Meals",11,9.2
"Bloomfield School District","=""0110011""","The Big Picture High School","=""0116211""","Eligible for Free or Reduced-Price Meals",7,17.9
"Bloomfield School District","=""0110011""","Wintonbury Early Childhood Magnet School","=""0110811""","Eligible for Free or Reduced-Price Meals","N/A","N/A"
"Bolton School District","=""0120011""","Bolton Center School","=""0120111""","Eligible for Free or Reduced-Price Meals",6,10.2
"Bolton School District","=""0120011""","Bolton High School","=""0126111""","Eligible for Free or Reduced-Price Meals",6,30.0
"Bozrah School District","=""0130011""","Fields Memorial School","=""0130111""","Eligible for Free or Reduced-Price Meals","N/A","N/A"
"Cromwell School District","=""0330011""","Cromwell High School","=""0336111""","Eligible for Free or Reduced-Price Meals",37,33.0
"Cromwell School District","=""0330011""","Cromwell Middle School","=""0335111""","Eligible for Free or Reduced-Price Meals",18,28.6
"Cromwell School District","=""0330011""","Edna C. Stevens School","=""0330211""","Eligible for Free or Reduced-Price Meals","*","*"
"Cromwell School District","=""0330011""","Woodside Intermediate School","=""0330311""","Eligible for Free or Reduced-Price Meals","N/A","N/A"
"Farmington School District","=""0520011""","East Farms School","=""0520411""","Eligible for Free or Reduced-Price Meals","*","*"
"Farmington School District","=""0520011""","Farmington Collaborative PK","=""0528011""","Eligible for Free or Reduced-Price Meals","N/A","*"
"Farmington School District","=""0520011""","Farmington High School","=""0526111""","Eligible for Free or Reduced-Price Meals",23,20.7
"Farmington School District","=""0520011""","Irving A. Robbins Middle School","=""0525111""","Eligible for Free or Reduced-Price Meals",12,16.4
"Farmington School District","=""0520011""","Noah Wallace School","=""0520211""","Eligible for Free or Reduced-Price Meals","*","*"
"Farmington School District","=""0520011""","Union School","=""0520111""","Eligible for Free or Reduced-Price Meals","N/A","N/A"
"Farmington School District","=""0520011""","West District School","=""0520311""","Eligible for Free or Reduced-Price Meals","*","*"
"Farmington School District","=""0520011""","West Woods Upper Elementary School","=""0520511""","Eligible for Free or Reduced-Price Meals","*","*"
"Franklin School District","=""0530011""","Franklin Elementary School","=""0530111""","Eligible for Free or Reduced-Price Meals","N/A","N/A"
"Glastonbury School District","=""0540011""","Buttonball Lane School","=""0540211""","Eligible for Free or Reduced-Price Meals","N/A","N/A"
"Glastonbury School District","=""0540011""","Eastbury School","=""0540311""","Eligible for Free or Reduced-Price Meals","N/A","*"
"Glastonbury School District","=""0540011""","Gideon Welles School","=""0540811""","Eligible for Free or Reduced-Price Meals","N/A","N/A"
"Glastonbury School District","=""0540011""","Glastonbury High School","=""0546111""","Eligible for Free or Reduced-Price Meals",27,17.5
"Glastonbury School District","=""0540011""","Hebron Avenue School","=""0540411""","Eligible for Free or Reduced-Price Meals","N/A","*"
"Glastonbury School District","=""0540011""","Hopewell School","=""0540611""","Eligible for Free or Reduced-Price Meals","*","*"
"Glastonbury School District","=""0540011""","Naubuc School","=""0540711""","Eligible for Free or Reduced-Price Meals","N/A","N/A"
"Glastonbury School District","=""0540011""","Nayaug Elementary School","=""0540911""","Eligible for Free or Reduced-Price Meals","*","*"
"Glastonbury School District","=""0540011""","Smith Middle School","=""0545211""","Eligible for Free or Reduced-Price Meals",6,6.3
"Killingly School District","=""0690011""","Goodyear Early Childhood Center","=""0698011""","Eligible for Free or Reduced-Price Meals","N/A","*"
"Killingly School District","=""0690011""","Killingly Central School","=""0690111""","Eligible for Free or Reduced-Price Meals",8,3.6
"Killingly School District","=""0690011""","Killingly High School","=""0696111""","Eligible for Free or Reduced-Price Meals",91,30.7
"Killingly School District","=""0690011""","Killingly Intermediate School","=""0695211""","Eligible for Free or Reduced-Price Meals",68,20.0
"Killingly School District","=""0690011""","Killingly Memorial School","=""0690311""","Eligible for Free or Reduced-Price Meals",11,4.6
"Kent School District","=""0680011""","Kent Center School","=""0680111""","Eligible for Free or Reduced-Price Meals","N/A","N/A"
"Lebanon School District","=""0710011""","Lebanon Elementary School","=""0710111""","Eligible for Free or Reduced-Price Meals","N/A","N/A"
"Lebanon School District","=""0710011""","Lebanon Middle School","=""0715111""","Eligible for Free or Reduced-Price Meals","*","*"
"Lebanon School District","=""0710011""","Lyman Memorial High School","=""0716211""","Eligible for Free or Reduced-Price Meals",14,21.9
"New Britain School District","=""0890011""","Academic Extension Center","=""0899211""","Eligible for Free or Reduced-Price Meals",10,32.3
"New Britain School District","=""0890011""","Alternative Center School","=""0899111""","Eligible for Free or Reduced-Price Meals",22,71.0
"New Britain School District","=""0890011""","Behavior Support Program","=""0899311""","Eligible for Free or Reduced-Price Meals",7,30.4
"New Britain School District","=""0890011""","Chamberlain  Elementary School","=""0890311""","Eligible for Free or Reduced-Price Meals",22,5.3
"New Britain School District","=""0890011""","Frank J. DiLoreto School","=""0891111""","Eligible for Free or Reduced-Price Meals",41,6.2
"New Britain School District","=""0890011""","Gaffney School","=""0890511""","Eligible for Free or Reduced-Price Meals",26,6.3
"New Britain School District","=""0890011""","Holmes School","=""0890611""","Eligible for Free or Reduced-Price Meals",61,17.6
"New Britain School District","=""0890011""","House of Arts Letters and Science (HALS)  Academy","=""0895411""","Eligible for Free or Reduced-Price Meals","*","*"
"New Britain School District","=""0890011""","Jefferson School","=""0890711""","Eligible for Free or Reduced-Price Meals",16,4.6
"New Britain School District","=""0890011""","Lincoln School","=""0890811""","Eligible for Free or Reduced-Price Meals",23,4.5
"New Britain School District","=""0890011""","New Britain High School","=""0896111""","Eligible for Free or Reduced-Price Meals",763,40.7
"New Britain School District","=""0890011""","New Britain Transition Center","=""0899011""","Eligible for Free or Reduced-Price Meals",6,14.6
"New Britain School District","=""0890011""","Northend School","=""0890911""","Eligible for Free or Reduced-Price Meals",27,10.1
"New Britain School District","=""0890011""","Pulaski Middle School","=""0895311""","Eligible for Free or Reduced-Price Meals",128,23.7
"New Britain School District","=""0890011""","Roosevelt Middle School","=""0895111""","Eligible for Free or Reduced-Price Meals",127,31.4
"New Britain School District","=""0890011""","Slade Middle School","=""0895211""","Eligible for Free or Reduced-Price Meals",126,22.3
"New Britain School District","=""0890011""","Smalley Academy","=""0891211""","Eligible for Free or Reduced-Price Meals",116,19.4
"New Britain School District","=""0890011""","Smith School","=""0891311""","Eligible for Free or Reduced-Price Meals",14,2.6
"New Britain School District","=""0890011""","Vance School","=""0891511""","Eligible for Free or Reduced-Price Meals",41,9.9
"Avon School District","=""0040011""","Avon High School","=""0046111""","Eligible for Free or Reduced-Price Meals","*","*"
"Avon School District","=""0040011""","Avon Middle School","=""0045111""","Eligible for Free or Reduced-Price Meals","N/A","N/A"
"Avon School District","=""0040011""","Pine Grove School","=""0040411""","Eligible for Free or Reduced-Price Meals","*","*"
"Avon School District","=""0040011""","Roaring Brook School","=""0040311""","Eligible for Free or Reduced-Price Meals","N/A","N/A"
"Avon School District","=""0040011""","Thompson Brook School","=""0040511""","Eligible for Free or Reduced-Price Meals","*","*"
"Barkhamsted School District","=""0050011""","Barkhamsted Elementary School","=""0050111""","Eligible for Free or Reduced-Price Meals","N/A","N/A"
"Berlin School District","=""0070011""","Berlin High School","=""0076111""","Eligible for Free or Reduced-Price Meals",19,26.8
"Berlin School District","=""0070011""","Catherine M. McGee Middle School","=""0075111""","Eligible for Free or Reduced-Price Meals",17,28.8
"Berlin School District","=""0070011""","Emma Hart Willard School","=""0070411""","Eligible for Free or Reduced-Price Meals","*","*"
"Berlin School District","=""0070011""","Mary E. Griswold School","=""0070511""","Eligible for Free or Reduced-Price Meals","*","*"
"Berlin School District","=""0070011""","Richard D. Hubbard School","=""0070111""","Eligible for Free or Reduced-Price Meals","N/A","*"
"Bethany School District","=""0080011""","Bethany Community School","=""0080111""","Eligible for Free or Reduced-Price Meals","N/A","N/A"
"Colchester School District","=""0280011""","Bacon Academy","=""0286111""","Eligible for Free or Reduced-Price Meals",25,22.3
"Colchester School District","=""0280011""","Colchester Elementary School","=""0280411""","Eligible for Free or Reduced-Price Meals","*","*"
"Colchester School District","=""0280011""","Jack Jackter Intermediate School","=""0280211""","Eligible for Free or Reduced-Price Meals","*","*"
"Colchester School District","=""0280011""","William J. Johnston Middle School","=""0285111""","Eligible for Free or Reduced-Price Meals",18,16.2
"Colebrook School District","=""0290011""","Colebrook Consolidated School","=""0290111""","Eligible for Free or Reduced-Price Meals","N/A","*"
"Columbia School District","=""0300011""","Horace W. Porter School","=""0300111""","Eligible for Free or Reduced-Price Meals","*","*"
"Cornwall School District","=""0310011""","Cornwall Consolidated School","=""0310111""","Eligible for Free or Reduced-Price Meals","N/A","*"
"Coventry School District","=""0320011""","Capt. Nathan Hale School","=""0325111""","Eligible for Free or Reduced-Price Meals",18,25.0
"Coventry School District","=""0320011""","Coventry Grammar School","=""0320211""","Eligible for Free or Reduced-Price Meals","N/A","N/A"
"Coventry School District","=""0320011""","Coventry High School","=""0326111""","Eligible for Free or Reduced-Price Meals",29,32.6
"Coventry School District","=""0320011""","George Hersey Robertson School","=""0320411""","Eligible for Free or Reduced-Price Meals",10,10.1
"Fairfield School District","=""0510011""","Burr Elementary School","=""0510211""","Eligible for Free or Reduced-Price Meals","N/A","*"
"Fairfield School District","=""0510011""","Dwight Elementary School","=""0510111""","Eligible for Free or Reduced-Price Meals","N/A","*"
"Fairfield School District","=""0510011""","Early Childhood Center","=""0518011""","Eligible for Free or Reduced-Price Meals","N/A","*"
"Fairfield School District","=""0510011""","Fairfield Ludlowe High School","=""0516011""","Eligible for Free or Reduced-Price Meals",17,14.4
"Fairfield School District","=""0510011""","Fairfield Warde High School","=""0516211""","Eligible for Free or Reduced-Price Meals",24,14.7
"Fairfield School District","=""0510011""","Fairfield Woods Middle School","=""0515211""","Eligible for Free or Reduced-Price Meals","*","*"
"Fairfield School District","=""0510011""","Holland Hill School","=""0510411""","Eligible for Free or Reduced-Price Meals","N/A","N/A"
"Fairfield School District","=""0510011""","Jennings School","=""0511711""","Eligible for Free or Reduced-Price Meals","N/A","N/A"
"Fairfield School District","=""0510011""","McKinley School","=""0510611""","Eligible for Free or Reduced-Price Meals","N/A","N/A"
"Fairfield School District","=""0510011""","Mill Hill School","=""0510711""","Eligible for Free or Reduced-Price Meals","N/A","N/A"
"Fairfield School District","=""0510011""","North Stratfield School","=""0511611""","Eligible for Free or Reduced-Price Meals","*","*"
"Fairfield School District","=""0510011""","Osborn Hill School","=""0511811""","Eligible for Free or Reduced-Price Meals","N/A","*"
"Fairfield School District","=""0510011""","Riverfield School","=""0511211""","Eligible for Free or Reduced-Price Meals","N/A","N/A"
"Fairfield School District","=""0510011""","Roger Ludlowe Middle School","=""0515311""","Eligible for Free or Reduced-Price Meals",31,20.8
"Fairfield School District","=""0510011""","Sherman School","=""0511311""","Eligible for Free or Reduced-Price Meals","N/A","N/A"
"Fairfield School District","=""0510011""","Stratfield School","=""0511411""","Eligible for Free or Reduced-Price Meals","N/A","*"
"Fairfield School District","=""0510011""","Tomlinson Middle School","=""0515111""","Eligible for Free or Reduced-Price Meals","*","*"
"Hartland School District","=""0650011""","Hartland School","=""0650111""","Eligible for Free or Reduced-Price Meals","N/A","*"
"Hebron School District","=""0670011""","Gilead Hill School","=""0670211""","Eligible for Free or Reduced-Price Meals","N/A","*"
"Hebron School District","=""0670011""","Hebron Elementary School","=""0670111""","Eligible for Free or Reduced-Price Meals","N/A","N/A"
"Montville School District","=""0860011""","Dr. Charles E. Murphy School","=""0860711""","Eligible for Free or Reduced-Price Meals","*","*"
"Montville School District","=""0860011""","Leonard J. Tyl Middle School","=""0865111""","Eligible for Free or Reduced-Price Meals",29,16.6
"Montville School District","=""0860011""","Mohegan School","=""0860111""","Eligible for Free or Reduced-Price Meals","*","*"
"Montville School District","=""0860011""","Montville High School","=""0866111""","Eligible for Free or Reduced-Price Meals",58,31.5
"Montville School District","=""0860011""","Oakdale School","=""0860511""","Eligible for Free or Reduced-Price Meals","*","*"
"Montville School District","=""0860011""","Palmer Academy","=""0869011""","Eligible for Free or Reduced-Price Meals",9,"*"
"Naugatuck School District","=""0880011""","Andrew Avenue School","=""0880811""","Eligible for Free or Reduced-Price Meals","N/A","N/A"
"Naugatuck School District","=""0880011""","Central Avenue School","=""0880111""","Eligible for Free or Reduced-Price Meals","*","*"
"Naugatuck School District","=""0880011""","City Hill Middle School","=""0885111""","Eligible for Free or Reduced-Price Meals",76,38.8
"Naugatuck School District","=""0880011""","Cross Street Intermediate School","=""0880211""","Eligible for Free or Reduced-Price Meals",23,16.4
