"","school_id","year","category","year_score","type","count"
"1257","0141611","2013-14","English Language Learners ","2012-13 ","CMT",". "
"1258","0141611","2013-14","","2012-13 ","CMT",""
"1259","0141611","2013-14","Eligible for Free or Reduced-Price Meals ","2012-13 ","CMT","61.7 "
"1260","0141611","2013-14","Students with Disabilities ","2012-13 ","CMT",". "
"1261","0145111","2013-14","","2009-10 ","CMT",""
"1262","0145111","2013-14","Black or African American ","2009-10 ","CMT","74.3 "
"1263","0145111","2013-14","Hispanic or Latino ","2009-10 ","CMT","75.6 "
"1264","0145111","2013-14","English Language Learners ","2009-10 ","CMT","68.7 "
"1265","0145111","2013-14","","2009-10 ","CMT",""
"1266","0145111","2013-14","Eligible for Free or Reduced-Price Meals ","2009-10 ","CMT","77.8 "
"1267","0145111","2013-14","Students with Disabilities ","2009-10 ","CMT","60.8 "
"1268","0145111","2013-14","","2010-11","CMT",""
"1269","0145111","2013-14","Black or African American ","2010-11","CMT","78.4"
"1270","0145111","2013-14","Hispanic or Latino ","2010-11","CMT","78.9"
"1271","0145111","2013-14","English Language Learners ","2010-11","CMT","72.2"
"1272","0145111","2013-14","","2010-11","CMT",""
"1273","0145111","2013-14","Eligible for Free or Reduced-Price Meals ","2010-11","CMT","77.8"
"1274","0145111","2013-14","Students with Disabilities ","2010-11","CMT","66.5"
"1275","0145111","2013-14","","2011-12 ","CMT",""
"1276","0145111","2013-14","Black or African American ","2011-12 ","CMT","77.9 "
"1277","0145111","2013-14","Hispanic or Latino ","2011-12 ","CMT","74.1 "
"1278","0145111","2013-14","English Language Learners ","2011-12 ","CMT","79.9 "
"1279","0145111","2013-14","","2011-12 ","CMT",""
"1280","0145111","2013-14","Eligible for Free or Reduced-Price Meals ","2011-12 ","CMT","79.7 "
"1281","0145111","2013-14","Students with Disabilities ","2011-12 ","CMT","64.5 "
"1282","0145111","2013-14","","2012-13 ","CMT",""
"1283","0145111","2013-14","Black or African American ","2012-13 ","CMT","73.0 "
"1284","0145111","2013-14","Hispanic or Latino ","2012-13 ","CMT","80.3 "
"1285","0145111","2013-14","English Language Learners ","2012-13 ","CMT","70.3 "
"1286","0145111","2013-14","","2012-13 ","CMT",""
"1287","0145111","2013-14","Eligible for Free or Reduced-Price Meals ","2012-13 ","CMT","77.4 "
"1288","0145111","2013-14","Students with Disabilities ","2012-13 ","CMT","59.5 "
"1289","0146111","201314","Black or African American ","2009-10 ","CMT",". "
"1290","0146111","201314","Hispanic or Latino ","2009-10 ","CMT",". "
"1291","0146111","201314","English Language Learners ","2009-10 ","CMT",". "
"1292","0146111","201314","","2009-10 ","CMT",""
"1293","0146111","201314","Eligible for Free or Reduced-Price Meals ","2009-10 ","CMT",". "
"1294","0146111","201314","Students with Disabilities ","2009-10 ","CMT",". "
"1295","0146111","201314","High Needs ","2009-10 ","CMT",". "
"1296","0146111","201314","Black or African American ","2010-11","CMT","."
"1297","0146111","201314","Hispanic or Latino ","2010-11","CMT","."
"1298","0146111","201314","English Language Learners ","2010-11","CMT","."
"1299","0146111","201314","","2010-11","CMT",""
"1300","0146111","201314","Eligible for Free or Reduced-Price Meals ","2010-11","CMT","."
"1301","0146111","201314","Students with Disabilities ","2010-11","CMT","."
"1302","0146111","201314","High Needs ","2010-11","CMT","."
"1303","0146111","201314","Black or African American ","2011-12 ","CMT",". "
"1304","0146111","201314","Hispanic or Latino ","2011-12 ","CMT",". "
"1305","0146111","201314","English Language Learners ","2011-12 ","CMT",". "
"1306","0146111","201314","","2011-12 ","CMT",""
"1307","0146111","201314","Eligible for Free or Reduced-Price Meals ","2011-12 ","CMT",". "
"1308","0146111","201314","Students with Disabilities ","2011-12 ","CMT",". "
"1309","0146111","201314","High Needs ","2011-12 ","CMT",". "
"1310","0146111","201314","Black or African American ","2012-13 ","CMT",". "
"1311","0146111","201314","Hispanic or Latino ","2012-13 ","CMT",". "
"1312","0146111","201314","English Language Learners ","2012-13 ","CMT",". "
"1313","0146111","201314","","2012-13 ","CMT",""
"1314","0146111","201314","Eligible for Free or Reduced-Price Meals ","2012-13 ","CMT",". "
"1315","0146111","201314","Students with Disabilities ","2012-13 ","CMT",". "
"1316","0146111","201314","High Needs ","2012-13 ","CMT",". "
"1317","0146111","201314","","2009-10 ","CAPT",""
"1318","0146111","201314","Black or African American ","2009-10 ","CAPT",". "
"1319","0146111","201314","Hispanic or Latino ","2009-10 ","CAPT",". "
"1320","0146111","201314","English Language Learners ","2009-10 ","CAPT",". "
"1321","0146111","201314","","2009-10 ","CAPT",""
"1322","0146111","201314","Eligible for Free or Reduced-Price Meals ","2009-10 ","CAPT","77.1 "
"1323","0146111","201314","Students with Disabilities ","2009-10 ","CAPT","58.4 "
"1324","0146111","201314","","2010-11","CAPT",""
"1325","0146111","201314","Black or African American ","2010-11","CAPT","."
"1326","0146111","201314","Hispanic or Latino ","2010-11","CAPT","."
"1327","0146111","201314","English Language Learners ","2010-11","CAPT","."
"1328","0146111","201314","","2010-11","CAPT",""
"1329","0146111","201314","Eligible for Free or Reduced-Price Meals ","2010-11","CAPT","70.4"
"1330","0146111","201314","Students with Disabilities ","2010-11","CAPT","50.3"
"1331","0146111","201314","","2011-12 ","CAPT",""
"1332","0146111","201314","Black or African American ","2011-12 ","CAPT",". "
"1333","0146111","201314","Hispanic or Latino ","2011-12 ","CAPT","77.1 "
"1334","0146111","201314","English Language Learners ","2011-12 ","CAPT",". "
"1335","0146111","201314","","2011-12 ","CAPT",""
"1336","0146111","201314","Eligible for Free or Reduced-Price Meals ","2011-12 ","CAPT","79.7 "
"1337","0146111","201314","Students with Disabilities ","2011-12 ","CAPT","56.5 "
"1338","0146111","201314","","2012-13 ","CAPT",""
"1339","0146111","201314","Black or African American ","2012-13 ","CAPT",". "
"1340","0146111","201314","Hispanic or Latino ","2012-13 ","CAPT",". "
"1341","0146111","201314","English Language Learners ","2012-13 ","CAPT",". "
"1342","0146111","201314","","2012-13 ","CAPT",""
"1343","0146111","201314","Eligible for Free or Reduced-Price Meals ","2012-13 ","CAPT","69.6 "
"1344","0146111","201314","Students with Disabilities ","2012-13 ","CAPT",". "
"1345","0150111","2013-14","","2009-10 ","CMT",""
"1346","0150111","2013-14","Black or African American ","2009-10 ","CMT","44.5 "
"1347","0150111","2013-14","Hispanic or Latino ","2009-10 ","CMT","47.1 "
"1348","0150111","2013-14","English Language Learners ","2009-10 ","CMT","31.2 "
"1349","0150111","2013-14","","2009-10 ","CMT",""
"1350","0150111","2013-14","Eligible for Free or Reduced-Price Meals ","2009-10 ","CMT","46.3 "
"1351","0150111","2013-14","Students with Disabilities ","2009-10 ","CMT","14.9 "
"1352","0150111","2013-14","","2010-11","CMT",""
"1353","0150111","2013-14","Black or African American ","2010-11","CMT","46.8"
"1354","0150111","2013-14","Hispanic or Latino ","2010-11","CMT","46.5"
"1355","0150111","2013-14","English Language Learners ","2010-11","CMT","32.8"
"1356","0150111","2013-14","","2010-11","CMT",""
"1357","0150111","2013-14","Eligible for Free or Reduced-Price Meals ","2010-11","CMT","46.3"
"1358","0150111","2013-14","Students with Disabilities ","2010-11","CMT","17.3"
"1359","0150111","2013-14","","2011-12 ","CMT",""
"1360","0150111","2013-14","Black or African American ","2011-12 ","CMT","47.9 "
"1361","0150111","2013-14","Hispanic or Latino ","2011-12 ","CMT","48.2 "
"1362","0150111","2013-14","English Language Learners ","2011-12 ","CMT","27.0 "
"1363","0150111","2013-14","","2011-12 ","CMT",""
"1364","0150111","2013-14","Eligible for Free or Reduced-Price Meals ","2011-12 ","CMT","48.0 "
"1365","0150111","2013-14","Students with Disabilities ","2011-12 ","CMT","27.7 "
"1366","0150111","2013-14","","2012-13 ","CMT",""
"1367","0150111","2013-14","Black or African American ","2012-13 ","CMT","44.6 "
"1368","0150111","2013-14","Hispanic or Latino ","2012-13 ","CMT","47.3 "
"1369","0150111","2013-14","English Language Learners ","2012-13 ","CMT","26.8 "
"1370","0150111","2013-14","","2012-13 ","CMT",""
"1371","0150111","2013-14","Eligible for Free or Reduced-Price Meals ","2012-13 ","CMT","46.5 "
"1372","0150111","2013-14","Students with Disabilities ","2012-13 ","CMT","22.2 "
"1373","0150211","2013-14","","2009-10 ","CMT",""
"1374","0150211","2013-14","Black or African American ","2009-10 ","CMT","59.3 "
"1375","0150211","2013-14","Hispanic or Latino ","2009-10 ","CMT","63.9 "
"1376","0150211","2013-14","English Language Learners ","2009-10 ","CMT","43.5 "
"1377","0150211","2013-14","","2009-10 ","CMT",""
"1378","0150211","2013-14","Eligible for Free or Reduced-Price Meals ","2009-10 ","CMT","62.7 "
"1379","0150211","2013-14","Students with Disabilities ","2009-10 ","CMT","49.6 "
"1380","0150211","2013-14","","2010-11","CMT",""
"1381","0150211","2013-14","Black or African American ","2010-11","CMT","54.0"
"1382","0150211","2013-14","Hispanic or Latino ","2010-11","CMT","57.8"
"1383","0150211","2013-14","English Language Learners ","2010-11","CMT","."
"1384","0150211","2013-14","","2010-11","CMT",""
"1385","0150211","2013-14","Eligible for Free or Reduced-Price Meals ","2010-11","CMT","56.8"
"1386","0150211","2013-14","Students with Disabilities ","2010-11","CMT","31.7"
"1387","0150211","2013-14","","2011-12 ","CMT",""
"1388","0150211","2013-14","Black or African American ","2011-12 ","CMT","59.0 "
"1389","0150211","2013-14","Hispanic or Latino ","2011-12 ","CMT","63.6 "
"1390","0150211","2013-14","English Language Learners ","2011-12 ","CMT","37.3 "
"1391","0150211","2013-14","","2011-12 ","CMT",""
"1392","0150211","2013-14","Eligible for Free or Reduced-Price Meals ","2011-12 ","CMT","62.2 "
"1393","0150211","2013-14","Students with Disabilities ","2011-12 ","CMT","56.3 "
"1394","0150211","2013-14","","2012-13 ","CMT",""
"1395","0150211","2013-14","Black or African American ","2012-13 ","CMT","48.9 "
"1396","0150211","2013-14","Hispanic or Latino ","2012-13 ","CMT","53.1 "
"1397","0150211","2013-14","English Language Learners ","2012-13 ","CMT",". "
"1398","0150211","2013-14","","2012-13 ","CMT",""
"1399","0150211","2013-14","Eligible for Free or Reduced-Price Meals ","2012-13 ","CMT","51.6 "
"1400","0150211","2013-14","Students with Disabilities ","2012-13 ","CMT","41.0 "
"1401","0150311","2013-14","","2009-10 ","CMT",""
"1402","0150311","2013-14","Black or African American ","2009-10 ","CMT","41.1 "
"1403","0150311","2013-14","Hispanic or Latino ","2009-10 ","CMT","65.1 "
"1404","0150311","2013-14","English Language Learners ","2009-10 ","CMT",". "
"1405","0150311","2013-14","","2009-10 ","CMT",""
"1406","0150311","2013-14","Eligible for Free or Reduced-Price Meals ","2009-10 ","CMT","60.5 "
"1407","0150311","2013-14","Students with Disabilities ","2009-10 ","CMT",". "
"1408","0150311","2013-14","","2010-11","CMT",""
"1409","0150311","2013-14","Black or African American ","2010-11","CMT","47.8"
"1410","0150311","2013-14","Hispanic or Latino ","2010-11","CMT","58.3"
"1411","0150311","2013-14","English Language Learners ","2010-11","CMT","."
"1412","0150311","2013-14","","2010-11","CMT",""
"1413","0150311","2013-14","Eligible for Free or Reduced-Price Meals ","2010-11","CMT","59.9"
"1414","0150311","2013-14","Students with Disabilities ","2010-11","CMT","."
"1415","0150311","2013-14","","2011-12 ","CMT",""
"1416","0150311","2013-14","Black or African American ","2011-12 ","CMT","50.7 "
"1417","0150311","2013-14","Hispanic or Latino ","2011-12 ","CMT","59.9 "
"1418","0150311","2013-14","English Language Learners ","2011-12 ","CMT",". "
"1419","0150311","2013-14","","2011-12 ","CMT",""
"1420","0150311","2013-14","Eligible for Free or Reduced-Price Meals ","2011-12 ","CMT","61.9 "
"1421","0150311","2013-14","Students with Disabilities ","2011-12 ","CMT","24.6 "
"1422","0150311","2013-14","","2012-13 ","CMT",""
"1423","0150311","2013-14","Black or African American ","2012-13 ","CMT","50.2 "
"1424","0150311","2013-14","Hispanic or Latino ","2012-13 ","CMT","58.6 "
"1425","0150311","2013-14","English Language Learners ","2012-13 ","CMT","46.6 "
"1426","0150311","2013-14","","2012-13 ","CMT",""
"1427","0150311","2013-14","Eligible for Free or Reduced-Price Meals ","2012-13 ","CMT","60.0 "
"1428","0150311","2013-14","Students with Disabilities ","2012-13 ","CMT","34.3 "
"1429","0150411","2013-14","","2009-10 ","CMT",""
"1430","0150411","2013-14","Black or African American ","2009-10 ","CMT","38.3 "
"1431","0150411","2013-14","Hispanic or Latino ","2009-10 ","CMT","44.0 "
"1432","0150411","2013-14","English Language Learners ","2009-10 ","CMT","27.5 "
"1433","0150411","2013-14","","2009-10 ","CMT",""
"1434","0150411","2013-14","Eligible for Free or Reduced-Price Meals ","2009-10 ","CMT","42.5 "
"1435","0150411","2013-14","Students with Disabilities ","2009-10 ","CMT","20.2 "
"1436","0150411","2013-14","","2010-11","CMT",""
"1437","0150411","2013-14","Black or African American ","2010-11","CMT","32.1"
"1438","0150411","2013-14","Hispanic or Latino ","2010-11","CMT","39.0"
"1439","0150411","2013-14","English Language Learners ","2010-11","CMT","17.8"
"1440","0150411","2013-14","","2010-11","CMT",""
"1441","0150411","2013-14","Eligible for Free or Reduced-Price Meals ","2010-11","CMT","35.9"
"1442","0150411","2013-14","Students with Disabilities ","2010-11","CMT","."
"1443","0150411","2013-14","","2011-12 ","CMT",""
"1444","0150411","2013-14","Black or African American ","2011-12 ","CMT","36.7 "
"1445","0150411","2013-14","Hispanic or Latino ","2011-12 ","CMT","44.8 "
"1446","0150411","2013-14","English Language Learners ","2011-12 ","CMT","26.7 "
"1447","0150411","2013-14","","2011-12 ","CMT",""
"1448","0150411","2013-14","Eligible for Free or Reduced-Price Meals ","2011-12 ","CMT","41.4 "
"1449","0150411","2013-14","Students with Disabilities ","2011-12 ","CMT",". "
"1450","0150411","2013-14","","2012-13 ","CMT",""
"1451","0150411","2013-14","Black or African American ","2012-13 ","CMT","30.3 "
"1452","0150411","2013-14","Hispanic or Latino ","2012-13 ","CMT","35.7 "
"1453","0150411","2013-14","English Language Learners ","2012-13 ","CMT","19.4 "
"1454","0150411","2013-14","","2012-13 ","CMT",""
"1455","0150411","2013-14","Eligible for Free or Reduced-Price Meals ","2012-13 ","CMT","34.6 "
"1456","0150411","2013-14","Students with Disabilities ","2012-13 ","CMT",". "
"1457","0150511","2013-14","","2009-10 ","CMT",""
"1458","0150511","2013-14","Black or African American ","2009-10 ","CMT","44.1 "
"1459","0150511","2013-14","Hispanic or Latino ","2009-10 ","CMT","47.4 "
"1460","0150511","2013-14","English Language Learners ","2009-10 ","CMT","38.4 "
"1461","0150511","2013-14","","2009-10 ","CMT",""
"1462","0150511","2013-14","Eligible for Free or Reduced-Price Meals ","2009-10 ","CMT","47.9 "
"1463","0150511","2013-14","Students with Disabilities ","2009-10 ","CMT","16.9 "
"1464","0150511","2013-14","","2010-11","CMT",""
"1465","0150511","2013-14","Black or African American ","2010-11","CMT","45.0"
"1466","0150511","2013-14","Hispanic or Latino ","2010-11","CMT","49.7"
"1467","0150511","2013-14","English Language Learners ","2010-11","CMT","41.4"
"1468","0150511","2013-14","","2010-11","CMT",""
"1469","0150511","2013-14","Eligible for Free or Reduced-Price Meals ","2010-11","CMT","49.6"
"1470","0150511","2013-14","Students with Disabilities ","2010-11","CMT","17.6"
"1471","0150511","2013-14","","2011-12 ","CMT",""
"1472","0150511","2013-14","Black or African American ","2011-12 ","CMT","45.8 "
"1473","0150511","2013-14","Hispanic or Latino ","2011-12 ","CMT","50.7 "
"1474","0150511","2013-14","English Language Learners ","2011-12 ","CMT","32.3 "
"1475","0150511","2013-14","","2011-12 ","CMT",""
"1476","0150511","2013-14","Eligible for Free or Reduced-Price Meals ","2011-12 ","CMT","49.7 "
"1477","0150511","2013-14","Students with Disabilities ","2011-12 ","CMT","24.0 "
"1478","0150511","2013-14","","2012-13 ","CMT",""
"1479","0150511","2013-14","Black or African American ","2012-13 ","CMT","34.2 "
"1480","0150511","2013-14","Hispanic or Latino ","2012-13 ","CMT","37.9 "
"1481","0150511","2013-14","English Language Learners ","2012-13 ","CMT","27.3 "
"1482","0150511","2013-14","","2012-13 ","CMT",""
"1483","0150511","2013-14","Eligible for Free or Reduced-Price Meals ","2012-13 ","CMT","37.5 "
"1484","0150511","2013-14","Students with Disabilities ","2012-13 ","CMT","16.7 "
"1485","0150611","201314","Black or African American ","2009-10 ","CMT","N/A "
"1486","0150611","201314","Hispanic or Latino ","2009-10 ","CMT","N/A "
"1487","0150611","201314","English Language Learners ","2009-10 ","CMT","N/A "
"1488","0150611","201314","Eligible for Free or Reduced-Price Meals ","2009-10 ","CMT","N/A "
"1489","0150611","201314","Students with Disabilities ","2009-10 ","CMT","N/A "
"1490","0150611","201314","High Needs ","2009-10 ","CMT","N/A "
"1491","0150611","201314","School ","2009-10 ","CMT","N/A "
"1492","0150611","201314","Black or African American ","2010-11","CMT","N/A"
"1493","0150611","201314","Hispanic or Latino ","2010-11","CMT","N/A"
"1494","0150611","201314","English Language Learners ","2010-11","CMT","N/A"
"1495","0150611","201314","Eligible for Free or Reduced-Price Meals ","2010-11","CMT","N/A"
"1496","0150611","201314","Students with Disabilities ","2010-11","CMT","N/A"
"1497","0150611","201314","High Needs ","2010-11","CMT","N/A"
"1498","0150611","201314","School ","2010-11","CMT","N/A"
"1499","0150611","201314","Black or African American ","2011-12 ","CMT","N/A "
"1500","0150611","201314","Hispanic or Latino ","2011-12 ","CMT","N/A "
"1501","0150611","201314","English Language Learners ","2011-12 ","CMT","N/A "
"1502","0150611","201314","Eligible for Free or Reduced-Price Meals ","2011-12 ","CMT","N/A "
"1503","0150611","201314","Students with Disabilities ","2011-12 ","CMT","N/A "
"1504","0150611","201314","High Needs ","2011-12 ","CMT","N/A "
"1505","0150611","201314","School ","2011-12 ","CMT","N/A "
"1506","0150611","201314","Black or African American ","2012-13 ","CMT","N/A "
"1507","0150611","201314","Hispanic or Latino ","2012-13 ","CMT","N/A "
"1508","0150611","201314","English Language Learners ","2012-13 ","CMT","N/A "
"1509","0150611","201314","Eligible for Free or Reduced-Price Meals ","2012-13 ","CMT","N/A "
"1510","0150611","201314","Students with Disabilities ","2012-13 ","CMT","N/A "
"1511","0150611","201314","High Needs ","2012-13 ","CMT","N/A "
"1512","0150611","201314","School ","2012-13 ","CMT","N/A "
"1513","0150611","201314","Black or African American ","2009-10 ","CAPT","N/A "
"1514","0150611","201314","Hispanic or Latino ","2009-10 ","CAPT","N/A "
"1515","0150611","201314","English Language Learners ","2009-10 ","CAPT","N/A "
"1516","0150611","201314","Eligible for Free or Reduced-Price Meals ","2009-10 ","CAPT","N/A "
"1517","0150611","201314","Students with Disabilities ","2009-10 ","CAPT","N/A "
"1518","0150611","201314","High Needs ","2009-10 ","CAPT","N/A "
"1519","0150611","201314","School ","2009-10 ","CAPT","N/A "
"1520","0150611","201314","Black or African American ","2010-11","CAPT","N/A"
"1521","0150611","201314","Hispanic or Latino ","2010-11","CAPT","N/A"
"1522","0150611","201314","English Language Learners ","2010-11","CAPT","N/A"
"1523","0150611","201314","Eligible for Free or Reduced-Price Meals ","2010-11","CAPT","N/A"
"1524","0150611","201314","Students with Disabilities ","2010-11","CAPT","N/A"
"1525","0150611","201314","High Needs ","2010-11","CAPT","N/A"
"1526","0150611","201314","School ","2010-11","CAPT","N/A"
"1527","0150611","201314","Black or African American ","2011-12 ","CAPT","N/A "
"1528","0150611","201314","Hispanic or Latino ","2011-12 ","CAPT","N/A "
"1529","0150611","201314","English Language Learners ","2011-12 ","CAPT","N/A "
"1530","0150611","201314","Eligible for Free or Reduced-Price Meals ","2011-12 ","CAPT","N/A "
"1531","0150611","201314","Students with Disabilities ","2011-12 ","CAPT","N/A "
"1532","0150611","201314","High Needs ","2011-12 ","CAPT","N/A "
"1533","0150611","201314","School ","2011-12 ","CAPT","N/A "
"1534","0150611","201314","Black or African American ","2012-13 ","CAPT","N/A "
"1535","0150611","201314","Hispanic or Latino ","2012-13 ","CAPT","N/A "
"1536","0150611","201314","English Language Learners ","2012-13 ","CAPT","N/A "
"1537","0150611","201314","Eligible for Free or Reduced-Price Meals ","2012-13 ","CAPT","N/A "
"1538","0150611","201314","Students with Disabilities ","2012-13 ","CAPT","N/A "
"1539","0150611","201314","High Needs ","2012-13 ","CAPT","N/A "
"1540","0150611","201314","School ","2012-13 ","CAPT","N/A "
"1541","0150711","2013-14","","2009-10 ","CMT",""
"1542","0150711","2013-14","Black or African American ","2009-10 ","CMT","50.5 "
"1543","0150711","2013-14","Hispanic or Latino ","2009-10 ","CMT","59.0 "
"1544","0150711","2013-14","English Language Learners ","2009-10 ","CMT",". "
"1545","0150711","2013-14","","2009-10 ","CMT",""
"1546","0150711","2013-14","Eligible for Free or Reduced-Price Meals ","2009-10 ","CMT","55.3 "
"1547","0150711","2013-14","Students with Disabilities ","2009-10 ","CMT",". "
"1548","0150711","2013-14","","2010-11","CMT",""
"1549","0150711","2013-14","Black or African American ","2010-11","CMT","52.6"
"1550","0150711","2013-14","Hispanic or Latino ","2010-11","CMT","57.6"
"1551","0150711","2013-14","English Language Learners ","2010-11","CMT","."
"1552","0150711","2013-14","","2010-11","CMT",""
"1553","0150711","2013-14","Eligible for Free or Reduced-Price Meals ","2010-11","CMT","55.6"
"1554","0150711","2013-14","Students with Disabilities ","2010-11","CMT","22.1"
"1555","0150711","2013-14","","2011-12 ","CMT",""
"1556","0150711","2013-14","Black or African American ","2011-12 ","CMT","60.6 "
"1557","0150711","2013-14","Hispanic or Latino ","2011-12 ","CMT","56.3 "
"1558","0150711","2013-14","English Language Learners ","2011-12 ","CMT",". "
"1559","0150711","2013-14","","2011-12 ","CMT",""
"1560","0150711","2013-14","Eligible for Free or Reduced-Price Meals ","2011-12 ","CMT","59.2 "
"1561","0150711","2013-14","Students with Disabilities ","2011-12 ","CMT",". "
"1562","0150711","2013-14","","2012-13 ","CMT",""
"1563","0150711","2013-14","Black or African American ","2012-13 ","CMT","55.6 "
"1564","0150711","2013-14","Hispanic or Latino ","2012-13 ","CMT","47.0 "
"1565","0150711","2013-14","English Language Learners ","2012-13 ","CMT",". "
"1566","0150711","2013-14","","2012-13 ","CMT",""
"1567","0150711","2013-14","Eligible for Free or Reduced-Price Meals ","2012-13 ","CMT","52.8 "
"1568","0150711","2013-14","Students with Disabilities ","2012-13 ","CMT","28.0 "
"1569","0150811","201314","Black or African American ","2009-10 ","CMT","N/A "
"1570","0150811","201314","Hispanic or Latino ","2009-10 ","CMT","N/A "
"1571","0150811","201314","English Language Learners ","2009-10 ","CMT","N/A "
"1572","0150811","201314","Eligible for Free or Reduced-Price Meals ","2009-10 ","CMT","N/A "
"1573","0150811","201314","Students with Disabilities ","2009-10 ","CMT","N/A "
"1574","0150811","201314","High Needs ","2009-10 ","CMT","N/A "
"1575","0150811","201314","School ","2009-10 ","CMT","N/A "
"1576","0150811","201314","Black or African American ","2010-11","CMT","N/A"
"1577","0150811","201314","Hispanic or Latino ","2010-11","CMT","N/A"
"1578","0150811","201314","English Language Learners ","2010-11","CMT","N/A"
"1579","0150811","201314","Eligible for Free or Reduced-Price Meals ","2010-11","CMT","N/A"
"1580","0150811","201314","Students with Disabilities ","2010-11","CMT","N/A"
"1581","0150811","201314","High Needs ","2010-11","CMT","N/A"
"1582","0150811","201314","School ","2010-11","CMT","N/A"
"1583","0150811","201314","Black or African American ","2011-12 ","CMT","N/A "
"1584","0150811","201314","Hispanic or Latino ","2011-12 ","CMT","N/A "
"1585","0150811","201314","English Language Learners ","2011-12 ","CMT","N/A "
"1586","0150811","201314","Eligible for Free or Reduced-Price Meals ","2011-12 ","CMT","N/A "
"1587","0150811","201314","Students with Disabilities ","2011-12 ","CMT","N/A "
"1588","0150811","201314","High Needs ","2011-12 ","CMT","N/A "
"1589","0150811","201314","School ","2011-12 ","CMT","N/A "
"1590","0150811","201314","Black or African American ","2012-13 ","CMT","N/A "
"1591","0150811","201314","Hispanic or Latino ","2012-13 ","CMT","N/A "
"1592","0150811","201314","English Language Learners ","2012-13 ","CMT","N/A "
"1593","0150811","201314","Eligible for Free or Reduced-Price Meals ","2012-13 ","CMT","N/A "
"1594","0150811","201314","Students with Disabilities ","2012-13 ","CMT","N/A "
"1595","0150811","201314","High Needs ","2012-13 ","CMT","N/A "
"1596","0150811","201314","School ","2012-13 ","CMT","N/A "
"1597","0150811","201314","Black or African American ","2009-10 ","CAPT","N/A "
"1598","0150811","201314","Hispanic or Latino ","2009-10 ","CAPT","N/A "
"1599","0150811","201314","English Language Learners ","2009-10 ","CAPT","N/A "
"1600","0150811","201314","Eligible for Free or Reduced-Price Meals ","2009-10 ","CAPT","N/A "
"1601","0150811","201314","Students with Disabilities ","2009-10 ","CAPT","N/A "
"1602","0150811","201314","High Needs ","2009-10 ","CAPT","N/A "
"1603","0150811","201314","School ","2009-10 ","CAPT","N/A "
"1604","0150811","201314","Black or African American ","2010-11","CAPT","N/A"
"1605","0150811","201314","Hispanic or Latino ","2010-11","CAPT","N/A"
"1606","0150811","201314","English Language Learners ","2010-11","CAPT","N/A"
"1607","0150811","201314","Eligible for Free or Reduced-Price Meals ","2010-11","CAPT","N/A"
"1608","0150811","201314","Students with Disabilities ","2010-11","CAPT","N/A"
"1609","0150811","201314","High Needs ","2010-11","CAPT","N/A"
"1610","0150811","201314","School ","2010-11","CAPT","N/A"
"1611","0150811","201314","Black or African American ","2011-12 ","CAPT","N/A "
"1612","0150811","201314","Hispanic or Latino ","2011-12 ","CAPT","N/A "
"1613","0150811","201314","English Language Learners ","2011-12 ","CAPT","N/A "
"1614","0150811","201314","Eligible for Free or Reduced-Price Meals ","2011-12 ","CAPT","N/A "
"1615","0150811","201314","Students with Disabilities ","2011-12 ","CAPT","N/A "
"1616","0150811","201314","High Needs ","2011-12 ","CAPT","N/A "
"1617","0150811","201314","School ","2011-12 ","CAPT","N/A "
"1618","0150811","201314","Black or African American ","2012-13 ","CAPT","N/A "
"1619","0150811","201314","Hispanic or Latino ","2012-13 ","CAPT","N/A "
"1620","0150811","201314","English Language Learners ","2012-13 ","CAPT","N/A "
"1621","0150811","201314","Eligible for Free or Reduced-Price Meals ","2012-13 ","CAPT","N/A "
"1622","0150811","201314","Students with Disabilities ","2012-13 ","CAPT","N/A "
"1623","0150811","201314","High Needs ","2012-13 ","CAPT","N/A "
"1624","0150811","201314","School ","2012-13 ","CAPT","N/A "
"1625","0151011","2013-14","","2009-10 ","CMT",""
"1626","0151011","2013-14","Black or African American ","2009-10 ","CMT","39.0 "
"1627","0151011","2013-14","Hispanic or Latino ","2009-10 ","CMT","40.1 "
"1628","0151011","2013-14","English Language Learners ","2009-10 ","CMT","30.0 "
"1629","0151011","2013-14","","2009-10 ","CMT",""
"1630","0151011","2013-14","Eligible for Free or Reduced-Price Meals ","2009-10 ","CMT","40.0 "
"1631","0151011","2013-14","Students with Disabilities ","2009-10 ","CMT","19.2 "
"1632","0151011","2013-14","","2010-11","CMT",""
"1633","0151011","2013-14","Black or African American ","2010-11","CMT","32.0"
"1634","0151011","2013-14","Hispanic or Latino ","2010-11","CMT","38.9"
"1635","0151011","2013-14","English Language Learners ","2010-11","CMT","29.6"
"1636","0151011","2013-14","","2010-11","CMT",""
"1637","0151011","2013-14","Eligible for Free or Reduced-Price Meals ","2010-11","CMT","37.3"
"1638","0151011","2013-14","Students with Disabilities ","2010-11","CMT","15.1"
"1639","0151011","2013-14","","2011-12 ","CMT",""
"1640","0151011","2013-14","Black or African American ","2011-12 ","CMT","40.1 "
"1641","0151011","2013-14","Hispanic or Latino ","2011-12 ","CMT","43.4 "
"1642","0151011","2013-14","English Language Learners ","2011-12 ","CMT","34.3 "
"1643","0151011","2013-14","","2011-12 ","CMT",""
"1644","0151011","2013-14","Eligible for Free or Reduced-Price Meals ","2011-12 ","CMT","42.6 "
"1645","0151011","2013-14","Students with Disabilities ","2011-12 ","CMT","21.5 "
