"College Entrance and Persistence, Trend"
"All Districts"

"Notes:"
"* In this report, year means graduating class of that school year."
"* College entrance refers to the percent of high school graduates from the year who enrolled in college any time during the first year after high school."
"* College persistence refers to the percent of students who enrolled in college the first year after high school and returned for a second year (Freshman to Sophomore persistence)."

"",,,,,"2009-10",,"2010-11",,"2011-12",,"2012-13",,"2013-14",
"Trumbull School District","=""1440011""","Trumbull High School","=""1446111""","Eligible for Free or Reduced-Price Meals",63.9,91.3,79.7,91.5,78.1,96.0,73.7,87.1,78.9,93.3
"Vernon School District","=""1460011""","Next Step Program (AACBP)","=""1469011""","Eligible for Free or Reduced-Price Meals",*,*,*,*,*,*,*,*,*,*
"Vernon School District","=""1460011""","Rockville High School","=""1466111""","Eligible for Free or Reduced-Price Meals",56.6,72.1,52.2,77.1,62.8,77.8,47.6,82.1,56.1,76.4
"Wallingford School District","=""1480011""","A.R.T.S. Academy","=""1489011""","Eligible for Free or Reduced-Price Meals",N/A,N/A,*,*,*,*,*,*,*,*
"Wallingford School District","=""1480011""","Lyman Hall High School","=""1486111""","Eligible for Free or Reduced-Price Meals",32.3,*,45.2,*,64.8,74.3,61.3,73.7,63.5,80.0
"Wallingford School District","=""1480011""","Mark T. Sheehan High School","=""1486211""","Eligible for Free or Reduced-Price Meals",77.3,*,56.0,*,64.3,*,56.7,*,40.5,*
"Wallingford School District","=""1480011""","Multi-Vocational Life Skills Program","=""1489111""","Eligible for Free or Reduced-Price Meals",N/A,N/A,N/A,N/A,*,*,*,*,*,*
"Waterbury School District","=""1510011""","Crosby High School","=""1516211""","Eligible for Free or Reduced-Price Meals",49.5,80.8,52.9,76.6,51.7,81.3,52.0,76.7,58.3,72.0
"Waterbury School District","=""1510011""","Enlightenment School","=""1519111""","Eligible for Free or Reduced-Price Meals",*,*,*,*,*,*,*,*,*,*
"Waterbury School District","=""1510011""","John F. Kennedy High School","=""1516411""","Eligible for Free or Reduced-Price Meals",53.6,77.6,60.2,83.5,56.2,79.5,58.5,74.6,53.2,78.6
"Waterbury School District","=""1510011""","State Street School","=""1519011""","Eligible for Free or Reduced-Price Meals",*,*,*,*,*,*,*,*,*,*
"Waterbury School District","=""1510011""","Waterbury Arts Magnet School (High)","=""1516011""","Eligible for Free or Reduced-Price Meals",66.7,76.3,62.9,81.8,83.3,76.0,67.2,87.8,68.0,80.4
"Waterbury School District","=""1510011""","Wilby High School","=""1516311""","Eligible for Free or Reduced-Price Meals",46.9,73.7,45.9,70.8,43.4,64.2,45.4,70.6,51.3,60.0
"Waterford School District","=""1520011""","Waterford High School","=""1526111""","Eligible for Free or Reduced-Price Meals",58.3,*,75.9,63.6,54.1,75.0,65.3,71.9,68.9,87.1
"Watertown School District","=""1530011""","Watertown High School","=""1536111""","Eligible for Free or Reduced-Price Meals",51.9,70.4,56.3,74.1,63.2,72.2,56.3,88.9,60.9,92.3
"Westbrook School District","=""1540011""","Westbrook High School","=""1546111""","Eligible for Free or Reduced-Price Meals",*,*,*,*,*,*,*,*,*,*
"West Hartford School District","=""1550011""","Achieve","=""1559111""","Eligible for Free or Reduced-Price Meals",N/A,N/A,*,*,N/A,N/A,*,*,*,*
"West Hartford School District","=""1550011""","Conard High School","=""1556111""","Eligible for Free or Reduced-Price Meals",69.5,80.3,73.8,88.7,64.4,82.8,73.2,90.0,73.6,78.7
"West Hartford School District","=""1550011""","Hall High School","=""1556211""","Eligible for Free or Reduced-Price Meals",70.5,83.7,72.4,74.5,69.6,87.3,77.0,91.0,79.0,84.4
"West Hartford School District","=""1550011""","Strive-West Hartford","=""1559211""","Eligible for Free or Reduced-Price Meals",N/A,N/A,N/A,N/A,*,*,*,*,*,*
"West Haven School District","=""1560011""","West Haven High School","=""1566111""","Eligible for Free or Reduced-Price Meals",65.0,75.5,63.1,78.9,58.9,79.6,57.6,79.7,60.2,86.8
"Weston School District","=""1570011""","Weston High School","=""1576111""","Eligible for Free or Reduced-Price Meals",*,*,*,*,*,*,*,*,*,*
"Westport School District","=""1580011""","Staples High School","=""1586111""","Eligible for Free or Reduced-Price Meals",*,*,*,*,*,*,*,*,67.7,90.5
"Wethersfield School District","=""1590011""","Wethersfield High School","=""1596111""","Eligible for Free or Reduced-Price Meals",62.3,84.8,74.6,86.4,83.3,86.0,74.5,84.2,67.6,85.4
"Wilton School District","=""1610011""","Wilton High School","=""1616111""","Eligible for Free or Reduced-Price Meals",*,*,*,*,*,*,*,*,*,*
"Windham School District","=""1630011""","Eastern Regional Academy/Windham","=""1639011""","Eligible for Free or Reduced-Price Meals",*,*,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"Windham School District","=""1630011""","Partial Day Program","=""1638411""","Eligible for Free or Reduced-Price Meals",N/A,N/A,*,*,N/A,N/A,N/A,N/A,N/A,N/A
"Windham School District","=""1630011""","Windham High School","=""1636111""","Eligible for Free or Reduced-Price Meals",49.5,60.8,43.8,69.0,49.1,69.8,50.8,65.1,47.4,67.4
"Windsor School District","=""1640011""","Windsor High School","=""1646111""","Eligible for Free or Reduced-Price Meals",59.7,81.1,59.0,81.2,57.7,81.7,69.5,87.9,75.5,75.9
"Windsor Locks School District","=""1650011""","Windsor Locks High School","=""1656111""","Eligible for Free or Reduced-Price Meals",58.5,83.3,40.0,*,61.4,81.5,52.8,92.9,56.9,79.3
"Wolcott School District","=""1660011""","Wolcott High School","=""1666111""","Eligible for Free or Reduced-Price Meals",58.8,80.0,69.1,92.1,71.7,83.7,71.1,84.4,66.7,75.9
"Regional School District 01","=""2010012""","Housatonic Valley Regional High School","=""2016112""","Eligible for Free or Reduced-Price Meals",*,*,54.2,*,37.5,*,34.4,*,40.9,*
"Regional School District 04","=""2040012""","Valley Regional High School","=""2046112""","Eligible for Free or Reduced-Price Meals",*,*,*,*,*,*,46.2,*,50.0,*
"Regional School District 05","=""2050012""","Amity Regional High School","=""2056112""","Eligible for Free or Reduced-Price Meals",*,*,63.6,*,48.1,*,72.0,*,63.0,*
"Regional School District 06","=""2060012""","Wamogo Regional High School","=""2066112""","Eligible for Free or Reduced-Price Meals",*,*,*,*,*,*,*,*,85.7,*
"Regional School District 07","=""2070012""","AIM","=""2079112""","Eligible for Free or Reduced-Price Meals",*,*,N/A,N/A,*,*,*,*,*,*
"Regional School District 07","=""2070012""","Intensive Learning Program","=""2079412""","Eligible for Free or Reduced-Price Meals",N/A,N/A,N/A,N/A,*,*,N/A,N/A,*,*
"Regional School District 07","=""2070012""","Northwestern Regional High School","=""2076112""","Eligible for Free or Reduced-Price Meals",*,*,*,*,*,*,*,*,71.9,78.3
"Regional School District 07","=""2070012""","STEP","=""2079312""","Eligible for Free or Reduced-Price Meals",*,*,*,*,*,*,*,*,*,*
"Regional School District 08","=""2080012""","RHAM High School","=""2086112""","Eligible for Free or Reduced-Price Meals",*,*,*,*,65.0,*,64.3,*,59.4,*
"Regional School District 08","=""2080012""","Region Alternative High School","=""2086212""","Eligible for Free or Reduced-Price Meals",N/A,N/A,N/A,N/A,N/A,N/A,*,*,*,*
"Regional School District 09","=""2090012""","Joel Barlow High School","=""2096112""","Eligible for Free or Reduced-Price Meals",*,*,*,*,*,*,*,*,*,*
"Regional School District 10","=""2100012""","Lewis S. Mills High School","=""2106112""","Eligible for Free or Reduced-Price Meals",*,*,*,*,*,*,52.4,*,*,*
"Regional School District 11","=""2110012""","Parish Hill High School","=""2116112""","Eligible for Free or Reduced-Price Meals",*,*,*,*,*,*,*,*,*,*
"Regional School District 12","=""2120012""","Shepaug Valley High School","=""2126112""","Eligible for Free or Reduced-Price Meals",*,*,*,*,*,*,*,*,N/A,N/A
"Regional School District 12","=""2120012""","Shepaug Valley School","=""2120312""","Eligible for Free or Reduced-Price Meals",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,*,*
"Regional School District 13","=""2130012""","Coginchaug Regional High School","=""2136112""","Eligible for Free or Reduced-Price Meals",*,*,*,*,*,*,*,*,*,*
"Regional School District 14","=""2140012""","Nonnewaug High School","=""2146112""","Eligible for Free or Reduced-Price Meals",*,*,66.7,*,*,*,62.1,*,85.2,87.0
"Regional School District 15","=""2150012""","Pomperaug Regional High School","=""2156212""","Eligible for Free or Reduced-Price Meals",*,*,26.9,*,51.9,*,44.0,*,60.6,80.0
"Regional School District 16","=""2160012""","Woodland Regional High School","=""2166012""","Eligible for Free or Reduced-Price Meals",55.2,*,60.0,*,54.1,90.0,60.5,82.6,40.5,*
"Regional School District 17","=""2170012""","Haddam-Killingworth High School","=""2176112""","Eligible for Free or Reduced-Price Meals",*,*,*,*,60.0,*,*,*,*,*
"Regional School District 18","=""2180012""","Lyme-Old Lyme High School","=""2186112""","Eligible for Free or Reduced-Price Meals",*,*,*,*,*,*,*,*,*,*
"Regional School District 19","=""2190012""","E. O. Smith High School","=""2196112""","Eligible for Free or Reduced-Price Meals",48.8,85.0,48.5,*,43.8,81.0,70.7,88.7,57.6,84.2
"Capitol Region Education Council","=""2410014""","Academy of Aerospace and Engineering","=""2415114""","Eligible for Free or Reduced-Price Meals",N/A,N/A,N/A,N/A,*,*,75.0,*,*,*
"Capitol Region Education Council","=""2410014""","Farmington Valley Regional Diagnostic Center","=""2419214""","Eligible for Free or Reduced-Price Meals",*,*,*,*,*,*,*,*,*,*
"Capitol Region Education Council","=""2410014""","Great Path Academy at MCC","=""2416314""","Eligible for Free or Reduced-Price Meals",67.5,70.4,62.2,67.4,71.1,75.0,N/A,N/A,N/A,N/A
"Capitol Region Education Council","=""2410014""","Greater Hartford Academy of  the Arts High School - Full Time","=""2416414""","Eligible for Free or Reduced-Price Meals",N/A,N/A,76.0,*,76.6,69.4,62.5,80.0,78.4,70.0
"Capitol Region Education Council","=""2410014""","John J. Allison Polaris Center","=""2419014""","Eligible for Free or Reduced-Price Meals",*,*,*,*,*,*,*,*,*,*
"Capitol Region Education Council","=""2410014""","Lincoln Academy Regional Interdistrict Collaborative","=""2419614""","Eligible for Free or Reduced-Price Meals",N/A,N/A,N/A,N/A,N/A,N/A,*,*,*,*
"Capitol Region Education Council","=""2410014""","Medical Professions and Teacher Preparation Academy","=""2416514""","Eligible for Free or Reduced-Price Meals",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,81.8,88.9
"Capitol Region Education Council","=""2410014""","Metropolitan Learning Center for Global and International Studies","=""2416114""","Eligible for Free or Reduced-Price Meals",74.3,88.5,85.7,83.3,81.0,73.5,82.6,86.8,85.2,87.0
"Capitol Region Education Council","=""2410014""","Public Safety Academy","=""2415214""","Eligible for Free or Reduced-Price Meals",N/A,N/A,N/A,N/A,*,*,*,*,73.5,60.0
"Capitol Region Education Council","=""2410014""","River Street School","=""2419314""","Eligible for Free or Reduced-Price Meals",*,*,*,*,*,*,*,*,*,*
"Capitol Region Education Council","=""2410014""","Soundbridge","=""2419114""","Eligible for Free or Reduced-Price Meals",*,*,*,*,*,*,N/A,N/A,N/A,N/A
"Education Connection","=""2420014""","GFLC/ACCESS School","=""2429014""","Eligible for Free or Reduced-Price Meals",*,*,*,*,N/A,N/A,*,*,*,*
"Cooperative Educational Services","=""2430014""","Developmental Learning Center (DLC)","=""2439214""","Eligible for Free or Reduced-Price Meals",*,*,*,*,*,*,N/A,N/A,N/A,N/A
"Cooperative Educational Services","=""2430014""","RISE Transitional Program","=""2439314""","Eligible for Free or Reduced-Price Meals",N/A,N/A,N/A,N/A,*,*,*,*,N/A,N/A
"Cooperative Educational Services","=""2430014""","Therapeutic Day Program","=""2439414""","Eligible for Free or Reduced-Price Meals",*,*,*,*,*,*,*,*,*,*
"Area Cooperative Educational Services","=""2440014""","Collaborative Alternative Magnet School","=""2446114""","Eligible for Free or Reduced-Price Meals",*,*,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"Area Cooperative Educational Services","=""2440014""","Whitney High School East","=""2449214""","Eligible for Free or Reduced-Price Meals",*,*,*,*,*,*,*,*,*,*
"Area Cooperative Educational Services","=""2440014""","Whitney High School North","=""2449114""","Eligible for Free or Reduced-Price Meals",*,*,*,*,*,*,*,*,*,*
"Area Cooperative Educational Services","=""2440014""","Whitney High School West","=""2449314""","Eligible for Free or Reduced-Price Meals",*,*,*,*,*,*,*,*,*,*
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","Arts at the Capitol Theater Magnet School (ACT)","=""2536014""","Eligible for Free or Reduced-Price Meals",N/A,N/A,*,*,*,*,*,*,*,*
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","EastConn Special Education","=""2539014""","Eligible for Free or Reduced-Price Meals",N/A,N/A,*,*,*,*,*,*,*,*
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","Quinebaug Middle College","=""2536114""","Eligible for Free or Reduced-Price Meals",*,*,60.0,*,40.9,*,*,*,*,*
"Common Ground High School District","=""2680013""","Common Ground High School","=""2686113""","Eligible for Free or Reduced-Price Meals",68.0,*,48.3,*,62.5,*,58.1,*,56.5,*
"The Bridge Academy District","=""2690013""","The Bridge Academy","=""2696113""","Eligible for Free or Reduced-Price Meals",44.8,*,76.9,75.0,69.4,80.0,75.8,60.0,87.5,82.1
"Explorations District","=""2720013""","Explorations","=""2726113""","Eligible for Free or Reduced-Price Meals",*,*,*,*,*,*,*,*,*,*
"Amistad Academy District","=""2790013""","Amistad Academy","=""2795113""","Eligible for Free or Reduced-Price Meals",*,*,*,*,*,*,*,*,69.6,*
"Stamford Academy District","=""2820013""","Stamford Academy","=""2826013""","Eligible for Free or Reduced-Price Meals",34.8,*,45.5,*,34.5,*,*,*,24.0,*
"Unified School District #1","=""3360015""","Bridgeport Correctional Center","=""3360115""","Eligible for Free or Reduced-Price Meals",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,*,*
"Unified School District #1","=""3360015""","Corrigan/Radgowski Correctional Institution","=""3362415""","Eligible for Free or Reduced-Price Meals",N/A,N/A,*,*,*,*,*,*,*,*
"Unified School District #1","=""3360015""","Garner Correctional Institution","=""3361915""","Eligible for Free or Reduced-Price Meals",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,*,*
"Unified School District #1","=""3360015""","MacDougall/Walker Correctional Institution","=""3362215""","Eligible for Free or Reduced-Price Meals",*,*,N/A,N/A,N/A,N/A,N/A,N/A,*,*
"Unified School District #1","=""3360015""","Manson Youth Institution","=""3361115""","Eligible for Free or Reduced-Price Meals",*,*,*,*,*,*,*,*,*,*
"Unified School District #1","=""3360015""","New Haven Correctional Center","=""3360915""","Eligible for Free or Reduced-Price Meals",*,*,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"Unified School District #1","=""3360015""","Robinson Correctional Institution","=""3361315""","Eligible for Free or Reduced-Price Meals",N/A,N/A,N/A,N/A,N/A,N/A,*,*,N/A,N/A
"Unified School District #1","=""3360015""","York Correctional Institution","=""3362515""","Eligible for Free or Reduced-Price Meals",*,*,*,*,N/A,N/A,N/A,N/A,N/A,N/A
"Department of Mental Health and Addiction Services","=""3370015""","Connecticut Valley Hospital","=""3370215""","Eligible for Free or Reduced-Price Meals",N/A,N/A,*,*,N/A,N/A,N/A,N/A,N/A,N/A
"Department of Mental Health and Addiction Services","=""3370015""","Greater Bridgeport Community Mental Health Center","=""3370515""","Eligible for Free or Reduced-Price Meals",*,*,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"Unified School District #2","=""3470015""","Children's Place School","=""3470115""","Eligible for Free or Reduced-Price Meals",*,*,N/A,N/A,*,*,N/A,N/A,N/A,N/A
"Unified School District #2","=""3470015""","Riverview School","=""3470315""","Eligible for Free or Reduced-Price Meals",N/A,N/A,N/A,N/A,N/A,N/A,*,*,N/A,N/A
"Unified School District #2","=""3470015""","Walter G. Cady School","=""3476715""","Eligible for Free or Reduced-Price Meals",*,*,*,*,*,*,*,*,*,*
"Connecticut Technical High School System","=""9000016""","A. I. Prince Technical High School","=""9001516""","Eligible for Free or Reduced-Price Meals",55.4,70.1,55.5,67.6,53.4,77.2,53.0,75.9,60.2,62.1
"Connecticut Technical High School System","=""9000016""","Bullard-Havens Technical High School","=""9001116""","Eligible for Free or Reduced-Price Meals",48.5,76.8,59.4,81.2,61.9,81.2,61.9,73.2,55.7,86.0
"Connecticut Technical High School System","=""9000016""","E. C. Goodwin Technical High School","=""9001916""","Eligible for Free or Reduced-Price Meals",43.9,56.0,39.7,72.4,46.0,56.5,50.5,66.7,50.8,57.4
"Connecticut Technical High School System","=""9000016""","Eli Whitney Technical High School","=""9001416""","Eligible for Free or Reduced-Price Meals",38.8,80.6,45.1,70.7,56.6,64.1,33.3,48.5,32.0,69.7
"Connecticut Technical High School System","=""9000016""","Ella T. Grasso Southeastern Technical High School","=""9002716""","Eligible for Free or Reduced-Price Meals",48.1,70.3,36.8,64.3,39.8,77.1,43.8,81.0,46.6,70.7
"Connecticut Technical High School System","=""9000016""","Emmett O'Brien Technical High School","=""9002516""","Eligible for Free or Reduced-Price Meals",35.5,*,43.2,*,45.6,61.3,44.1,88.5,51.4,77.8
"Connecticut Technical High School System","=""9000016""","H. C. Wilcox Technical High School","=""9001716""","Eligible for Free or Reduced-Price Meals",50.0,79.4,48.7,68.4,43.9,81.4,50.0,79.5,50.5,67.4
"Connecticut Technical High School System","=""9000016""","H. H. Ellis Technical High School","=""9001316""","Eligible for Free or Reduced-Price Meals",19.1,*,37.8,*,28.1,*,39.0,47.8,24.6,*
"Connecticut Technical High School System","=""9000016""","Henry Abbott Technical High School","=""9001216""","Eligible for Free or Reduced-Price Meals",40.3,92.0,47.4,81.1,46.8,80.6,48.5,75.0,56.0,80.9
"Connecticut Technical High School System","=""9000016""","Howell Cheney Technical High School","=""9001616""","Eligible for Free or Reduced-Price Meals",33.3,*,45.7,85.7,45.6,80.8,58.2,78.3,46.9,66.7
"Connecticut Technical High School System","=""9000016""","Norwich Technical High School","=""9002016""","Eligible for Free or Reduced-Price Meals",40.9,*,50.0,67.9,35.2,80.0,37.7,69.0,40.0,71.9
"Connecticut Technical High School System","=""9000016""","Oliver Wolcott Technical High School","=""9002216""","Eligible for Free or Reduced-Price Meals",29.5,*,36.4,*,43.1,64.0,38.9,61.9,35.6,61.9
"Connecticut Technical High School System","=""9000016""","Platt Technical High School","=""9002616""","Eligible for Free or Reduced-Price Meals",45.4,81.8,55.2,81.1,54.9,83.6,51.7,88.3,54.5,85.1
"Connecticut Technical High School System","=""9000016""","Vinal Technical High School","=""9001816""","Eligible for Free or Reduced-Price Meals",24.2,*,38.7,*,29.8,*,36.7,*,35.0,76.2
"Connecticut Technical High School System","=""9000016""","W. F. Kaynor Technical High School","=""9002316""","Eligible for Free or Reduced-Price Meals",45.7,73.8,50.0,81.8,56.8,85.1,49.5,92.5,60.2,79.4
"Connecticut Technical High School System","=""9000016""","Windham Technical High School","=""9002416""","Eligible for Free or Reduced-Price Meals",56.0,67.9,42.2,*,47.9,79.4,57.6,76.5,43.9,72.0
"Norwich Free Academy District","=""9010022""","Norwich Free Academy","=""9016122""","Eligible for Free or Reduced-Price Meals",62.7,80.2,61.0,79.0,58.6,78.4,63.5,80.0,61.3,80.0
"The Gilbert School District","=""9020022""","The Gilbert School","=""9026122""","Eligible for Free or Reduced-Price Meals",81.8,66.7,76.2,*,69.4,68.0,66.7,75.0,51.3,70.0
"Woodstock Academy District","=""9030022""","Woodstock Academy","=""9036122""","Eligible for Free or Reduced-Price Meals",73.9,*,68.6,83.3,65.9,79.3,39.4,*,65.8,92.0
"New Canaan School District","=""0900011""","New Canaan High School","=""0906111""","Eligible for Free or Reduced-Price Meals",N/A,N/A,*,*,*,*,*,*,*,*
"Elm City College Preparatory School District","=""2890013""","Elm City College Preparatory School","=""2890113""","Eligible for Free or Reduced-Price Meals",N/A,N/A,N/A,N/A,*,*,*,*,*,*
"Winchester School District","=""1620011""","WISE Academy","=""1620111""","Eligible for Free or Reduced-Price Meals",N/A,N/A,N/A,N/A,N/A,N/A,*,*,N/A,N/A
"Learn","=""2450014""","Connecticut River Academy","=""2456014""","Eligible for Free or Reduced-Price Meals",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,67.2,82.2
"Learn","=""2450014""","Marine Science Magnet High School of Southeastern Connecticut","=""2456114""","Eligible for Free or Reduced-Price Meals",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,*,*
"Learn","=""2450014""","Three Rivers Middle College Magnet School","=""2456214""","Eligible for Free or Reduced-Price Meals",N/A,N/A,N/A,N/A,N/A,N/A,*,*,*,*

