"",,,,,"2011-12",,"2012-13",,"2013-14",,"2014-15",,"2015-16",
"East Hampton School District","=""0420011""","East Hampton Middle School","=""0425111""","Hispanic/Latino of any race","*","*","*","*","*","*","*","*","N/A","N/A"
"East Hampton School District","=""0420011""","East Hampton Middle School","=""0425111""","Native Hawaiian or Other Pacific Islander","N/A","*","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"East Hampton School District","=""0420011""","East Hampton Middle School","=""0425111""","Two or More Races","N/A","*","N/A","N/A","N/A","*","*","*","N/A","*"
"East Hampton School District","=""0420011""","East Hampton Middle School","=""0425111""","White","*","*",15,3.8,"*","*",12,3.0,"*","*"
"East Hampton School District","=""0420011""","Memorial School","=""0420111""","Asian","N/A","*","N/A","*","N/A","*","N/A","*","N/A","*"
"East Hampton School District","=""0420011""","Memorial School","=""0420111""","Black or African American","N/A","*","N/A","*","N/A","*","N/A","*","N/A","*"
"East Hampton School District","=""0420011""","Memorial School","=""0420111""","Hispanic/Latino of any race","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"East Hampton School District","=""0420011""","Memorial School","=""0420111""","Native Hawaiian or Other Pacific Islander","N/A","N/A","N/A","N/A","N/A","N/A","N/A","*","N/A","N/A"
"East Hampton School District","=""0420011""","Memorial School","=""0420111""","Two or More Races","N/A","*","N/A","*","*","*","*","*","N/A","N/A"
"East Hampton School District","=""0420011""","Memorial School","=""0420111""","White","N/A","N/A","*","*","*","*","N/A","N/A","N/A","N/A"
"East Hampton School District","=""0420011""","The Learning Center at East Hampton","=""0429011""","Two or More Races","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","*"
"East Hampton School District","=""0420011""","The Learning Center at East Hampton","=""0429011""","White","N/A","*","*","*","*","*","*","*","*","*"
"East Hartford School District","=""0430011""","Anna E. Norris School","=""0430911""","American Indian or Alaska Native","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"East Hartford School District","=""0430011""","Anna E. Norris School","=""0430911""","Asian","N/A","*","N/A","*","N/A","N/A","N/A","*","N/A","*"
"East Hartford School District","=""0430011""","Anna E. Norris School","=""0430911""","Black or African American","*","*","*","*",12,15.2,"*","*",8,8.3
"East Hartford School District","=""0430011""","Anna E. Norris School","=""0430911""","Hispanic/Latino of any race",18,10.7,15,8.7,13,7.5,"*","*",8,4.1
"East Hartford School District","=""0430011""","Anna E. Norris School","=""0430911""","Two or More Races","N/A","*","N/A","*","N/A","*","N/A","N/A","N/A","N/A"
"East Hartford School District","=""0430011""","Anna E. Norris School","=""0430911""","White","*","*","*","*","N/A","N/A","N/A","N/A","N/A","N/A"
"East Hartford School District","=""0430011""","Connecticut IB Academy","=""0436311""","American Indian or Alaska Native","N/A","*","N/A","*","N/A","*","N/A","*","N/A","*"
"East Hartford School District","=""0430011""","Connecticut IB Academy","=""0436311""","Asian","N/A","*","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"East Hartford School District","=""0430011""","Connecticut IB Academy","=""0436311""","Black or African American",8,14.8,"*","*","*","*","*","*",15,21.7
"East Hartford School District","=""0430011""","Connecticut IB Academy","=""0436311""","Hispanic/Latino of any race","*","*","*","*","N/A","N/A","*","*","*","*"
"East Hartford School District","=""0430011""","Connecticut IB Academy","=""0436311""","White","*","*","*","*","*","*","*","*","*","*"
"East Hartford School District","=""0430011""","Dr. Franklin H. Mayberry School","=""0430611""","American Indian or Alaska Native","N/A","*","N/A","N/A","N/A","N/A","N/A","N/A","N/A","*"
"East Hartford School District","=""0430011""","Dr. Franklin H. Mayberry School","=""0430611""","Asian","N/A","*","N/A","*","N/A","*","*","*","N/A","*"
"East Hartford School District","=""0430011""","Dr. Franklin H. Mayberry School","=""0430611""","Black or African American","*","*",11,8.7,11,8.7,12,9.5,6,4.7
"East Hartford School District","=""0430011""","Dr. Franklin H. Mayberry School","=""0430611""","Hispanic/Latino of any race",13,6.4,"*","*","*","*",14,8.1,"*","*"
"East Hartford School District","=""0430011""","Dr. Franklin H. Mayberry School","=""0430611""","Two or More Races","N/A","*","N/A","*","N/A","*","N/A","N/A","N/A","*"
"East Hartford School District","=""0430011""","Dr. Franklin H. Mayberry School","=""0430611""","White","*","*","*","*","*","*","*","*","*","*"
"East Hartford School District","=""0430011""","Dr. John A. Langford School","=""0432211""","American Indian or Alaska Native","N/A","*","N/A","*","N/A","*","N/A","*","N/A","*"
"East Hartford School District","=""0430011""","Dr. John A. Langford School","=""0432211""","Asian","*","*","*","*","*","*","*","*","N/A","*"
"East Hartford School District","=""0430011""","Dr. John A. Langford School","=""0432211""","Black or African American",20,12.7,17,11.2,18,10.8,13,9.2,8,6.8
"East Hartford School District","=""0430011""","Dr. John A. Langford School","=""0432211""","Hispanic/Latino of any race",17,9.1,14,7.4,24,12.6,24,13.8,"*","*"
"East Hartford School District","=""0430011""","Dr. John A. Langford School","=""0432211""","Native Hawaiian or Other Pacific Islander","N/A","*","N/A","*","N/A","*","N/A","*","N/A","*"
"East Hartford School District","=""0430011""","Dr. John A. Langford School","=""0432211""","Two or More Races","N/A","*","N/A","N/A","N/A","*","N/A","*","N/A","*"
"East Hartford School District","=""0430011""","Dr. John A. Langford School","=""0432211""","White","*","*","*","*","*","*","*","*","*","*"
"East Hartford School District","=""0430011""","Dr. Thomas S. O'Connell School","=""0431011""","American Indian or Alaska Native","N/A","*","N/A","*","N/A","*","N/A","*","N/A","*"
"East Hartford School District","=""0430011""","Dr. Thomas S. O'Connell School","=""0431011""","Asian","N/A","*","N/A","*","N/A","N/A","N/A","*","N/A","*"
"East Hartford School District","=""0430011""","Dr. Thomas S. O'Connell School","=""0431011""","Black or African American","*","*",10,6.9,7,4.4,10,6.0,7,4.8
"East Hartford School District","=""0430011""","Dr. Thomas S. O'Connell School","=""0431011""","Hispanic/Latino of any race","*","*",12,6.5,"*","*","*","*","*","*"
"East Hartford School District","=""0430011""","Dr. Thomas S. O'Connell School","=""0431011""","Two or More Races","N/A","N/A","N/A","*","N/A","*","N/A","*","N/A","*"
"East Hartford School District","=""0430011""","Dr. Thomas S. O'Connell School","=""0431011""","White","*","*",7,4.7,"*","*","*","*","*","*"
"East Hartford School District","=""0430011""","East Hartford High School","=""0436211""","American Indian or Alaska Native","*","*","*","*","*","*","N/A","*","N/A","*"
"East Hartford School District","=""0430011""","East Hartford High School","=""0436211""","Asian",13,12.4,7,8.5,"*","*","*","*","*","*"
"East Hartford School District","=""0430011""","East Hartford High School","=""0436211""","Black or African American",313,50.9,243,41.9,268,43.2,292,43.7,226,35.5
"East Hartford School District","=""0430011""","East Hartford High School","=""0436211""","Hispanic/Latino of any race",275,39.3,229,32.7,292,39.7,263,36.5,203,29.0
"East Hartford School District","=""0430011""","East Hartford High School","=""0436211""","Two or More Races","*","*","*","*","N/A","*","*","*","*","*"
"East Hartford School District","=""0430011""","East Hartford High School","=""0436211""","White",88,26.0,67,22.4,59,21.1,68,25.4,62,23.8
"East Hartford School District","=""0430011""","East Hartford Middle School","=""0435111""","American Indian or Alaska Native","N/A","*","N/A","*","*","*","*","*","*","*"
"East Hartford School District","=""0430011""","East Hartford Middle School","=""0435111""","Asian","*","*","*","*","*","*","*","*","*","*"
"East Hartford School District","=""0430011""","East Hartford Middle School","=""0435111""","Black or African American",157,39.5,143,35.6,145,33.0,124,30.0,95,25.6
"East Hartford School District","=""0430011""","East Hartford Middle School","=""0435111""","Hispanic/Latino of any race",174,37.3,155,33.3,119,26.7,119,23.1,88,16.4
"East Hartford School District","=""0430011""","East Hartford Middle School","=""0435111""","Native Hawaiian or Other Pacific Islander","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","*","*"
"East Hartford School District","=""0430011""","East Hartford Middle School","=""0435111""","Two or More Races","*","*","*","*","*","*","N/A","*","*","*"
"East Hartford School District","=""0430011""","East Hartford Middle School","=""0435111""","White",43,25.9,19,13.8,31,17.8,23,13.9,20,12.5
"East Hartford School District","=""0430011""","Governor William Pitkin School","=""0432011""","American Indian or Alaska Native","N/A","*","N/A","*","N/A","*","N/A","*","N/A","*"
"East Hartford School District","=""0430011""","Governor William Pitkin School","=""0432011""","Asian","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"East Hartford School District","=""0430011""","Governor William Pitkin School","=""0432011""","Black or African American","*","*","*","*",6,6.1,"*","*","*","*"
"East Hartford School District","=""0430011""","Governor William Pitkin School","=""0432011""","Hispanic/Latino of any race",8,7.3,8,7.8,"*","*","*","*","*","*"
"East Hartford School District","=""0430011""","Governor William Pitkin School","=""0432011""","Native Hawaiian or Other Pacific Islander","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"East Hartford School District","=""0430011""","Governor William Pitkin School","=""0432011""","Two or More Races","*","*","N/A","*","N/A","*","N/A","*","N/A","N/A"
"East Hartford School District","=""0430011""","Governor William Pitkin School","=""0432011""","White",6,7.8,"*","*","*","*","N/A","N/A","*","*"
"East Hartford School District","=""0430011""","Hartford Detention Center","=""3480315""","Hispanic/Latino of any race","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","*"
"East Hartford School District","=""0430011""","Hockanum School","=""0430511""","American Indian or Alaska Native","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","*"
"East Hartford School District","=""0430011""","Hockanum School","=""0430511""","Asian","N/A","N/A","N/A","*","*","*","N/A","*","N/A","*"
"East Hartford School District","=""0430011""","Hockanum School","=""0430511""","Black or African American",8,9.4,"*","*",7,6.8,6,6.5,"*","*"
"East Hartford School District","=""0430011""","Hockanum School","=""0430511""","Hispanic/Latino of any race",11,8.0,10,7.4,"*","*","*","*","*","*"
"East Hartford School District","=""0430011""","Hockanum School","=""0430511""","Two or More Races","*","*","N/A","*","N/A","*","N/A","N/A","N/A","N/A"
"East Hartford School District","=""0430011""","Hockanum School","=""0430511""","White","*","*","*","*","N/A","N/A","*","*","N/A","N/A"
"East Hartford School District","=""0430011""","Joseph O. Goodwin School","=""0430411""","American Indian or Alaska Native","N/A","*","N/A","*","*","*","N/A","N/A","N/A","N/A"
"East Hartford School District","=""0430011""","Joseph O. Goodwin School","=""0430411""","Asian","N/A","*","N/A","*","N/A","*","N/A","*","N/A","N/A"
"East Hartford School District","=""0430011""","Joseph O. Goodwin School","=""0430411""","Black or African American",17,16.2,8,8.4,"*","*","*","*","*","*"
"East Hartford School District","=""0430011""","Joseph O. Goodwin School","=""0430411""","Hispanic/Latino of any race","*","*","*","*","*","*","*","*","*","*"
"East Hartford School District","=""0430011""","Joseph O. Goodwin School","=""0430411""","Two or More Races","*","*","N/A","N/A","N/A","*","N/A","N/A","N/A","N/A"
"East Hartford School District","=""0430011""","Joseph O. Goodwin School","=""0430411""","White",15,14.4,"*","*","*","*","*","*","N/A","N/A"
"East Hartford School District","=""0430011""","Robert J. O'Brien School","=""0431811""","American Indian or Alaska Native","N/A","*","*","*","N/A","*","N/A","*","N/A","*"
"East Hartford School District","=""0430011""","Robert J. O'Brien School","=""0431811""","Asian","*","*","N/A","N/A","N/A","N/A","N/A","*","N/A","*"
"East Hartford School District","=""0430011""","Robert J. O'Brien School","=""0431811""","Black or African American",42,20.3,35,18.6,18,9.6,"*","*","*","*"
"East Hartford School District","=""0430011""","Robert J. O'Brien School","=""0431811""","Hispanic/Latino of any race",22,10.2,33,14.7,18,7.7,17,7.1,10,4.4
"East Hartford School District","=""0430011""","Robert J. O'Brien School","=""0431811""","Native Hawaiian or Other Pacific Islander","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","*"
"East Hartford School District","=""0430011""","Robert J. O'Brien School","=""0431811""","Two or More Races","*","*","*","*","*","*","N/A","*","N/A","*"
"East Hartford School District","=""0430011""","Robert J. O'Brien School","=""0431811""","White",16,22.9,13,21.0,"*","*","*","*","*","*"
"East Hartford School District","=""0430011""","Silver Lane School","=""0431211""","American Indian or Alaska Native","N/A","*","N/A","*","N/A","*","N/A","*","N/A","*"
"East Hartford School District","=""0430011""","Silver Lane School","=""0431211""","Asian","N/A","*","N/A","*","N/A","N/A","N/A","N/A","N/A","N/A"
"East Hartford School District","=""0430011""","Silver Lane School","=""0431211""","Black or African American","*","*","*","*","*","*","*","*","*","*"
"East Hartford School District","=""0430011""","Silver Lane School","=""0431211""","Hispanic/Latino of any race",13,8.2,"*","*","*","*","*","*","*","*"
"East Hartford School District","=""0430011""","Silver Lane School","=""0431211""","Two or More Races","N/A","*","N/A","*","N/A","*","N/A","*","N/A","*"
"East Hartford School District","=""0430011""","Silver Lane School","=""0431211""","White","*","*","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"East Hartford School District","=""0430011""","Stevens Alternate High school","=""0436411""","American Indian or Alaska Native","N/A","N/A","N/A","N/A","N/A","*","N/A","N/A","N/A","N/A"
"East Hartford School District","=""0430011""","Stevens Alternate High school","=""0436411""","Asian","N/A","*","N/A","*","N/A","N/A","N/A","*","*","*"
"East Hartford School District","=""0430011""","Stevens Alternate High school","=""0436411""","Black or African American",32,45.1,30,37.5,33,56.9,17,31.5,9,25.7
"East Hartford School District","=""0430011""","Stevens Alternate High school","=""0436411""","Hispanic/Latino of any race",36,40.4,32,35.2,25,39.1,"*","*",18,31.6
"East Hartford School District","=""0430011""","Stevens Alternate High school","=""0436411""","White",10,33.3,12,31.6,6,30.0,"*","*","*","*"
"East Hartford School District","=""0430011""","Sunset Ridge School Elementary Academy for Arts and World Languages","=""0432411""","American Indian or Alaska Native","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","*"
"East Hartford School District","=""0430011""","Sunset Ridge School Elementary Academy for Arts and World Languages","=""0432411""","Asian","*","*","N/A","*","N/A","*","N/A","*","N/A","*"
"East Hartford School District","=""0430011""","Sunset Ridge School Elementary Academy for Arts and World Languages","=""0432411""","Black or African American",75,41.2,45,31.9,18,18.0,"*","*","*","*"
"East Hartford School District","=""0430011""","Sunset Ridge School Elementary Academy for Arts and World Languages","=""0432411""","Hispanic/Latino of any race",30,21.7,21,19.4,19,17.9,12,17.9,9,10.2
"East Hartford School District","=""0430011""","Sunset Ridge School Elementary Academy for Arts and World Languages","=""0432411""","Two or More Races","*","*","*","*","N/A","*","N/A","N/A","N/A","N/A"
"East Hartford School District","=""0430011""","Sunset Ridge School Elementary Academy for Arts and World Languages","=""0432411""","White",12,21.1,"*","*","*","*","*","*","*","*"
"East Hartford School District","=""0430011""","Willowbrook Early Childhood","=""0438011""","Asian","N/A","*","N/A","*","N/A","*","N/A","*","N/A","*"
"East Hartford School District","=""0430011""","Willowbrook Early Childhood","=""0438011""","Black or African American","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"East Hartford School District","=""0430011""","Willowbrook Early Childhood","=""0438011""","Hispanic/Latino of any race","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"East Hartford School District","=""0430011""","Willowbrook Early Childhood","=""0438011""","Two or More Races","N/A","*","N/A","*","N/A","N/A","N/A","N/A","N/A","*"
"East Hartford School District","=""0430011""","Willowbrook Early Childhood","=""0438011""","White","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"East Hartford School District","=""0430011""","Woodland School","=""0439011""","American Indian or Alaska Native","N/A","*","N/A","*","N/A","*","N/A","N/A","N/A","N/A"
"East Hartford School District","=""0430011""","Woodland School","=""0439011""","Asian","N/A","*","N/A","N/A","N/A","N/A","N/A","*","N/A","*"
"East Hartford School District","=""0430011""","Woodland School","=""0439011""","Black or African American","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"East Hartford School District","=""0430011""","Woodland School","=""0439011""","Hispanic/Latino of any race","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"East Hartford School District","=""0430011""","Woodland School","=""0439011""","Two or More Races","N/A","*","N/A","*","N/A","N/A","N/A","N/A","N/A","N/A"
"East Hartford School District","=""0430011""","Woodland School","=""0439011""","White","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"East Haven School District","=""0440011""","Carbone School/East Haven Academy","=""0441711""","American Indian or Alaska Native","N/A","*","N/A","*","N/A","*","N/A","N/A","N/A","N/A"
"East Haven School District","=""0440011""","Carbone School/East Haven Academy","=""0441711""","Asian","N/A","*","N/A","*","*","*","N/A","*","N/A","*"
"East Haven School District","=""0440011""","Carbone School/East Haven Academy","=""0441711""","Black or African American","N/A","*","N/A","*","N/A","*","N/A","*","N/A","*"
"East Haven School District","=""0440011""","Carbone School/East Haven Academy","=""0441711""","Hispanic/Latino of any race","N/A","N/A","*","*","*","*","*","*","N/A","N/A"
"East Haven School District","=""0440011""","Carbone School/East Haven Academy","=""0441711""","Native Hawaiian or Other Pacific Islander","N/A","*","N/A","*","N/A","N/A","N/A","N/A","N/A","N/A"
"East Haven School District","=""0440011""","Carbone School/East Haven Academy","=""0441711""","Two or More Races","N/A","*","N/A","*","N/A","*","*","*","*","*"
"East Haven School District","=""0440011""","Carbone School/East Haven Academy","=""0441711""","White",13,5.3,"*","*",13,6.0,16,8.0,"*","*"
"East Haven School District","=""0440011""","D. C. Moore School","=""0441411""","American Indian or Alaska Native","N/A","*","N/A","*","N/A","*","N/A","*","N/A","N/A"
"East Haven School District","=""0440011""","D. C. Moore School","=""0441411""","Asian","N/A","*","N/A","*","N/A","*","N/A","*","N/A","*"
"East Haven School District","=""0440011""","D. C. Moore School","=""0441411""","Black or African American","*","*","N/A","*","N/A","*","*","*","N/A","*"
"East Haven School District","=""0440011""","D. C. Moore School","=""0441411""","Hispanic/Latino of any race","*","*","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"East Haven School District","=""0440011""","D. C. Moore School","=""0441411""","Native Hawaiian or Other Pacific Islander","N/A","*","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"East Haven School District","=""0440011""","D. C. Moore School","=""0441411""","Two or More Races","N/A","*","N/A","*","N/A","*","N/A","*","N/A","*"
"East Haven School District","=""0440011""","D. C. Moore School","=""0441411""","White","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"East Haven School District","=""0440011""","Deer Run School","=""0440111""","American Indian or Alaska Native","N/A","*","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"East Haven School District","=""0440011""","Deer Run School","=""0440111""","Asian","N/A","N/A","N/A","N/A","N/A","N/A","N/A","*","N/A","*"
"East Haven School District","=""0440011""","Deer Run School","=""0440111""","Black or African American","N/A","*","*","*","N/A","*","N/A","*","*","*"
"East Haven School District","=""0440011""","Deer Run School","=""0440111""","Hispanic/Latino of any race","*","*","N/A","N/A","*","*","N/A","N/A","N/A","N/A"
"East Haven School District","=""0440011""","Deer Run School","=""0440111""","Native Hawaiian or Other Pacific Islander","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","*"
"East Haven School District","=""0440011""","Deer Run School","=""0440111""","Two or More Races","*","*","*","*","N/A","*","N/A","*","N/A","*"
"East Haven School District","=""0440011""","Deer Run School","=""0440111""","White",6,2.5,"*","*","*","*","N/A","N/A","*","*"
"East Haven School District","=""0440011""","Dominick H. Ferrara School","=""0441311""","American Indian or Alaska Native","N/A","N/A","N/A","*","N/A","*","N/A","*","N/A","N/A"
"East Haven School District","=""0440011""","Dominick H. Ferrara School","=""0441311""","Asian","N/A","*","N/A","*","N/A","*","N/A","*","N/A","*"
"East Haven School District","=""0440011""","Dominick H. Ferrara School","=""0441311""","Black or African American","N/A","*","N/A","*","N/A","*","N/A","*","N/A","*"
"East Haven School District","=""0440011""","Dominick H. Ferrara School","=""0441311""","Hispanic/Latino of any race","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"East Haven School District","=""0440011""","Dominick H. Ferrara School","=""0441311""","Two or More Races","N/A","*","N/A","*","N/A","*","N/A","*","N/A","*"
"East Haven School District","=""0440011""","Dominick H. Ferrara School","=""0441311""","White","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"East Haven School District","=""0440011""","East Haven High School","=""0446111""","American Indian or Alaska Native","N/A","N/A","N/A","N/A","N/A","N/A","N/A","*","N/A","*"
"East Haven School District","=""0440011""","East Haven High School","=""0446111""","Asian","*","*","*","*","*","*","*","*","*","*"
"East Haven School District","=""0440011""","East Haven High School","=""0446111""","Black or African American","*","*",6,28.6,7,26.9,"*","*","*","*"
"East Haven School District","=""0440011""","East Haven High School","=""0446111""","Hispanic/Latino of any race",56,36.4,30,18.3,18,11.9,20,13.2,29,17.9
"East Haven School District","=""0440011""","East Haven High School","=""0446111""","Native Hawaiian or Other Pacific Islander","N/A","N/A","N/A","N/A","N/A","N/A","N/A","*","N/A","*"
"East Haven School District","=""0440011""","East Haven High School","=""0446111""","Two or More Races","*","*","*","*","*","*","N/A","*","N/A","*"
"East Haven School District","=""0440011""","East Haven High School","=""0446111""","White",145,21.7,126,18.3,85,12.4,57,8.4,87,13.2
"East Haven School District","=""0440011""","Grove J. Tuttle School","=""0441011""","American Indian or Alaska Native","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","*"
"East Haven School District","=""0440011""","Grove J. Tuttle School","=""0441011""","Asian","N/A","*","N/A","*","N/A","*","N/A","*","N/A","*"
"East Haven School District","=""0440011""","Grove J. Tuttle School","=""0441011""","Black or African American","N/A","*","N/A","*","N/A","*","N/A","*","N/A","*"
"East Haven School District","=""0440011""","Grove J. Tuttle School","=""0441011""","Hispanic/Latino of any race","*","*","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"East Haven School District","=""0440011""","Grove J. Tuttle School","=""0441011""","Two or More Races","N/A","*","N/A","*","N/A","*","N/A","*","N/A","*"
"East Haven School District","=""0440011""","Grove J. Tuttle School","=""0441011""","White","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"East Haven School District","=""0440011""","Joseph Melillo Middle School","=""0445111""","American Indian or Alaska Native","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","*","*"
"East Haven School District","=""0440011""","Joseph Melillo Middle School","=""0445111""","Asian","*","*","N/A","N/A","*","*","N/A","N/A","*","*"
"East Haven School District","=""0440011""","Joseph Melillo Middle School","=""0445111""","Black or African American",8,38.1,7,"*","*","*","*","*",12,37.5
"East Haven School District","=""0440011""","Joseph Melillo Middle School","=""0445111""","Hispanic/Latino of any race",30,25.0,21,17.6,29,19.9,"*","*",26,18.2
"East Haven School District","=""0440011""","Joseph Melillo Middle School","=""0445111""","Native Hawaiian or Other Pacific Islander","N/A","*","N/A","*","N/A","*","N/A","N/A","N/A","*"
"East Haven School District","=""0440011""","Joseph Melillo Middle School","=""0445111""","Two or More Races","*","*","N/A","*","*","*","N/A","*","*","*"
"East Haven School District","=""0440011""","Joseph Melillo Middle School","=""0445111""","White",86,17.7,57,13.3,62,16.5,54,14.3,52,13.6
"East Haven School District","=""0440011""","Momauguin School","=""0440711""","Asian","N/A","*","N/A","*","N/A","*","N/A","*","N/A","*"
"East Haven School District","=""0440011""","Momauguin School","=""0440711""","Black or African American","N/A","*","N/A","*","N/A","*","N/A","*","N/A","*"
"East Haven School District","=""0440011""","Momauguin School","=""0440711""","Hispanic/Latino of any race","*","*","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"East Haven School District","=""0440011""","Momauguin School","=""0440711""","Two or More Races","N/A","*","N/A","*","N/A","N/A","N/A","*","N/A","*"
"East Haven School District","=""0440011""","Momauguin School","=""0440711""","White","*","*","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"East Haven School District","=""0440011""","Overbrook Elementary School","=""0441811""","American Indian or Alaska Native","N/A","N/A","N/A","N/A","N/A","*","N/A","*","N/A","N/A"
"East Haven School District","=""0440011""","Overbrook Elementary School","=""0441811""","Asian","N/A","*","N/A","*","N/A","*","N/A","*","N/A","*"
"East Haven School District","=""0440011""","Overbrook Elementary School","=""0441811""","Black or African American","N/A","*","N/A","*","N/A","*","N/A","*","N/A","*"
"East Haven School District","=""0440011""","Overbrook Elementary School","=""0441811""","Hispanic/Latino of any race","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"East Haven School District","=""0440011""","Overbrook Elementary School","=""0441811""","Two or More Races","N/A","*","N/A","*","N/A","*","N/A","*","N/A","*"
"East Haven School District","=""0440011""","Overbrook Elementary School","=""0441811""","White","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"East Haven School District","=""0440011""","Pathways","=""0449011""","Black or African American","*","*","*","*","N/A","*","N/A","N/A","N/A","N/A"
"East Haven School District","=""0440011""","Pathways","=""0449011""","Hispanic/Latino of any race","*","*","N/A","*","*","*","N/A","N/A","N/A","N/A"
"East Haven School District","=""0440011""","Pathways","=""0449011""","Two or More Races","N/A","N/A","N/A","*","N/A","N/A","N/A","N/A","N/A","N/A"
"East Haven School District","=""0440011""","Pathways","=""0449011""","White",6,18.2,"*","*","N/A","N/A","N/A","N/A","N/A","N/A"
"East Lyme School District","=""0450011""","Coastal Connections","=""0450611""","Black or African American","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","*"
"East Lyme School District","=""0450011""","Coastal Connections","=""0450611""","Hispanic/Latino of any race","N/A","N/A","N/A","N/A","N/A","N/A","N/A","*","N/A","N/A"
"East Lyme School District","=""0450011""","Coastal Connections","=""0450611""","White","N/A","N/A","N/A","N/A","*","*","*","*",6,24.0
"East Lyme School District","=""0450011""","East Lyme High School","=""0456111""","American Indian or Alaska Native","N/A","*","N/A","*","N/A","*","N/A","*","N/A","*"
"East Lyme School District","=""0450011""","East Lyme High School","=""0456111""","Asian","*","*","*","*","*","*","*","*","*","*"
"East Lyme School District","=""0450011""","East Lyme High School","=""0456111""","Black or African American","*","*","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"East Lyme School District","=""0450011""","East Lyme High School","=""0456111""","Hispanic/Latino of any race","*","*","*","*","*","*","*","*","*","*"
"East Lyme School District","=""0450011""","East Lyme High School","=""0456111""","Native Hawaiian or Other Pacific Islander","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","*"
"East Lyme School District","=""0450011""","East Lyme High School","=""0456111""","Two or More Races","N/A","*","*","*","N/A","*","N/A","*","*","*"
"East Lyme School District","=""0450011""","East Lyme High School","=""0456111""","White",54,5.4,29,3.1,32,3.6,24,2.7,35,4.1
"East Lyme School District","=""0450011""","East Lyme Middle School","=""0455111""","American Indian or Alaska Native","N/A","N/A","*","*","N/A","*","N/A","*","N/A","*"
"East Lyme School District","=""0450011""","East Lyme Middle School","=""0455111""","Asian","*","*","*","*","*","*","*","*","N/A","N/A"
"East Lyme School District","=""0450011""","East Lyme Middle School","=""0455111""","Black or African American","*","*","*","*","N/A","N/A","N/A","N/A","N/A","*"
"East Lyme School District","=""0450011""","East Lyme Middle School","=""0455111""","Hispanic/Latino of any race","*","*","*","*","*","*",6,11.5,"*","*"
"East Lyme School District","=""0450011""","East Lyme Middle School","=""0455111""","Native Hawaiian or Other Pacific Islander","N/A","*","N/A","*","N/A","*","N/A","*","N/A","*"
"East Lyme School District","=""0450011""","East Lyme Middle School","=""0455111""","Two or More Races","*","*","N/A","*","N/A","*","*","*","*","*"
"East Lyme School District","=""0450011""","East Lyme Middle School","=""0455111""","White",42,6.0,46,6.5,35,4.9,47,6.9,31,4.7
"East Lyme School District","=""0450011""","Flanders School","=""0450111""","American Indian or Alaska Native","N/A","*","N/A","*","N/A","N/A","N/A","N/A","N/A","N/A"
"East Lyme School District","=""0450011""","Flanders School","=""0450111""","Asian","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
