"",,,,,"2011-12",,"2012-13",,"2013-14",,"2014-15",,"2015-16",
"Capitol Region Education Council","=""2410014""","Two Rivers Magnet Middle School","=""2415014""","Male",69,19.5,82,24.1,44,12.1,45,11.3,58,14.4
"Capitol Region Education Council","=""2410014""","University of Hartford Magnet School","=""2410214""","Female","N/A","N/A","N/A","N/A","*","*","N/A","N/A","N/A","N/A"
"Capitol Region Education Council","=""2410014""","University of Hartford Magnet School","=""2410214""","Male","*","*","*","*","*","*","*","*","*","*"
"Chaplin School District","=""0240011""","Chaplin Elementary School","=""0240211""","Female","N/A","N/A","N/A","N/A","*","*","N/A","N/A","N/A","N/A"
"Chaplin School District","=""0240011""","Chaplin Elementary School","=""0240211""","Male","*","*","*","*","N/A","N/A","N/A","N/A","*","*"
"Cheshire School District","=""0250011""","Chapman School","=""0250111""","Female","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Cheshire School District","=""0250011""","Chapman School","=""0250111""","Male","*","*","*","*","N/A","N/A","*","*","*","*"
"Cheshire School District","=""0250011""","Cheshire High School","=""0256111""","Female",28,3.6,23,3.1,26,3.5,14,2.0,12,1.7
"Cheshire School District","=""0250011""","Cheshire High School","=""0256111""","Male",62,8.0,62,8.1,60,7.4,82,10.1,81,10.2
"Cheshire School District","=""0250011""","Cheshire Quinnipiac University Transition Collaborative","=""0250311""","Female","N/A","N/A","N/A","N/A","N/A","N/A","N/A","*","N/A","*"
"Cheshire School District","=""0250011""","Cheshire Quinnipiac University Transition Collaborative","=""0250311""","Male","N/A","N/A","N/A","N/A","N/A","N/A","N/A","*","N/A","*"
"Cheshire School District","=""0250011""","Darcey School","=""0250211""","Female","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Cheshire School District","=""0250011""","Darcey School","=""0250211""","Male","N/A","N/A","N/A","N/A","*","*","N/A","N/A","N/A","N/A"
"Cheshire School District","=""0250011""","Dodd Middle School","=""0255111""","Female","*","*","*","*",6,1.7,"*","*","*","*"
"Cheshire School District","=""0250011""","Dodd Middle School","=""0255111""","Male","*","*","*","*",20,5.2,"*","*","*","*"
"Cheshire School District","=""0250011""","Doolittle School","=""0250611""","Female","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Cheshire School District","=""0250011""","Doolittle School","=""0250611""","Male","*","*","*","*","*","*","*","*",6,2.6
"Cheshire School District","=""0250011""","Highland School","=""0250411""","Female","*","*","*","*","N/A","N/A","*","*","N/A","N/A"
"Cheshire School District","=""0250011""","Highland School","=""0250411""","Male","*","*","*","*","*","*","*","*","*","*"
"Cheshire School District","=""0250011""","Humiston Alternative School","=""0250911""","Female","N/A","N/A","N/A","N/A","N/A","N/A","N/A","*","*","*"
"Cheshire School District","=""0250011""","Humiston Alternative School","=""0250911""","Male","N/A","N/A","N/A","N/A","N/A","N/A","N/A","*","*","*"
"Cheshire School District","=""0250011""","Humiston School","=""0259011""","Female","*","*","*","*","N/A","*","N/A","N/A","N/A","N/A"
"Cheshire School District","=""0250011""","Humiston School","=""0259011""","Male","*","*","*","*","*","*","N/A","N/A","N/A","N/A"
"Cheshire School District","=""0250011""","Norton School","=""0250511""","Female","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Cheshire School District","=""0250011""","Norton School","=""0250511""","Male","*","*","*","*","*","*","*","*","*","*"
"Chester School District","=""0260011""","Chester Elementary School","=""0260111""","Female","N/A","N/A","N/A","N/A","N/A","N/A","*","*","N/A","N/A"
"Chester School District","=""0260011""","Chester Elementary School","=""0260111""","Male","*","*","*","*","*","*","N/A","N/A","N/A","N/A"
"Clinton School District","=""0270011""","Abraham Pierson School","=""0270111""","Female","N/A","N/A","*","*","*","*","N/A","N/A","N/A","N/A"
"Clinton School District","=""0270011""","Abraham Pierson School","=""0270111""","Male","*","*","*","*","*","*","*","*","*","*"
"Clinton School District","=""0270011""","Jared Eliot School","=""0275111""","Female","*","*","*","*","*","*","*","*","*","*"
"Clinton School District","=""0270011""","Jared Eliot School","=""0275111""","Male","*","*","*","*","*","*","*","*","*","*"
"Clinton School District","=""0270011""","Lewin G. Joel Jr. School","=""0270311""","Female","*","*","*","*","*","*","N/A","N/A","*","*"
"Clinton School District","=""0270011""","Lewin G. Joel Jr. School","=""0270311""","Male","*","*","*","*","*","*","*","*","*","*"
"Clinton School District","=""0270011""","The Morgan School","=""0276111""","Female",25,9.3,22,7.9,23,8.2,20,7.2,13,4.7
"Clinton School District","=""0270011""","The Morgan School","=""0276111""","Male",67,22.9,70,23.3,51,18.5,44,16.5,27,10.3
"Colchester School District","=""0280011""","Bacon Academy","=""0286111""","Female",33,6.3,25,5.1,22,4.5,23,5.1,22,5.1
"Colchester School District","=""0280011""","Bacon Academy","=""0286111""","Male",53,11.6,50,11.3,47,11.3,53,13.0,45,11.0
"Colchester School District","=""0280011""","Bacon Academy Alternative Education","=""0280511""","Female","N/A","N/A","N/A","N/A","N/A","N/A","N/A","*","N/A","*"
"Colchester School District","=""0280011""","Bacon Academy Alternative Education","=""0280511""","Male","N/A","N/A","N/A","N/A","*","*","*","*","N/A","*"
"Colchester School District","=""0280011""","Colchester Elementary School","=""0280411""","Female","*","*","N/A","N/A","N/A","N/A","N/A","N/A","*","*"
"Colchester School District","=""0280011""","Colchester Elementary School","=""0280411""","Male","*","*","*","*","*","*","N/A","N/A","N/A","N/A"
"Colchester School District","=""0280011""","Jack Jackter Intermediate School","=""0280211""","Female","*","*","*","*","N/A","N/A","N/A","N/A","*","*"
"Colchester School District","=""0280011""","Jack Jackter Intermediate School","=""0280211""","Male","*","*","*","*",8,2.4,8,2.6,"*","*"
"Colchester School District","=""0280011""","William J. Johnston Middle School","=""0285111""","Female","*","*",8,2.3,9,2.7,6,1.9,"N/A","N/A"
"Colchester School District","=""0280011""","William J. Johnston Middle School","=""0285111""","Male","*","*",25,7.1,25,7.4,24,7.6,22,7.2
"Colebrook School District","=""0290011""","Colebrook Consolidated School","=""0290111""","Female","N/A","N/A","N/A","N/A","N/A","N/A","*","*","*","*"
"Colebrook School District","=""0290011""","Colebrook Consolidated School","=""0290111""","Male","N/A","N/A","*","*","*","*","*","*","N/A","N/A"
"Columbia School District","=""0300011""","Horace W. Porter School","=""0300111""","Female","*","*","*","*","*","*","*","*","*","*"
"Columbia School District","=""0300011""","Horace W. Porter School","=""0300111""","Male","*","*","*","*","*","*","*","*","*","*"
"Common Ground High School District","=""2680013""","Common Ground High School","=""2686113""","Female",6,9.0,"*","*","*","*","*","*","*","*"
"Common Ground High School District","=""2680013""","Common Ground High School","=""2686113""","Male",13,14.1,"*","*","*","*","*","*","*","*"
"Connecticut Technical High School System","=""9000016""","A. I. Prince Technical High School","=""9001516""","Female",78,18.8,50,12.3,105,24.5,70,16.9,81,20.8
"Connecticut Technical High School System","=""9000016""","A. I. Prince Technical High School","=""9001516""","Male",97,29.5,54,15.2,98,26.2,61,16.7,77,21.4
"Connecticut Technical High School System","=""9000016""","Bullard-Havens Technical High School","=""9001116""","Female",109,24.4,68,16.0,39,9.3,28,6.6,41,9.4
"Connecticut Technical High School System","=""9000016""","Bullard-Havens Technical High School","=""9001116""","Male",152,36.4,96,24.7,38,10.3,24,6.6,42,12.7
"Connecticut Technical High School System","=""9000016""","E. C. Goodwin Technical High School","=""9001916""","Female",67,28.8,50,19.6,29,10.9,54,21.0,50,19.8
"Connecticut Technical High School System","=""9000016""","E. C. Goodwin Technical High School","=""9001916""","Male",111,29.8,80,21.4,62,17.2,84,23.5,79,21.8
"Connecticut Technical High School System","=""9000016""","Eli Whitney Technical High School","=""9001416""","Female",88,36.4,69,31.1,76,31.8,49,20.1,48,19.7
"Connecticut Technical High School System","=""9000016""","Eli Whitney Technical High School","=""9001416""","Male",106,38.7,83,31.2,97,32.8,81,26.2,63,21.7
"Connecticut Technical High School System","=""9000016""","Ella T. Grasso Southeastern Technical High School","=""9002716""","Female",32,14.2,38,17.0,24,11.5,29,14.4,30,15.2
"Connecticut Technical High School System","=""9000016""","Ella T. Grasso Southeastern Technical High School","=""9002716""","Male",109,31.6,94,28.0,76,23.0,55,18.4,45,15.5
"Connecticut Technical High School System","=""9000016""","Emmett O'Brien Technical High School","=""9002516""","Female",57,39.3,20,12.2,31,15.6,35,16.8,21,9.2
"Connecticut Technical High School System","=""9000016""","Emmett O'Brien Technical High School","=""9002516""","Male",131,33.7,95,24.9,87,24.1,80,22.5,59,17.7
"Connecticut Technical High School System","=""9000016""","H. C. Wilcox Technical High School","=""9001716""","Female",35,11.7,63,19.4,27,7.9,45,13.3,21,6.6
"Connecticut Technical High School System","=""9000016""","H. C. Wilcox Technical High School","=""9001716""","Male",104,22.2,103,23.5,46,10.4,52,12.2,46,10.7
"Connecticut Technical High School System","=""9000016""","H. H. Ellis Technical High School","=""9001316""","Female",8,7.2,16,14.3,12,8.6,20,11.4,15,8.2
"Connecticut Technical High School System","=""9000016""","H. H. Ellis Technical High School","=""9001316""","Male",72,17.1,68,16.6,44,10.3,46,10.5,33,7.9
"Connecticut Technical High School System","=""9000016""","Henry Abbott Technical High School","=""9001216""","Female",50,23.0,32,15.0,53,23.0,23,10.5,27,11.2
"Connecticut Technical High School System","=""9000016""","Henry Abbott Technical High School","=""9001216""","Male",137,32.2,105,25.0,115,28.4,94,22.4,75,18.6
"Connecticut Technical High School System","=""9000016""","Howell Cheney Technical High School","=""9001616""","Female",68,41.7,59,39.3,23,13.7,31,22.1,25,21.4
"Connecticut Technical High School System","=""9000016""","Howell Cheney Technical High School","=""9001616""","Male",185,36.9,156,29.2,78,15.7,97,19.3,94,18.0
"Connecticut Technical High School System","=""9000016""","J. M. Wright Technical High School","=""9002116""","Female","N/A","N/A","N/A","N/A","N/A","N/A",6,11.3,18,16.8
"Connecticut Technical High School System","=""9000016""","J. M. Wright Technical High School","=""9002116""","Male","N/A","N/A","N/A","N/A","N/A","N/A",28,33.7,36,27.1
"Connecticut Technical High School System","=""9000016""","Norwich Technical High School","=""9002016""","Female",25,10.5,42,17.0,24,9.8,25,10.1,26,10.1
"Connecticut Technical High School System","=""9000016""","Norwich Technical High School","=""9002016""","Male",101,24.5,82,19.2,62,14.6,49,11.6,50,12.7
"Connecticut Technical High School System","=""9000016""","Oliver Wolcott Technical High School","=""9002216""","Female",42,18.3,28,12.0,20,8.7,26,10.1,16,6.1
"Connecticut Technical High School System","=""9000016""","Oliver Wolcott Technical High School","=""9002216""","Male",124,28.5,75,17.9,63,15.4,72,18.1,59,15.5
"Connecticut Technical High School System","=""9000016""","Platt Technical High School","=""9002616""","Female",59,19.0,23,7.9,31,10.3,49,15.4,46,15.2
"Connecticut Technical High School System","=""9000016""","Platt Technical High School","=""9002616""","Male",168,29.3,83,15.2,56,10.7,62,12.5,69,14.2
"Connecticut Technical High School System","=""9000016""","Vinal Technical High School","=""9001816""","Female",49,29.3,48,25.3,30,16.9,28,17.6,27,16.1
"Connecticut Technical High School System","=""9000016""","Vinal Technical High School","=""9001816""","Male",148,33.8,135,29.9,108,23.2,88,19.3,50,12.1
"Connecticut Technical High School System","=""9000016""","W. F. Kaynor Technical High School","=""9002316""","Female",27,8.2,20,5.9,14,4.1,39,11.5,37,11.0
"Connecticut Technical High School System","=""9000016""","W. F. Kaynor Technical High School","=""9002316""","Male",59,14.1,39,9.5,41,10.4,45,11.6,50,11.9
"Connecticut Technical High School System","=""9000016""","Windham Technical High School","=""9002416""","Female",33,16.5,25,13.1,22,11.7,16,9.0,11,6.5
"Connecticut Technical High School System","=""9000016""","Windham Technical High School","=""9002416""","Male",93,25.5,80,21.9,86,23.6,68,19.4,75,23.1
"Cooperative Educational Services","=""2430014""","Developmental Learning Center (DLC)","=""2439214""","Female","N/A","N/A","N/A","N/A","*","*","N/A","N/A","*","*"
"Cooperative Educational Services","=""2430014""","Developmental Learning Center (DLC)","=""2439214""","Male","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","*","*"
"Cooperative Educational Services","=""2430014""","Preschool-Primary Learning Center (PLC)","=""2439114""","Female","N/A","*","N/A","*","N/A","*","N/A","*","N/A","*"
"Cooperative Educational Services","=""2430014""","Preschool-Primary Learning Center (PLC)","=""2439114""","Male","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Cooperative Educational Services","=""2430014""","RISE Transitional Program","=""2439314""","Female","N/A","*","N/A","*","N/A","*","N/A","*","N/A","*"
"Cooperative Educational Services","=""2430014""","RISE Transitional Program","=""2439314""","Male","N/A","*","N/A","*","N/A","*","N/A","*","N/A","*"
"Cooperative Educational Services","=""2430014""","School Readiness","=""2438014""","Female","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Cooperative Educational Services","=""2430014""","School Readiness","=""2438014""","Male","N/A","*","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Cooperative Educational Services","=""2430014""","Six-Six Magnet School","=""2430114""","Female",7,3.1,"*","*","*","*","*","*","*","*"
"Cooperative Educational Services","=""2430014""","Six-Six Magnet School","=""2430114""","Male",10,4.3,"*","*","*","*","*","*","*","*"
"Cooperative Educational Services","=""2430014""","Therapeutic Day Program","=""2439414""","Female",10,31.3,10,38.5,"*","*",8,26.7,10,32.3
"Cooperative Educational Services","=""2430014""","Therapeutic Day Program","=""2439414""","Male",34,23.6,26,17.4,"*","*",37,24.3,35,25.0
"Cornwall School District","=""0310011""","Cornwall Consolidated School","=""0310111""","Female","N/A","N/A","N/A","N/A","N/A","N/A","*","*","*","*"
"Cornwall School District","=""0310011""","Cornwall Consolidated School","=""0310111""","Male","N/A","N/A","N/A","N/A","N/A","N/A","*","*","*","*"
"Coventry School District","=""0320011""","Capt. Nathan Hale School","=""0325111""","Female",6,2.8,"N/A","N/A","*","*","*","*","*","*"
"Coventry School District","=""0320011""","Capt. Nathan Hale School","=""0325111""","Male",22,9.5,18,8.8,"*","*","*","*","*","*"
"Coventry School District","=""0320011""","Coventry Academy","=""0320111""","Female","N/A","N/A","N/A","N/A","N/A","N/A","*","*","*","*"
"Coventry School District","=""0320011""","Coventry Academy","=""0320111""","Male","N/A","N/A","N/A","N/A","N/A","N/A","*","*","*","*"
"Coventry School District","=""0320011""","Coventry Early Intervention Services","=""0328011""","Female","N/A","*","N/A","*","N/A","*","N/A","*","N/A","N/A"
"Coventry School District","=""0320011""","Coventry Early Intervention Services","=""0328011""","Male","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Coventry School District","=""0320011""","Coventry Grammar School","=""0320211""","Female","N/A","N/A","N/A","N/A","N/A","N/A","*","*","N/A","N/A"
"Coventry School District","=""0320011""","Coventry Grammar School","=""0320211""","Male","N/A","N/A","*","*","N/A","N/A","*","*","N/A","N/A"
"Coventry School District","=""0320011""","Coventry High School","=""0326111""","Female",19,7.0,19,7.3,10,3.7,"*","*",9,3.8
"Coventry School District","=""0320011""","Coventry High School","=""0326111""","Male",43,16.5,26,10.4,15,6.0,"*","*",14,6.1
"Coventry School District","=""0320011""","George Hersey Robertson School","=""0320411""","Female","*","*","*","*","*","*","*","*","*","*"
"Coventry School District","=""0320011""","George Hersey Robertson School","=""0320411""","Male","*","*","*","*","*","*","*","*","*","*"
"Coventry School District","=""0320011""","Hale Early Education Center","=""0320311""","Female","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Coventry School District","=""0320011""","Hale Early Education Center","=""0320311""","Male","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Cromwell School District","=""0330011""","Cromwell High School","=""0336111""","Female",45,16.4,33,12.3,21,7.7,19,7.0,17,6.0
"Cromwell School District","=""0330011""","Cromwell High School","=""0336111""","Male",65,23.9,50,18.9,45,16.0,36,12.3,43,14.6
"Cromwell School District","=""0330011""","Cromwell Middle School","=""0335111""","Female",18,7.5,10,4.1,20,8.7,9,4.2,9,4.2
"Cromwell School District","=""0330011""","Cromwell Middle School","=""0335111""","Male",52,19.5,45,16.9,44,18.6,37,15.5,34,14.7
"Cromwell School District","=""0330011""","Edna C. Stevens School","=""0330211""","Female","N/A","N/A","N/A","N/A","N/A","N/A","*","*","*","*"
"Cromwell School District","=""0330011""","Edna C. Stevens School","=""0330211""","Male","*","*","*","*","*","*","*","*","*","*"
"Cromwell School District","=""0330011""","Woodside Intermediate School","=""0330311""","Female","N/A","N/A","*","*","N/A","N/A","*","*","*","*"
"Cromwell School District","=""0330011""","Woodside Intermediate School","=""0330311""","Male","*","*","*","*","*","*","*","*","*","*"
"Danbury School District","=""0340011""","Alternative Center For Excellence","=""0346211""","Female",8,22.9,11,28.2,13,31.7,6,15.0,10,22.7
"Danbury School District","=""0340011""","Alternative Center For Excellence","=""0346211""","Male",22,45.8,18,37.5,25,47.2,26,44.8,24,41.4
"Danbury School District","=""0340011""","Broadview Middle School","=""0345111""","Female",18,3.4,15,2.9,14,2.5,25,4.4,14,2.7
"Danbury School District","=""0340011""","Broadview Middle School","=""0345111""","Male",52,8.8,49,8.4,39,7.1,39,7.4,42,8.1
"Danbury School District","=""0340011""","DPS Early Childhood Center","=""0340111""","Female","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Danbury School District","=""0340011""","DPS Early Childhood Center","=""0340111""","Male","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Danbury School District","=""0340011""","Danbury High School","=""0346111""","Female",243,17.0,300,21.4,215,15.5,266,18.8,186,13.2
"Danbury School District","=""0340011""","Danbury High School","=""0346111""","Male",439,29.6,464,31.3,385,25.6,509,33.3,369,23.6
"Danbury School District","=""0340011""","Ellsworth Avenue School","=""0341411""","Female","*","*","N/A","N/A","*","*","N/A","N/A","N/A","N/A"
"Danbury School District","=""0340011""","Ellsworth Avenue School","=""0341411""","Male","*","*","N/A","N/A","*","*","*","*","N/A","N/A"
"Danbury School District","=""0340011""","Great Plain School","=""0341111""","Female","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Danbury School District","=""0340011""","Great Plain School","=""0341111""","Male","*","*","*","*","*","*","*","*","*","*"
"Danbury School District","=""0340011""","Hayestown Avenue School","=""0340211""","Female","*","*","N/A","N/A","N/A","N/A","*","*","N/A","N/A"
"Danbury School District","=""0340011""","Hayestown Avenue School","=""0340211""","Male","*","*","N/A","N/A","*","*","*","*","N/A","N/A"
"Danbury School District","=""0340011""","King Street Intermediate School","=""0341711""","Female","*","*","N/A","N/A","*","*",7,3.8,"*","*"
"Danbury School District","=""0340011""","King Street Intermediate School","=""0341711""","Male","*","*","N/A","N/A","*","*",8,4.3,"*","*"
"Danbury School District","=""0340011""","King Street Primary School","=""0341311""","Female","*","*","N/A","N/A","N/A","N/A","*","*","N/A","N/A"
"Danbury School District","=""0340011""","King Street Primary School","=""0341311""","Male","*","*","*","*","*","*","*","*","N/A","N/A"
"Danbury School District","=""0340011""","Mill Ridge Educational Center","=""0341811""","Female","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Danbury School District","=""0340011""","Mill Ridge Educational Center","=""0341811""","Male","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Danbury School District","=""0340011""","Mill Ridge Primary School","=""0340511""","Female","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Danbury School District","=""0340011""","Mill Ridge Primary School","=""0340511""","Male","*","*","N/A","N/A","*","*","N/A","N/A","N/A","N/A"
"Danbury School District","=""0340011""","Morris Street School","=""0340611""","Female","*","*","*","*","N/A","N/A","N/A","N/A","N/A","N/A"
"Danbury School District","=""0340011""","Morris Street School","=""0340611""","Male","*","*","*","*","*","*","N/A","N/A","N/A","N/A"
"Danbury School District","=""0340011""","Park Avenue School","=""0340811""","Female","N/A","N/A","*","*","*","*","N/A","N/A","*","*"
"Danbury School District","=""0340011""","Park Avenue School","=""0340811""","Male",9,4.0,"*","*","*","*","*","*","*","*"
"Danbury School District","=""0340011""","Pembroke School","=""0341511""","Female","N/A","N/A","N/A","N/A","*","*","N/A","N/A","N/A","N/A"
"Danbury School District","=""0340011""","Pembroke School","=""0341511""","Male",7,3.8,"N/A","N/A","N/A","N/A","*","*","N/A","N/A"
"Danbury School District","=""0340011""","Rogers Park Middle School","=""0345211""","Female",71,12.8,78,13.2,46,7.4,44,9.1,37,7.4
"Danbury School District","=""0340011""","Rogers Park Middle School","=""0345211""","Male",141,24.3,158,26.1,152,24.8,92,19.6,74,15.4
"Danbury School District","=""0340011""","Shelter Rock School","=""0341211""","Female","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Danbury School District","=""0340011""","Shelter Rock School","=""0341211""","Male",6,2.8,"*","*","N/A","N/A","N/A","N/A","*","*"
"Danbury School District","=""0340011""","South Street School","=""0341011""","Female","N/A","N/A","N/A","N/A","N/A","N/A","*","*","*","*"
"Danbury School District","=""0340011""","South Street School","=""0341011""","Male","N/A","N/A","*","*","N/A","N/A","*","*","*","*"
"Danbury School District","=""0340011""","Stadley Rough School","=""0341611""","Female","N/A","N/A","N/A","N/A","*","*","*","*","N/A","N/A"
"Danbury School District","=""0340011""","Stadley Rough School","=""0341611""","Male","*","*","N/A","N/A","*","*","*","*","*","*"
"Danbury School District","=""0340011""","Western CT Academy of International Studies Elementary Magnet School","=""0341911""","Female","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Danbury School District","=""0340011""","Western CT Academy of International Studies Elementary Magnet School","=""0341911""","Male","*","*","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Danbury School District","=""0340011""","Westside Middle School Academy","=""0340311""","Female","N/A","N/A","N/A","N/A","N/A","N/A",9,5.1,7,3.0
"Danbury School District","=""0340011""","Westside Middle School Academy","=""0340311""","Male","N/A","N/A","N/A","N/A","N/A","N/A",38,17.2,40,15.3
"Darien School District","=""0350011""","Darien High School","=""0356111""","Female",6,0.9,"*","*","*","*",9,1.3,"*","*"
"Darien School District","=""0350011""","Darien High School","=""0356111""","Male",32,5.1,"*","*","*","*",32,4.6,"*","*"
"Darien School District","=""0350011""","Hindley Elementary School","=""0350211""","Female","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Darien School District","=""0350011""","Hindley Elementary School","=""0350211""","Male","*","*","*","*","N/A","N/A","N/A","N/A","N/A","N/A"
"Darien School District","=""0350011""","Holmes Elementary School","=""0350711""","Female","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Darien School District","=""0350011""","Holmes Elementary School","=""0350711""","Male","N/A","N/A","*","*","*","*","*","*","N/A","N/A"
"Darien School District","=""0350011""","Middlesex Middle School","=""0355111""","Female","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Darien School District","=""0350011""","Middlesex Middle School","=""0355111""","Male",7,1.1,"*","*","*","*","*","*","*","*"
"Darien School District","=""0350011""","Ox Ridge Elementary School","=""0351311""","Female","*","*","*","*","N/A","N/A","N/A","N/A","*","*"
"Darien School District","=""0350011""","Ox Ridge Elementary School","=""0351311""","Male","N/A","N/A","*","*","N/A","N/A","*","*","*","*"
"Darien School District","=""0350011""","Royle Elementary School","=""0350511""","Female","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Darien School District","=""0350011""","Royle Elementary School","=""0350511""","Male","*","*","N/A","N/A","*","*","N/A","N/A","N/A","N/A"
"Darien School District","=""0350011""","Tokeneke Elementary School","=""0350611""","Female","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Darien School District","=""0350011""","Tokeneke Elementary School","=""0350611""","Male","*","*","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Deep River School District","=""0360011""","Deep River Elementary School","=""0360111""","Female","*","*","N/A","N/A","*","*","N/A","N/A","*","*"
"Deep River School District","=""0360011""","Deep River Elementary School","=""0360111""","Male","*","*","*","*","*","*","*","*","*","*"
"Department of Mental Health and Addiction Services","=""3370015""","Connecticut Mental Health Center","=""3370415""","Male","N/A","N/A","N/A","N/A","N/A","N/A","N/A","*","N/A","N/A"
"Department of Mental Health and Addiction Services","=""3370015""","Connecticut Valley Hospital","=""3370215""","Female","N/A","*","N/A","*","N/A","*","N/A","*","N/A","*"
"Department of Mental Health and Addiction Services","=""3370015""","Connecticut Valley Hospital","=""3370215""","Male","N/A","*","N/A","*","N/A","*","N/A","*","N/A","*"
"Department of Mental Health and Addiction Services","=""3370015""","Greater Bridgeport Community Mental Health Center","=""3370515""","Male","N/A","*","N/A","*","N/A","*","N/A","N/A","N/A","N/A"
"Derby School District","=""0370011""","Bradley School","=""0370611""","Female","*","*","N/A","N/A","*","*","*","*","*","*"
"Derby School District","=""0370011""","Bradley School","=""0370611""","Male","*","*","*","*","*","*","*","*","*","*"
"Derby School District","=""0370011""","Derby Alternative Education Center","=""0370511""","Female","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","*"
"Derby School District","=""0370011""","Derby Alternative Education Center","=""0370511""","Male","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","*"
"Derby School District","=""0370011""","Derby High School","=""0376111""","Female",22,12.9,27,15.2,31,15.5,27,14.5,17,11.2
"Derby School District","=""0370011""","Derby High School","=""0376111""","Male",40,20.4,55,29.3,44,22.6,52,24.2,37,18.1
"Derby School District","=""0370011""","Derby Middle School","=""0375011""","Female",7,4.4,22,11.9,22,12.2,27,15.9,16,10.5
"Derby School District","=""0370011""","Derby Middle School","=""0375011""","Male",21,11.7,37,19.9,53,30.3,46,26.7,51,30.0
"Derby School District","=""0370011""","Irving School","=""0370411""","Female","*","*",6,3.0,7,3.8,"*","*","N/A","N/A"
"Derby School District","=""0370011""","Irving School","=""0370411""","Male","*","*",12,5.3,20,10.1,"*","*",19,11.4
"Derby School District","=""0370011""","Little Raiders University","=""0370111""","Female","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","*"
"Derby School District","=""0370011""","Little Raiders University","=""0370111""","Male","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"East Granby School District","=""0400011""","Allgrove School","=""0400111""","Female","*","*","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"East Granby School District","=""0400011""","Allgrove School","=""0400111""","Male","*","*","*","*","*","*","N/A","N/A","N/A","N/A"
"East Granby School District","=""0400011""","East Granby High School","=""0406111""","Female","*","*","*","*",6,5.0,"*","*",10,7.8
"East Granby School District","=""0400011""","East Granby High School","=""0406111""","Male","*","*","*","*",16,11.3,"*","*",32,23.2
"East Granby School District","=""0400011""","East Granby Middle School","=""0405111""","Female","N/A","N/A","N/A","N/A","N/A","N/A","*","*","*","*"
"East Granby School District","=""0400011""","East Granby Middle School","=""0405111""","Male","*","*","*","*",7,7.1,"*","*","*","*"
"East Granby School District","=""0400011""","R. Dudley Seymour School","=""0400211""","Female","N/A","N/A","N/A","N/A","N/A","N/A","*","*","*","*"
"East Granby School District","=""0400011""","R. Dudley Seymour School","=""0400211""","Male","N/A","N/A","*","*","*","*","N/A","N/A","*","*"
"East Haddam School District","=""0410011""","East Haddam Elementary School","=""0410111""","Female","N/A","N/A","N/A","N/A","N/A","N/A","*","*","N/A","N/A"
"East Haddam School District","=""0410011""","East Haddam Elementary School","=""0410111""","Male","*","*","N/A","N/A","N/A","N/A","*","*","N/A","N/A"
"East Haddam School District","=""0410011""","Nathan Hale-Ray High School","=""0416111""","Female",15,7.1,"N/A","N/A","N/A","N/A","*","*","*","*"
