"",,,,,"2011-12",,"2012-13",,"2013-14",,"2014-15",,"2015-16",
"Fairfield School District","=""0510011""","Riverfield School","=""0511211""","Students with Disabilities","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Fairfield School District","=""0510011""","Roger Ludlowe Middle School","=""0515311""","Students with Disabilities",11,10.0,9,8.1,8,7.5,"*","*",6,6.9
"Fairfield School District","=""0510011""","Sherman School","=""0511311""","Students with Disabilities","N/A","N/A","N/A","N/A","*","*","N/A","N/A","N/A","N/A"
"Fairfield School District","=""0510011""","Stratfield School","=""0511411""","Students with Disabilities","N/A","N/A","N/A","N/A","N/A","N/A","*","*","N/A","N/A"
"Fairfield School District","=""0510011""","Tomlinson Middle School","=""0515111""","Students with Disabilities",8,10.0,"*","*",6,6.7,8,8.7,11,12.9
"Fairfield School District","=""0510011""","Walter Fitzgerald Campus","=""0510311""","Students with Disabilities","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A",7,30.4
"Farmington School District","=""0520011""","East Farms School","=""0520411""","Students with Disabilities","N/A","N/A","*","*","*","*","*","*","*","*"
"Farmington School District","=""0520011""","Farmington Alternative High School","=""0520611""","Students with Disabilities","N/A","N/A","N/A","N/A","N/A","N/A","*","*","*","*"
"Farmington School District","=""0520011""","Farmington Collaborative PK","=""0528011""","Students with Disabilities","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Farmington School District","=""0520011""","Farmington High School","=""0526111""","Students with Disabilities",9,7.8,16,11.3,10,6.6,9,5.7,15,9.6
"Farmington School District","=""0520011""","Irving A. Robbins Middle School","=""0525111""","Students with Disabilities","*","*","*","*",10,16.4,"*","*","*","*"
"Farmington School District","=""0520011""","Noah Wallace School","=""0520211""","Students with Disabilities","N/A","N/A","N/A","N/A","N/A","N/A","*","*","*","*"
"Farmington School District","=""0520011""","Union School","=""0520111""","Students with Disabilities","*","*","*","*","N/A","N/A","*","*","N/A","N/A"
"Farmington School District","=""0520011""","West District School","=""0520311""","Students with Disabilities","N/A","N/A","*","*","*","*","N/A","N/A","N/A","N/A"
"Farmington School District","=""0520011""","West Woods Upper Elementary School","=""0520511""","Students with Disabilities","*","*","*","*","*","*","*","*","*","*"
"Franklin School District","=""0530011""","Franklin Elementary School","=""0530111""","Students with Disabilities","N/A","N/A","*","*","N/A","N/A","*","*",6,27.3
"Glastonbury School District","=""0540011""","Alternate Program","=""0541311""","Students with Disabilities","N/A","N/A","N/A","N/A","N/A","N/A","N/A","*","N/A","N/A"
"Glastonbury School District","=""0540011""","Buttonball Lane School","=""0540211""","Students with Disabilities","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Glastonbury School District","=""0540011""","Eastbury School","=""0540311""","Students with Disabilities","N/A","N/A","N/A","N/A","*","*","N/A","N/A","N/A","N/A"
"Glastonbury School District","=""0540011""","Gideon Welles School","=""0540811""","Students with Disabilities",6,10.9,"*","*","N/A","N/A","*","*","*","*"
"Glastonbury School District","=""0540011""","Glastonbury High School","=""0546111""","Students with Disabilities",22,10.4,23,9.8,31,16.1,29,15.1,20,10.7
"Glastonbury School District","=""0540011""","Hebron Avenue School","=""0540411""","Students with Disabilities","*","*","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Glastonbury School District","=""0540011""","Hopewell School","=""0540611""","Students with Disabilities","*","*","*","*","*","*","*","*","*","*"
"Glastonbury School District","=""0540011""","LINKS Academy","=""0540111""","Students with Disabilities","N/A","N/A","N/A","N/A",7,17.9,"N/A","N/A","N/A","N/A"
"Glastonbury School District","=""0540011""","LINKS Transition","=""0541411""","Students with Disabilities","N/A","N/A","N/A","N/A","N/A","N/A","N/A","*","N/A","N/A"
"Glastonbury School District","=""0540011""","Links Academy","=""0540111""","Students with Disabilities","N/A","N/A","N/A","N/A","N/A","N/A","*","*","N/A","N/A"
"Glastonbury School District","=""0540011""","Links Transition","=""0541411""","Students with Disabilities","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","*"
"Glastonbury School District","=""0540011""","Naubuc School","=""0540711""","Students with Disabilities","N/A","N/A","N/A","N/A","*","*","*","*","N/A","N/A"
"Glastonbury School District","=""0540011""","Nayaug Elementary School","=""0540911""","Students with Disabilities","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Glastonbury School District","=""0540011""","PRIDE-Hebron Avenue","=""0541111""","Students with Disabilities","N/A","N/A","N/A","N/A","N/A","N/A","N/A","*","N/A","N/A"
"Glastonbury School District","=""0540011""","PRIDE-Nayaug","=""0541211""","Students with Disabilities","N/A","N/A","N/A","N/A","N/A","N/A","N/A","*","N/A","N/A"
"Glastonbury School District","=""0540011""","PreK-Eastbury","=""0540511""","Students with Disabilities","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Glastonbury School District","=""0540011""","PreK-Nayaug","=""0541011""","Students with Disabilities","N/A","N/A","N/A","N/A","N/A","N/A","N/A","*","N/A","N/A"
"Glastonbury School District","=""0540011""","Smith Middle School","=""0545211""","Students with Disabilities",10,10.3,10,9.4,12,12.0,"*","*","*","*"
"Granby School District","=""0560011""","Frank M. Kearns Primary School","=""0560111""","Students with Disabilities","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","*","*"
"Granby School District","=""0560011""","Granby Memorial High School","=""0566111""","Students with Disabilities",8,13.8,"*","*",6,8.5,13,23.2,12,15.8
"Granby School District","=""0560011""","Granby Memorial Middle School","=""0565111""","Students with Disabilities","N/A","N/A","*","*","*","*",6,16.2,9,28.1
"Granby School District","=""0560011""","Kelly Lane Intermediate School","=""0560411""","Students with Disabilities","N/A","N/A","*","*","*","*","*","*","N/A","N/A"
"Granby School District","=""0560011""","Kelly Lane Primary School","=""0560411""","Students with Disabilities","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Granby School District","=""0560011""","Wells Road Intermediate School","=""0560311""","Students with Disabilities","N/A","N/A","N/A","N/A","N/A","N/A","*","*","*","*"
"Great Oaks Charter School District","=""2940013""","Great Oaks Charter School","=""2940113""","Students with Disabilities","N/A","N/A","N/A","N/A","N/A","N/A",11,"*",22,57.9
"Greenwich School District","=""0570011""","Alternative High School Programs","=""0571411""","Students with Disabilities","N/A","N/A","N/A","N/A","N/A","N/A",7,23.3,"N/A","N/A"
"Greenwich School District","=""0570011""","Central Middle School","=""0575111""","Students with Disabilities","*","*",6,8.2,"*","*","*","*","*","*"
"Greenwich School District","=""0570011""","Community Connections","=""0571211""","Students with Disabilities","N/A","N/A","N/A","N/A","N/A","N/A","N/A","*","N/A","*"
"Greenwich School District","=""0570011""","Cos Cob School","=""0570211""","Students with Disabilities","*","*","N/A","*","N/A","N/A","N/A","N/A","N/A","N/A"
"Greenwich School District","=""0570011""","Eastern Middle School","=""0575211""","Students with Disabilities",6,7.4,"*","*","N/A","N/A","*","*","*","*"
"Greenwich School District","=""0570011""","Glenville School","=""0570411""","Students with Disabilities","N/A","N/A","N/A","N/A","N/A","N/A","*","*","*","*"
"Greenwich School District","=""0570011""","Greenwich Alternative High School","=""0571411""","Students with Disabilities","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A",7,33.3
"Greenwich School District","=""0570011""","Greenwich High School","=""0576111""","Students with Disabilities",55,15.0,39,11.5,30,8.8,16,5.1,24,7.3
"Greenwich School District","=""0570011""","Hamilton Avenue School","=""0570511""","Students with Disabilities","N/A","N/A","*","*","*","*","*","*","*","*"
"Greenwich School District","=""0570011""","International School At Dundee","=""0571311""","Students with Disabilities","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Greenwich School District","=""0570011""","Julian Curtiss School","=""0570311""","Students with Disabilities","*","*","*","*","N/A","N/A","N/A","N/A","*","*"
"Greenwich School District","=""0570011""","New Lebanon School","=""0570611""","Students with Disabilities","N/A","N/A","N/A","N/A","*","*","*","*","*","*"
"Greenwich School District","=""0570011""","North Mianus School","=""0570711""","Students with Disabilities","N/A","N/A","N/A","N/A","N/A","N/A","*","*","N/A","N/A"
"Greenwich School District","=""0570011""","North Street School","=""0570811""","Students with Disabilities","N/A","N/A","N/A","N/A","*","*","N/A","N/A","N/A","N/A"
"Greenwich School District","=""0570011""","Old Greenwich School","=""0570911""","Students with Disabilities","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","*","*"
"Greenwich School District","=""0570011""","Parkway School","=""0571111""","Students with Disabilities","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Greenwich School District","=""0570011""","Riverside School","=""0571011""","Students with Disabilities","N/A","*","N/A","*","N/A","N/A","N/A","N/A","N/A","N/A"
"Greenwich School District","=""0570011""","Western Middle School","=""0575311""","Students with Disabilities","*","*",8,10.5,7,8.9,13,14.6,"*","*"
"Griswold School District","=""0580011""","Griswold Alternative School","=""0580111""","Students with Disabilities","N/A","N/A","N/A","N/A","N/A","N/A","*","*","*","*"
"Griswold School District","=""0580011""","Griswold Elementary School","=""0580311""","Students with Disabilities","N/A","N/A","*","*","*","*","*","*","N/A","N/A"
"Griswold School District","=""0580011""","Griswold High School","=""0586211""","Students with Disabilities",36,35.3,26,29.2,25,26.9,29,35.8,24,29.3
"Griswold School District","=""0580011""","Griswold Middle School","=""0585111""","Students with Disabilities",20,24.7,13,15.7,14,15.6,17,20.5,11,13.6
"Groton School District","=""0590011""","Carl C. Cutler Middle School","=""0595311""","Students with Disabilities","*","*",10,14.9,7,13.0,14,21.5,14,18.4
"Groton School District","=""0590011""","Catherine Kolnaski Magnet School","=""0590311""","Students with Disabilities",9,15.0,"*","*","N/A","N/A","N/A","N/A","N/A","N/A"
"Groton School District","=""0590011""","Catherine Kolnaski Magnet School","=""0592011""","Students with Disabilities",7,10.4,10,14.5,9,11.5,9,11.7,8,9.8
"Groton School District","=""0590011""","Charles Barnum School","=""0591811""","Students with Disabilities","*","*","*","*","*","*","*","*","*","*"
"Groton School District","=""0590011""","Claude Chester School","=""0590311""","Students with Disabilities","N/A","N/A","N/A","N/A",17,27.4,10,18.9,7,12.1
"Groton School District","=""0590011""","Fitch Middle School","=""0595111""","Students with Disabilities",15,22.7,"N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Groton School District","=""0590011""","Mary Morrisson School","=""0591711""","Students with Disabilities","*","*","*","*","*","*","*","*","*","*"
"Groton School District","=""0590011""","New Beginnings Alternative Program","=""0590211""","Students with Disabilities","N/A","N/A","N/A","N/A","N/A","N/A",14,60.9,17,65.4
"Groton School District","=""0590011""","Northeast Academy Elementary School","=""0591911""","Students with Disabilities","*","*","*","*","N/A","N/A","*","*","*","*"
"Groton School District","=""0590011""","Pleasant Valley School","=""0591211""","Students with Disabilities","*","*","*","*","N/A","N/A","N/A","N/A","*","*"
"Groton School District","=""0590011""","Robert E. Fitch High School","=""0596111""","Students with Disabilities",44,27.8,57,34.8,54,33.8,45,33.6,45,31.3
"Groton School District","=""0590011""","S. B. Butler School","=""0590111""","Students with Disabilities","*","*","*","*","*","*","*","*","*","*"
"Groton School District","=""0590011""","Virtual Learning Academy","=""0590611""","Students with Disabilities","N/A","N/A","N/A","N/A","N/A","N/A","N/A","*","*","*"
"Groton School District","=""0590011""","West Side Middle School","=""0595211""","Students with Disabilities",15,30.0,25,28.7,25,26.3,33,32.4,25,29.8
"Guilford School District","=""0600011""","A. Baldwin Middle School","=""0600711""","Students with Disabilities","*","*","*","*","*","*","*","*","*","*"
"Guilford School District","=""0600011""","A. W. Cox School","=""0600611""","Students with Disabilities","*","*","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Guilford School District","=""0600011""","Calvin Leete School","=""0600411""","Students with Disabilities","N/A","N/A","N/A","N/A","N/A","N/A","*","*","N/A","N/A"
"Guilford School District","=""0600011""","E. C. Adams Middle School","=""0605111""","Students with Disabilities",8,11.4,9,11.1,"*","*","*","*","*","*"
"Guilford School District","=""0600011""","Guilford High School","=""0606111""","Students with Disabilities",20,16.3,17,15.2,13,11.7,13,10.3,15,10.6
"Guilford School District","=""0600011""","Guilford Lakes School","=""0600211""","Students with Disabilities","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Guilford School District","=""0600011""","Melissa Jones School","=""0600311""","Students with Disabilities","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Hamden School District","=""0620011""","Alice Peck Learning Center","=""0628011""","Students with Disabilities","N/A","N/A","*","*","N/A","N/A","*","*","N/A","N/A"
"Hamden School District","=""0620011""","Bear Path School","=""0621211""","Students with Disabilities","*","*","N/A","N/A","*","*","*","*",7,8.4
"Hamden School District","=""0620011""","Church Street School","=""0620211""","Students with Disabilities",11,26.8,"*","*",10,16.7,10,13.2,13,14.0
"Hamden School District","=""0620011""","Dunbar Hill School","=""0620311""","Students with Disabilities",6,11.3,"*","*","*","*",9,15.0,8,13.8
"Hamden School District","=""0620011""","Hamden Collaborative Learning Center","=""0620511""","Students with Disabilities","N/A","N/A","N/A","N/A","N/A","N/A",24,40.7,30,50.8
"Hamden School District","=""0620011""","Hamden High School","=""0626111""","Students with Disabilities",65,29.7,84,35.9,69,27.3,54,22.5,47,19.9
"Hamden School District","=""0620011""","Hamden Middle School","=""0625211""","Students with Disabilities",43,34.1,35,27.6,46,30.5,32,23.2,36,24.3
"Hamden School District","=""0620011""","Hamden Transition Academy @ SCSU (AACPB)","=""0620611""","Students with Disabilities","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","*"
"Hamden School District","=""0620011""","Helen Street School","=""0620411""","Students with Disabilities","*","*","*","*","*","*","*","*","*","*"
"Hamden School District","=""0620011""","Ridge Hill School","=""0621111""","Students with Disabilities",6,13.6,"*","*","*","*",7,13.2,"*","*"
"Hamden School District","=""0620011""","Shepherd Glen School","=""0620111""","Students with Disabilities","*","*","*","*","*","*","*","*",11,23.9
"Hamden School District","=""0620011""","Spring Glen School","=""0621011""","Students with Disabilities","*","*","*","*","N/A","N/A","*","*","*","*"
"Hamden School District","=""0620011""","West Woods School","=""0621411""","Students with Disabilities","*","*","N/A","N/A","*","*","N/A","N/A","*","*"
"Hampton School District","=""0630011""","Hampton Elementary School","=""0630111""","Students with Disabilities","*","*","N/A","*","N/A","N/A","N/A","N/A","*","*"
"Hartford School District","=""0640011""","Asian Studies Academy","=""0640711""","Students with Disabilities",20,25.3,25,28.7,24,25.5,"N/A","N/A","N/A","N/A"
"Hartford School District","=""0640011""","Asian Studies Academy at Bellizzi School","=""0640711""","Students with Disabilities","N/A","N/A","N/A","N/A","N/A","N/A",13,13.1,23,22.1
"Hartford School District","=""0640011""","Autism Program - Clark School","=""0644511""","Students with Disabilities","N/A","N/A","N/A","N/A","N/A","N/A","N/A","*","N/A","N/A"
"Hartford School District","=""0640011""","Autism Program - Environmental Sciences Magnet School at Mary M Hooker","=""0644311""","Students with Disabilities","N/A","N/A","N/A","N/A","N/A","N/A","N/A","*","N/A","*"
"Hartford School District","=""0640011""","Autism Program - Fred D. Wish Museum School","=""0644211""","Students with Disabilities","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Hartford School District","=""0640011""","Autism Program - Naylor School","=""0645711""","Students with Disabilities","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","*"
"Hartford School District","=""0640011""","Autism Program - Sarah J. Rawson Elementary School","=""0644411""","Students with Disabilities","N/A","N/A","N/A","N/A","N/A","N/A","N/A","*","*","*"
"Hartford School District","=""0640011""","Autism Program - Simpson-Waverly","=""0649311""","Students with Disabilities","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","*"
"Hartford School District","=""0640011""","Autism Program-Burr School","=""0648611""","Students with Disabilities","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","*"
"Hartford School District","=""0640011""","Batchelder School","=""0640411""","Students with Disabilities",22,17.1,28,25.0,26,26.8,14,16.5,12,13.6
"Hartford School District","=""0640011""","Betances Early Reading Lab Magnet School","=""0642811""","Students with Disabilities","N/A","N/A","N/A","N/A","N/A","N/A","*","*","*","*"
"Hartford School District","=""0640011""","Breakthrough II Elementary School","=""0643511""","Students with Disabilities","*","*","*","*","*","*","N/A","N/A","N/A","N/A"
"Hartford School District","=""0640011""","Breakthrough II Magnet School","=""0643511""","Students with Disabilities","N/A","N/A","N/A","N/A","N/A","N/A","*","*","*","*"
"Hartford School District","=""0640011""","Breakthrough Magnet School","=""0643311""","Students with Disabilities",6,11.1,"*","*","*","*","*","*","N/A","N/A"
"Hartford School District","=""0640011""","Bulkeley High School Lower School","=""0646111""","Students with Disabilities",28,21.5,14,12.5,17,14.7,8,10.7,24,32.9
"Hartford School District","=""0640011""","Bulkeley High School Upper School","=""0647111""","Students with Disabilities",11,20.8,10,11.9,13,16.9,6,13.3,8,22.2
"Hartford School District","=""0640011""","Burns Latino Studies Academy","=""0640611""","Students with Disabilities",31,29.8,53,52.0,41,49.4,40,43.0,42,40.4
"Hartford School District","=""0640011""","Burr School","=""0642311""","Students with Disabilities",28,19.6,30,20.8,24,18.3,35,27.1,34,27.2
"Hartford School District","=""0640011""","Capital Community College Magnet Academy","=""0643911""","Students with Disabilities","N/A","N/A","N/A","N/A","N/A","N/A","*","*","N/A","*"
"Hartford School District","=""0640011""","Capital Preparatory Magnet School","=""0646911""","Students with Disabilities","*","*",9,13.6,20,26.0,18,23.1,9,11.4
"Hartford School District","=""0640011""","Clark School","=""0642411""","Students with Disabilities",10,10.9,"*","*",28,29.2,13,23.2,14,28.6
"Hartford School District","=""0640011""","Classical Magnet School","=""0646411""","Students with Disabilities",16,34.0,16,30.8,12,21.1,25,33.3,32,41.0
"Hartford School District","=""0640011""","Culinary Arts Academy","=""0646011""","Students with Disabilities",23,33.3,28,38.9,16,25.4,21,36.8,26,37.7
"Hartford School District","=""0640011""","DDP - Simpson-Waverly School","=""0649411""","Students with Disabilities","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","*"
"Hartford School District","=""0640011""","Dr. James H Naylor/CCSU Leadership Academy","=""0641411""","Students with Disabilities","*","*",10,11.4,6,6.3,13,13.0,8,6.8
"Hartford School District","=""0640011""","Dr. Joseph Bellizzi Middle School","=""0645311""","Students with Disabilities",19,54.3,6,"*","N/A","N/A","N/A","N/A","N/A","N/A"
"Hartford School District","=""0640011""","Dr. Ramon E. Betances Early Reading Lab","=""0642811""","Students with Disabilities","*","*","*","*","*","*","N/A","N/A","N/A","N/A"
"Hartford School District","=""0640011""","EDP - Betances Early Reading Lab","=""0645811""","Students with Disabilities","N/A","N/A","N/A","N/A","N/A","N/A",6,"*","*","*"
"Hartford School District","=""0640011""","EDP - Bulkeley High School","=""0648311""","Students with Disabilities","N/A","N/A","N/A","N/A","N/A","N/A","*","*",8,"*"
"Hartford School District","=""0640011""","EDP - HPHS Academy of Engineering and Green Technology","=""0648211""","Students with Disabilities","N/A","N/A","N/A","N/A","N/A","N/A",15,60.0,13,39.4
"Hartford School District","=""0640011""","EDP - M.D. Fox","=""0645911""","Students with Disabilities","N/A","N/A","N/A","N/A","N/A","N/A",25,75.8,27,67.5
"Hartford School District","=""0640011""","EDP - McDonough Expeditionary Learning School","=""0648111""","Students with Disabilities","N/A","N/A","N/A","N/A","N/A","N/A","*","*","*","*"
"Hartford School District","=""0640011""","Early Childhood Development Center (ECDC)","=""0644111""","Students with Disabilities","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Hartford School District","=""0640011""","Environmental Sciences Magnet School at Mary M Hooker","=""0640911""","Students with Disabilities","*","*",13,21.0,8,10.4,"*","*",6,7.3
"Hartford School District","=""0640011""","Expeditionary Learning Academy at Moylan School","=""0643211""","Students with Disabilities",12,9.1,12,10.1,10,9.9,"*","*","*","*"
"Hartford School District","=""0640011""","Fred D. Wish Museum School","=""0642211""","Students with Disabilities",9,11.1,"N/A","N/A",21,24.7,14,24.6,14,22.2
"Hartford School District","=""0640011""","Global Communications Academy","=""0643611""","Students with Disabilities","*","*","N/A","N/A","*","*",32,36.8,32,31.4
"Hartford School District","=""0640011""","Great Path Academy High School at MCC","=""0647911""","Students with Disabilities","N/A","N/A",13,48.1,10,50.0,"N/A","N/A","N/A","N/A"
"Hartford School District","=""0640011""","Great Path Academy at MCC","=""0647911""","Students with Disabilities","N/A","N/A","N/A","N/A","N/A","N/A",7,"*",6,27.3
"Hartford School District","=""0640011""","HPHS Academy of Engineering and Green Technology","=""0647211""","Students with Disabilities",38,40.9,40,43.0,41,47.7,39,43.8,28,34.1
"Hartford School District","=""0640011""","HPHS Academy of Nursing and Health Science","=""0647511""","Students with Disabilities",18,25.0,44,50.0,40,53.3,43,50.0,31,40.3
"Hartford School District","=""0640011""","HPHS Freshmen Academy","=""0647311""","Students with Disabilities",11,21.6,"N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Hartford School District","=""0640011""","HPHS Law and Government Academy","=""0647411""","Students with Disabilities",20,29.0,24,26.1,28,26.2,31,43.1,19,27.9
"Hartford School District","=""0640011""","Hartford Magnet Trinity College Academy","=""0645411""","Students with Disabilities",22,24.2,19,20.0,32,29.9,35,29.4,37,30.8
"Hartford School District","=""0640011""","Hartford PreKindergarten Magnet School","=""0641311""","Students with Disabilities","N/A","N/A","N/A","N/A","N/A","*","N/A","*","N/A","*"
"Hartford School District","=""0640011""","Hartford Transitional Learning Academy (Elementary)","=""0649011""","Students with Disabilities",19,55.9,13,35.1,19,42.2,"N/A","N/A","N/A","N/A"
"Hartford School District","=""0640011""","High School Inc.","=""0647611""","Students with Disabilities",16,25.8,13,21.3,25,45.5,20,48.8,"N/A","N/A"
"Hartford School District","=""0640011""","High School, Inc.","=""0647611""","Students with Disabilities","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A",14,35.9
"Hartford School District","=""0640011""","High Step Transition","=""0648411""","Students with Disabilities","N/A","N/A","N/A","N/A","N/A","N/A","N/A","*","N/A","*"
"Hartford School District","=""0640011""","Journalism and Media Academy Magnet School","=""0647711""","Students with Disabilities",26,52.0,17,50.0,15,51.7,9,32.1,11,28.2
"Hartford School District","=""0640011""","Kennelly School","=""0641011""","Students with Disabilities",33,32.4,28,26.7,27,26.5,24,24.2,21,19.8
"Hartford School District","=""0640011""","Kinsella Magnet School of Performing Arts","=""0641111""","Students with Disabilities","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A",16,13.2
"Hartford School District","=""0640011""","LC - Breakthrough II","=""0649511""","Students with Disabilities","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","*"
"Hartford School District","=""0640011""","LC - Burns","=""0649611""","Students with Disabilities","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A",7,"*"
"Hartford School District","=""0640011""","LC - Moylan","=""0649811""","Students with Disabilities","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","*"
"Hartford School District","=""0640011""","M. D. Fox Elementary School","=""0640811""","Students with Disabilities",22,25.6,30,35.7,37,38.5,31,29.2,21,17.6
"Hartford School District","=""0640011""","M. L. King School","=""0641611""","Students with Disabilities",45,42.1,21,26.3,23,35.9,24,28.9,14,17.1
"Hartford School District","=""0640011""","MDP - Batchelder School","=""0644811""","Students with Disabilities","N/A","N/A","N/A","N/A","N/A","N/A","N/A","*","N/A","*"
"Hartford School District","=""0640011""","MDP - Bulkeley High School","=""0645011""","Students with Disabilities","N/A","N/A","N/A","N/A","N/A","N/A","N/A","*","N/A","*"
"Hartford School District","=""0640011""","MDP - HPHS Law and Government Academy","=""0644911""","Students with Disabilities","N/A","N/A","N/A","N/A","N/A","N/A","*","*","N/A","N/A"
"Hartford School District","=""0640011""","MDP - Moylan School","=""0648511""","Students with Disabilities","N/A","N/A","N/A","N/A","N/A","N/A","N/A","*","N/A","*"
"Hartford School District","=""0640011""","McDonough Expeditionary Learning School","=""0641211""","Students with Disabilities",39,43.3,34,40.5,29,43.3,20,35.1,21,38.2
"Hartford School District","=""0640011""","Milner Elementary School","=""0641911""","Students with Disabilities",20,26.0,32,52.5,24,40.0,15,23.8,20,32.3
"Hartford School District","=""0640011""","Montessori Magnet School at Annie Fisher","=""0643711""","Students with Disabilities","N/A","*","*","*","*","*",8,33.3,"N/A","N/A"
"Hartford School District","=""0640011""","Montessori Magnet at Fisher School","=""0643711""","Students with Disabilities","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A",6,22.2
"Hartford School District","=""0640011""","Montessori Magnet at Moylan School","=""0640511""","Students with Disabilities","N/A","N/A","N/A","N/A","N/A","*","N/A","*","*","*"
"Hartford School District","=""0640011""","New Visions Program","=""0642711""","Students with Disabilities","N/A","N/A","N/A","N/A","N/A","N/A","*","*","N/A","N/A"
"Hartford School District","=""0640011""","Noah Webster Micro Society School","=""0642011""","Students with Disabilities","*","*",11,16.4,13,16.3,10,11.0,8,9.5
"Hartford School District","=""0640011""","OPPortunity High School","=""0647811""","Students with Disabilities","*","*","N/A","*","N/A","N/A",6,"*","N/A","N/A"
"Hartford School District","=""0640011""","Parkville Community School","=""0641511""","Students with Disabilities",7,5.2,15,11.7,11,11.5,22,23.4,15,14.9
"Hartford School District","=""0640011""","Pathways Academy of Technology and Design","=""0646611""","Students with Disabilities",15,31.3,9,17.0,14,25.0,16,21.9,21,22.8
"Hartford School District","=""0640011""","R.J. Kinsella Magnet School of Performing Arts","=""0641111""","Students with Disabilities","*","*",15,17.9,10,10.1,"*","*","N/A","N/A"
"Hartford School District","=""0640011""","Renzulli Academy","=""0644011""","Students with Disabilities","N/A","N/A","N/A","N/A","N/A","*","N/A","*","N/A","*"
"Hartford School District","=""0640011""","Renzulli Gifted and Talented Academy","=""0644011""","Students with Disabilities","N/A","N/A","N/A","*","N/A","N/A","N/A","N/A","N/A","N/A"
"Hartford School District","=""0640011""","SAND School","=""0640111""","Students with Disabilities",24,29.3,23,26.4,30,30.3,41,39.4,9,9.8
"Hartford School District","=""0640011""","STEM Magnet School at Annie Fisher","=""0642511""","Students with Disabilities",16,33.3,16,31.4,15,28.8,10,21.7,12,21.8
"Hartford School District","=""0640011""","STEM Magnet School at Dwight","=""0643811""","Students with Disabilities","N/A","N/A","*","*",7,33.3,9,27.3,11,25.0
"Hartford School District","=""0640011""","Sanchez School","=""0643011""","Students with Disabilities",15,20.0,19,24.7,9,12.3,9,13.4,"*","*"
"Hartford School District","=""0640011""","Sarah J Rawson Middle Grades Academy","=""0645611""","Students with Disabilities",9,20.9,"N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Hartford School District","=""0640011""","Sarah J. Rawson Elementary School","=""0641711""","Students with Disabilities",18,31.6,14,16.5,8,11.0,11,16.4,14,20.6
"Hartford School District","=""0640011""","Simpson-Waverly School","=""0642611""","Students with Disabilities",17,16.7,10,9.9,23,29.1,13,16.5,24,28.6
"Hartford School District","=""0640011""","Sports and Medical Sciences Academy","=""0646511""","Students with Disabilities",21,46.7,29,55.8,31,50.8,21,34.4,27,43.5
"Hartford School District","=""0640011""","University High School of Science and Engineering","=""0646711""","Students with Disabilities","N/A","N/A","N/A","N/A","N/A","N/A","*","*",8,24.2
"Hartford School District","=""0640011""","University High of Science and Engineering","=""0646711""","Students with Disabilities","*","*",8,21.1,10,26.3,"N/A","N/A","N/A","N/A"
"Hartford School District","=""0640011""","West Middle School","=""0642111""","Students with Disabilities",37,34.6,14,14.4,12,14.1,9,13.4,18,31.0
"Hartland School District","=""0650011""","Hartland School","=""0650111""","Students with Disabilities","N/A","N/A","N/A","N/A","*","*","N/A","N/A","N/A","N/A"
