"District","District Code","School","School Code","Free/Reduced Price Meal Eligibility","Count","%"
"Hartford School District","=""0640011""","Sarah J. Rawson Elementary School","=""0641711""","Eligible for Free or Reduced-Price Meals",52,9.9
"Hartford School District","=""0640011""","Simpson-Waverly School","=""0642611""","Eligible for Free or Reduced-Price Meals",89,26.6
"Hartford School District","=""0640011""","Sports and Medical Sciences Academy","=""0646511""","Eligible for Free or Reduced-Price Meals",213,30.9
"Hartford School District","=""0640011""","University High of Science and Engineering","=""0646711""","Eligible for Free or Reduced-Price Meals",26,16.6
"Hartford School District","=""0640011""","West Middle School","=""0642111""","Eligible for Free or Reduced-Price Meals",42,8.6
"Monroe School District","=""0850011""","Fawn Hollow Elementary School","=""0850511""","Eligible for Free or Reduced-Price Meals","N/A","N/A"
"Monroe School District","=""0850011""","Jockey Hollow School","=""0855211""","Eligible for Free or Reduced-Price Meals","*","*"
"Monroe School District","=""0850011""","Masuk High School","=""0856111""","Eligible for Free or Reduced-Price Meals",9,7.9
"Monroe School District","=""0850011""","Monroe Elementary School","=""0850111""","Eligible for Free or Reduced-Price Meals","N/A","N/A"
"Monroe School District","=""0850011""","Stepney Elementary School","=""0850311""","Eligible for Free or Reduced-Price Meals","N/A","N/A"
"Montville School District","=""0860011""","Dr. Charles E. Murphy School","=""0860711""","Eligible for Free or Reduced-Price Meals",6,3.9
"Montville School District","=""0860011""","Leonard J. Tyl Middle School","=""0865111""","Eligible for Free or Reduced-Price Meals",19,8.6
"Montville School District","=""0860011""","Mohegan School","=""0860111""","Eligible for Free or Reduced-Price Meals","N/A","N/A"
"Montville School District","=""0860011""","Montville High School","=""0866111""","Eligible for Free or Reduced-Price Meals",37,16.4
"Montville School District","=""0860011""","Oakdale School","=""0860511""","Eligible for Free or Reduced-Price Meals","*","*"
"Montville School District","=""0860011""","Palmer Academy","=""0869011""","Eligible for Free or Reduced-Price Meals",7,"*"
"Naugatuck School District","=""0880011""","Andrew Avenue School","=""0880811""","Eligible for Free or Reduced-Price Meals","*","*"
"Naugatuck School District","=""0880011""","City Hill Middle School","=""0885111""","Eligible for Free or Reduced-Price Meals",62,18.0
"Naugatuck School District","=""0880011""","Cross Street Intermediate School","=""0880211""","Eligible for Free or Reduced-Price Meals",7,5.7
"Naugatuck School District","=""0880011""","Head Start","=""0888111""","Eligible for Free or Reduced-Price Meals","N/A","N/A"
"Naugatuck School District","=""0880011""","Hillside Intermediate School","=""0880411""","Eligible for Free or Reduced-Price Meals",18,9.2
"Naugatuck School District","=""0880011""","Hop Brook Elementary School","=""0880511""","Eligible for Free or Reduced-Price Meals",6,3.6
"Naugatuck School District","=""0880011""","Maple Hill School","=""0880311""","Eligible for Free or Reduced-Price Meals","*","*"
"Naugatuck School District","=""0880011""","Naugatuck High School","=""0886111""","Eligible for Free or Reduced-Price Meals",133,21.1
"Naugatuck School District","=""0880011""","Salem School","=""0880611""","Eligible for Free or Reduced-Price Meals",8,4.6
"Naugatuck School District","=""0880011""","Western School","=""0880711""","Eligible for Free or Reduced-Price Meals",7,6.5
"North Branford School District","=""0990011""","Jerome Harrison School","=""0990411""","Eligible for Free or Reduced-Price Meals","N/A","N/A"
"North Branford School District","=""0990011""","North Branford High School","=""0996111""","Eligible for Free or Reduced-Price Meals",35,29.2
"North Branford School District","=""0990011""","North Branford Intermediate School","=""0995111""","Eligible for Free or Reduced-Price Meals",10,10.5
"North Branford School District","=""0990011""","Totoket Valley Elementary School","=""0990611""","Eligible for Free or Reduced-Price Meals","*","*"
"North Canaan School District","=""1000011""","North Canaan Elementary School","=""1000111""","Eligible for Free or Reduced-Price Meals","*","*"
"North Haven School District","=""1010011""","Clintonville Elementary School","=""1010811""","Eligible for Free or Reduced-Price Meals","N/A","N/A"
"North Haven School District","=""1010011""","Green Acres Elementary School","=""1010711""","Eligible for Free or Reduced-Price Meals","N/A","N/A"
"North Haven School District","=""1010011""","Montowese Elementary School","=""1010211""","Eligible for Free or Reduced-Price Meals","N/A","N/A"
"North Haven School District","=""1010011""","North Haven High School","=""1016111""","Eligible for Free or Reduced-Price Meals",29,17.4
"North Haven School District","=""1010011""","North Haven Middle School","=""1015211""","Eligible for Free or Reduced-Price Meals",14,13.2
"North Haven School District","=""1010011""","Ridge Road Elementary School","=""1010311""","Eligible for Free or Reduced-Price Meals","N/A","N/A"
"Simsbury School District","=""1280011""","Central School","=""1280111""","Eligible for Free or Reduced-Price Meals","N/A","N/A"
"Simsbury School District","=""1280011""","Henry James Memorial School","=""1285111""","Eligible for Free or Reduced-Price Meals",10,17.5
"Simsbury School District","=""1280011""","Latimer Lane School","=""1280611""","Eligible for Free or Reduced-Price Meals","*","*"
"Simsbury School District","=""1280011""","Simsbury High School","=""1286111""","Eligible for Free or Reduced-Price Meals",8,6.7
"Simsbury School District","=""1280011""","Squadron Line School","=""1280711""","Eligible for Free or Reduced-Price Meals","*","*"
"Simsbury School District","=""1280011""","Tariffville School","=""1280311""","Eligible for Free or Reduced-Price Meals",7,10.9
"Simsbury School District","=""1280011""","Tootin' Hills School","=""1280411""","Eligible for Free or Reduced-Price Meals","N/A","N/A"
"Somers School District","=""1290011""","Mabelle B. Avery Middle School","=""1295111""","Eligible for Free or Reduced-Price Meals","*","*"
"Somers School District","=""1290011""","Somers Elementary School","=""1290411""","Eligible for Free or Reduced-Price Meals","N/A","N/A"
"Somers School District","=""1290011""","Somers High School","=""1296111""","Eligible for Free or Reduced-Price Meals",9,22.5
"Brooklyn School District","=""0190011""","Brooklyn Elementary School","=""0190111""","Eligible for Free or Reduced-Price Meals","N/A","N/A"
"Brooklyn School District","=""0190011""","Brooklyn Middle School","=""0195111""","Eligible for Free or Reduced-Price Meals",20,19.2
"Canterbury School District","=""0220011""","Canterbury Elementary School","=""0220211""","Eligible for Free or Reduced-Price Meals","N/A","N/A"
"Canterbury School District","=""0220011""","Dr. Helen Baldwin Middle School","=""0225111""","Eligible for Free or Reduced-Price Meals","*","*"
"Canaan School District","=""0210011""","Lee H. Kellogg School","=""0210111""","Eligible for Free or Reduced-Price Meals","*","*"
"Canton School District","=""0230011""","Canton High School","=""0236111""","Eligible for Free or Reduced-Price Meals","*","*"
"Canton School District","=""0230011""","Canton Intermediate School","=""0230311""","Eligible for Free or Reduced-Price Meals",6,14.3
"Canton School District","=""0230011""","Canton Middle School","=""0235111""","Eligible for Free or Reduced-Price Meals","*","*"
"Canton School District","=""0230011""","Cherry Brook Primary School","=""0230211""","Eligible for Free or Reduced-Price Meals","*","*"
"Chaplin School District","=""0240011""","Chaplin Elementary School","=""0240211""","Eligible for Free or Reduced-Price Meals","*","*"
"Ellington School District","=""0480011""","Center School","=""0480111""","Eligible for Free or Reduced-Price Meals","*","*"
"Ellington School District","=""0480011""","Crystal Lake School","=""0480211""","Eligible for Free or Reduced-Price Meals","*","*"
"Ellington School District","=""0480011""","Ellington High School","=""0486111""","Eligible for Free or Reduced-Price Meals",20,25.0
"Ellington School District","=""0480011""","Ellington Middle School","=""0485111""","Eligible for Free or Reduced-Price Meals",6,11.3
"Ellington School District","=""0480011""","Windermere Intermediate School","=""0480711""","Eligible for Free or Reduced-Price Meals",8,16.7
"Ellington School District","=""0480011""","Windermere School","=""0480611""","Eligible for Free or Reduced-Price Meals","*","*"
"Enfield School District","=""0490011""","Edgar H. Parkman School","=""0491311""","Eligible for Free or Reduced-Price Meals","*","*"
"Enfield School District","=""0490011""","Eli Whitney School","=""0491611""","Eligible for Free or Reduced-Price Meals",20,13.0
"Enfield School District","=""0490011""","Enfield High School","=""0496111""","Eligible for Free or Reduced-Price Meals",57,20.7
"Enfield School District","=""0490011""","Enfield Street School","=""0490211""","Eligible for Free or Reduced-Price Meals",10,7.6
"Enfield School District","=""0490011""","Enfield Transitional Learning Academy","=""0499011""","Eligible for Free or Reduced-Price Meals","N/A","*"
"Enfield School District","=""0490011""","Enrico Fermi High School","=""0496211""","Eligible for Free or Reduced-Price Meals",59,25.2
"Enfield School District","=""0490011""","Hazardville Memorial School","=""0490411""","Eligible for Free or Reduced-Price Meals","*","*"
"Enfield School District","=""0490011""","Head Start Program","=""0498011""","Eligible for Free or Reduced-Price Meals","N/A","N/A"
"Enfield School District","=""0490011""","Henry Barnard School","=""0491811""","Eligible for Free or Reduced-Price Meals","*","*"
"Enfield School District","=""0490011""","John F. Kennedy Middle School","=""0495211""","Eligible for Free or Reduced-Price Meals",81,20.8
"Enfield School District","=""0490011""","Nathan Hale School","=""0491111""","Eligible for Free or Reduced-Price Meals","*","*"
"Enfield School District","=""0490011""","Prudence Crandall School","=""0491511""","Eligible for Free or Reduced-Price Meals",12,7.2
"Essex School District","=""0500011""","Essex Elementary School","=""0500111""","Eligible for Free or Reduced-Price Meals","*","*"
"Milford School District","=""0840011""","Calf Pen Meadow School","=""0840111""","Eligible for Free or Reduced-Price Meals","*","*"
"Milford School District","=""0840011""","East Shore Middle School","=""0845111""","Eligible for Free or Reduced-Price Meals",10,11.9
"Milford School District","=""0840011""","Harborside Middle School","=""0845211""","Eligible for Free or Reduced-Price Meals","*","*"
"Milford School District","=""0840011""","J. F. Kennedy School","=""0841911""","Eligible for Free or Reduced-Price Meals","N/A","N/A"
"Milford School District","=""0840011""","Jonathan Law High School","=""0846211""","Eligible for Free or Reduced-Price Meals",83,29.3
"Milford School District","=""0840011""","Joseph A. Foran High School","=""0846311""","Eligible for Free or Reduced-Price Meals",34,20.6
"Milford School District","=""0840011""","Live Oaks School","=""0841611""","Eligible for Free or Reduced-Price Meals","*","*"
"Milford School District","=""0840011""","Mathewson School","=""0841711""","Eligible for Free or Reduced-Price Meals","*","*"
"Milford School District","=""0840011""","Meadowside School","=""0840711""","Eligible for Free or Reduced-Price Meals","*","*"
"Milford School District","=""0840011""","Orange Avenue School","=""0840811""","Eligible for Free or Reduced-Price Meals","N/A","N/A"
"Milford School District","=""0840011""","Orchard Hills School","=""0841811""","Eligible for Free or Reduced-Price Meals","*","*"
"Milford School District","=""0840011""","Pumpkin Delight School","=""0841011""","Eligible for Free or Reduced-Price Meals","*","*"
"Milford School District","=""0840011""","The Academy","=""0840311""","Eligible for Free or Reduced-Price Meals","*","*"
"Milford School District","=""0840011""","West Shore Middle School","=""0845311""","Eligible for Free or Reduced-Price Meals",14,8.2
"Newtown School District","=""0970011""","Hawley Elementary School","=""0970111""","Eligible for Free or Reduced-Price Meals","N/A","N/A"
"Newtown School District","=""0970011""","Head O'Meadow Elementary School","=""0970411""","Eligible for Free or Reduced-Price Meals","N/A","N/A"
"Newtown School District","=""0970011""","Middle Gate Elementary School","=""0970311""","Eligible for Free or Reduced-Price Meals","N/A","N/A"
"Newtown School District","=""0970011""","Newtown High School","=""0976111""","Eligible for Free or Reduced-Price Meals",12,10.2
"Newtown School District","=""0970011""","Newtown Middle School","=""0975111""","Eligible for Free or Reduced-Price Meals","*","*"
"Newtown School District","=""0970011""","Reed Intermediate School","=""0970511""","Eligible for Free or Reduced-Price Meals","*","*"
"Newtown School District","=""0970011""","Sandy Hook Elementary School","=""0970211""","Eligible for Free or Reduced-Price Meals","N/A","N/A"
"Norfolk School District","=""0980011""","Botelle Elementary School","=""0980111""","Eligible for Free or Reduced-Price Meals","N/A","N/A"
"Norfolk School District","=""0980011""","Bridges II","=""0989211""","Eligible for Free or Reduced-Price Meals","N/A","*"
"Seymour School District","=""1240011""","Bungay School","=""1240111""","Eligible for Free or Reduced-Price Meals","*","*"
"Seymour School District","=""1240011""","Chatfield-LoPresti School","=""1240211""","Eligible for Free or Reduced-Price Meals",8,3.8
"Seymour School District","=""1240011""","Seymour High School","=""1246111""","Eligible for Free or Reduced-Price Meals",53,31.2
"Seymour School District","=""1240011""","Seymour Middle School","=""1245111""","Eligible for Free or Reduced-Price Meals",31,19.7
"Sharon School District","=""1250011""","Sharon Center School","=""1250111""","Eligible for Free or Reduced-Price Meals","*","*"
"Shelton School District","=""1260011""","Booth Hill School","=""1261011""","Eligible for Free or Reduced-Price Meals","*","*"
"Shelton School District","=""1260011""","Elizabeth Shelton School","=""1260511""","Eligible for Free or Reduced-Price Meals","N/A","N/A"
"Shelton School District","=""1260011""","Intermediate School","=""1265111""","Eligible for Free or Reduced-Price Meals",15,7.3
"Shelton School District","=""1260011""","Long Hill School","=""1260811""","Eligible for Free or Reduced-Price Meals","N/A","N/A"
"Shelton School District","=""1260011""","Mohegan School","=""1260911""","Eligible for Free or Reduced-Price Meals","N/A","N/A"
"Shelton School District","=""1260011""","Perry Hill Elementary School","=""1261111""","Eligible for Free or Reduced-Price Meals",7,3.8
"Shelton School District","=""1260011""","Shelton High School","=""1266111""","Eligible for Free or Reduced-Price Meals",76,21.9
"Shelton School District","=""1260011""","Sunnyside School","=""1260611""","Eligible for Free or Reduced-Price Meals",9,10.3
"Sherman School District","=""1270011""","Sherman School","=""1270111""","Eligible for Free or Reduced-Price Meals","*","*"
"Bristol School District","=""0170011""","Alternative Special Education Program (ASEP)","=""0179011""","Eligible for Free or Reduced-Price Meals","N/A","*"
"Bristol School District","=""0170011""","Bristol Central High School","=""0176111""","Eligible for Free or Reduced-Price Meals",129,23.5
"Bristol School District","=""0170011""","Bristol Eastern High School","=""0176211""","Eligible for Free or Reduced-Price Meals",120,25.6
"Bristol School District","=""0170011""","Chippens Hill Middle School","=""0175111""","Eligible for Free or Reduced-Price Meals",78,22.1
"Bristol School District","=""0170011""","Community/Vocational Program","=""0179211""","Eligible for Free or Reduced-Price Meals","N/A","*"
"Bristol School District","=""0170011""","Edgewood School","=""0170311""","Eligible for Free or Reduced-Price Meals",13,8.7
"Bristol School District","=""0170011""","Ellen P. Hubbell School","=""0171411""","Eligible for Free or Reduced-Price Meals",9,4.1
"Bristol School District","=""0170011""","Greene-Hills School","=""0170511""","Eligible for Free or Reduced-Price Meals",36,7.6
"Bristol School District","=""0170011""","Ivy Drive School","=""0171911""","Eligible for Free or Reduced-Price Meals",10,6.4
"Bristol School District","=""0170011""","Mountain View School","=""0171711""","Eligible for Free or Reduced-Price Meals",20,11.1
"Bristol School District","=""0170011""","Northeast Middle School","=""0175211""","Eligible for Free or Reduced-Price Meals",18,9.6
"Bristol School District","=""0170011""","South Side School","=""0171111""","Eligible for Free or Reduced-Price Meals",23,9.2
"Bristol School District","=""0170011""","Stafford School","=""0171211""","Eligible for Free or Reduced-Price Meals",8,3.0
"Bristol School District","=""0170011""","West Bristol School","=""0172011""","Eligible for Free or Reduced-Price Meals",64,11.0
"Brookfield School District","=""0180011""","Brookfield High School","=""0186111""","Eligible for Free or Reduced-Price Meals",9,12.9
"Brookfield School District","=""0180011""","Center Elementary School","=""0180311""","Eligible for Free or Reduced-Price Meals","N/A","N/A"
"Brookfield School District","=""0180011""","Huckleberry Hill Elementary School","=""0180411""","Eligible for Free or Reduced-Price Meals","N/A","N/A"
"Brookfield School District","=""0180011""","Whisconier Middle School","=""0185311""","Eligible for Free or Reduced-Price Meals",8,9.6
"East Lyme School District","=""0450011""","East Lyme High School","=""0456111""","Eligible for Free or Reduced-Price Meals",7,6.1
"East Lyme School District","=""0450011""","East Lyme Middle School","=""0455111""","Eligible for Free or Reduced-Price Meals",11,8.6
"East Lyme School District","=""0450011""","Flanders School","=""0450111""","Eligible for Free or Reduced-Price Meals","*","*"
"East Lyme School District","=""0450011""","Lillie B. Haynes School","=""0450411""","Eligible for Free or Reduced-Price Meals","*","*"
"East Lyme School District","=""0450011""","Niantic Center School","=""0450211""","Eligible for Free or Reduced-Price Meals","N/A","N/A"
"Easton School District","=""0460011""","Helen Keller Middle School","=""0465111""","Eligible for Free or Reduced-Price Meals","*","*"
"Easton School District","=""0460011""","Samuel Staples Elementary School","=""0460111""","Eligible for Free or Reduced-Price Meals","N/A","N/A"
"East Windsor School District","=""0470011""","Broad Brook Elementary School","=""0470111""","Eligible for Free or Reduced-Price Meals",10,4.3
"East Windsor School District","=""0470011""","East Windsor High School","=""0476111""","Eligible for Free or Reduced-Price Meals",40,27.6
"East Windsor School District","=""0470011""","East Windsor Middle School","=""0475411""","Eligible for Free or Reduced-Price Meals",24,16.9
"Middletown School District","=""0830011""","Bielefield School","=""0830211""","Eligible for Free or Reduced-Price Meals",12,6.6
"Middletown School District","=""0830011""","Farm Hill School","=""0830511""","Eligible for Free or Reduced-Price Meals",15,6.9
"Middletown School District","=""0830011""","Keigwin Middle School","=""0831511""","Eligible for Free or Reduced-Price Meals",38,24.5
"Middletown School District","=""0830011""","Lawrence School","=""0831311""","Eligible for Free or Reduced-Price Meals","*","*"
"Middletown School District","=""0830011""","MHS - Alternative Education Program 1","=""0831811""","Eligible for Free or Reduced-Price Meals","*","*"
"Middletown School District","=""0830011""","MHS - Alternative Education Program 2","=""0831911""","Eligible for Free or Reduced-Price Meals","*","*"
"Middletown School District","=""0830011""","MacDonough School","=""0830911""","Eligible for Free or Reduced-Price Meals",16,9.4
"Middletown School District","=""0830011""","Middletown High School","=""0836211""","Eligible for Free or Reduced-Price Meals",86,15.4
"Middletown School District","=""0830011""","Moody School","=""0831211""","Eligible for Free or Reduced-Price Meals","*","*"
"Middletown School District","=""0830011""","Snow School","=""0831111""","Eligible for Free or Reduced-Price Meals",11,5.4
"Middletown School District","=""0830011""","Spencer School","=""0830111""","Eligible for Free or Reduced-Price Meals","*","*"
"Middletown School District","=""0830011""","Transition to Life Center","=""0839111""","Eligible for Free or Reduced-Price Meals","N/A","*"
"Middletown School District","=""0830011""","Wesley School","=""0831411""","Eligible for Free or Reduced-Price Meals","*","*"
"Middletown School District","=""0830011""","Woodrow Wilson Middle School","=""0835411""","Eligible for Free or Reduced-Price Meals",62,18.8
"Newington School District","=""0940011""","Anna Reynolds School","=""0940611""","Eligible for Free or Reduced-Price Meals","*","*"
"Newington School District","=""0940011""","Elizabeth Green School","=""0940211""","Eligible for Free or Reduced-Price Meals","*","*"
"Newington School District","=""0940011""","John Paterson School","=""0940811""","Eligible for Free or Reduced-Price Meals","*","*"
"Newington School District","=""0940011""","John Wallace Middle School","=""0945311""","Eligible for Free or Reduced-Price Meals",21,14.7
"Newington School District","=""0940011""","Martin Kellogg Middle School","=""0945111""","Eligible for Free or Reduced-Price Meals",27,16.0
"Newington School District","=""0940011""","Newington High School","=""0946111""","Eligible for Free or Reduced-Price Meals",69,23.3
"Newington School District","=""0940011""","Ruth Chaffee School","=""0940711""","Eligible for Free or Reduced-Price Meals","N/A","N/A"
"New London School District","=""0950011""","Bennie Dover Jackson Middle School","=""0955111""","Eligible for Free or Reduced-Price Meals",194,40.2
"New London School District","=""0950011""","Jennings School","=""0950311""","Eligible for Free or Reduced-Price Meals",49,9.9
"New London School District","=""0950011""","Nathan Hale Arts Magnet School","=""0950911""","Eligible for Free or Reduced-Price Meals",75,17.2
"New London School District","=""0950011""","New London High School","=""0956111""","Eligible for Free or Reduced-Price Meals",214,33.9
"New London School District","=""0950011""","Winthrop STEM Elementary Magnet School","=""0950811""","Eligible for Free or Reduced-Price Meals","*","*"
"New Milford School District","=""0960011""","Hill And Plain School","=""0960511""","Eligible for Free or Reduced-Price Meals","N/A","N/A"
"New Milford School District","=""0960011""","John Pettibone School","=""0960711""","Eligible for Free or Reduced-Price Meals","N/A","N/A"
"New Milford School District","=""0960011""","New Milford High School","=""0966111""","Eligible for Free or Reduced-Price Meals",69,27.7
"New Milford School District","=""0960011""","Northville Elementary School","=""0960811""","Eligible for Free or Reduced-Price Meals","N/A","N/A"
"New Milford School District","=""0960011""","Sarah Noble Intermediate School","=""0960911""","Eligible for Free or Reduced-Price Meals",12,5.0
"New Milford School District","=""0960011""","Schaghticoke Middle School","=""0965211""","Eligible for Free or Reduced-Price Meals",23,16.0
"Redding School District","=""1170011""","John Read Middle School","=""1175111""","Eligible for Free or Reduced-Price Meals","*","*"
"Redding School District","=""1170011""","Redding Elementary School","=""1170111""","Eligible for Free or Reduced-Price Meals","N/A","*"
"Ridgefield School District","=""1180011""","Barlow Mountain Elementary School","=""1180811""","Eligible for Free or Reduced-Price Meals","N/A","*"
"Ridgefield School District","=""1180011""","Branchville Elementary School","=""1180611""","Eligible for Free or Reduced-Price Meals","N/A","*"
"Ridgefield School District","=""1180011""","East Ridge Middle School","=""1185111""","Eligible for Free or Reduced-Price Meals","*","*"
"Ridgefield School District","=""1180011""","Farmingville Elementary School","=""1180411""","Eligible for Free or Reduced-Price Meals","N/A","*"
"Ridgefield School District","=""1180011""","Ridgebury Elementary School","=""1180311""","Eligible for Free or Reduced-Price Meals","N/A","*"
"Ridgefield School District","=""1180011""","Ridgefield High School","=""1186111""","Eligible for Free or Reduced-Price Meals",6,8.6
"Ridgefield School District","=""1180011""","Scotland Elementary School","=""1180511""","Eligible for Free or Reduced-Price Meals","N/A","*"
"Ridgefield School District","=""1180011""","Scotts Ridge Middle School","=""1185211""","Eligible for Free or Reduced-Price Meals","N/A","*"
"Ridgefield School District","=""1180011""","Veterans Park Elementary School","=""1180211""","Eligible for Free or Reduced-Price Meals","*","*"
"Rocky Hill School District","=""1190011""","Albert D. Griswold Middle School","=""1195111""","Eligible for Free or Reduced-Price Meals","*","*"
"Rocky Hill School District","=""1190011""","Alternative Learning Program","=""1190111""","Eligible for Free or Reduced-Price Meals","*","*"
"Rocky Hill School District","=""1190011""","Myrtle H. Stevens School","=""1190411""","Eligible for Free or Reduced-Price Meals","N/A","N/A"
"Rocky Hill School District","=""1190011""","Rocky Hill High School","=""1196111""","Eligible for Free or Reduced-Price Meals","*","*"
"Rocky Hill School District","=""1190011""","West Hill School","=""1190511""","Eligible for Free or Reduced-Price Meals","N/A","N/A"
"Salem School District","=""1210011""","Salem Elementary School","=""1210111""","Eligible for Free or Reduced-Price Meals","*","*"
"Salisbury School District","=""1220011""","Salisbury Central School","=""1220111""","Eligible for Free or Reduced-Price Meals","*","*"
"Scotland School District","=""1230011""","Scotland Elementary School","=""1230111""","Eligible for Free or Reduced-Price Meals","*","*"
"Bridgeport School District","=""0150011""","Aerospace/Hydrospace, Engineering and Physical Sciences HS at the Fairchild-Wheeler Magnet Campus","=""0150811""","Eligible for Free or Reduced-Price Meals",41,17.7
"Bridgeport School District","=""0150011""","Barnum School","=""0150111""","Eligible for Free or Reduced-Price Meals",108,16.4
"Bridgeport School District","=""0150011""","Bassick High School","=""0156111""","Eligible for Free or Reduced-Price Meals",372,32.9
"Bridgeport School District","=""0150011""","Beardsley School","=""0150211""","Eligible for Free or Reduced-Price Meals",49,12.7
"Bridgeport School District","=""0150011""","Biotechnology, Research and Zoological Studies HS at the Fairchild-Wheeler Magnet Campus","=""0150611""","Eligible for Free or Reduced-Price Meals",18,8.3
"Bridgeport School District","=""0150011""","Black Rock School","=""0150311""","Eligible for Free or Reduced-Price Meals","*","*"
"Bridgeport School District","=""0150011""","Blackham School","=""0154011""","Eligible for Free or Reduced-Price Meals",85,7.5
"Bridgeport School District","=""0150011""","Bridgeport Learning Center","=""0159011""","Eligible for Free or Reduced-Price Meals",10,13.7
"Bridgeport School District","=""0150011""","Bridgeport Military Academy","=""0151611""","Eligible for Free or Reduced-Price Meals","*","*"
"Bridgeport School District","=""0150011""","Bryant School","=""0150411""","Eligible for Free or Reduced-Price Meals",40,9.8
"Bridgeport School District","=""0150011""","Central High School","=""0156211""","Eligible for Free or Reduced-Price Meals",621,33.4
"Bridgeport School District","=""0150011""","Cesar Batalla School","=""0151411""","Eligible for Free or Reduced-Price Meals",87,7.3
"Bridgeport School District","=""0150011""","Classical Studies Academy","=""0152111""","Eligible for Free or Reduced-Price Meals",17,4.8
"Bridgeport School District","=""0150011""","Columbus School","=""0150511""","Eligible for Free or Reduced-Price Meals",159,17.4
"Bridgeport School District","=""0150011""","Cross School","=""0153911""","Eligible for Free or Reduced-Price Meals",115,29.9
"Bridgeport School District","=""0150011""","Curiale School","=""0154211""","Eligible for Free or Reduced-Price Meals",103,13.3
"Bridgeport School District","=""0150011""","Dunbar School","=""0154111""","Eligible for Free or Reduced-Price Meals",104,32.1
"Bridgeport School District","=""0150011""","Edison School","=""0150711""","Eligible for Free or Reduced-Price Meals",43,16.5
"Bridgeport School District","=""0150011""","Geraldine Johnson School","=""0153211""","Eligible for Free or Reduced-Price Meals",93,11.6
"Bridgeport School District","=""0150011""","Hall School","=""0151111""","Eligible for Free or Reduced-Price Meals",11,3.9
"Bridgeport School District","=""0150011""","Hallen School","=""0151211""","Eligible for Free or Reduced-Price Meals",24,7.1
"Bridgeport School District","=""0150011""","Harding High School","=""0156311""","Eligible for Free or Reduced-Price Meals",403,34.9
"Bridgeport School District","=""0150011""","High Horizons Magnet School","=""0154511""","Eligible for Free or Reduced-Price Meals",19,4.5
"Bridgeport School District","=""0150011""","Hooker School","=""0151311""","Eligible for Free or Reduced-Price Meals",70,16.9
"Bridgeport School District","=""0150011""","Information Technology and Software Engineering High School at the Fairchild-Wheeler Magnet Campus","=""0151511""","Eligible for Free or Reduced-Price Meals",36,16.1
"Bridgeport School District","=""0150011""","Interdistrict Discovery Magnet School","=""0153711""","Eligible for Free or Reduced-Price Meals",13,2.5
"Bridgeport School District","=""0150011""","Jettie S. Tisdale School","=""0152211""","Eligible for Free or Reduced-Price Meals",206,28.9
"Bridgeport School District","=""0150011""","Luis Munoz Marin School","=""0151011""","Eligible for Free or Reduced-Price Meals",93,9.9
"Bridgeport School District","=""0150011""","Madison School","=""0152011""","Eligible for Free or Reduced-Price Meals",20,3.8
"Bridgeport School District","=""0150011""","Multicultural Magnet School","=""0154611""","Eligible for Free or Reduced-Price Meals","*","*"
"Bridgeport School District","=""0150011""","Park City Magnet School","=""0151711""","Eligible for Free or Reduced-Price Meals",6,1.2
"Bridgeport School District","=""0150011""","Pride Academy","=""0151811""","Eligible for Free or Reduced-Price Meals",48,42.9
"Bridgeport School District","=""0150011""","Read School","=""0152511""","Eligible for Free or Reduced-Price Meals",184,21.5
"Bridgeport School District","=""0150011""","Roosevelt School","=""0152611""","Eligible for Free or Reduced-Price Meals",139,23.1
"Bridgeport School District","=""0150011""","Skane Center","=""0154411""","Eligible for Free or Reduced-Price Meals","N/A","N/A"
"Bridgeport School District","=""0150011""","Waltersville School","=""0153011""","Eligible for Free or Reduced-Price Meals",96,18.5
"Bridgeport School District","=""0150011""","Winthrop School","=""0153611""","Eligible for Free or Reduced-Price Meals",30,4.4
"East Hartford School District","=""0430011""","Anna E. Norris School","=""0430911""","Eligible for Free or Reduced-Price Meals",21,8.6
"East Hartford School District","=""0430011""","Connecticut IB Academy","=""0436311""","Eligible for Free or Reduced-Price Meals","*","*"
"East Hartford School District","=""0430011""","Dr. Franklin H. Mayberry School","=""0430611""","Eligible for Free or Reduced-Price Meals",22,6.9
"East Hartford School District","=""0430011""","Dr. John A. Langford School","=""0432211""","Eligible for Free or Reduced-Price Meals",41,12.3
"East Hartford School District","=""0430011""","Dr. Thomas S. O'Connell School","=""0431011""","Eligible for Free or Reduced-Price Meals",14,4.8
"East Hartford School District","=""0430011""","East Hartford High School","=""0436211""","Eligible for Free or Reduced-Price Meals",474,40.7
"East Hartford School District","=""0430011""","East Hartford Middle School","=""0435111""","Eligible for Free or Reduced-Price Meals",238,28.8
"East Hartford School District","=""0430011""","Governor William Pitkin School","=""0432011""","Eligible for Free or Reduced-Price Meals",11,6.0
"East Hartford School District","=""0430011""","Hockanum School","=""0430511""","Eligible for Free or Reduced-Price Meals",9,4.1
"East Hartford School District","=""0430011""","Joseph O. Goodwin School","=""0430411""","Eligible for Free or Reduced-Price Meals",11,5.7
"East Hartford School District","=""0430011""","Robert J. O'Brien School","=""0431811""","Eligible for Free or Reduced-Price Meals",38,9.5
"East Hartford School District","=""0430011""","Silver Lane School","=""0431211""","Eligible for Free or Reduced-Price Meals",11,4.0
"East Hartford School District","=""0430011""","Stevens Alternate High school","=""0436411""","Eligible for Free or Reduced-Price Meals",49,43.0
