"District","District Code","School","School Code","Free/Reduced Price Meal Eligibility","Count","%"
"Bristol School District","=""0170011""","Mountain View School","=""0171711""","Eligible for Free or Reduced-Price Meals","*","*"
"Bristol School District","=""0170011""","Mt. View GOAL","=""0172511""","Eligible for Free or Reduced-Price Meals","*","*"
"Bristol School District","=""0170011""","Northeast MS/Extended Resource","=""0172711""","Eligible for Free or Reduced-Price Meals","N/A","*"
"Bristol School District","=""0170011""","Northeast MS/GOAL","=""0172811""","Eligible for Free or Reduced-Price Meals",6,"*"
"Bristol School District","=""0170011""","Northeast Middle School","=""0175211""","Eligible for Free or Reduced-Price Meals",22,14.3
"Bristol School District","=""0170011""","PreK Autism","=""0172911""","Eligible for Free or Reduced-Price Meals","N/A","*"
"Bristol School District","=""0170011""","South Side Extended Resource","=""0173011""","Eligible for Free or Reduced-Price Meals","*","*"
"Bristol School District","=""0170011""","South Side GOAL","=""0173111""","Eligible for Free or Reduced-Price Meals","*","*"
"Bristol School District","=""0170011""","South Side School","=""0171111""","Eligible for Free or Reduced-Price Meals",19,8.3
"Bristol School District","=""0170011""","Stafford Autism","=""0173211""","Eligible for Free or Reduced-Price Meals","N/A","*"
"Bristol School District","=""0170011""","Stafford School","=""0171211""","Eligible for Free or Reduced-Price Meals",15,5.4
"Bristol School District","=""0170011""","West Bristol School","=""0172011""","Eligible for Free or Reduced-Price Meals",82,13.9
"Brookfield School District","=""0180011""","Brookfield High School","=""0186111""","Eligible for Free or Reduced-Price Meals","*","*"
"Brookfield School District","=""0180011""","Center Elementary School","=""0180311""","Eligible for Free or Reduced-Price Meals","*","*"
"Brookfield School District","=""0180011""","Huckleberry Hill Elementary School","=""0180411""","Eligible for Free or Reduced-Price Meals","N/A","N/A"
"Brookfield School District","=""0180011""","Whisconier Middle School","=""0185311""","Eligible for Free or Reduced-Price Meals","*","*"
"East Lyme School District","=""0450011""","Coastal Connections","=""0450611""","Eligible for Free or Reduced-Price Meals","*","*"
"East Lyme School District","=""0450011""","East Lyme High School","=""0456111""","Eligible for Free or Reduced-Price Meals",14,9.7
"East Lyme School District","=""0450011""","East Lyme Middle School","=""0455111""","Eligible for Free or Reduced-Price Meals",17,11.6
"East Lyme School District","=""0450011""","Flanders School","=""0450111""","Eligible for Free or Reduced-Price Meals","N/A","N/A"
"East Lyme School District","=""0450011""","Integrated Preschool","=""0458011""","Eligible for Free or Reduced-Price Meals","N/A","*"
"East Lyme School District","=""0450011""","Lillie B. Haynes School","=""0450411""","Eligible for Free or Reduced-Price Meals","N/A","N/A"
"East Lyme School District","=""0450011""","Medically Fragile Program (WAVES)","=""0450711""","Eligible for Free or Reduced-Price Meals","N/A","*"
"East Lyme School District","=""0450011""","Niantic Center School","=""0450211""","Eligible for Free or Reduced-Price Meals","N/A","N/A"
"Easton School District","=""0460011""","Helen Keller Middle School","=""0465111""","Eligible for Free or Reduced-Price Meals","*","*"
"Easton School District","=""0460011""","Samuel Staples Elementary School","=""0460111""","Eligible for Free or Reduced-Price Meals","N/A","N/A"
"East Windsor School District","=""0470011""","Broad Brook Elementary School","=""0470111""","Eligible for Free or Reduced-Price Meals","*","*"
"East Windsor School District","=""0470011""","East Windsor High School","=""0476111""","Eligible for Free or Reduced-Price Meals",23,17.2
"East Windsor School District","=""0470011""","East Windsor Middle School","=""0475411""","Eligible for Free or Reduced-Price Meals",36,19.4
"East Windsor School District","=""0470011""","East Windsor Transition Program","=""0470411""","Eligible for Free or Reduced-Price Meals","N/A","*"
"East Haven School District","=""0440011""","Carbone School/East Haven Academy","=""0441711""","Eligible for Free or Reduced-Price Meals",9,10.5
"East Haven School District","=""0440011""","D. C. Moore School","=""0441411""","Eligible for Free or Reduced-Price Meals","N/A","N/A"
"East Haven School District","=""0440011""","Deer Run School","=""0440111""","Eligible for Free or Reduced-Price Meals","*","*"
"East Haven School District","=""0440011""","Dominick H. Ferrara School","=""0441311""","Eligible for Free or Reduced-Price Meals","N/A","N/A"
"East Haven School District","=""0440011""","East Haven High School","=""0446111""","Eligible for Free or Reduced-Price Meals",88,21.8
"East Haven School District","=""0440011""","Grove J. Tuttle School","=""0441011""","Eligible for Free or Reduced-Price Meals","N/A","N/A"
"East Haven School District","=""0440011""","Joseph Melillo Middle School","=""0445111""","Eligible for Free or Reduced-Price Meals",63,17.5
"East Haven School District","=""0440011""","Momauguin School","=""0440711""","Eligible for Free or Reduced-Price Meals","N/A","N/A"
"East Haven School District","=""0440011""","Overbrook Elementary School","=""0441811""","Eligible for Free or Reduced-Price Meals","N/A","N/A"
"New Britain School District","=""0890011""","Alternative Center School","=""0899111""","Eligible for Free or Reduced-Price Meals",38,53.5
"New Britain School District","=""0890011""","Behavior Support","=""0891011""","Eligible for Free or Reduced-Price Meals","*","*"
"New Britain School District","=""0890011""","CLIMB","=""0899411""","Eligible for Free or Reduced-Price Meals","N/A","*"
"New Britain School District","=""0890011""","Chamberlain  Elementary School","=""0890311""","Eligible for Free or Reduced-Price Meals",43,10.3
"New Britain School District","=""0890011""","Frank J. DiLoreto School","=""0891111""","Eligible for Free or Reduced-Price Meals",24,3.8
"New Britain School District","=""0890011""","Gaffney School","=""0890511""","Eligible for Free or Reduced-Price Meals",41,9.8
"New Britain School District","=""0890011""","Hartford Detention Center","=""3480315""","Eligible for Free or Reduced-Price Meals","N/A","*"
"New Britain School District","=""0890011""","Holmes School","=""0890611""","Eligible for Free or Reduced-Price Meals","*","*"
"New Britain School District","=""0890011""","House of Arts Letters and Science (HALS)  Academy","=""0895411""","Eligible for Free or Reduced-Price Meals","N/A","N/A"
"New Britain School District","=""0890011""","Jefferson School","=""0890711""","Eligible for Free or Reduced-Price Meals",10,2.9
"New Britain School District","=""0890011""","KEY Elementary","=""0891611""","Eligible for Free or Reduced-Price Meals","N/A","N/A"
"New Britain School District","=""0890011""","KEY Middle","=""0891711""","Eligible for Free or Reduced-Price Meals","N/A","*"
"New Britain School District","=""0890011""","Lincoln School","=""0890811""","Eligible for Free or Reduced-Price Meals",24,4.2
"New Britain School District","=""0890011""","New Britain High School","=""0896111""","Eligible for Free or Reduced-Price Meals",608,33.8
"New Britain School District","=""0890011""","New Britain Transition Center","=""0899011""","Eligible for Free or Reduced-Price Meals",19,34.5
"New Britain School District","=""0890011""","Northend School","=""0890911""","Eligible for Free or Reduced-Price Meals","N/A","N/A"
"New Britain School District","=""0890011""","Pulaski Middle School","=""0895311""","Eligible for Free or Reduced-Price Meals",161,23.5
"New Britain School District","=""0890011""","Roosevelt Early Learning Center","=""0890111""","Eligible for Free or Reduced-Price Meals","N/A","N/A"
"New Britain School District","=""0890011""","Satellite Careers Academy","=""0899511""","Eligible for Free or Reduced-Price Meals","*","*"
"New Britain School District","=""0890011""","Slade Middle School","=""0895211""","Eligible for Free or Reduced-Price Meals",79,12.4
"New Britain School District","=""0890011""","Smalley Academy","=""0891211""","Eligible for Free or Reduced-Price Meals",97,15.7
"New Britain School District","=""0890011""","Smith School","=""0891311""","Eligible for Free or Reduced-Price Meals",27,5.7
"New Britain School District","=""0890011""","Steps","=""0891811""","Eligible for Free or Reduced-Price Meals",15,41.7
"New Britain School District","=""0890011""","Sunrise Intermediate","=""0890411""","Eligible for Free or Reduced-Price Meals","N/A","*"
"New Britain School District","=""0890011""","Sunrise Primary","=""0890211""","Eligible for Free or Reduced-Price Meals","N/A","N/A"
"New Britain School District","=""0890011""","Vance School","=""0891511""","Eligible for Free or Reduced-Price Meals",20,4.7
"New Fairfield School District","=""0910011""","Consolidated School","=""0910111""","Eligible for Free or Reduced-Price Meals","N/A","N/A"
"New Fairfield School District","=""0910011""","Meeting House Hill School","=""0910211""","Eligible for Free or Reduced-Price Meals","N/A","N/A"
"New Fairfield School District","=""0910011""","New Fairfield High School","=""0916111""","Eligible for Free or Reduced-Price Meals",11,16.9
"New Fairfield School District","=""0910011""","New Fairfield Middle School","=""0915211""","Eligible for Free or Reduced-Price Meals","*","*"
"Norwalk School District","=""1030011""","Brien McMahon High School","=""1036211""","Eligible for Free or Reduced-Price Meals",118,13.6
"Norwalk School District","=""1030011""","Brookside Elementary School","=""1030211""","Eligible for Free or Reduced-Price Meals","*","*"
"Norwalk School District","=""1030011""","Columbus Magnet School","=""1030311""","Eligible for Free or Reduced-Price Meals","*","*"
"Norwalk School District","=""1030011""","Cranbury Elementary School","=""1030411""","Eligible for Free or Reduced-Price Meals",7,3.8
"Norwalk School District","=""1030011""","Fox Run Elementary School","=""1032011""","Eligible for Free or Reduced-Price Meals","*","*"
"Norwalk School District","=""1030011""","Jefferson Magnet School","=""1030711""","Eligible for Free or Reduced-Price Meals","*","*"
"Norwalk School District","=""1030011""","Kendall Elementary School","=""1030811""","Eligible for Free or Reduced-Price Meals","*","*"
"Norwalk School District","=""1030011""","Marvin Elementary School","=""1032211""","Eligible for Free or Reduced-Price Meals","N/A","N/A"
"Norwalk School District","=""1030011""","Naramake Elementary School","=""1032111""","Eligible for Free or Reduced-Price Meals","*","*"
"Norwalk School District","=""1030011""","Nathan Hale Middle School","=""1035211""","Eligible for Free or Reduced-Price Meals",37,11.2
"Norwalk School District","=""1030011""","Norwalk High School","=""1036111""","Eligible for Free or Reduced-Price Meals",95,14.4
"Norwalk School District","=""1030011""","Norwalk Pathways Academy at Briggs","=""1036311""","Eligible for Free or Reduced-Price Meals",29,34.1
"Norwalk School District","=""1030011""","Ponus Ridge Middle School","=""1035311""","Eligible for Free or Reduced-Price Meals",52,11.7
"Norwalk School District","=""1030011""","Roton Middle School","=""1035511""","Eligible for Free or Reduced-Price Meals",32,12.3
"Norwalk School District","=""1030011""","Rowayton School","=""1031311""","Eligible for Free or Reduced-Price Meals","*","*"
"Norwalk School District","=""1030011""","Silvermine Elementary School","=""1032311""","Eligible for Free or Reduced-Price Meals","*","*"
"Norwalk School District","=""1030011""","Tracey School","=""1031411""","Eligible for Free or Reduced-Price Meals","N/A","N/A"
"Norwalk School District","=""1030011""","West Rocks Middle School","=""1035411""","Eligible for Free or Reduced-Price Meals",89,22.2
"Norwalk School District","=""1030011""","Wolfpit School","=""1032411""","Eligible for Free or Reduced-Price Meals","*","*"
"Southington School District","=""1310011""","Achieve","=""1311711""","Eligible for Free or Reduced-Price Meals","N/A","*"
"Southington School District","=""1310011""","Alta","=""1310111""","Eligible for Free or Reduced-Price Meals",13,43.3
"Southington School District","=""1310011""","Derynoski Elementary School","=""1311511""","Eligible for Free or Reduced-Price Meals","*","*"
"Southington School District","=""1310011""","EASE","=""1310511""","Eligible for Free or Reduced-Price Meals","N/A","*"
"Southington School District","=""1310011""","Flanders Elementary School","=""1311311""","Eligible for Free or Reduced-Price Meals","*","*"
"Southington School District","=""1310011""","Hatton Elementary School","=""1310211""","Eligible for Free or Reduced-Price Meals","*","*"
"Southington School District","=""1310011""","John F. Kennedy Middle School","=""1315311""","Eligible for Free or Reduced-Price Meals",7,6.0
"Southington School District","=""1310011""","Joseph A. Depaolo Middle School","=""1315111""","Eligible for Free or Reduced-Price Meals",7,5.4
"Southington School District","=""1310011""","Language Based Classroom","=""1310411""","Eligible for Free or Reduced-Price Meals","*","*"
"Southington School District","=""1310011""","Language Based Classroom, Multihandicapped","=""1311811""","Eligible for Free or Reduced-Price Meals","N/A","*"
"Southington School District","=""1310011""","Plantsville Elementary School","=""1310611""","Eligible for Free or Reduced-Price Meals","N/A","N/A"
"Southington School District","=""1310011""","South End Elementary School","=""1310711""","Eligible for Free or Reduced-Price Meals","N/A","N/A"
"Southington School District","=""1310011""","Southington High School","=""1316211""","Eligible for Free or Reduced-Price Meals",36,13.1
"Southington School District","=""1310011""","Southington Public Schools Preschool Program","=""1312111""","Eligible for Free or Reduced-Price Meals","N/A","*"
"Southington School District","=""1310011""","Southington Public Schools Preschool Program at Hatton School","=""1312011""","Eligible for Free or Reduced-Price Meals","N/A","*"
"Southington School District","=""1310011""","Strong Elementary School","=""1310811""","Eligible for Free or Reduced-Price Meals","*","*"
"Southington School District","=""1310011""","Thalberg Elementary School","=""1310911""","Eligible for Free or Reduced-Price Meals","*","*"
"Southington School District","=""1310011""","Therapeutic Educational Alternative Model (TEAM)","=""1311611""","Eligible for Free or Reduced-Price Meals","*","*"
"Southington School District","=""1310011""","Therapeutic Educational Setting (TEP)","=""1311211""","Eligible for Free or Reduced-Price Meals","*","*"
"Southington School District","=""1310011""","Urbin T. Kelley School","=""1311411""","Eligible for Free or Reduced-Price Meals","N/A","N/A"
"South Windsor School District","=""1320011""","Eli Terry School","=""1320711""","Eligible for Free or Reduced-Price Meals","*","*"
"South Windsor School District","=""1320011""","Orchard Hill School","=""1320611""","Eligible for Free or Reduced-Price Meals","*","*"
"South Windsor School District","=""1320011""","Philip R. Smith School","=""1320111""","Eligible for Free or Reduced-Price Meals","*","*"
"South Windsor School District","=""1320011""","Pleasant Valley School","=""1320211""","Eligible for Free or Reduced-Price Meals","*","*"
"South Windsor School District","=""1320011""","South Windsor High School","=""1326211""","Eligible for Free or Reduced-Price Meals",30,19.9
"South Windsor School District","=""1320011""","Timothy Edwards School","=""1325111""","Eligible for Free or Reduced-Price Meals",27,16.8
"South Windsor School District","=""1320011""","Wapping Elementary School","=""1320411""","Eligible for Free or Reduced-Price Meals","*","*"
"Union School District","=""1450011""","Union Elementary School","=""1450111""","Eligible for Free or Reduced-Price Meals","N/A","*"
"Trumbull School District","=""1440011""","Booth Hill School","=""1440111""","Eligible for Free or Reduced-Price Meals","N/A","N/A"
"Trumbull School District","=""1440011""","Daniels Farm School","=""1440811""","Eligible for Free or Reduced-Price Meals","N/A","N/A"
"Trumbull School District","=""1440011""","Frenchtown Elementary School","=""1441011""","Eligible for Free or Reduced-Price Meals","*","*"
"Trumbull School District","=""1440011""","Hillcrest Middle School","=""1445211""","Eligible for Free or Reduced-Price Meals","*","*"
"Trumbull School District","=""1440011""","Jane Ryan School","=""1440411""","Eligible for Free or Reduced-Price Meals","N/A","N/A"
"Trumbull School District","=""1440011""","Madison Middle School","=""1445111""","Eligible for Free or Reduced-Price Meals","*","*"
"Trumbull School District","=""1440011""","Middlebrook School","=""1440311""","Eligible for Free or Reduced-Price Meals","N/A","N/A"
"Trumbull School District","=""1440011""","REACH","=""1440511""","Eligible for Free or Reduced-Price Meals","*","*"
"Trumbull School District","=""1440011""","Tashua School","=""1440911""","Eligible for Free or Reduced-Price Meals","N/A","*"
"Trumbull School District","=""1440011""","Trumbull Alternative School","=""1440211""","Eligible for Free or Reduced-Price Meals","*","*"
"Trumbull School District","=""1440011""","Trumbull Early Childhood Education Center","=""1448011""","Eligible for Free or Reduced-Price Meals","N/A","N/A"
"Trumbull School District","=""1440011""","Trumbull High School","=""1446111""","Eligible for Free or Reduced-Price Meals",7,3.2
"Vernon School District","=""1460011""","Center Road School","=""1461411""","Eligible for Free or Reduced-Price Meals","*","*"
"Vernon School District","=""1460011""","Lake Street School","=""1460111""","Eligible for Free or Reduced-Price Meals",6,7.6
"Vernon School District","=""1460011""","Loveland Hill School","=""1460511""","Eligible for Free or Reduced-Price Meals","*","*"
"Vernon School District","=""1460011""","Maple Street School","=""1460211""","Eligible for Free or Reduced-Price Meals",21,11.0
"Vernon School District","=""1460011""","Next Step Program (AACBP)","=""1469011""","Eligible for Free or Reduced-Price Meals","N/A","*"
"Vernon School District","=""1460011""","Northeast School","=""1460311""","Eligible for Free or Reduced-Price Meals","*","*"
"Vernon School District","=""1460011""","Rockville High School","=""1466111""","Eligible for Free or Reduced-Price Meals",111,33.0
"Vernon School District","=""1460011""","Skinner Road School","=""1461011""","Eligible for Free or Reduced-Price Meals",9,5.4
"Vernon School District","=""1460011""","VPS PreK Collaborative - YMCA","=""1460711""","Eligible for Free or Reduced-Price Meals","N/A","*"
"Vernon School District","=""1460011""","Vernon Center Middle School","=""1465111""","Eligible for Free or Reduced-Price Meals",69,20.5
"Voluntown School District","=""1470011""","Voluntown Elementary School","=""1470111""","Eligible for Free or Reduced-Price Meals","*","*"
"Wallingford School District","=""1480011""","A.R.T.S. Academy","=""1489011""","Eligible for Free or Reduced-Price Meals","*","*"
"Wallingford School District","=""1480011""","Cook Hill School","=""1481011""","Eligible for Free or Reduced-Price Meals","*","*"
"Wallingford School District","=""1480011""","Dag Hammarskjold Middle School","=""1485211""","Eligible for Free or Reduced-Price Meals",20,11.8
"Wallingford School District","=""1480011""","Education Enhancement Program","=""1480511""","Eligible for Free or Reduced-Price Meals","N/A","*"
"Wallingford School District","=""1480011""","Evarts C. Stevens School","=""1480911""","Eligible for Free or Reduced-Price Meals","*","*"
"Wallingford School District","=""1480011""","Harvest Park","=""1489211""","Eligible for Free or Reduced-Price Meals","N/A","*"
"Wallingford School District","=""1480011""","Highland School","=""1480211""","Eligible for Free or Reduced-Price Meals","*","*"
"Wallingford School District","=""1480011""","James H. Moran Middle School","=""1485311""","Eligible for Free or Reduced-Price Meals",9,6.8
"Wallingford School District","=""1480011""","Lyman Hall High School","=""1486111""","Eligible for Free or Reduced-Price Meals",36,15.8
"Wallingford School District","=""1480011""","Mark T. Sheehan High School","=""1486211""","Eligible for Free or Reduced-Price Meals",14,12.6
"Wallingford School District","=""1480011""","Moses Y. Beach School","=""1480111""","Eligible for Free or Reduced-Price Meals","N/A","N/A"
"Wallingford School District","=""1480011""","Multi-Vocational Life Skills Program","=""1489111""","Eligible for Free or Reduced-Price Meals","N/A","*"
"Wallingford School District","=""1480011""","Parker Farms School","=""1480311""","Eligible for Free or Reduced-Price Meals","*","*"
"Wallingford School District","=""1480011""","Pond Hill School","=""1481211""","Eligible for Free or Reduced-Price Meals","*","*"
"Wallingford School District","=""1480011""","Rock Hill School","=""1480411""","Eligible for Free or Reduced-Price Meals","N/A","N/A"
"Wallingford School District","=""1480011""","Yalesville School","=""1480811""","Eligible for Free or Reduced-Price Meals","N/A","N/A"
"Weston School District","=""1570011""","Hurlbutt Elementary School","=""1570111""","Eligible for Free or Reduced-Price Meals","N/A","*"
"Weston School District","=""1570011""","Weston High School","=""1576111""","Eligible for Free or Reduced-Price Meals","*","*"
"Weston School District","=""1570011""","Weston Intermediate School","=""1570211""","Eligible for Free or Reduced-Price Meals","N/A","*"
"Weston School District","=""1570011""","Weston Middle School","=""1575111""","Eligible for Free or Reduced-Price Meals","*","*"
"Westport School District","=""1580011""","Bedford Middle School","=""1585111""","Eligible for Free or Reduced-Price Meals","*","*"
"Westport School District","=""1580011""","CES Segregated","=""1580111""","Eligible for Free or Reduced-Price Meals","N/A","*"
"Westport School District","=""1580011""","Coleytown Elementary School","=""1580311""","Eligible for Free or Reduced-Price Meals","*","*"
"Westport School District","=""1580011""","Coleytown Middle School","=""1585311""","Eligible for Free or Reduced-Price Meals","N/A","N/A"
"Westport School District","=""1580011""","Green's Farms School","=""1580411""","Eligible for Free or Reduced-Price Meals","*","*"
"Westport School District","=""1580011""","Green's Farms Segregated","=""1580211""","Eligible for Free or Reduced-Price Meals","N/A","*"
"Westport School District","=""1580011""","King's Highway Elementary School","=""1580511""","Eligible for Free or Reduced-Price Meals","*","*"
"Westport School District","=""1580011""","King's Highway Segregated","=""1580611""","Eligible for Free or Reduced-Price Meals","N/A","*"
"Westport School District","=""1580011""","Long Lots School","=""1580711""","Eligible for Free or Reduced-Price Meals","N/A","*"
"Westport School District","=""1580011""","Saugatuck Elementary School","=""1580811""","Eligible for Free or Reduced-Price Meals","N/A","*"
"Westport School District","=""1580011""","Staples High School","=""1586111""","Eligible for Free or Reduced-Price Meals",7,7.9
"Westport School District","=""1580011""","Stepping Stones Preschool","=""1588011""","Eligible for Free or Reduced-Price Meals","N/A","*"
"Wethersfield School District","=""1590011""","Alfred W. Hanmer School","=""1590811""","Eligible for Free or Reduced-Price Meals","*","*"
"Wethersfield School District","=""1590011""","Charles Wright School","=""1591011""","Eligible for Free or Reduced-Price Meals","*","*"
"Wethersfield School District","=""1590011""","Emerson-Williams School","=""1590211""","Eligible for Free or Reduced-Price Meals","*","*"
"Wethersfield School District","=""1590011""","Highcrest School","=""1591111""","Eligible for Free or Reduced-Price Meals","*","*"
"Wethersfield School District","=""1590011""","Samuel B. Webb Elementary School","=""1591211""","Eligible for Free or Reduced-Price Meals","N/A","N/A"
"Wethersfield School District","=""1590011""","Silas Deane Middle School","=""1595211""","Eligible for Free or Reduced-Price Meals",27,26.7
"Wethersfield School District","=""1590011""","Wethersfield High School","=""1596111""","Eligible for Free or Reduced-Price Meals",37,16.2
"Regional School District 15","=""2150012""","Gainfield Elementary School","=""2150412""","Eligible for Free or Reduced-Price Meals","*","*"
"Regional School District 15","=""2150012""","Long Meadow Elementary School","=""2150712""","Eligible for Free or Reduced-Price Meals","N/A","N/A"
"Regional School District 15","=""2150012""","MIJ Program","=""2150112""","Eligible for Free or Reduced-Price Meals","N/A","*"
"Regional School District 15","=""2150012""","Memorial Middle School","=""2155212""","Eligible for Free or Reduced-Price Meals","N/A","N/A"
"Regional School District 15","=""2150012""","Middlebury Elementary School","=""2150612""","Eligible for Free or Reduced-Price Meals","*","*"
"Regional School District 15","=""2150012""","Pomperaug Regional High School","=""2156212""","Eligible for Free or Reduced-Price Meals",18,20.9
"Regional School District 15","=""2150012""","Pomperaug School","=""2150512""","Eligible for Free or Reduced-Price Meals","N/A","N/A"
"Regional School District 15","=""2150012""","Rochambeau Middle School","=""2155112""","Eligible for Free or Reduced-Price Meals","*","*"
"Regional School District 16","=""2160012""","Laurel Ledge School","=""2160112""","Eligible for Free or Reduced-Price Meals","N/A","N/A"
"Regional School District 16","=""2160012""","Long River Middle School","=""2165112""","Eligible for Free or Reduced-Price Meals",7,7.5
"Regional School District 16","=""2160012""","Prospect Elementary School","=""2160512""","Eligible for Free or Reduced-Price Meals","*","*"
"Regional School District 16","=""2160012""","WRHS Alternative Education Program","=""2160412""","Eligible for Free or Reduced-Price Meals",6,"*"
"Regional School District 16","=""2160012""","Woodland Regional High School","=""2166012""","Eligible for Free or Reduced-Price Meals",15,14.2
"Regional School District 17","=""2170012""","Burr District Elementary School","=""2170212""","Eligible for Free or Reduced-Price Meals","N/A","N/A"
"Regional School District 17","=""2170012""","Haddam Elementary School","=""2170112""","Eligible for Free or Reduced-Price Meals","N/A","*"
"Regional School District 17","=""2170012""","Haddam-Killingworth High School","=""2176112""","Eligible for Free or Reduced-Price Meals",6,9.7
"Regional School District 17","=""2170012""","Haddam-Killingworth Middle School","=""2175112""","Eligible for Free or Reduced-Price Meals",10,14.5
"Regional School District 17","=""2170012""","Killingworth Elementary School","=""2170312""","Eligible for Free or Reduced-Price Meals","N/A","*"
"Regional School District 18","=""2180012""","Alternative Program","=""2180412""","Eligible for Free or Reduced-Price Meals","N/A","*"
"Regional School District 18","=""2180012""","Center School","=""2180312""","Eligible for Free or Reduced-Price Meals","N/A","*"
"Regional School District 18","=""2180012""","Lyme Consolidated School","=""2180112""","Eligible for Free or Reduced-Price Meals","*","*"
"Regional School District 18","=""2180012""","Lyme-Old Lyme High School","=""2186112""","Eligible for Free or Reduced-Price Meals","N/A","N/A"
"Regional School District 18","=""2180012""","Lyme-Old Lyme Middle School","=""2185112""","Eligible for Free or Reduced-Price Meals","*","*"
"Regional School District 18","=""2180012""","Mile Creek School","=""2180212""","Eligible for Free or Reduced-Price Meals","*","*"
"Lebanon School District","=""0710011""","Lebanon Elementary School","=""0710111""","Eligible for Free or Reduced-Price Meals","N/A","N/A"
"Lebanon School District","=""0710011""","Lebanon Middle School","=""0715111""","Eligible for Free or Reduced-Price Meals","*","*"
"Lebanon School District","=""0710011""","Lyman Memorial High School","=""0716211""","Eligible for Free or Reduced-Price Meals","*","*"
"Ledyard School District","=""0720011""","Gales Ferry School","=""0720211""","Eligible for Free or Reduced-Price Meals","N/A","N/A"
"Ledyard School District","=""0720011""","Gallup Hill School","=""0720411""","Eligible for Free or Reduced-Price Meals",13,11.0
"Ledyard School District","=""0720011""","Juliet W. Long School","=""0720311""","Eligible for Free or Reduced-Price Meals","*","*"
"Ledyard School District","=""0720011""","Ledyard Center School","=""0720111""","Eligible for Free or Reduced-Price Meals","*","*"
"Ledyard School District","=""0720011""","Ledyard High School","=""0726111""","Eligible for Free or Reduced-Price Meals",24,12.8
"Ledyard School District","=""0720011""","Ledyard Middle School","=""0725111""","Eligible for Free or Reduced-Price Meals",6,9.2
"Lisbon School District","=""0730011""","Lisbon Central School","=""0730111""","Eligible for Free or Reduced-Price Meals","*","*"
"Naugatuck School District","=""0880011""","Andrew Avenue School","=""0880811""","Eligible for Free or Reduced-Price Meals","*","*"
"Naugatuck School District","=""0880011""","Central Avenue Preschool","=""0888211""","Eligible for Free or Reduced-Price Meals","N/A","*"
"Naugatuck School District","=""0880011""","City Hill Middle School","=""0885111""","Eligible for Free or Reduced-Price Meals",50,14.4
"Naugatuck School District","=""0880011""","Cross Street Intermediate School","=""0880211""","Eligible for Free or Reduced-Price Meals",10,7.1
"Naugatuck School District","=""0880011""","Genesis Academy","=""0880911""","Eligible for Free or Reduced-Price Meals",6,"*"
"Naugatuck School District","=""0880011""","Head Start","=""0888111""","Eligible for Free or Reduced-Price Meals","N/A","N/A"
"Naugatuck School District","=""0880011""","Hillside Intermediate School","=""0880411""","Eligible for Free or Reduced-Price Meals",19,9.6
"Naugatuck School District","=""0880011""","Hop Brook Elementary School","=""0880511""","Eligible for Free or Reduced-Price Meals",8,4.6
"Naugatuck School District","=""0880011""","Maple Hill School","=""0880311""","Eligible for Free or Reduced-Price Meals","*","*"
"Naugatuck School District","=""0880011""","Naugatuck High School","=""0886111""","Eligible for Free or Reduced-Price Meals",120,21.1
"Naugatuck School District","=""0880011""","Salem School","=""0880611""","Eligible for Free or Reduced-Price Meals","*","*"
"Naugatuck School District","=""0880011""","Western School","=""0880711""","Eligible for Free or Reduced-Price Meals","*","*"
"North Haven School District","=""1010011""","Clintonville Elementary School","=""1010811""","Eligible for Free or Reduced-Price Meals","N/A","N/A"
"North Haven School District","=""1010011""","Green Acres Elementary School","=""1010711""","Eligible for Free or Reduced-Price Meals","N/A","N/A"
"North Haven School District","=""1010011""","Montowese Elementary School","=""1010211""","Eligible for Free or Reduced-Price Meals","N/A","N/A"
"North Haven School District","=""1010011""","North Haven High School","=""1016111""","Eligible for Free or Reduced-Price Meals",22,14.8
"North Haven School District","=""1010011""","North Haven Middle School","=""1015211""","Eligible for Free or Reduced-Price Meals",19,13.4
"North Haven School District","=""1010011""","North Haven Transition Partnership","=""1010111""","Eligible for Free or Reduced-Price Meals","N/A","*"
"North Haven School District","=""1010011""","Ridge Road Elementary School","=""1010311""","Eligible for Free or Reduced-Price Meals","N/A","N/A"
"North Stonington School District","=""1020011""","North Stonington Elementary School","=""1020111""","Eligible for Free or Reduced-Price Meals","N/A","N/A"
"North Stonington School District","=""1020011""","Wheeler High School","=""1026111""","Eligible for Free or Reduced-Price Meals",6,15.4
"North Stonington School District","=""1020011""","Wheeler Middle School","=""1025111""","Eligible for Free or Reduced-Price Meals",6,16.7
"Shelton School District","=""1260011""","Alternative Learning Center 1","=""1260211""","Eligible for Free or Reduced-Price Meals","N/A","*"
"Shelton School District","=""1260011""","Booth Hill School","=""1261011""","Eligible for Free or Reduced-Price Meals","N/A","N/A"
"Shelton School District","=""1260011""","Elizabeth Shelton School","=""1260511""","Eligible for Free or Reduced-Price Meals","N/A","N/A"
"Shelton School District","=""1260011""","Intermediate School","=""1265111""","Eligible for Free or Reduced-Price Meals",24,11.8
"Shelton School District","=""1260011""","Life Skills","=""1260311""","Eligible for Free or Reduced-Price Meals","N/A","*"
"Shelton School District","=""1260011""","Long Hill School","=""1260811""","Eligible for Free or Reduced-Price Meals","N/A","N/A"
"Shelton School District","=""1260011""","Mohegan School","=""1260911""","Eligible for Free or Reduced-Price Meals","N/A","N/A"
"Shelton School District","=""1260011""","Perry Hill Elementary School","=""1261111""","Eligible for Free or Reduced-Price Meals",6,3.3
