"school_code","district_code","type","district","school","street","city","state","zip","phone","fax","website","education_program","program_type","inter_district_magnet","pre_kindergarten","kindergarten","grade_1","grade_2","grade_3","grade_4","grade_5","grade_6","grade_7","grade_8","grade_9","grade_10","grade_11","grade_12"
"0760161","None","Nonpublic Elementary and Secondary Schools","","Grove School","175 Copse Road","Madison","CT","06443","203-245-2778","203-245-2607","","APSEP","","","0","0","0","0","0","0","0","1","1","1","1","1","1","1"
"1040282","None","Nonpublic Elementary and Secondary Schools","","Guide, Inc","129 Asylum Avenue","Norwich","CT","06360","860-887-9383","860-237-5358","","TVSP","","","0","0","0","0","0","0","0","0","0","0","0","0","0","1"
"0640282","None","Nonpublic Elementary and Secondary Schools","","HARC, Inc.","900 Asylum Avenue","Hartford","CT","06105","860-218-6081","860-297-0269","","TVSP","","","0","0","0","0","0","0","0","0","0","0","0","0","0","1"
"0626121","None","Nonpublic Elementary and Secondary Schools","","Hamden Hall School","1108 Whitney Avenue","Hamden","CT","06517","203-865-6158","203-752-2651","","Standard Non-Public","","","1","1","1","1","1","1","1","1","1","1","1","1","1","1"
"8440261","None","Nonpublic Elementary and Secondary Schools","","Harmony Hill","63 Harmony Hill","Chepachet","RI","02814","401-949-0690","","","APSEP","","","","","","","","","","","","","","","",""
"0620721","None","Nonpublic Elementary and Secondary Schools","","Harris & Tucker Seventh Day Adventist School","43 Jones Rd.","Hamden","CT","06514","203-787-5087","","","Standard Non-Public","","","","","","","","","","","","","","","",""
"0640621","None","Nonpublic Elementary and Secondary Schools","","Hartford Area S.D.A. School","474 Woodland Street","Hartford","CT","06112","860-724-5777","860-548-9252","","Standard Non-Public","","","1","1","1","1","1","1","1","1","1","1","0","0","0","0"
"0640821","None","Nonpublic Elementary and Secondary Schools","","Hartford Christian School","830 Maple Avenue","Hartford","CT","06114","860-956-4287","","","Standard Non-Public","","","","","","","","","","","","","","","",""
"0640817","None","Adult Education Providers","","Hartford Public Library","500 Main Street","Hartford","CT","06103","860-695-6334","","","","","","","","","","","","","","","","","","",""
"1556721","None","Nonpublic Elementary and Secondary Schools","","Hebrew High School of New England","300 Bloomfield Avenue","West Hartford","CT","06117","860-231-0317","860-236-7623","","Standard Non-Public","","","0","0","0","0","0","0","0","0","0","0","1","1","1","1"
"1480221","None","Nonpublic Elementary and Secondary Schools","","Heritage Baptist Academy","161 South Whittlesey Avenue","Wallingford","CT","06492","203-265-7170","203-265-1160","","Standard Non-Public","","","1","1","1","1","1","1","1","1","1","1","1","1","1","1"
"1040921","None","Nonpublic Elementary and Secondary Schools","","Hickory Street School","15 Teachers Drive","Norwich","CT","06360","860-892-4342","","norwichpublicschools.org","Standard Non-Public","","","0","0","1","1","1","1","1","1","1","1","0","0","0","0"
"1480261","None","Nonpublic Elementary and Secondary Schools","","High Road Academy","31 Village Lane","Wallingford","CT","06492","203-284-0441","","","APSEP","","","0","0","0","0","0","0","0","0","0","0","1","1","1","1"
"1480521","None","Nonpublic Elementary and Secondary Schools","","High Road Academy - BEST Academy","29 Village Lane","Wallingford","CT","06492","203-284-0441","","https://www.catapultlearning.com/schools/high-road-academy-best-program-wallingford-ct/","APSEP","","","0","1","1","1","1","1","1","1","1","1","1","1","1","1"
"0642161","None","Nonpublic Elementary and Secondary Schools","","High Road School of Hartford High","245 Locust Street","Hartford","CT","06114","860-695-7900","","","APSEP","","","0","0","0","0","0","0","0","0","0","1","1","1","1","1"
"0642261","None","Nonpublic Elementary and Secondary Schools","","High Road School of Hartford-Primary","55 Waverly Place","Hartford","CT","06112","860-695-7900","","","APSEP","","","0","1","1","1","1","1","1","1","1","1","0","0","0","0"
"0950421","None","Nonpublic Elementary and Secondary Schools","","High Road School of New London Middle/High at Shiloh","1 Garvin Street","New London","CT","06320","860-437-6450","860-437-6451","www.sesi-schools.com/schools/high-road-scho","APSEP","","","0","0","0","0","0","0","0","0","1","1","1","1","1","1"
"0950821","None","Nonpublic Elementary and Secondary Schools","","High Road School of New London Primary at Bennie Dover","36 Waller Street","New London","CT","06320","860-000-0000","","","APSEP","","","0","1","1","1","1","1","1","1","0","0","0","0","0","0"
"1036261","None","Nonpublic Elementary and Secondary Schools","","High Road School of Norwalk","17 North Avenue","Norwalk","CT","06851","203-284-0441","203-840-1240","","APSEP","","","0","0","0","1","1","1","1","1","1","1","1","1","1","1"
"1485061","None","Nonpublic Elementary and Secondary Schools","","High Road School of Wallingford","29A and 33 Village Lane","Wallingford","CT","06492","203-265-5507","","","APSEP","","","0","1","1","1","1","1","1","1","1","1","1","1","1","1"
"8254661","None","Nonpublic Elementary and Secondary Schools","","Hillcrest Education Centers - Brookside ITU","5 Ramsdell Rd.","Great Barrington","MA","01230","413-528-0535","","www.hillcrestec.org","APSEP","","","0","0","0","0","0","1","1","1","1","1","1","1","1","1"
"8254761","None","Nonpublic Elementary and Secondary Schools","","Hillcrest Education Centers - Highpoint","242 West Mountain Rd.","Lenox","MA","01240","413-637-2845","","","APSEP","","","","","","","","","","","","","","","",""
"8251561","None","Nonpublic Elementary and Secondary Schools","","Hillcrest Education Centers - Hillcrest Center","349 Old Stockbridge Rd.","Lenox","MA","01240","413-637-2834","","","APSEP","","","","","","","","","","","","","","","",""
"0511121","None","Nonpublic Elementary and Secondary Schools","","Hillel Academy","1571 Stratfield Road","Fairfield","CT","06825","203-374-6147","203-374-2162","","Standard Non-Public","","","","","","","","","","","","","","","",""
"8250711","None","Public Schools","","Holland Elementary School","28 Sturbridge Road","Holland","MA","01521","413-249-644","","","","","","","","","","","","","","","","","","",""
"1516121","None","Nonpublic Elementary and Secondary Schools","","Holy Cross High School","587 Oronoke Road","Waterbury","CT","06708","203-757-9248","203-757-3423","","Standard Non-Public","","","0","0","0","0","0","0","0","0","0","0","1","1","1","1"
"0120221","None","Nonpublic Elementary and Secondary Schools","","Holy Seed Christian Academy","104 Notch Road","Bolton","CT","06043","860-533-9483","","www","Standard Non-Public","","","0","1","1","1","1","1","1","1","1","1","1","0","1","0"
"1350321","None","Nonpublic Elementary and Secondary Schools","","Holy Spirit","403 Scofieldtown Road","Stamford","CT","06903","203-329-1623","203-595-0858","","Standard Non-Public","","","1","1","1","1","1","1","1","0","0","0","0","0","0","0"
"1480121","None","Nonpublic Elementary and Secondary Schools","","Holy Trinity School","11 North Whittlesey Avenue","Wallingford","CT","06492","203-269-4476","203-294-4983","","Standard Non-Public","","","0","1","1","1","1","1","1","1","1","1","0","0","0","0"
"1075061","None","Nonpublic Elementary and Secondary Schools","","Hope Academy","89 Marsh Hill Road","Orange","CT","06477","203-799-6000","203-799-0000","www.hopeacademy-tech.com","APSEP","","","0","0","1","1","1","1","1","1","1","1","1","1","1","1"
"0936121","None","Nonpublic Elementary and Secondary Schools","","Hopkins","986 Forest Road","New Haven","CT","06515","203-397-1001","203-392-0267","","Standard Non-Public","","","0","0","0","0","0","0","0","0","1","1","1","1","1","1"
"1630382","None","Nonpublic Elementary and Secondary Schools","","Horizons Educational Support Services","127 Babcock Hill Road","Windham","CT","06266","860-456-1032","860-456-4721","","TVSP","","","0","0","0","0","0","0","0","0","0","0","0","0","0","1"
"1630221","None","Nonpublic Elementary and Secondary Schools","","Horizons Transition Education Partnership","ECSU, 83 Windham Street","Willimantic","CT","06226","860-456-1032 x118","860-456-4721","","TVSP","","","0","0","0","0","0","0","0","0","0","0","0","0","0","1"
"0970221","None","Nonpublic Elementary and Secondary Schools","","Housatonic Valley School","40 Dodgingtown Road","Newtown","CT","06470","203-364-1113","203-364-0630","","Standard Non-Public","","","1","1","1","1","1","1","1","1","1","1","0","0","0","0"
"0341021","None","Nonpublic Elementary and Secondary Schools","","Hudson Country Montessori","44A Shelter Rock Road","Danbury","CT","06810","203-744-8088","203-748-3403","www.","Standard Non-Public","","","1","1","1","1","1","1","1","1","1","1","0","0","0","0"
"0920221","None","Nonpublic Elementary and Secondary Schools","","Hunter Montessori School","18 Cedar Lane","New Hartford","CT","06057","860-489-5595","","","Standard Non-Public","","","1","1","1","1","1","1","1","1","1","1","0","0","0","0"
"1696121","None","Nonpublic Elementary and Secondary Schools","","Hyde School","150 Route 169","Woodstock","CT","06281","860-963-4790","860-963-4701","","Standard Non-Public","","","0","0","0","0","0","0","0","0","0","0","1","1","1","1"
"0346121","None","Nonpublic Elementary and Secondary Schools","","Immaculate High School","73 Southern Boulevard","Danbury","CT","06810","203-744-1510","203-744-1275","www","Standard Non-Public","","","0","0","0","0","0","0","0","0","0","0","1","1","1","1"
"0170121","None","Nonpublic Elementary and Secondary Schools","","Immanuel Lutheran-Bristol","154 Meadow Street","Bristol","CT","06010","860-583-5631","860-585-4785","","Standard Non-Public","","","1","1","1","1","1","1","1","1","1","1","0","0","0","0"
"0340121","None","Nonpublic Elementary and Secondary Schools","","Immanuel Lutheran-Danbury","18 Clapboard Ridge Road","Danbury","CT","06811","203-748-7823","203-748-5022","","Standard Non-Public","","","1","1","1","1","1","1","1","1","1","1","0","0","0","0"
"1225121","None","Nonpublic Elementary and Secondary Schools","","Indian Mountain School","211 Indian Mountain Road","Lakeville","CT","06039","860-435-0871","860-435-0641","","Standard Non-Public","","","1","1","1","1","1","1","1","1","1","1","1","0","0","0"
"8170461","None","Nonpublic Elementary and Secondary Schools","","Indian Oaks Academy","101 Bramble Lane","Manteno","IL","60950","815-802-3754","","","APSEP","","","","","","","","","","","","","","","",""
"1510282","None","Nonpublic Elementary and Secondary Schools","","Innovative Children's Environmental Services, Inc. - ICES","35 Elm Street","Naugatuck","CT","06770","203-723-4133","203-723-4202","","TVSP","","","0","0","0","0","0","0","0","0","0","0","0","0","0","1"
"8251661","None","Nonpublic Elementary and Secondary Schools","","Institute for Developmental Disabilities Crystal Springs School","38 Narrows Rd PO Box 372","Assonet","MA","02702","508-644-3101","","","APSEP","","","","","","","","","","","","","","","",""
"1550261","None","Nonpublic Elementary and Secondary Schools","","Intensive Education Academy","840 North Main Street","West Hartford","CT","06117","860-236-2049","860-231-2843","","APSEP","","","0","0","1","1","1","1","1","1","1","1","1","1","1","1"
"1380121","None","Nonpublic Elementary and Secondary Schools","","Ippi Academy","55 Fotch Street","Stratford","CT","06615","203-385-5729","","","APSEP","","","0","1","1","1","1","1","1","1","1","1","1","1","1","1"
"8230321","None","Nonpublic Elementary and Secondary Schools","","Ironwood","67 Captain Cushman Road","Morrill","ME","04952","207-342-3655","","","Standard Non-Public","","","0","0","0","0","0","0","0","0","0","1","1","1","1","1"
"8254861","None","Nonpublic Elementary and Secondary Schools","","Ivy Street School","200 Ivy Street","Brookline","MA","02446","617-738-5110","","","APSEP","","","","","","","","","","","","","","","",""
"1670221","None","Nonpublic Elementary and Secondary Schools","","Jewish High School of Connecticut","1937 West Main Street","Stamford","CT","06902","203-357-0850","","www","Standard Non-Public","","","0","0","0","0","0","0","0","0","0","0","1","1","1","1"
"0770321","None","Nonpublic Elementary and Secondary Schools","","Journey Found, Inc.","60 Hilliard St.","Manchester","CT","06042","860-643-9844","860-643-9539","www.","Standard Non-Public","","","0","0","0","0","0","0","0","0","0","0","0","0","0","1"
"8251761","None","Nonpublic Elementary and Secondary Schools","","Justice Resource Institute - Berkshire Meadows","249 North Plain Rd","Housatonic","MA","01236","413-528-2523","","","APSEP","","","","","","","","","","","","","","","",""
"8250821","None","Nonpublic Elementary and Secondary Schools","","Justice Resource Institute - Butler Center","288 Lyman Street PO Box 728","Westborough","MA","01581","503-366-0596","","","Standard Non-Public","","","","","","","","","","","","","","","",""
"8256161","None","Nonpublic Elementary and Secondary Schools","","Justice Resource Institute-Centerpoint","365 East Street","Tewksbury","MA","01876","978-858-3776","","","APSEP","","","","","","","","","","","","","","","",""
"8256261","None","Nonpublic Elementary and Secondary Schools","","Justice Resource Institute-Glenhaven Academy","58 Framingham Road","Marlborough","MA","01752","508-481-8077","","","APSEP","","","","","","","","","","","","","","","",""
"8256361","None","Nonpublic Elementary and Secondary Schools","","Justice Resource Institute-Meadowridge Behavioral Health Center","664 Stevens Road","Swansea","MA","02777","508-677-0304","","","APSEP","","","","","","","","","","","","","","","",""
"8256461","None","Nonpublic Elementary and Secondary Schools","","Justice Resource Institute-Walden Street School","148 Walden Street","Concord","MA","01742","978-369-7611","","","APSEP","","","","","","","","","","","","","","","",""
"8362661","None","Nonpublic Elementary and Secondary Schools","","Karafin","40 Radio Circle","Mt. Kisco","NY","10549","914-666-9211","","","APSEP","","","","","","","","","","","","","","","",""
"0686121","None","Nonpublic Elementary and Secondary Schools","","Kent School","1 Macedonia Rd","Kent","CT","06757","860-927-6030","860-927-6036","","Standard Non-Public","","","0","0","0","0","0","0","0","0","0","0","1","1","1","1"
"8510561","None","Nonpublic Elementary and Secondary Schools","","Keystone Academy","17579 Warwick Boulevard","Newport News","VA","23603","757-369-5304","","","APSEP","","","","","","","","","","","","","","","",""
"8420221","None","Nonpublic Elementary and Secondary Schools","","KidsPeace Broadway Campus","1650 Broadway","Bethlehem","PA","18015","800-346-7827","","","Standard Non-Public","","","","","","","","","","","","","","","",""
"8230661","None","Nonpublic Elementary and Secondary Schools","","KidsPeace Graham Lake School","Rte. 180, PO Box 787","Ellsworth","ME","04605","207-667-0909","","","APSEP","","","","","","","","","","","","","","","",""
"8420321","None","Nonpublic Elementary and Secondary Schools","","KidsPeace Orchard Hills Campus","5300 KidsPeace Drive","Orefield","PA","18069","610-799-8000","","","Standard Non-Public","","","","","","","","","","","","","","","",""
"8360221","None","Nonpublic Elementary and Secondary Schools","","Kildonan School","425 Morse Hill Road","Amenia","NY","12501","845-373-8111","","","Standard Non-Public","","","","","","","","","","","","","","","",""
"1356121","None","Nonpublic Elementary and Secondary Schools","","King School, Inc.","1450 Newfield Avenue","Stamford","CT","06905","203-322-3496","","www","Standard Non-Public","","","1","1","1","1","1","1","1","1","1","1","1","1","1","1"
"1310521","None","Nonpublic Elementary and Secondary Schools","","King's Academy","760 Spring Street","Southington","CT","06489","860-628-5554","","","Standard Non-Public","","","","","","","","","","","","","","","",""
"1556321","None","Nonpublic Elementary and Secondary Schools","","Kingswood Oxford School","170 Kingswood Road","West Hartford","CT","06119","860-233-9631","860-233-6502","","Standard Non-Public","","","0","0","0","0","0","0","0","1","1","1","1","1","1","1"
"0156121","None","Nonpublic Elementary and Secondary Schools","","Kolbe Cathedral High School","33 Calhoun Place","Bridgeport","CT","06604","203-335-2554","203-335-2556","","Standard Non-Public","","","0","0","0","0","0","0","0","0","0","0","1","1","1","1"
"8255261","None","Nonpublic Elementary and Secondary Schools","","Kolburne School","343 NM Southfield Road","New Marlborough","MA","01230","413-229-8787","","","APSEP","","","","","","","","","","","","","","","",""
"1430382","None","Nonpublic Elementary and Secondary Schools","","LARC School to Community Transition Program","314 Main Street","Torrington","CT","06790","860-482-9364 x35","860-489-2492","","TVSP","","","0","0","0","0","0","0","0","0","0","0","0","0","0","1"
"0490182","None","Nonpublic Elementary and Secondary Schools","","LIFE Program @ Allied Rehabilitation","3 Pearson Way","Enfield","CT","06082","860-265-3828","860-741-6870","","TVSP","","","0","0","0","0","0","0","0","0","0","0","0","0","0","1"
"8251861","None","Nonpublic Elementary and Secondary Schools","","Lake Grove at Maple Valley","6 Farley Road","Wendell","MA","01379","978-544-6913","","","APSEP","","","","","","","","","","","","","","","",""
"8330361","None","Nonpublic Elementary and Secondary Schools","","Lakeview Neurorehabilitation Center","244 Highwatch Road","Effingham Falls","NH","03882","603-539-7451","","","Standard Non-Public","","","0","0","1","1","1","1","1","1","1","1","1","1","1","1"
"1170121","None","Nonpublic Elementary and Secondary Schools","","Landmark Preschool - Redding","20 Portland Avenue","Redding","CT","06896","203-544-8393","203-544-8740","","Standard Non-Public","","","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1580521","None","Nonpublic Elementary and Secondary Schools","","Landmark Preschool - Westport","11 Burr Road","Westport","CT","06880","203-226-6982","203-226-7195","www","Standard Non-Public","","","1","1","0","0","0","0","0","0","0","0","0","0","0","0"
"8251961","None","Nonpublic Elementary and Secondary Schools","","Landmark School, Inc.","412 Hale Street","Prides Crossing","MA","01965","978-236-3302","","","APSEP","","","","","","","","","","","","","","","",""
"8252061","None","Nonpublic Elementary and Secondary Schools","","Latham School","1646 Route 6a PO Box 1879","Brewster","MA","02631","508-896-5776","","","APSEP","","","","","","","","","","","","","","","",""
"0620621","None","Nonpublic Elementary and Secondary Schools","","Laurel Oaks Adventist School","14 West Shepard Avenue","Hamden","CT","06514","203-248-3251","203-248-3251","","Standard Non-Public","","","1","1","1","1","1","1","1","1","1","1","0","0","0","0"
"0116321","None","Nonpublic Elementary and Secondary Schools","","Leadership Prep Academy for Young Men","31 Tobey Street","Bloomfield","CT","06002","860-202-6972","","","Standard Non-Public","","","","","","","","","","","","","","","",""
"8252161","None","Nonpublic Elementary and Secondary Schools","","League School of Greater Boston","300 Boston Providence Hwy","Walpole","MA","02032","508-850-3900","","","APSEP","","","","","","","","","","","","","","","",""
"0931921","None","Nonpublic Elementary and Secondary Schools","","Liberty Educational Service Center","495 Elm Street","New Haven","CT","06511","203-691-9494","203-691-9646","","Standard Non-Public","","","0","0","0","0","0","0","0","0","0","0","0","1","1","1"
"1620221","None","Nonpublic Elementary and Secondary Schools","","Life Skill House","30 Elm Street","Winchester","CT","06098","860-238-7715","","","TVSP","","","0","0","0","0","0","0","0","0","0","0","0","0","0","1"
"0740221","None","Nonpublic Elementary and Secondary Schools","","Litchfield Montessori School","5  Knife Shop Road","Northfield","CT","06778","860-283-5920","860-283-0552","","Standard Non-Public","","","1","1","1","1","1","1","1","1","0","0","0","0","0","0"
"0490321","None","Nonpublic Elementary and Secondary Schools","","Little Angels Catholic Pre-School","424 Hazard Avenue","Enfield","CT","06082","860-745-5275","","","Standard Non-Public","","","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1560221","None","Nonpublic Elementary and Secondary Schools","","Living Word Christian Academy","225 Meloy Road","West Haven","CT","06516","203-931-7750","203-931-7540","","Standard Non-Public","","","1","1","1","1","1","1","1","0","0","0","0","0","0","0"
"1646121","None","Nonpublic Elementary and Secondary Schools","","Loomis Chaffee School","4 Batchelder Road","Windsor","CT","06095","860-687-6000","860-687-6850","","Standard Non-Public","","","0","0","0","0","0","0","0","0","0","0","1","1","1","1"
"0626161","None","Nonpublic Elementary and Secondary Schools","","Lorraine D. Foster Day School","1861 Whitney Avenue","Hamden","CT","06517","203-230-4877","203-288-5749","","APSEP","","","0","0","0","0","1","1","1","1","1","1","1","1","1","1"
"0151121","None","Nonpublic Elementary and Secondary Schools","","Love Christian Academy","729 Union  Avenue","Bridgeport","CT","06607","203-330-1467","203-336-5615","www","Standard Non-Public","","","0","1","1","1","1","1","1","1","0","0","0","0","0","0"
"0330182","None","Nonpublic Elementary and Secondary Schools","","MARC Community Resources - Vocational and Leisure Services","421 Main Street","Cromwell","CT","06416","860-635-5151 x305","860-632-9760","","TVSP","","","0","0","0","0","0","0","0","0","0","0","0","0","0","1"
"0770182","None","Nonpublic Elementary and Secondary Schools","","MARC, INc. School to Work Transition Services","151 Sheldon Road","Manchester","CT","06042","860-646-5718","860-645-9910","","TVSP","","","0","0","0","0","0","0","0","0","0","0","0","0","0","1"
"1640521","None","Nonpublic Elementary and Secondary Schools","","Madina Academy","PO Box 564, 519 Palisado Ave","Windsor","CT","06095","860-219-0569","","","Standard Non-Public","","","1","1","1","1","1","1","1","1","1","1","1","1","1","1"
"1180621","None","Nonpublic Elementary and Secondary Schools","","Maimonides","46 Peaceable Street","Ridgefield","CT","06877","203-748-7129","","","Standard Non-Public","","","","","","","","","","","","","","","",""
"0340621","None","Nonpublic Elementary and Secondary Schools","","Maimonides Academy","103 Miry Brook Road","Danbury","CT","06810","203-748-7129","203-790-9780","","Standard Non-Public","","","1","1","1","1","1","0","1","0","0","0","0","0","0","0"
"0770361","None","Nonpublic Elementary and Secondary Schools","","Manchester Memorial Hospital Clinical Day School","71 Haynes Street","Manchester","CT","06040","860-646-1222","860-533-3452","","APSEP","","","0","0","0","0","0","0","0","0","1","1","1","1","1","1"
"8360321","None","Nonpublic Elementary and Secondary Schools","","Maplebrook School","5142 Route 22","Amenia","NY","12501","845-373-8191","","","Standard Non-Public","","","","","","","","","","","","","","","",""
"1416121","None","Nonpublic Elementary and Secondary Schools","","Marianapolis Preparatory School","26 Chase Road","Thompson","CT","06277","860-923-9565","","","Standard Non-Public","","","0","0","0","0","0","0","0","0","0","0","1","1","1","1"
"0150782","None","Nonpublic Elementary and Secondary Schools","","Marrakech Inc. - Transition Program","450 Island Lane","West Haven","CT","06516","203-389-2970 x1106","203-397-0658","","TVSP","","","0","0","0","0","0","0","0","0","0","0","0","0","0","1"
"8255961","None","Nonpublic Elementary and Secondary Schools","","May Institute Randolph","41 Pacella Park Drive","Randolph","MA","02368","781-437-1432","","","APSEP","","","","","","","","","","","","","","","",""
"8255861","None","Nonpublic Elementary and Secondary Schools","","May Institute West Springfield","511 Main Street","West Springfield","MA","01089","413-785-5462","","","APSEP","","","","","","","","","","","","","","","",""
"8360821","None","Nonpublic Elementary and Secondary Schools","","McCarton School","350 E 2nd Street","New York","NY","10028","646-277-5431","","","Standard Non-Public","","","","","","","","","","","","","","","",""
"1351821","None","Nonpublic Elementary and Secondary Schools","","Mead School","1095 Riverbank Road","Stamford","CT","06903","203-595-9500","203-595-0735","","Standard Non-Public","","","1","1","1","1","1","1","1","1","1","1","0","0","0","0"
"8440761","None","Nonpublic Elementary and Secondary Schools","","Meeting Street School","1000 Eddy Street","Providence","RI","02905","401-533-9240","","","APSEP","","","","","","","","","","","","","","","",""
"0800161","None","Nonpublic Elementary and Secondary Schools","","Meliora Academy","470 Murdock Avenue, Suite 1","Meriden","CT","06450","203-237-5710","","","APSEP","","","1","1","1","1","1","1","1","1","1","1","1","1","1","1"
"8252361","None","Nonpublic Elementary and Secondary Schools","","Melmark New England","461 River Road","Andover","MA","01810","978-654-4300","","","APSEP","","","","","","","","","","","","","","","",""
"8420961","None","Nonpublic Elementary and Secondary Schools","","Melmark School","2600 Wayland Road","Berwyn","PA","19312","610-325-4927","","","APSEP","","","","","","","","","","","","","","","",""
"0836121","None","Nonpublic Elementary and Secondary Schools","","Mercy High School","1740 Randolph Road","Middletown","CT","06457","860-346-6659","860-344-9887","","Standard Non-Public","","","0","0","0","0","0","0","0","0","0","0","1","1","1","1"
"0150617","None","Adult Education Providers","","Mercy Learning Center","637 Park Avenue","Bridgeport","CT","06604","203-334-6699","203-332-6852","www.mercylearningcenter.org","","","","","","","","","","","","","","","","",""
"8251311","None","Public Schools","","Merrimack Alternative Vocational High School","84 Brick Kiln Road","Chelmsford","MA","01824","978-275-1942","","","","","","","","","","","","","","","","","","",""
"1511321","None","Nonpublic Elementary and Secondary Schools","","Mesivta Yesodei Hatorah","Blue Ridge Synagogue 70 Blue Ridge Drive","Waterbury","CT","06704","323-240-3798","","www.","Standard Non-Public","","","0","0","0","0","0","0","0","0","0","0","1","0","0","0"
"0801121","None","Nonpublic Elementary and Secondary Schools","","MidState Christian Academy","139 Charles Street","Meriden","CT","06450","203-237-0302","203-237-3578","","Standard Non-Public","","","1","1","1","1","1","1","1","1","1","1","1","1","1","1"
"0840121","None","Nonpublic Elementary and Secondary Schools","","Milford Academy","150 Gulf Street","Milford","CT","06460","203-878-5921","","","Standard Non-Public","","","","","","","","","","","","","","","",""
"0840521","None","Nonpublic Elementary and Secondary Schools","","Milford Christian Academy","989 New Haven Avenue","Milford","CT","06460","203-876-2126","203-874-0492","","Standard Non-Public","","","0","1","1","1","1","1","1","1","1","1","1","1","1","1"
"1400121","None","Nonpublic Elementary and Secondary Schools","","Mindscape Industries, LLC","196 East Main Street","Thomaston","CT","06787","860-283-6463","860-201-1051","","TVSP","","","0","0","0","0","0","0","0","0","0","0","0","0","0","1"
"0526121","None","Nonpublic Elementary and Secondary Schools","","Miss Porter's School","60 Main Street","Farmington","CT","06032","860-409-3694","860-409-3515","","Standard Non-Public","","","0","0","0","0","0","0","0","0","0","0","1","1","1","1"
"1040821","None","Nonpublic Elementary and Secondary Schools","","Montessori Discovery School","218 Dudley Street","Norwich","CT","06360","860-889-0340","860-889-7949","","Standard Non-Public","","","1","1","1","1","1","1","1","1","0","0","0","0","0","0"
"1550821","None","Nonpublic Elementary and Secondary Schools","","Montessori School of Greater Hartford","141 North Main Street","West Hartford","CT","06107","860-236-4565","860-586-7420","","Standard Non-Public","","","1","1","1","1","1","1","1","1","1","1","1","0","0","0"
"0075121","None","Nonpublic Elementary and Secondary Schools","","Mooreland Hill School","166 Lincoln Street","Kensington","CT","06037","860-223-6428","860-223-3318","","Standard Non-Public","","","0","1","1","1","1","1","1","1","1","1","1","0","0","0"
"8440561","None","Nonpublic Elementary and Secondary Schools","","Mount Pleasant Academy","1246 Chalkstone Avenue","Providence","RI","02908","401-521-4335","","","APSEP","","","","","","","","","","","","","","","",""
"8252461","None","Nonpublic Elementary and Secondary Schools","","NECC - New England Center for Children","33 Turnpike Rd","Southboro","MA","01772","508-481-1015","","","APSEP","","","","","","","","","","","","","","","",""
"2480317","None","Adult Education Providers","","NW CT Community College","Park Place","Winsted","CT","06098","860-738-6351","860-738-6327","","","","","","","","","","","","","","","","","",""
"0780161","None","Nonpublic Elementary and Secondary Schools","","Natchaug Hospital Inpatient School","189 Storrs Road","Mansfield","CT","06250","860-465-5926","860-423-1109","","APSEP","","","0","1","1","1","1","1","1","1","1","1","1","1","1","1"
"0780361","None","Nonpublic Elementary and Secondary Schools","","Natchaug Hospital Journey School","189 Storrs Road","Mansfield","CT","06250","860-465-5949","860-423-1109","","APSEP","","","0","0","0","0","0","0","0","0","1","1","1","1","1","1"
"0780261","None","Nonpublic Elementary and Secondary Schools","","Natchaug Hospital School CDT-Mansfield","189 Storrs Road","Mansfield","CT","06250","860-465-5926","860-423-1109","","APSEP","","","0","1","1","1","1","1","1","1","1","1","0","0","0","0"
"1060161","None","Nonpublic Elementary and Secondary Schools","","Natchaug Hospital School CDT-Shoreline","5 Research Parkway","Old Saybrook","CT","06475","860-510-0163","","","APSEP","","","0","0","0","0","0","0","0","1","1","1","1","1","1","1"
"1630661","None","Nonpublic Elementary and Secondary Schools","","Natchaug Hospital School CDT-Willimantic","345 Jackson Street","Willimantic","CT","06226","860-450-7378","860-423-1109","","APSEP","","","0","0","0","0","0","0","0","0","1","1","1","1","1","1"
"0690161","None","Nonpublic Elementary and Secondary Schools","","Natchaug Hospital School Joshua Center NE-Danielson","934 North Main Street","Danielson","CT","06239","860-779-2101","860-423-1109","","APSEP","","","0","0","0","0","0","0","0","1","1","1","1","1","1","1"
"1040721","None","Nonpublic Elementary and Secondary Schools","","Natchaug Hospital School Joshua Center Thames Valley CDT","11A Stott Avenue","Norwich","CT","06360","860-823-5356","860-423-1109","","APSEP","","","0","1","1","1","1","1","1","1","1","1","1","1","1","1"
"0490161","None","Nonpublic Elementary and Secondary Schools","","Natchaug Hospital School Joshua Center-Enfield","72 Shaker Road","Enfield","CT","06082","860-749-2243","860-423-1109","","APSEP","","","0","0","0","0","0","0","0","0","1","1","1","1","1","1"
"8470761","None","Nonpublic Elementary and Secondary Schools","","Natchez Trace Youth Academy","415 Seven Hawks Lane","Waverly","TN","37185","931-296-1183","","","APSEP","","","","","","","","","","","","","","","",""
"0280282","None","Nonpublic Elementary and Secondary Schools","","New Beginnings For Life, LLC","263 South Main Street","Colchester","CT","06415","860-531-9426","860-531-9426","","TVSP","","","0","0","0","0","0","0","0","0","0","0","0","0","0","1"
"0900121","None","Nonpublic Elementary and Secondary Schools","","New Canaan Country School","P.O. Box 997","New Canaan","CT","06840","203-972-0771","203-966-5924","","Standard Non-Public","","","1","1","1","1","1","1","1","1","1","1","1","0","0","0"
