2009_10_entrance_pct,2009_10_persistence_pct,2010_11_entrance_pct,2010_11_persistence_pct,2011_12_entrance_pct,2011_12_persistence_pct,2012_13_entrance_pct,2012_13_persistence_pct,2013_14_entrance_pct,2013_14_persistence_pct,district,district_code,drg,four_y_percent,group,race_ethnicity,school,school_code
52.7,87.4,54.9,83.3,61.2,88.1,66.7,83.3,61.1,76.6,Stamford School District,1350011,H,83.3,race,Hispanic or Latino,Westhill High School,1356311
81.6,91.9,75.1,95.0,82.5,94.7,82.1,96.9,83.2,92.2,Stamford School District,1350011,H,94.7,race,White,Westhill High School,1356311
75.0,90.8,82.8,91.6,71.4,90.0,75.9,89.9,73.8,94.5,Stonington School District,1370011,D,90.8,race,White,Stonington High School,1376111
67.2,83.7,73.1,86.8,81.7,85.7,79.3,89.1,76.1,86.3,Stratford School District,1380011,G,86.3,race,Black or African American,Bunnell High School,1386211
57.1,80.0,68.9,88.1,74.0,83.8,73.2,90.2,70.1,81.5,Stratford School District,1380011,G,83.8,race,Hispanic or Latino,Bunnell High School,1386211
79.2,91.0,79.1,89.0,76.1,90.7,79.6,90.1,80.6,92.0,Stratford School District,1380011,G,90.7,race,White,Bunnell High School,1386211
55.4,87.8,73.2,82.7,62.3,81.4,65.6,77.5,,,Stratford School District,1380011,G,82.05,race,Black or African American,Stratford High School,1386111
52.5,81.0,61.5,78.1,71.4,91.1,55.4,87.1,70.5,90.9,Stratford School District,1380011,G,87.1,race,Hispanic or Latino,Stratford High School,1386111
73.7,83.3,75.6,83.1,71.8,84.8,75.4,94.2,72.2,89.0,Stratford School District,1380011,G,84.8,race,White,Stratford High School,1386111
83.5,93.6,82.7,91.4,79.3,89.9,83.5,94.9,83.2,96.9,Suffield School District,1390011,C,93.6,race,White,Suffield High School,1396111
68.5,90.5,,,,,,,79.1,86.8,Thomaston School District,1400011,E,88.65,race,White,Thomaston High School,1406211
,,,,65.9,83.9,64.9,90.0,,,Thompson School District,1410011,F,86.95,race,White,Tourtellotte Memorial High School,1416111
79.2,92.3,84.0,88.3,82.8,92.7,77.2,94.3,88.0,90.3,Tolland School District,1420011,C,92.3,race,White,Tolland High School,1426111
50.0,,55.6,,65.5,,51.9,81.5,68.2,73.3,Torrington School District,1430011,G,77.4,race,Hispanic or Latino,Torrington High School,1436111
66.1,89.9,70.1,89.1,63.6,87.2,61.0,91.0,61.9,86.9,Torrington School District,1430011,G,89.1,race,White,Torrington High School,1436111
,,73.9,,80.8,81.0,90.0,,92.6,96.0,Trumbull School District,1440011,B,88.5,race,Asian,Trumbull High School,1446111
83.3,95.0,77.4,100.0,82.9,93.1,74.1,85.0,84.4,88.9,Trumbull School District,1440011,B,93.1,race,Black or African American,Trumbull High School,1446111
69.2,,72.4,95.2,81.6,100.0,75.6,88.2,68.9,87.1,Trumbull School District,1440011,B,91.7,race,Hispanic or Latino,Trumbull High School,1446111
85.7,93.5,84.6,92.9,88.0,95.3,86.1,93.6,88.7,94.0,Trumbull School District,1440011,B,93.6,race,White,Trumbull High School,1446111
72.0,85.5,68.6,87.6,76.1,85.5,71.0,85.4,70.0,92.9,Vernon School District,1460011,G,85.5,race,White,Rockville High School,1466111
73.6,89.4,71.3,91.8,80.6,89.1,73.4,88.3,72.5,93.1,Wallingford School District,1480011,D,89.4,race,White,Lyman Hall High School,1486111
76.8,89.9,78.5,94.3,81.6,90.5,81.2,95.4,71.3,93.7,Wallingford School District,1480011,D,93.7,race,White,Mark T. Sheehan High School,1486211
,80.6,52.7,66.7,63.5,76.6,60.8,77.1,57.8,78.8,Waterbury School District,1510011,I,77.1,race,Black or African American,Crosby High School,1516211
45.1,69.6,47.0,72.3,46.6,80.5,45.7,72.1,56.3,66.7,Waterbury School District,1510011,I,72.1,race,Hispanic or Latino,Crosby High School,1516211
64.3,94.4,64.3,93.3,46.4,92.3,54.5,76.7,65.2,74.4,Waterbury School District,1510011,I,92.3,race,White,Crosby High School,1516211
,,55.6,77.1,55.1,77.8,51.7,71.0,49.1,81.5,Waterbury School District,1510011,I,77.45,race,Black or African American,John F. Kennedy High School,1516411
48.4,75.0,61.5,81.3,55.7,69.5,52.3,69.6,53.8,75.4,Waterbury School District,1510011,I,75.0,race,Hispanic or Latino,John F. Kennedy High School,1516411
68.1,89.1,70.6,90.9,65.5,87.3,75.9,85.9,59.1,87.3,Waterbury School District,1510011,I,87.3,race,White,John F. Kennedy High School,1516411
,,76.2,,77.8,76.2,59.1,,66.7,86.4,Waterbury School District,1510011,I,81.3,race,Black or African American,Waterbury Arts Magnet School (High),1516011
66.2,86.0,82.7,93.0,90.3,87.5,77.4,83.3,86.2,88.0,Waterbury School District,1510011,I,87.5,race,White,Waterbury Arts Magnet School (High),1516011
44.0,75.0,46.7,72.1,44.3,68.1,53.6,76.9,50.5,64.6,Waterbury School District,1510011,I,72.1,race,Black or African American,Wilby High School,1516311
49.5,72.5,47.5,66.7,40.0,68.2,39.7,67.2,54.5,62.7,Waterbury School District,1510011,I,67.2,race,Hispanic or Latino,Wilby High School,1516311
77.1,85.5,78.0,82.5,74.9,86.4,71.2,87.0,81.0,92.4,Waterford School District,1520011,D,86.4,race,White,Waterford High School,1526111
72.1,90.3,74.9,87.6,74.8,90.1,81.7,91.0,76.7,93.1,Watertown School District,1530011,D,90.3,race,White,Watertown High School,1536111
74.2,93.9,80.6,92.6,79.2,91.2,,,80.3,83.0,Westbrook School District,1540011,E,91.9,race,White,Westbrook High School,1546111
86.0,100.0,87.1,92.6,77.1,88.9,95.1,97.4,97.7,90.5,West Hartford School District,1550011,B,92.6,race,Asian,Conard High School,1556111
,,86.2,76.0,61.3,,84.1,86.5,,,West Hartford School District,1550011,B,81.25,race,Black or African American,Conard High School,1556111
63.0,82.4,71.9,89.1,69.6,89.6,60.3,92.7,78.0,80.4,West Hartford School District,1550011,B,89.1,race,Hispanic or Latino,Conard High School,1556111
91.7,94.5,85.3,95.1,88.8,94.0,90.9,94.5,85.4,93.2,West Hartford School District,1550011,B,94.5,race,White,Conard High School,1556111
90.9,93.3,76.0,,95.3,95.1,89.2,100.0,94.7,94.4,West Hartford School District,1550011,B,94.75,race,Asian,Hall High School,1556211
84.4,89.5,84.2,90.6,80.6,89.7,82.2,86.5,85.0,88.2,West Hartford School District,1550011,B,89.5,race,Black or African American,Hall High School,1556211
55.3,85.7,72.5,75.7,66.7,81.6,78.4,92.5,68.1,78.1,West Hartford School District,1550011,B,81.6,race,Hispanic or Latino,Hall High School,1556211
88.7,95.5,84.8,94.9,80.3,94.4,88.0,92.7,86.0,95.6,West Hartford School District,1550011,B,94.9,race,White,Hall High School,1556211
73.4,82.5,67.9,80.0,71.0,81.6,65.5,73.7,68.7,87.7,West Haven School District,1560011,H,81.6,race,Black or African American,West Haven High School,1566111
66.2,58.1,60.3,91.4,56.9,70.7,63.2,77.1,56.7,82.4,West Haven School District,1560011,H,77.1,race,Hispanic or Latino,West Haven High School,1566111
68.3,92.9,66.9,84.3,63.6,88.8,60.0,86.2,64.1,89.3,West Haven School District,1560011,H,88.8,race,White,West Haven High School,1566111
88.9,97.6,86.9,96.7,85.5,94.6,90.2,97.1,90.6,96.6,Weston School District,1570011,A,96.7,race,White,Weston High School,1576111
,,,,100.0,95.0,,,,,Westport School District,1580011,A,95.0,race,Asian,Staples High School,1586111
84.2,97.4,79.0,96.2,84.5,96.5,88.4,97.1,91.9,97.0,Westport School District,1580011,A,97.0,race,White,Staples High School,1586111
74.2,78.3,69.7,91.3,81.3,80.8,72.7,70.8,79.5,83.9,Wethersfield School District,1590011,D,80.8,race,Hispanic or Latino,Wethersfield High School,1596111
85.6,93.2,80.7,90.8,86.7,94.5,89.2,93.6,82.6,94.6,Wethersfield School District,1590011,D,93.6,race,White,Wethersfield High School,1596111
85.4,96.7,88.0,96.4,88.8,97.2,85.3,96.6,87.6,96.6,Wilton School District,1610011,A,96.6,race,White,Wilton High School,1616111
47.8,69.8,49.4,68.4,46.5,67.5,49.5,64.4,44.0,60.6,Windham School District,1630011,I,67.5,race,Hispanic or Latino,Windham High School,1636111
73.1,80.9,74.4,90.2,68.8,90.9,74.0,82.5,66.0,85.7,Windham School District,1630011,I,85.7,race,White,Windham High School,1636111
68.1,82.3,70.4,81.3,64.7,80.0,77.2,88.5,80.3,81.0,Windsor School District,1640011,D,81.3,race,Black or African American,Windsor High School,1646111
75.0,,67.6,82.6,68.6,75.0,60.5,91.3,60.0,79.2,Windsor School District,1640011,D,80.9,race,Hispanic or Latino,Windsor High School,1646111
75.0,92.0,75.0,88.0,75.0,90.3,76.1,91.4,79.1,89.7,Windsor School District,1640011,D,90.3,race,White,Windsor High School,1646111
70.5,86.5,60.7,92.6,65.7,83.6,64.8,92.6,69.1,84.6,Windsor Locks School District,1650011,F,86.5,race,White,Windsor Locks High School,1656111
75.9,93.7,72.9,89.9,82.1,89.7,78.8,91.7,76.0,90.5,Wolcott School District,1660011,F,90.5,race,White,Wolcott High School,1666111
,,60.9,91.4,63.4,89.7,55.4,94.1,65.3,89.4,Regional School District 01,2010012,E,90.55,race,White,Housatonic Valley Regional High School,2016112
74.0,87.6,67.7,91.1,75.0,90.7,75.5,89.2,77.2,93.7,Regional School District 04,2040012,C,90.7,race,White,Valley Regional High School,2046112
79.5,93.5,85.4,97.1,76.6,100.0,90.2,94.6,83.7,100.0,Regional School District 05,2050012,B,97.1,race,Asian,Amity Regional High School,2056112
88.2,97.3,82.9,94.3,85.0,92.4,88.6,94.0,87.4,95.4,Regional School District 05,2050012,B,94.3,race,White,Amity Regional High School,2056112
64.9,93.8,,,76.5,88.7,71.9,89.1,,,Regional School District 06,2060012,E,89.1,race,White,Wamogo Regional High School,2066112
81.8,88.2,74.9,92.4,72.7,86.4,,,77.5,89.1,Regional School District 07,2070012,C,88.65,race,White,Northwestern Regional High School,2076112
83.2,96.4,84.9,93.0,86.1,94.3,79.1,95.6,83.9,95.4,Regional School District 08,2080012,C,95.4,race,White,RHAM High School,2086112
85.7,93.0,81.1,93.7,83.1,94.5,86.7,95.6,86.9,96.0,Regional School District 09,2090012,A,94.5,race,White,Joel Barlow High School,2096112
82.8,89.0,82.0,93.9,80.7,86.8,82.5,93.6,81.0,92.4,Regional School District 10,2100012,C,92.4,race,White,Lewis S. Mills High School,2106112
80.0,85.7,71.4,100.0,,,69.7,,73.3,,Regional School District 11,2110012,F,92.85,race,White,Parish Hill High School,2116112
,,68.8,85.5,73.7,92.9,83.6,91.8,,,Regional School District 12,2120012,C,91.8,race,White,Shepaug Valley High School,2126112
89.4,95.2,87.8,94.4,77.3,89.2,85.4,88.0,83.3,95.0,Regional School District 13,2130012,C,94.4,race,White,Coginchaug Regional High School,2136112
78.9,94.7,79.6,89.0,71.7,93.2,85.7,88.7,81.1,91.4,Regional School District 14,2140012,C,91.4,race,White,Nonnewaug High School,2146112
86.8,93.3,83.3,94.3,83.6,95.4,80.3,92.7,82.7,90.4,Regional School District 15,2150012,B,93.3,race,White,Pomperaug Regional High School,2156212
78.1,88.8,76.9,87.8,72.7,89.6,79.9,95.9,77.2,88.8,Regional School District 16,2160012,E,88.8,race,White,Woodland Regional High School,2166012
87.2,89.9,75.5,,80.2,93.5,84.8,93.0,84.2,92.3,Regional School District 17,2170012,C,92.65,race,White,Haddam-Killingworth High School,2176112
76.3,94.6,76.9,86.0,76.3,93.0,80.4,94.9,90.9,92.2,Regional School District 18,2180012,C,93.0,race,White,Lyme-Old Lyme High School,2186112
68.2,,,,,,84.0,95.2,,,Regional School District 19,2190012,C,95.2,race,Asian,E. O. Smith High School,2196112
69.6,91.3,73.5,93.9,75.3,90.2,73.6,94.0,69.7,87.9,Regional School District 19,2190012,C,91.3,race,White,E. O. Smith High School,2196112
76.7,82.6,70.4,73.7,75.0,81.0,,,,,Capitol Region Education Council,2410014,,81.0,race,Black or African American,Great Path Academy at MCC,2416314
84.4,66.7,72.4,81.0,,,,,,,Capitol Region Education Council,2410014,,73.85,race,White,Great Path Academy at MCC,2416314
,,,,66.7,75.0,76.0,,,,Capitol Region Education Council,2410014,,75.0,race,Black or African American,Greater Hartford Academy of  the Arts High School - Full Time,2416414
,,,,85.2,65.2,,,80.0,75.0,Capitol Region Education Council,2410014,,70.1,race,Hispanic or Latino,Greater Hartford Academy of  the Arts High School - Full Time,2416414
,,79.2,,72.0,,95.8,91.3,85.7,86.7,Capitol Region Education Council,2410014,,89.0,race,White,Greater Hartford Academy of  the Arts High School - Full Time,2416414
74.0,86.5,84.0,88.1,88.6,84.6,84.7,84.0,93.0,92.5,Capitol Region Education Council,2410014,,86.5,race,Black or African American,Metropolitan Learning Center for Global and International Studies,2416114
85.7,83.3,74.2,87.0,,,,,80.0,,Capitol Region Education Council,2410014,,85.15,race,White,Metropolitan Learning Center for Global and International Studies,2416114
,,,,78.1,76.0,,,66.7,,Eastern Connecticut Regional Educational Service Center (EASTCONN),2530014,,76.0,race,White,Arts at the Capitol Theater Magnet School (ACT),2536014
,72.2,,71.4,,,58.6,64.7,63.8,63.6,Connecticut Technical High School System,9000016,,68.05,race,Black or African American,A. I. Prince Technical High School,9001516
48.1,,48.1,68.4,55.0,76.4,48.9,83.7,60.6,59.6,Connecticut Technical High School System,9000016,,72.4,race,Hispanic or Latino,A. I. Prince Technical High School,9001516
,78.7,70.5,88.4,71.8,82.4,68.2,86.7,55.9,81.6,Connecticut Technical High School System,9000016,,82.4,race,Black or African American,Bullard-Havens Technical High School,9001116
47.8,75.9,55.7,78.0,57.8,84.7,61.0,63.9,53.7,88.9,Connecticut Technical High School System,9000016,,78.0,race,Hispanic or Latino,Bullard-Havens Technical High School,9001116
41.0,,40.4,69.6,50.7,60.0,56.1,71.9,48.1,48.6,Connecticut Technical High School System,9000016,,64.8,race,Hispanic or Latino,E. C. Goodwin Technical High School,9001916
,,48.9,65.2,,,26.9,,35.4,,Connecticut Technical High School System,9000016,,65.2,race,Black or African American,Eli Whitney Technical High School,9001416
37.5,,,85.0,50.8,69.7,38.8,42.3,,,Connecticut Technical High School System,9000016,,69.7,race,Hispanic or Latino,Eli Whitney Technical High School,9001416
53.5,69.6,39.1,,37.8,,72.1,87.1,53.7,81.8,Connecticut Technical High School System,9000016,,81.8,race,Hispanic or Latino,Ella T. Grasso Southeastern Technical High School,9002716
44.2,61.8,35.5,63.0,35.1,63.0,26.6,66.7,26.5,,Connecticut Technical High School System,9000016,,63.0,race,White,Ella T. Grasso Southeastern Technical High School,9002716
35.2,67.7,44.1,75.6,43.4,67.4,38.6,85.3,44.8,67.4,Connecticut Technical High School System,9000016,,67.7,race,White,Emmett O'Brien Technical High School,9002516
60.5,84.6,48.1,69.2,50.0,87.1,53.8,85.7,55.8,66.7,Connecticut Technical High School System,9000016,,84.6,race,Hispanic or Latino,H. C. Wilcox Technical High School,9001716
40.0,77.5,34.2,76.3,49.2,70.5,49.5,81.8,39.0,69.6,Connecticut Technical High School System,9000016,,76.3,race,White,H. C. Wilcox Technical High School,9001716
28.9,,,,27.1,68.8,,,26.5,69.2,Connecticut Technical High School System,9000016,,69.0,race,White,H. H. Ellis Technical High School,9001316
,,45.2,,35.9,,,,57.1,75.0,Connecticut Technical High School System,9000016,,75.0,race,Hispanic or Latino,Henry Abbott Technical High School,9001216
35.2,81.3,38.6,74.4,36.4,69.4,40.4,64.3,40.8,96.6,Connecticut Technical High School System,9000016,,74.4,race,White,Henry Abbott Technical High School,9001216
,,,,,,77.8,76.2,62.9,81.8,Connecticut Technical High School System,9000016,,79.0,race,Black or African American,Howell Cheney Technical High School,9001616
,,,,46.2,,,,58.3,47.6,Connecticut Technical High School System,9000016,,47.6,race,Hispanic or Latino,Howell Cheney Technical High School,9001616
40.6,63.4,35.7,82.9,33.0,71.0,38.0,80.5,41.0,87.5,Connecticut Technical High School System,9000016,,80.5,race,White,Howell Cheney Technical High School,9001616
35.8,69.0,38.4,72.7,30.9,65.8,35.5,60.5,40.2,68.1,Connecticut Technical High School System,9000016,,68.1,race,White,Norwich Technical High School,9002016
46.9,79.3,41.5,72.7,40.0,75.0,43.0,70.3,47.6,80.0,Connecticut Technical High School System,9000016,,75.0,race,White,Oliver Wolcott Technical High School,9002216
44.8,92.3,57.5,65.2,66.7,78.1,58.2,84.4,59.2,79.3,Connecticut Technical High School System,9000016,,79.3,race,Hispanic or Latino,Platt Technical High School,9002616
48.7,74.1,34.2,87.8,48.5,88.9,35.2,82.2,43.8,90.6,Connecticut Technical High School System,9000016,,87.8,race,White,Platt Technical High School,9002616
35.3,77.8,33.0,67.6,34.7,75.8,43.4,76.7,37.7,82.5,Connecticut Technical High School System,9000016,,76.7,race,White,Vinal Technical High School,9001816
,,65.0,,,75.0,54.8,,,,Connecticut Technical High School System,9000016,,75.0,race,Black or African American,W. F. Kaynor Technical High School,9002316
44.8,76.9,58.1,80.0,57.4,83.9,52.3,91.3,59.5,84.0,Connecticut Technical High School System,9000016,,83.9,race,Hispanic or Latino,W. F. Kaynor Technical High School,9002316
43.6,64.7,38.8,83.9,52.9,84.4,50.5,87.0,49.5,83.0,Connecticut Technical High School System,9000016,,83.9,race,White,W. F. Kaynor Technical High School,9002316
61.8,76.2,,,52.6,75.0,,,64.0,,Connecticut Technical High School System,9000016,,75.6,race,Hispanic or Latino,Windham Technical High School,9002416
49.4,76.3,45.2,73.8,41.2,82.9,35.6,72.2,35.4,77.1,Connecticut Technical High School System,9000016,,76.3,race,White,Windham Technical High School,9002416
,92.9,73.5,96.0,,,87.9,96.6,81.4,91.4,Norwich Free Academy District,9010022,G,94.45,race,Asian,Norwich Free Academy,9016122
59.7,76.7,61.0,86.1,56.5,,53.8,71.4,57.6,86.8,Norwich Free Academy District,9010022,G,81.4,race,Black or African American,Norwich Free Academy,9016122
71.4,87.5,68.4,79.5,58.9,75.8,69.0,79.6,68.4,76.9,Norwich Free Academy District,9010022,G,79.5,race,Hispanic or Latino,Norwich Free Academy,9016122
,,,,,,75.0,85.7,,,Norwich Free Academy District,9010022,G,85.7,race,Native Hawaiian or Other Pacific Islander,Norwich Free Academy,9016122
,,,,59.1,82.1,,,,,Norwich Free Academy District,9010022,G,82.1,race,Two or More Races,Norwich Free Academy,9016122
76.0,88.0,75.8,89.0,75.8,87.0,77.3,88.0,73.2,90.7,Norwich Free Academy District,9010022,G,88.0,race,White,Norwich Free Academy,9016122
79.8,73.3,82.4,90.5,65.3,80.9,74.1,76.7,69.5,75.6,The Gilbert School District,9020022,G,76.7,race,White,The Gilbert School,9026122
,,,,,,,,70.0,95.2,Woodstock Academy District,9030022,E,95.2,race,Asian,Woodstock Academy,9036122
83.1,89.6,79.8,89.9,78.3,90.3,81.0,91.3,79.1,90.8,Woodstock Academy District,9030022,E,90.3,race,White,Woodstock Academy,9036122
,,,,,,,,63.9,82.6,Learn,2450014,,82.6,race,Black or African American,Connecticut River Academy,2456014
,,,,,,,,78.6,90.9,Learn,2450014,,90.9,race,White,Connecticut River Academy,2456014
67.1,88.0,61.0,87.2,62.1,85.2,58.0,78.2,59.4,78.5,Ansonia School District,0020011,H,85.2,all,All,Ansonia High School,0026111
81.8,96.9,84.3,95.2,86.4,95.0,86.8,94.2,88.2,95.0,Avon School District,0040011,B,95.0,all,All,Avon High School,0046111
75.7,94.4,83.5,92.3,81.7,93.2,82.5,95.8,88.1,92.0,Berlin School District,0070011,D,93.2,all,All,Berlin High School,0076111
78.3,89.4,81.1,90.7,77.9,92.8,70.6,91.3,77.7,85.6,Bethel School District,0090011,D,90.7,all,All,Bethel High School,0096111
66.0,79.4,76.3,84.9,66.2,74.5,68.2,84.1,73.2,81.1,Bloomfield School District,0110011,G,81.1,all,All,Bloomfield High School,0116111
86.4,93.0,88.2,93.3,87.9,93.1,88.8,94.4,84.4,92.6,Bolton School District,0120011,C,93.1,all,All,Bolton High School,0126111
79.4,95.2,78.0,90.9,78.3,88.0,76.2,89.7,73.0,92.2,Branford School District,0140011,D,90.9,all,All,Branford High School,0146111
52.8,68.9,45.1,71.3,44.9,77.5,50.9,67.6,41.7,71.0,Bridgeport School District,0150011,I,71.0,all,All,Bassick High School,0156111
64.5,84.7,66.0,81.8,63.7,84.0,64.6,82.0,61.8,83.0,Bridgeport School District,0150011,I,83.0,all,All,Central High School,0156211
49.8,77.7,51.9,74.8,46.8,77.1,44.4,70.8,46.1,78.3,Bridgeport School District,0150011,I,77.1,all,All,Harding High School,0156311
66.8,85.4,66.2,86.9,62.7,90.1,65.8,86.6,63.4,87.4,Bristol School District,0170011,G,86.9,all,All,Bristol Central High School,0176111
72.3,88.0,71.7,83.2,66.2,92.4,65.9,85.6,67.0,90.3,Bristol School District,0170011,G,88.0,all,All,Bristol Eastern High School,0176211
85.3,91.9,79.3,89.7,83.7,91.9,89.0,94.3,85.5,93.3,Brookfield School District,0180011,B,91.9,all,All,Brookfield High School,0186111
82.0,89.9,73.0,91.7,82.8,94.8,78.8,92.5,77.6,89.4,Canton School District,0230011,C,91.7,all,All,Canton High School,0236111
86.9,95.0,89.0,94.6,88.7,95.2,85.9,95.4,84.7,93.9,Cheshire School District,0250011,B,95.0,all,All,Cheshire High School,0256111
75.7,90.6,70.2,87.9,67.8,96.3,76.2,90.9,75.8,91.8,Clinton School District,0270011,D,90.9,all,All,The Morgan School,0276111
77.8,89.0,80.2,88.1,78.2,85.5,75.9,87.4,78.4,91.1,Colchester School District,0280011,D,88.1,all,All,Bacon Academy,0286111
73.0,88.9,65.8,89.6,67.4,82.8,71.5,89.2,71.1,91.2,Coventry School District,0320011,E,89.2,all,All,Coventry High School,0326111
75.5,86.1,79.2,90.5,78.1,88.8,80.5,91.6,78.5,93.1,Cromwell School District,0330011,D,90.5,all,All,Cromwell High School,0336111
68.5,90.7,69.5,89.0,70.4,87.1,71.3,89.0,68.0,87.4,Danbury School District,0340011,H,89.0,all,All,Danbury High School,0346111
83.2,94.3,81.6,96.1,86.6,97.3,90.2,97.8,89.3,96.9,Darien School District,0350011,A,96.9,all,All,Darien High School,0356111
53.5,80.4,60.0,92.6,62.2,87.5,68.8,84.1,54.5,72.2,Derby School District,0370011,H,84.1,all,All,Derby High School,0376111
93.5,93.0,82.7,93.5,76.7,91.3,67.6,89.1,80.0,83.3,East Granby School District,0400011,D,91.3,all,All,East Granby High School,0406111
80.2,84.7,66.7,94.8,77.2,91.5,81.1,88.3,62.9,88.5,East Haddam School District,0410011,E,88.5,all,All,Nathan Hale-Ray High School,0416111
80.0,84.8,79.1,87.3,69.3,84.9,81.0,90.2,82.9,91.8,East Hampton School District,0420011,D,87.3,all,All,East Hampton High School,0426111
82.1,95.7,81.8,85.2,100.0,100.0,94.6,100.0,95.6,95.3,East Hartford School District,0430011,H,95.7,all,All,Connecticut IB Academy,0436311
63.7,85.9,63.8,78.4,68.8,81.3,64.0,77.9,63.8,72.3,East Hartford School District,0430011,H,78.4,all,All,East Hartford High School,0436211
24.6,,23.9,,19.4,,27.2,28.0,20.8,,East Hartford School District,0430011,H,28.0,all,All,Stevens Alternate High school,0436411
62.8,90.3,70.0,87.2,72.2,88.5,69.3,85.0,65.6,86.0,East Haven School District,0440011,G,87.2,all,All,East Haven High School,0446111
85.4,91.4,82.1,90.5,81.8,88.0,84.8,94.4,85.3,93.2,East Lyme School District,0450011,D,91.4,all,All,East Lyme High School,0456111
63.3,82.3,58.8,89.4,61.3,85.7,59.8,95.9,63.0,85.7,East Windsor School District,0470011,F,85.7,all,All,East Windsor High School,0476111
84.7,89.0,83.6,92.3,79.0,93.2,83.6,92.8,71.9,87.0,Ellington School District,0480011,C,92.3,all,All,Ellington High School,0486111
74.2,82.3,77.9,91.6,69.3,90.2,63.8,80.4,71.2,77.6,Enfield School District,0490011,F,82.3,all,All,Enfield High School,0496111
79.2,86.4,73.4,85.3,69.8,88.5,70.3,86.1,70.6,83.4,Enfield School District,0490011,F,86.1,all,All,Enrico Fermi High School,0496211
85.1,95.0,81.6,96.0,85.2,91.3,84.3,94.9,83.3,93.2,Fairfield School District,0510011,B,94.9,all,All,Fairfield Ludlowe High School,0516011
82.0,91.4,81.3,93.2,83.2,94.8,86.2,94.7,81.6,96.8,Fairfield School District,0510011,B,94.7,all,All,Fairfield Warde High School,0516211
82.8,93.0,84.0,94.0,84.8,93.5,87.8,94.9,85.4,91.6,Farmington School District,0520011,B,93.5,all,All,Farmington High School,0526111
84.6,94.9,83.9,96.2,88.1,95.2,88.0,96.2,85.6,95.0,Glastonbury School District,0540011,B,95.2,all,All,Glastonbury High School,0546111
77.1,91.3,88.8,91.0,82.5,90.4,90.5,91.8,86.9,97.1,Granby School District,0560011,B,91.3,all,All,Granby Memorial High School,0566111
76.5,92.8,78.9,93.1,76.8,95.0,83.2,94.6,81.5,90.1,Greenwich School District,0570011,B,93.1,all,All,Greenwich High School,0576111
64.7,79.1,67.1,81.6,57.7,87.6,69.0,76.6,63.3,76.3,Griswold School District,0580011,F,79.1,all,All,Griswold High School,0586211
74.3,86.5,77.6,85.6,73.3,86.6,69.6,81.9,62.7,77.5,Groton School District,0590011,G,85.6,all,All,Robert E. Fitch High School,0596111
86.8,94.2,82.1,91.5,78.4,92.3,86.3,94.7,86.6,94.4,Guilford School District,0600011,B,94.2,all,All,Guilford High School,0606111
71.7,86.0,73.4,90.4,70.0,87.4,70.2,86.7,73.0,86.8,Hamden School District,0620011,G,86.8,all,All,Hamden High School,0626111
50.8,72.4,49.4,70.6,47.4,68.7,44.7,72.2,31.6,75.0,Hartford School District,0640011,I,72.2,all,All,Bulkeley High School,0647111
78.6,86.4,85.2,91.3,84.8,85.7,93.9,87.1,92.5,75.5,Hartford School District,0640011,I,86.4,all,All,Capital Preparatory Magnet School,0646911
84.6,92.7,81.9,91.2,86.6,85.9,90.5,94.7,90.1,90.4,Hartford School District,0640011,I,91.2,all,All,Classical Magnet School,0646411
45.1,65.6,41.0,64.0,26.7,,41.3,,34.7,38.5,Hartford School District,0640011,I,64.0,all,All,Culinary Arts Academy,0646011
,,,,,,77.3,80.4,79.2,76.2,Hartford School District,0640011,I,78.3,all,All,Great Path Academy High School at MCC,0647911
45.1,48.8,44.3,79.1,34.4,75.8,34.4,74.2,47.6,60.0,Hartford School District,0640011,I,74.2,all,All,HPHS Academy of Engineering and Green Technology,0647211
52.0,64.2,50.9,67.3,49.5,71.7,53.8,77.2,56.3,59.3,Hartford School District,0640011,I,67.3,all,All,HPHS Academy of Nursing and Health Science,0647511
49.3,84.8,58.5,75.0,61.4,74.1,49.1,74.1,47.2,68.0,Hartford School District,0640011,I,74.1,all,All,HPHS Law and Government Academy,0647411
,,,,64.0,,72.5,67.2,50.0,81.5,Hartford School District,0640011,I,74.35,all,All,"High School, Inc.",0647611
,,,,45.9,70.6,53.8,78.6,50.0,57.1,Hartford School District,0640011,I,70.6,all,All,Journalism and Media Academy Magnet School,0647711
69.6,74.5,77.9,83.6,61.3,87.8,71.2,85.1,62.1,75.6,Hartford School District,0640011,I,83.6,all,All,Pathways Academy of Technology and Design,0646611
76.3,89.7,67.0,84.6,73.7,84.9,83.0,74.0,75.5,78.9,Hartford School District,0640011,I,84.6,all,All,Sports and Medical Sciences Academy,0646511
83.6,93.5,82.9,87.9,83.1,84.4,88.2,92.7,84.2,84.4,Hartford School District,0640011,I,87.9,all,All,University High School of Science and Engineering,0646711
48.2,79.1,39.7,67.3,,,,,,,Hartford School District,0640011,I,73.2,all,All,Weaver High School,0646311
67.3,82.9,51.0,82.4,65.2,80.2,60.1,79.8,63.7,82.5,Killingly School District,0690011,G,82.4,all,All,Killingly High School,0696111
69.4,95.2,70.7,87.5,73.5,86.0,77.3,88.2,72.8,89.6,Lebanon School District,0710011,E,88.2,all,All,Lyman Memorial High School,0716211
75.8,86.6,67.5,83.9,73.1,83.0,77.4,90.2,75.6,88.8,Ledyard School District,0720011,D,86.6,all,All,Ledyard High School,0726111
